"CFS #","Case #","Date Reported","Date Occurred","Address","Incident","Disposition"
"CFS15-07-03-005489","UPD-150719","07/03/15 01:24","07/03/15 01:24","RICHLAND AVENUE Common Name: RICHLAND AVENUE","OPERATING A VEHICLE UNDER THE INFLUENCE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-03-005490","UPD-150720","07/03/15 03:25","07/03/15 03:25","RICHLAND AVENUE Common Name: RICHLAND AVENUE","OPERATING A VEHICLE UNDER THE INFLUENCE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-03-005494","UPD","07/03/15 07:00","","SCOTT QUAD Common Name: OHIO UNIVERSITY POLICE DEPT","","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-03-005499","UPD-150721","07/03/15 14:51","07/03/15 14:51","Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: COLUMBUS, OHIO","EDC DEPLOYMENT","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-03-005503","UPD","07/03/15 21:50","","WASHINGTON STREET Common Name: WASHINGTON STREET Location Detail: WRONG LANE","CONVERSION_TRAFFIC ONE-WAY TRAFFIC - ROTARY ISLANDS 4511.32","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-04-005509","UPD","07/04/15 00:58","","UNION STREET Common Name: UNION STREET Location Detail: CENTRAL CLASSROOM","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-04-005510","UPD","07/04/15 01:10","","RICHLAND AVENUE Common Name: RICHLAND AVENUE","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-04-005511","UPD","07/04/15 01:44","","16 WEST GREEN DRIVE Common Name: GROSVENOR HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-04-005513","UPD","07/04/15 02:16","","16 WEST GREEN DRIVE Common Name: GROSVENOR HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-04-005519","UPD","07/04/15 10:33","","Common Name: BIKE PATH","ANIMAL COMPLAINT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-05-005532","UPD","07/05/15 00:42","","RICHLAND AVENUE Common Name: RICHLAND AVENUE","TRAFFIC LANES OF TRAVEL 4511.25","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-05-005534","UPD-150722","07/05/15 01:35","07/05/15 01:35","RICHLAND AVENUE Common Name: RICHLAND AVENUE","OPERATING A VEHICLE UNDER THE INFLUENCE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-05-005536","UPD-150723","07/05/15 02:58","07/05/15 02:58","STEWART ST. Common Name: STEWART STREET","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-05-005538","UPD","07/05/15 03:17","","RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: AT WEST GREEN DR","TRAFFIC LANES OF TRAVEL 4511.25","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-05-005543","UPD-150724","07/05/15 05:40","07/05/15 03:00","45 EAST GREEN STREET Common Name: LINCOLN HALL Location Detail: ROOM 217","CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-05-005556","UPD","07/05/15 17:04","","UNION STREET Common Name: UNION STREET Location Detail: COURT","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-05-005558","UPD","07/05/15 17:52","","UNION STREET Common Name: UNION STREET Location Detail: CONGRESS","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-06-005565","UPD","07/06/15 00:00","","RIDGES PROPERTY Common Name: RIDGES Location Detail: WATER TOWER","TRESPASSING OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-06-005566","UPD","07/06/15 00:22","","RIDGES PROPERTY Common Name: RIDGES Location Detail: BETWEEN BUILDINGS 7 AND 8","TRESPASSING OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-06-005567","UPD","07/06/15 00:35","","BETWEEN DEPOT ST. AND OXBOW DR. Common Name: LIFE SCIENCE BLDG.","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-06-005568","UPD-150725","07/06/15 02:18","07/06/15 02:18","STEWART ST. Common Name: STEWART STREET","TRAFFIC DRIVING UNDER LICENSE FORFEITURE SUSPENSION 4510.22","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-06-005570","UPD","07/06/15 04:00","","EAST UNION STREET Common Name: SCHOONOVER CENTER","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-06-005574","UPD-150726","07/06/15 06:30","07/06/15 06:30","SCOTT QUAD UPPER Common Name: PARKING LOT 6","CONVERSION_LARCENY-THEFT THEFT FROM ANY COIN-OPERATED MACHINES 2911","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-06-005591","UPD","07/06/15 18:25","","MCKINLEY AVE Common Name: MCKINLEY AVE Location Detail: BUILDING 38  RIVERPARK TOWERS","TRAFFIC FAILURE TO DISPLAY LIC. PLATE/STICKER 4503.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-07-005613","UPD-150728","07/07/15 17:06","07/07/15 17:00","Common Name: ACADEMIC RESEARCH CENTER","EDC DEPLOYMENT","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-07-005614","UPD-150727","07/07/15 17:10","07/06/15 21:00","45 EAST GREEN STREET Common Name: LINCOLN HALL","CONVERSION_LARCENY-THEFT THEFT - ALL OTHER 2913","CONVERSION OUPD - OPEN","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-07-005616","UPD","07/07/15 18:15","","Common Name: ACADEMIC RESEARCH CENTER Location Detail: ROOM 303","TRESPASSING OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-08-005627","UPD-150729","07/08/15 02:14","07/08/15 01:00","CHURCH ST. Common Name: SEIGFRED Location Detail: FIRST FLOOR","DESTRUCTION OF PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-08-005629","UPD","07/08/15 03:49","","135 SOUTH GREEN DRIVE Common Name: EWING HOUSE Location Detail: FROM HR","TRANSPORT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-08-005633","UPD","07/08/15 07:14","","S. SHAFER ST. Common Name: WREN STADIUM","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-08-005638","UPD","07/08/15 11:22","","1 PARK PLACE Common Name: BAKER STUDENT CENTER","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-08-005644","UPD","07/08/15 15:19","","Common Name: ACADEMIC RESEARCH CENTER Location Detail: FRONT DOORS NEAR THE CAFE","TRESPASSING OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-08-005645","UPD-150730","07/08/15 16:10","07/08/15 16:10","S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: BETWEEN PEDEN STADIUM AND WALTER HALL","TRAFFIC CRASH ","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-08-005646","UPD","07/08/15 17:27","","MILL STREET Common Name: MILL STREET","TRAFFIC FAILURE TO DISPLAY LIC. PLATE/STICKER 4503.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-09-005655","UPD-150731","07/09/15 06:16","07/09/15 06:15","MORTON HALL LOT Common Name: PARKING LOT 90","OPERATING A VEHICLE UNDER THE INFLUENCE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-09-005665","UPD","07/09/15 09:28","","1 PARK PLACE Common Name: BAKER STUDENT CENTER","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-09-005666","UPD","07/09/15 10:12","","44 EAST GREEN STREET Common Name: JOHNSON HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-09-005673","UPD","07/09/15 17:30","","UNION STREET Common Name: UNION STREET","CONVERSION_TRAFFIC ONE-WAY TRAFFIC - ROTARY ISLANDS 4511.32","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-09-005675","UPD-150732","07/09/15 19:07","07/09/15 19:06","UNION STREET Common Name: UNION STREET Location Detail: AT HIGH ST BEHIND BROMLEY HALL","INTOXICATED PERSON","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-10-005681","UPD","07/10/15 00:34","","60 E.GREEN DR. Common Name: TIFFIN HALL Location Detail: ROOM 202","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-10-005687","UPD-150733","07/10/15 09:09","07/10/15 00:00","59 EAST GREEN DRIVE Common Name: SHIVELY HALL","MISSING PERSON","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-10-005690","UPD","07/10/15 10:36","","PALMER STREET Common Name: PALMER STREET Location Detail: 4 PALMER STREET","TRAFFIC BRAKE LIGHTS 4513.071","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-10-005692","UPD","07/10/15 13:22","","SOUTH GREEN DRIVE - WALTER HALL Common Name: PARKING LOT 134","TRAFFIC LANES OF TRAVEL 4511.25","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-10-005693","UPD","07/10/15 13:50","","WEST GREEN DRIVE Common Name: PARKS HALL Location Detail: ROOM 105","TELECOMMUNICATIONS HARASSMENT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-10-005694","UPD","07/10/15 14:24","","PEDEN STADIUM Common Name: PARKING LOT 132","TRAFFIC CRASH ","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-10-005697","UPD","07/10/15 15:17","","121 SOUTH GREEN DRIVE Common Name: TANAKA HALL Location Detail: ROOM 258 HOUSEKEEPING","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-10-005700","UPD","07/10/15 19:03","","UNION STREET Common Name: UNION STREET Location Detail: AT CONGRESS ST","TRAFFIC HIGHWAY TRAFFIC SIGNAL INDICATIONS 4511.13","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-10-005702","UPD","07/10/15 22:06","","EAST GREEN Common Name: EAST GREEN Location Detail: NEAR LINCOLN ON BRYAN HALL STAIRS (BOTTOM)","ALCOHOL OFFENSE","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-10-005708","UPD","07/10/15 23:56","","RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: BIKE LANE","TRAFFIC LANES OF TRAVEL 4511.25","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-11-005709","UPD","07/11/15 00:20","","UNION STREET Common Name: UNION STREET Location Detail: SHAFER ST","TRAFFIC LANES OF TRAVEL 4511.25","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-11-005710","UPD-150734","07/11/15 00:27","07/11/15 00:27","UNION STREET Common Name: UNION STREET Location Detail: JEFF HILL","SEX OFFENSE","CONVERSION OUPD - OPEN","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-11-005711","UPD","07/11/15 00:53","","RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: WEST GREEN DR.","TRAFFIC LANES OF TRAVEL 4511.25","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-11-005712","UPD-150735","07/11/15 01:19","07/11/15 01:19","RICHLAND AVENUE Common Name: RICHLAND AVENUE","OPERATING A VEHICLE UNDER THE INFLUENCE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-11-005715","UPD","07/11/15 02:06","","UNION STREET Common Name: UNION STREET Location Detail: BOTTOM OF JEFF HILL","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-11-005717","UPD-150736","07/11/15 02:48","07/11/15 02:48","RICHLAND AVENUE Common Name: RICHLAND AVENUE","OPERATING A VEHICLE UNDER THE INFLUENCE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-11-005719","UPD-150737","07/11/15 03:13","07/11/15 03:13","131 SOUTH GREEN DRIVE Common Name: SMITH HOUSE Location Detail: OUTSIDE","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-11-005724","UPD","07/11/15 10:35","","EAST UNION STREET Common Name: SCHOONOVER CENTER","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-11-005725","UPD-150738","07/11/15 10:58","07/11/15 10:58","WEST SIDE OF CONVO Common Name: PARKING LOT 127 Location Detail: AT SHAFER STREET","CONVERSION_TRAFFIC SPEED 4511.21","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-11-005733","UPD-150739","07/11/15 17:51","07/11/15 17:51","45 EAST GREEN STREET Common Name: LINCOLN HALL","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-11-005735","UPD-150740","07/11/15 19:30","07/11/15 17:00","45 EAST GREEN STREET Common Name: LINCOLN HALL","DRUG OFFENSES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-11-005736","UPD","07/11/15 19:33","","97 WEST GREEN DRIVE Common Name: JAMES HALL Location Detail: ROOM 419","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-11-005738","UPD-150741","07/11/15 20:07","01/01/00 00:00","SOUTH GREEN DRIVE Common Name: GOLF COURSE","MISSING PERSON","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-11-005745","UPD","07/11/15 22:10","","127 SOUTH GREEN DRIVE Common Name: MARTZOLFF HOUSE Location Detail: OUTSIDE COMPLEX COURT YARD","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-11-005748","UPD-150743","07/11/15 22:19","07/11/15 22:19","RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: AT SHAFER ST","RECKLESS DRIVER","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-11-005751","UPD","07/11/15 22:58","","SOUTH GREEN DRIVE Common Name: ADAMS HALL Location Detail: ROOM 138","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-11-005755","UPD","07/11/15 23:50","","BUILDING 1, THE RIDGES Common Name: KENNEDY MUSEUM OF AMERICA","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-12-005756","UPD","07/12/15 00:29","","UNION STREET Common Name: UNION STREET Location Detail: SHAFER","TRAFFIC HIGHWAY TRAFFIC SIGNAL INDICATIONS 4511.13","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-12-005757","UPD","07/12/15 00:44","","SOUTH GREEN DRIVE Common Name: ADAMS HALL Location Detail: ROOM 138","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-12-005759","UPD","07/12/15 01:51","","RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: WEST GREEN DR.","TRAFFIC LANES OF TRAVEL 4511.25","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-12-005762","UPD","07/12/15 02:27","","Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: FRONT OF GRINDER'S","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-12-005763","UPD","07/12/15 02:42","","RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: BIKE LANES","TRAFFIC LANES OF TRAVEL 4511.25","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-12-005764","UPD-150744","07/12/15 02:56","07/12/15 02:56","UNION STREET Common Name: UNION STREET Location Detail: SMILING SKULL (FRONT OF)","INTOXICATED PERSON","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-12-005765","UPD","07/12/15 02:59","","SHAFER STREET Common Name: SHAFER STREET Location Detail: UNION","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-12-005776","UPD-150745","07/12/15 14:02","07/12/15 14:02","45 EAST GREEN STREET Common Name: LINCOLN HALL / C","MENACING OFFENSES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-12-005782","UPD-150746","07/12/15 20:45","07/10/15 23:30","MORTON HALL LOT Common Name: PARKING LOT 90","DESTRUCTION OF PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-13-005785","UPD","07/13/15 00:20","","RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: NORTH BRIDGE","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-13-005787","UPD-150747","07/13/15 01:32","07/13/15 01:32","RICHLAND AVENUE Common Name: RICHLAND AVENUE","OPERATING A VEHICLE UNDER THE INFLUENCE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-13-005792","UPD","07/13/15 07:27","","Common Name: ACADEMIC RESEARCH CENTER","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-13-005804","UPD","07/13/15 19:05","","WEST GREEN DRIVE Common Name: WEST GREEN DRIVE Location Detail: FACTORY","TRAFFIC FAILURE TO DISPLAY LIC. PLATE/STICKER 4503.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-13-005806","UPD-150748","07/13/15 21:08","07/13/15 21:08","UNIVERSITY TERRACE Common Name: UNIVERSITY TERRACE Location Detail: SOUTH GREEN DRIVE","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-13-005807","UPD","07/13/15 21:40","","S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: PING","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-14-005813","UPD-150749","07/14/15 09:59","07/14/15 09:59","SOUTH GREEN DRIVE - INTRAMURAL FD. Common Name: PARKING LOT 55","PROPERTY DAMAGE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-07-14-005824","UPD-150750","07/14/15 15:53","07/14/15 12:00","100 WEST GREEN DRIVE Location Detail: BOILER","CONVERSION_LARCENY-THEFT THEFT - ALL OTHER 2913","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
