"CFS #","Case #","Date Reported","Date Occurred","Address","Incident","Disposition"
"CFS14-04-04-002995","UPD-140357","04/04/14 18:39","04/04/14 18:39","PARK PLACE Common Name: PARK PLACE Location Detail: ALDEN LIBRARY","TRAFFIC FAIL TO TRANSFER REGISTRATION 4503.12","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-04-002996","UPD","04/04/14 20:14","","STIMSON AVENUE Common Name: STIMSON AVENUE Location Detail: 94","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-04-002997","UPD","04/04/14 20:18","","71 SOUTH GREEN DRIVE Common Name: CRAWFORD Location Detail: ROOM #320","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-04-002998","UPD-140358","04/04/14 20:32","04/04/14 17:30","PARK PLACE Common Name: ALDEN LIBRARY","THEFT OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-04-002999","UPD-140359","04/04/14 20:40","04/04/14 20:40","71 SOUTH GREEN DRIVE Common Name: CRAWFORD Location Detail: ROOM # 408","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-04-003000","UPD","04/04/14 21:02","","69 SOUTH GREEN DRIVE Common Name: BROWN HALL Location Detail: ROOM #422","ALCOHOL OFFENSE","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-04-003001","UPD","04/04/14 21:20","","RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: COURTYARD AREA","NOISE COMPLAINT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-04-003003","UPD","04/04/14 22:15","","133 SOUTH GREEN DRIVE Common Name: DOUGAN HOUSE Location Detail: FOURTH FLOOR","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-04-003007","UPD","04/04/14 23:17","","Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: 402 HOPE DRIVE","NOISE COMPLAINT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-04-003009","UPD","04/04/14 23:33","","Common Name: RIVERPARK TOWERS APTS. Location Detail: AREA","NOISE COMPLAINT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-04-003010","UPD","04/04/14 23:47","","COURT STREET Common Name: COURT STREET Location Detail: BROHNEY'S","ASSAULT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-05-003016","UPD","04/05/14 00:59","","COURT STREET Common Name: COURT STREET Location Detail: 19 1/2 N COURT","NOISE COMPLAINT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-05-003017","UPD-140360","04/05/14 01:21","04/05/14 01:21","Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: 19 E CARPENTER ST.","TRAFFIC HIGHWAY TRAFFIC SIGNAL INDICATIONS 4511.13","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-05-003018","UPD","04/05/14 01:27","","35 SOUTH CONGRESS Common Name: BROMLEY HALL Location Detail: AREA","INTOXICATED PERSON","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-05-003019","UPD","04/05/14 01:57","","CONGRESS STREET Common Name: CONGRESS STREET Location Detail: 93 N CONGRESS","NOISE COMPLAINT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-05-003020","UPD","04/05/14 01:59","","PEDEN STADIUM Common Name: PARKING LOT 132","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-05-003022","UPD-140361","04/05/14 02:07","04/05/14 02:07","COURT STREET Common Name: COURT STREET Location Detail: @ PRESIDENT ST.","INTOXICATED PERSON","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-05-003024","UPD-140362","04/05/14 02:21","04/05/14 02:21","UNION STREET Common Name: UNION STREET Location Detail: JEFF HILL","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-05-003025","UPD-140363","04/05/14 02:24","04/05/14 02:24","46 EAST GREEN STREET Common Name: JEFFERSON HALL Location Detail: ENTRANCE DOOR/ACROSS MCRN","DESTRUCTION OF PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-05-003028","UPD","04/05/14 02:51","","RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: UNIV COURTYARD APTS","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-05-003029","UPD-140365","04/05/14 03:06","04/05/14 03:06","RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: @ CONVO","OPERATING A VEHICLE UNDER THE INFLUENCE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-05-003038","UPD","04/05/14 07:48","","131 SOUTH GREEN DRIVE Common Name: ADAMS HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-05-003045","UPD","04/05/14 13:26","","34 SOUTH COLLEGE STREET Common Name: VOIGT HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-05-003047","UPD","04/05/14 14:35","","SOUTH GREEN DRIVE - INTRAMURAL FD. Common Name: PARKING LOT 55","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-05-003051","UPD-140366","04/05/14 16:01","04/05/14 16:01","122 SOUTH GREEN DRIVE Common Name: FENZEL HOUSE Location Detail: FIRST FLOOR","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-05-003056","UPD-140368","04/05/14 18:54","04/05/14 18:54","PARK PLACE Common Name: ALDEN LIBRARY","SEX OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-05-003057","UPD-140367","04/05/14 19:04","04/05/14 19:04","35 SOUTH CONGRESS Common Name: BROMLEY HALL Location Detail: PARKING LOT BEHIND BUILDING","TRAFFIC CRASH ","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-05-003058","UPD","04/05/14 19:47","","58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL","NOISE COMPLAINT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-05-003061","UPD-140369","04/05/14 22:17","04/05/14 22:17","PARK PLACE Common Name: PARK PLACE Location Detail: UNIVERSITY TERRACE","INTOXICATED PERSON","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-06-003067","UPD","04/06/14 00:01","","46 EAST GREEN STREET Common Name: JEFFERSON HALL Location Detail: DOCK AREA","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-06-003070","UPD-140370","04/06/14 01:08","04/06/14 01:08","MCCRACKEN REAR Common Name: PARKING LOT 43 Location Detail: CLOSE TO MUSIC BUILDING","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-06-003072","UPD-140374","04/06/14 02:06","04/06/14 02:06","97 WEST GREEN DRIVE Common Name: JAMES HALL Location Detail: ROOM # 406","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-06-003073","UPD-140371","04/06/14 02:10","04/06/14 02:10","MILL STREET Common Name: MILL STREET Location Detail: 90 MILL STREET","CONVERSION_LARCENY-THEFT THEFT - ALL OTHER 2913","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-06-003074","UPD-140372","04/06/14 02:11","04/06/14 02:11","LOWER SEIGFRED Common Name: PARKING LOT 40","DESTRUCTION OF PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-06-003075","UPD-140373","04/06/14 02:36","04/04/14 18:00","LOWER SEIGFRED Common Name: PARKING LOT 40","DESTRUCTION OF PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-06-003078","UPD-140375","04/06/14 02:47","04/06/14 02:47","35 SOUTH CONGRESS Common Name: BROMLEY HALL Location Detail: 9TH FLOOR","DESTRUCTION OF PROPERTY","CONVERSION OUPD - OPEN","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-06-003081","UPD-140376","04/06/14 04:23","04/06/14 04:23","69 SOUTH GREEN DRIVE Common Name: BROWN HALL Location Detail: LOBBY","INTOXICATED PERSON","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-06-003090","UPD-140377","04/06/14 09:05","04/05/14 17:30","STEWART STREET Common Name: PARKING LOT 104","CONVERSOIN LARCENY-THEFT THEFT - ALL OTHER - FELONY 2913.02","CONVERSION OUPD - OPEN","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-06-003091","UPD","04/06/14 10:11","","22 UNIVERSITY TERRACE Common Name: BRYAN HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-06-003092","UPD-140378","04/06/14 10:47","04/05/14 19:00","STEWART STREET Common Name: PARKING LOT 104","CONVERSOIN LARCENY-THEFT THEFT - ALL OTHER - FELONY 2913.02","CONVERSION OUPD - OPEN","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-06-003094","UPD","04/06/14 11:22","","STEWART STREET Common Name: PARKING LOT 104","CONVERSION_LARCENY-THEFT THEFT OF MOTOR VEHICLE PARTS AND ACCESSORIES 2913","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-06-003096","UPD-140380","04/06/14 11:43","02/12/14 21:30","UNIVERSITY TERRACE Common Name: PARKING LOT 83","TRAFFIC CRASH ","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-06-003095","UPD-140379","04/06/14 11:46","04/04/14 18:30","SOUTH GREEN DR.- REAR PICKERING Common Name: PARKING LOT 51","CONVERSOIN LARCENY-THEFT THEFT - ALL OTHER - FELONY 2913.02","CONVERSION OUPD - OPEN","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-06-003098","UPD","04/06/14 12:41","","STEWART STREET Common Name: PARKING LOT 104","DESTRUCTION OF PROPERTY","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-06-003105","UPD","04/06/14 15:17","","S.GREEN DR/UNIV.TERRACE Common Name: PING STUDENT REC. CENTER","CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-06-003107","UPD-140381","04/06/14 16:40","04/04/14 16:30","MCCRACKEN REAR Common Name: PARKING LOT 43","DESTRUCTION OF PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-06-003115","UPD-140383","04/06/14 19:55","04/04/14 19:00","MCCRACKEN REAR Common Name: PARKING LOT 43","CONVERSOIN LARCENY-THEFT THEFT - ALL OTHER - FELONY 2913.02","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-06-003117","UPD-140384","04/06/14 22:06","04/06/14 22:06","98 WEST GREEN DRIVE Common Name: SARGENT HALL Location Detail: ROOM #235","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-07-003136","UPD-140386","04/07/14 15:17","04/04/14 15:00","SOUTH GREEN DRIVE - INTRAMURAL FD. Common Name: PARKING LOT 55","DESTRUCTION OF PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-08-003158","UPD-140387","04/08/14 14:11","04/06/14 21:45","MCKINLEY RESIDENTIAL LOT Common Name: PARKING LOT 50","CONVERSOIN LARCENY-THEFT THEFT - ALL OTHER - FELONY 2913.02","CONVERSION OUPD - OPEN","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-08-003165","UPD","04/08/14 17:50","","122 SOUTH GREEN DRIVE Common Name: FENZEL HOUSE Location Detail: ROOM 427","CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-08-003173","UPD-140388","04/08/14 21:46","04/08/14 20:00","59 EAST GREEN DRIVE Common Name: SHIVELY HALL Location Detail: BIKE RACK","CONVERSION_LARCENY-THEFT THEFT - BICYCLES 2913","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-08-003178","UPD","04/08/14 23:18","","S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: BASKETBALL COURT AREA","NOISE COMPLAINT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-09-003179","UPD-140389","04/09/14 00:28","04/09/14 00:28","EDGEHILL DRIVE Common Name: EDGEHILL DRIVE","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-09-003180","UPD-140390","04/09/14 01:02","04/09/14 01:02","46 EAST GREEN STREET Common Name: JEFFERSON HALL","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-09-003182","UPD-140391","04/09/14 01:51","04/09/14 01:51","35 SOUTH CONGRESS Common Name: BROMLEY HALL","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-09-003190","UPD","04/09/14 09:45","","CHURCH ST. Common Name: SEIGFRED","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-09-003195","UPD","04/09/14 14:50","","97 WEST GREEN DRIVE Common Name: JAMES HALL Location Detail: ROOM 230","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-09-003204","UPD","04/09/14 18:03","","OXBOW TRAIL Common Name: STOCKER HALL Location Detail: ROOM 110 MEN'S RESTROOM","DESTRUCTION OF PROPERTY","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-10-003211","UPD","04/10/14 06:14","","132 SOUTH GREEN DRIVE Common Name: TRUE HOUSE Location Detail: FROM OMH","TRANSPORT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-10-003249","UPD-140396","04/10/14 23:25","04/10/14 23:00","104 WEST GREEN DRIVE Common Name: WILSON HALL - WEST GREEN Location Detail: ROOM 349","DESTRUCTION OF PROPERTY","CONVERSION OUPD - OPEN","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-10-003250","UPD","04/10/14 23:26","","Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: W STATE ST","NOISE COMPLAINT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-11-003252","UPD","04/11/14 00:14","","Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: 20 N HIGH ST","NOISE COMPLAINT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-11-003253","UPD","04/11/14 00:35","","Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: HOCKING ST","NOISE COMPLAINT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-11-003254","UPD-140397","04/11/14 01:59","04/11/14 01:57","COSS STREET Common Name: COSS STREET Location Detail: NEAR LOWER SEIGFRED","ASSAULT OFFENSES","CONVERSION OUPD - OPEN","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-11-003261","UPD-140398","04/11/14 07:43","04/11/14 02:30","68 SOUTH GREEN DRIVE Common Name: PICKERING HALL Location Detail: 3RD FLOOR","DESTRUCTION OF PROPERTY","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-11-003263","UPD","04/11/14 08:46","","8 WEST GREEN DRIVE Common Name: JAMES HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-11-003274","UPD-140399","04/11/14 16:34","04/11/14 16:30","WEST GREEN DRIVE Common Name: PARKING LOT 111","TRAFFIC CRASH ","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-11-003277","UPD-140400","04/11/14 18:37","04/11/14 18:30","CHURCH ST. Common Name: SEIGFRED Location Detail: CATWALK","POSSESSION OF DRUG PARAPHERNALIA","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-11-003282","UPD","04/11/14 21:13","","97 WEST GREEN DRIVE Common Name: JAMES HALL Location Detail: ROOM 232","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-11-003283","UPD","04/11/14 22:10","","SOUTH GREEN DR. - REAR PICKERING Common Name: PARKING LOT 52","TRAFFIC CRASH ","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-04-11-003284","UPD","04/11/14 22:16","","Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: 33 GROVESNOR","NOISE COMPLAINT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
