"CFS #","Case #","Date Reported","Date Occurred","Address","Incident","Disposition"
"CFS19-07-04-007091","UPD","07/04/19 09:43","","Common Name: UNION STREET Location Detail: AT JEFFERSON","TRAFFIC DRIVING UPON SIDEWALK AREA 4511.711","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-05-007117","UPD-190620","07/05/19 13:11","07/05/19 13:11","Common Name: MAIL SERVICES","EDC DEPLOYMENT","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-05-007118","UPD-190621","07/05/19 13:27","07/03/19 17:37","Common Name: GENERAL CAMPUS LOCATION","TELECOMMUNICATIONS HARASSMENT","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-05-007127","UPD","07/05/19 17:29","","97 SOUTH GREEN DRIVE Common Name: CARR HALL, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-06-007136","UPD-190622","07/06/19 00:13","07/06/19 00:13","95 Common Name: CONVOCATION CENTER Location Detail: OUT BACK NEAR THE BALLFIELDS, ATHENS, OH 45701","INTOXICATED PERSON","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-06-007151","UPD","07/06/19 22:56","","Common Name: COLLEGE STREET, ATHENS, OH 45701","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-07-007154","UPD","07/07/19 00:09","","Common Name: STEWART STREET Location Detail: IN FRONT OF MORTON, ATHENS, OH 45701","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-07-007170","UPD-190625","07/07/19 17:52","07/07/19 17:52","Common Name: RICHLAND AVENUE Location Detail: CAMPUS HEIGHTS APARTMENTS BUILDING 13 LOT, ATHENS, OH 45701","TRAFFIC FICTITIOUS LICENSE PLATE 4549.08A","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-08-007172","UPD","07/08/19 00:05","","Common Name: RICHLAND AVENUE Location Detail: NEAR OU INN, ATHENS, OH 45701","CONVERSION_TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-08-007174","UPD","07/08/19 00:33","","Common Name: STATE ROUTE 682 Location Detail: WHITES MILL, ATHENS, OH 45701","TRAFFIC MARKED LANES 4511.33A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-08-007176","UPD","07/08/19 01:28","","Common Name: STATE ROUTE 682 Location Detail: ROUND-A-BOUT, ATHENS, OH 45701","TRAFFIC STOP","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-08-007185","UPD","07/08/19 09:53","","58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-08-007191","UPD","07/08/19 14:20","","Common Name: SHAFER STREET Location Detail: AT CONVOCATION CENTER, ATHENS, OH 45701","TRAFFIC MARKED LANES 4511.33A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-08-007192","UPD","07/08/19 14:22","","98 WEST GREEN DRIVE Common Name: SARGENT HALL, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-08-007199","UPD","07/08/19 18:44","","Common Name: WEST UNION ST OFFICE CTR Location Detail: ROOM 175, ATHENS, OH 45701","EMERGENCY CALL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-09-007209","UPD","07/09/19 09:50","","UNIVERSITY TERRACE Common Name: CLIPPINGER HALL Location Detail: ROOM 152, ATHENS, OH 45701","EMERGENCY CALL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-09-007213","UPD","07/09/19 11:37","","Common Name: UNIVERSITY TERRACE, ATHENS, OH 45701","CONVERSION_TRAFFIC PROHIBITED PARKING 4511.68","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-09-007217","UPD-190626","07/09/19 13:18","07/09/19 13:18","Common Name: MAIL SERVICES","EDC DEPLOYMENT","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-10-007244","UPD","07/10/19 08:28","","Common Name: CHUBB HALL Location Detail: ROOM 115B, ATHENS, OH 45701","EMERGENCY CALL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-10-007245","UPD","07/10/19 09:04","","Common Name: UNION STREET Location Detail: AT STEWART STREET","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-10-007249","UPD-190627","07/10/19 12:04","07/08/19 14:00","Common Name: AQUATIC CENTER, ATHENS, OH 45701","SEX OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-10-007253","UPD","07/10/19 13:05","","Common Name: RACE STREET","CONVERSION_TRAFFIC SPACE BETWEEN MOVING VEHICLES 4511.34","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-10-007261","UPD-190629","07/10/19 17:14","07/10/19 17:14","Common Name: WEST GREEN Location Detail: OUTSIDE STOCKER HALL","CONVERSION_LARCENY-THEFT THEFT - BICYCLES 2913","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-11-007270","UPD-190630","07/11/19 04:29","07/11/19 04:29","Common Name: WREN STADIUM","CONVERSOIN LARCENY-THEFT THEFT - ALL OTHER - FELONY 2913.02","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-11-007278","UPD","07/11/19 10:58","","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: AT WALLY SHACK, ATHENS, OH 45701","CONVERSION_TRAFFIC OPERATING W/O PLATES 4549.10","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-11-007295","UPD-190631","07/11/19 18:53","07/11/19 18:53","Common Name: RICHLAND AVENUE Location Detail: RICHLAND @ WEST GREEN DRIVE, ATHENS, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-11-007297","UPD","07/11/19 19:47","","Common Name: RICHLAND AVENUE Location Detail: RICHLAND @ W GREEN DRIVE, ATHENS, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-11-007298","UPD","07/11/19 19:52","","Common Name: RICHLAND AVENUE Location Detail: RICHLAND @ DAIRY LANE, ATHENS, OH 45701","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-12-007310","UPD","07/12/19 07:22","","SOUTH GREEN DRIVE Common Name: ADAMS HALL Location Detail: SMOKE DETECTOR CORRIDOR NEAR ROOM 312, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-12-007320","UPD","07/12/19 11:55","","Common Name: NELSON DINING HALL, ATHENS, OH 45701","EMERGENCY CALL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-12-007322","UPD","07/12/19 13:02","","50 EAST GREEN STREET Common Name: BUSH HALL Location Detail: NEAAR ROOM 242, THEN FRONT DOOR, ATHENS, OH 45701","EMERGENCY CALL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-12-007334","UPD-190632","07/12/19 18:05","07/12/19 18:05","88 UNIVERSITY TERRACE Common Name: OHIO UNIVERSITY POLICE DEPT, ATHENS, OH 45701","CONVRESION_OPERATIONS OUTSTANDING WARRANTS","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-12-007339","UPD","07/12/19 22:53","","28 N MCKINLEY AVENUE Common Name: PICKERING HALL Location Detail: WASHINGTON ARCH AREA, ATHENS, OH 45701","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-13-007343","UPD-190633","07/13/19 00:09","07/13/19 00:09","Common Name: JEFFERSON GARAGE","DESTRUCTION OF PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-13-007344","UPD","07/13/19 00:14","","45 EAST GREEN STREET Common Name: LINCOLN HALL","MISSING PERSON","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-13-007345","UPD","07/13/19 01:58","","Common Name: COLLEGE STREET Location Detail: AT WASHINGTON ST, ATHENS, OH 45701","INTOXICATED PERSON","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-13-007362","UPD","07/13/19 18:34","","Common Name: STATE ROUTE 682 Location Detail: NEAR WHITES MILL, ATHENS, OH 45701","TRAFFIC STOP","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-13-007364","UPD","07/13/19 21:26","","Common Name: RICHLAND AVENUE, ATHENS, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-13-007367","UPD","07/13/19 22:26","","100 Common Name: PEDEN STADIUM, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-13-007369","UPD","07/13/19 22:55","","100 Common Name: PEDEN STADIUM, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-14-007372","UPD","07/14/19 00:11","","Common Name: RICHLAND AVENUE Location Detail: AND DAIRY LANE, ATHENS, OH 45701","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-14-007374","UPD-190634","07/14/19 00:35","07/14/19 00:35","Common Name: RICHLAND AVENUE Location Detail: AT SOUTH GREEN DRIVE, ATHENS, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-14-007375","UPD","07/14/19 00:46","","Common Name: STATE ROUTE 682 Location Detail: RIDGES, ATHENS, OH 45701","TRAFFIC MARKED LANES 4511.33A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-14-007376","UPD","07/14/19 01:17","","Common Name: COURT STREET Location Detail: AT WASHINGTON ST, ATHENS, OH 45701","TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-14-007377","UPD-190635","07/14/19 01:23","07/14/19 01:23","Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: 24 EAST WASHINGTON","INTOXICATED PERSON","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-14-007383","UPD-190636","07/14/19 05:49","07/14/19 05:49","Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: TOLEDO AIRPORT","EDC DEPLOYMENT","Unfounded","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-14-007399","UPD","07/14/19 21:28","","Common Name: RICHLAND AVENUE Location Detail: RICHLAND @ DAIRY LANE, ATHENS, OH 45701","TRAFFIC MARKED LANES 4511.33A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-14-007404","UPD","07/14/19 23:20","","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: UNIVERSITY TERRACE, ATHENS, OH 45701","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-15-007407","UPD","07/15/19 00:24","","E CIRCLE DR Common Name: RIDGES BUILDING 16, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-15-007408","UPD","07/15/19 01:07","","Common Name: DAIRY LANE Location Detail: RICHLAND AVE, ATHENS, OH 45701","CONVERSION_TRAFFIC UNAUTH.PLATES-ANOTHER VEHS PLATES 4549.08C","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-15-007429","UPD","07/15/19 14:15","","16 Common Name: IRVINE HALL Location Detail: ROOM 126, ATHENS, OH 45701","EMERGENCY CALL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-15-007434","UPD","07/15/19 15:43","","Common Name: RICHLAND AVENUE Location Detail: OU INN PARKING LOT, ATHENS, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-15-007441","UPD-190637","07/15/19 19:07","07/15/19 19:07","97 SOUTH GREEN DRIVE Common Name: CARR HALL, ATHENS, OH 45701","CONVERSION_LARCENY-THEFT THEFT - BICYCLES 2913","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-16-007448","UPD","07/16/19 01:52","","101 EAST UNION Common Name: JEFFERSON HALL Location Detail: ROOM 216, ATHENS, OH 45701","INTOXICATED PERSON","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-16-007454","UPD","07/16/19 09:03","","Common Name: SHAFER STREET Location Detail: AT THE COMMONS, ATHENS, OH 45701","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-16-007455","UPD","07/16/19 09:13","","Common Name: CHUBB HALL Location Detail: ROOM 125 C, ATHENS, OH 45701","EMERGENCY CALL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-16-007458","UPD","07/16/19 11:50","","Common Name: WASHINGTON STREET Location Detail: @COURT STREET","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-16-007463","UPD-190639","07/16/19 13:35","07/16/19 13:35","Common Name: FACILITIES MANAGEMENT Location Detail: INSIDE COMPOUND","TRAFFIC CRASH ","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-16-007465","UPD-190640","07/16/19 15:18","07/16/19 15:18","Common Name: MAIL SERVICES","EDC DEPLOYMENT","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-17-007481","UPD","07/17/19 06:48","","Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: ATHENS/HOCKING COUNTY LINE","CONVRESION_OPERATIONS OUTSTANDING WARRANTS","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-17-007485","UPD","07/17/19 08:21","","CITY BUILDING, E. WASHINGTON ST. Common Name: ATHENS COUNTY MUNICIPAL COURT","TRANSPORT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-17-007488","UPD","07/17/19 11:14","","35 SOUTH CONGRESS Common Name: BROMLEY HALL Location Detail: SMOKE DETECTOR ROOM 607, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-18-007512","UPD","07/18/19 08:10","","97 WEST GREEN DRIVE Common Name: JAMES HALL, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-18-007515","UPD","07/18/19 08:48","","50 EAST GREEN STREET Common Name: BUSH HALL, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-18-007517","UPD","07/18/19 09:15","","Common Name: WEST UNION ST OFFICE CTR Location Detail: ROOM 205, 740-608-5706, ATHENS, OH 45701","EMERGENCY CALL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-18-007518","UPD","07/18/19 09:22","","20 S COURT ST Common Name: ATHENA CINEMA Location Detail: FISRT FLOOR SMOKE DETECTOR, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-18-007521","UPD-190641","07/18/19 13:12","07/18/19 13:12","Common Name: MAIL SERVICES","EDC DEPLOYMENT","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-18-007526","UPD-190642","07/18/19 15:36","07/18/19 15:36","Common Name: GENERAL CAMPUS LOCATION","THREAT ASSESSMENT","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-18-007528","UPD","07/18/19 16:22","","1 PARK PLACE Common Name: BAKER UNIVERSITY CENTER Location Detail: 226, ATHENS, OH 45701","EMERGENCY CALL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-19-007543","UPD-190643","07/19/19 06:05","07/18/19 17:00","Common Name: NELSON COMMONS Location Detail: FACILITIES SHOP","DESTRUCTION OF PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-19-007561","UPD-190644","07/19/19 16:31","07/19/19 16:31","Common Name: PARKING LOT 153, ATHENS, OH 45701","TRAFFIC CRASH ","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-19-007566","UPD","07/19/19 20:54","","Common Name: WREN STADIUM","EMERGENCY CALL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-19-007570","UPD","07/19/19 23:42","","Common Name: RICHLAND AVENUE Location Detail: @DAIRY LANE, ATHENS, OH 45701","CONVERSION_TRAFFIC SIGNALING STOPS/TURNS 4511.39","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-20-007571","UPD","07/20/19 00:53","","Common Name: RICHLAND AVENUE Location Detail: @682, ATHENS, OH 45701","CONVERSION_TRAFFIC OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE 4510.12(A)(1)","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-20-007572","UPD","07/20/19 01:10","","Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: PARKING GARAGE/3RD FLOOR","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-20-007583","UPD-190646","07/20/19 11:14","07/20/19 11:14","Common Name: SHAFER STREET Location Detail: AT RICHLAND AVE, ATHENS, OH 45701","TRAFFIC DRIVING UNDER LICENSE FORFEITURE SUSPENSION 4510.22","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-20-007590","UPD","07/20/19 18:18","","Common Name: STATE ROUTE 682 Location Detail: STATE ROUTE 682 @ UNION STREET, ATHENS, OH 45701","CONVERSION_TRAFFIC OPERATING W/PREVIOUS OWNER'S PLATES 4549.11","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-20-007592","UPD","07/20/19 19:42","","S.GREEN DR TRUE Common Name: PARKING LOT 57, ATHENS, OH 45701","CONVERSION_TRAFFIC OPERATING W/O REASONABLE CONTROL 4511.202","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-20-007593","UPD","07/20/19 21:32","","Common Name: RICHLAND AVENUE Location Detail: @SOUTH GREEN DRIVE, ATHENS, OH 45701","TRAFFIC HIGHWAY TRAFFIC SIGNAL INDICATIONS 4511.13","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
