"CFS #","Case #","Date Reported","Date Occurred","Address","Incident","Disposition"
"CFS18-01-04-000103","UPD-180003","01/04/18 09:16","01/04/18 09:16","Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: MIAMI TRACE MIDDLE SCHOOL","EDC DEPLOYMENT","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-04-000116","UPD-180004","01/04/18 14:56","01/04/18 14:56","130 SOUTH GREEN DRIVE Common Name: ATKINSON HOUSE Location Detail: TRUE HOUSE, SMITH HOUSE, ATHENS, OH 45701","DESTRUCTION OF PROPERTY","CONVERSION OUPD - OPEN","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-04-000117","UPD","01/04/18 16:38","","RICHLAND AVENUE Common Name: GROVER CENTER Location Detail: UNKNOWN, ATHENS, OH 45701","EMERGENCY CALL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-04-000123","UPD","01/04/18 22:08","","111 SOUTH GREEN DRIVE Common Name: LIVING LEARNING CENTER","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-05-000127","UPD","01/05/18 00:22","","W UNION ST, ATHENS 45701","TRAFFIC MARKED LANES 4511.33A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-05-000128","UPD","01/05/18 00:48","","Common Name: PARKING LOT 127","TRAFFIC MARKED LANES 4511.33A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-05-000129","UPD","01/05/18 00:57","","Common Name: UNION STREET","CONVERSION_TRAFFIC OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE 4510.12(A)(1)","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-05-000143","UPD","01/05/18 12:04","","Common Name: UNION STREET Location Detail: EAST UNION ONTO WEST UNION","CONVERSION_TRAFFIC ONE-WAY TRAFFIC - ROTARY ISLANDS 4511.32","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-05-000153","UPD-180005","01/05/18 19:48","01/05/18 19:48","RIDGES PROPERTY Common Name: RIDGES, ATHENS, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-05-000155","UPD","01/05/18 23:10","","PRESIDENT ST, ATHENS 45701","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-06-000157","UPD-180006","01/06/18 01:05","01/06/18 01:05","95 Common Name: CONVOCATION CENTER, ATHENS, OH 45701","TRAFFIC CRASH ","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-06-000167","UPD-180007","01/06/18 11:45","01/06/18 11:45","95 Common Name: CONVOCATION CENTER, ATHENS, OH 45701","EDC DEPLOYMENT","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-06-000180","UPD","01/06/18 23:01","","RICHLAND AVE Location Detail: RICHLAND NEAR CONVO, ATHENS 45701","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-06-000181","UPD","01/06/18 23:36","","Common Name: SHAFER STREET, ATHENS, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-07-000182","UPD-180008","01/07/18 00:00","01/07/18 00:00","Common Name: UNION STREET Location Detail: @CONGRESS ST.","OPERATING A VEHICLE UNDER THE INFLUENCE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-07-000183","UPD","01/07/18 01:06","","Common Name: CONGRESS STREET Location Detail: @ WEST UNION STREET, ATHENS, OH 45701","CONVERSION_TRAFFIC OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE 4510.12(A)(1)","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-07-000186","UPD","01/07/18 04:14","","BETWEEN DEPOT ST. AND OXBOW DR. Common Name: LIFE SCIENCES BLDG. Location Detail: SMOKE DETECTOR/ROOM 208","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-07-000194","UPD","01/07/18 13:30","","Common Name: BENTLEY HALL, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-07-000198","UPD","01/07/18 18:51","","Common Name: SCHOONOVER CENTER, ATHENS, OH 45701","TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-07-000200","UPD","01/07/18 21:41","","STIMSON AVENUE, ATHENS 45701","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-07-000201","UPD","01/07/18 22:42","","SHAFER STREET, ATHENS 45701","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-07-000202","UPD","01/07/18 22:49","","Common Name: RICHLAND AVENUE, ATHENS, OH 45701","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-07-000206","UPD-180009","01/07/18 23:06","01/07/18 23:06","Common Name: RICHLAND AVENUE Location Detail: @SOUTH GREEN DRIVE, ATHENS, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-07-000207","UPD","01/07/18 23:24","","Common Name: UNION STREET Location Detail: @SHAFER STREET","TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-07-000208","UPD","01/07/18 23:35","","Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: STATE STREET","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-09-000242","UPD","01/09/18 07:36","","BETWEEN DEPOT ST. AND OXBOW DR. Common Name: LIFE SCIENCES BLDG.","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-09-000254","UPD","01/09/18 13:03","","Common Name: CHUBB HALL Location Detail: #10 BURSAR 740-608-2076, ATHENS, OH 45701","EMERGENCY CALL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-09-000255","UPD","01/09/18 13:53","","111 SOUTH GREEN DRIVE Common Name: LIVING LEARNING CENTER Location Detail: 2ND FLOOR ATRIUM SMOKE STATUS","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-09-000262","UPD-180011","01/09/18 16:40","01/09/18 16:39","95 Common Name: CONVOCATION CENTER Location Detail: MEN'S BASKETBALL GAME, ATHENS, OH 45701","EDC DEPLOYMENT","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-09-000273","UPD","01/09/18 22:16","","Common Name: RICHLAND AVENUE Location Detail: AT OU INN, ATHENS, OH 45701","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-09-000274","UPD","01/09/18 22:54","","Common Name: CONGRESS STREET Location Detail: AT UNION STREET, ATHENS, OH 45701","TRAFFIC LANES OF TRAVEL 4511.25","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-10-000276","UPD","01/10/18 00:45","","Common Name: RICHLAND AVENUE Location Detail: AT SHAFER STREET, ATHENS, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-10-000277","UPD-180012","01/10/18 01:53","01/10/18 01:53","Common Name: DEPOT STREET Location Detail: AT BEASLEY MILLS, ATHENS, OH 45701","INTOXICATED PERSON","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-10-000290","UPD","01/10/18 11:19","","Common Name: SHAFER STREET Location Detail: #128, ATHENS, OH 45701","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-10-000291","UPD","01/10/18 12:43","","88 UNIVERSITY TERRACE Common Name: SCOTT QUADRANGLE Location Detail: #318, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-10-000293","UPD","01/10/18 13:10","","Common Name: SE OHIO REGIONAL JAIL Location Detail: FROM OUPD, NELSONVILLE, OH","TRANSPORT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-10-000299","UPD-180013","01/10/18 15:06","01/10/18 15:06","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: AT RICHLAND AVENUE, ATHENS, OH 45701","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-10-000306","UPD","01/10/18 22:10","","Common Name: RICHLAND AVENUE Location Detail: AT SHAFER STREET, ATHENS, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-10-000307","UPD","01/10/18 22:17","","Common Name: UNION STREET Location Detail: AT CONGRESS STREET","CONVERSION_TRAFFIC ONE-WAY TRAFFIC - ROTARY ISLANDS 4511.32","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-10-000310","UPD-180014","01/10/18 23:32","01/10/18 23:32","Common Name: DEPOT STREET, ATHENS, OH 45701","CONVRESION_OPERATIONS OUTSTANDING WARRANTS","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-11-000311","UPD","01/11/18 00:26","","Common Name: DEPOT STREET Location Detail: TO SEORJ, ATHENS, OH 45701","TRANSPORT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-11-000323","UPD","01/11/18 10:38","","Common Name: UNIVERSITY TERRACE Location Detail: SOUTH GREEN DRIVE, ATHENS, OH 45701","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-11-000347","UPD","01/11/18 22:13","","47 EAST GREEN STREET Common Name: JOHNSON HALL Location Detail: 238, ATHENS, OH 45701","POSSESSION OF DRUG PARAPHERNALIA","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-11-000350","UPD","01/11/18 23:49","","COURT ST Location Detail: UNION @ COURT","CONVERSION_TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-12-000379","UPD","01/12/18 17:22","","Common Name: JAMES GARAGE Location Detail: ROOM 134","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-12-000380","UPD","01/12/18 17:44","","SHAFER STREET Common Name: PARKING LOT 143 Location Detail: CENTRAL FOOD PARKING LOT","PROPERTY DAMAGE","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-13-000389","UPD-180016","01/13/18 00:09","01/13/18 00:09","133 SOUTH GREEN DRIVE Common Name: DOUGAN HOUSE Location Detail: SG DRIVE, ATHENS, OH 45701","DISORDERLY CONDUCT MISCONDUCT AT EMERGENCY 2917.13","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-13-000400","UPD-180018","01/13/18 09:24","01/13/18 09:24","UNIVERSITY TERRACE Common Name: CLIPPINGER HALL Location Detail: FIRST FLOOR, ATHENS, OH 45701","FICTITIOUS/ALTERED ID","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-13-000401","UPD-180017","01/13/18 09:30","01/13/18 09:30","SHAFER STREET Common Name: PARKING LOT 143","PROPERTY DAMAGE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-13-000402","UPD-180019","01/13/18 10:28","01/13/18 10:28","Common Name: 1804 WAY, ATHENS, OH 45701","TRAFFIC CRASH ","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-13-000411","UPD-180020","01/13/18 20:36","01/13/18 20:36","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: NEAR PING, ATHENS, OH 45701","OPERATING A VEHICLE UNDER THE INFLUENCE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-14-000415","UPD","01/14/18 00:49","","45 EAST GREEN STREET Common Name: LINCOLN HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-14-000416","UPD","01/14/18 01:31","","PALMER STREET Common Name: PALMER STREET, ATHENS, OH 45701","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-14-000417","UPD-180021","01/14/18 01:48","01/14/18 01:48","S.GREEN DR. SMITH Common Name: PARKING LOT 56, ATHENS, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-14-000421","UPD-180023","01/14/18 02:19","01/14/18 02:19","132 SOUTH GREEN DRIVE Common Name: TRUE HOUSE Location Detail: 1ST FLOOR BATHROOM, ATHENS, OH 45701","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-14-000439","UPD-180024","01/14/18 20:31","01/14/18 20:31","100 WEST GREEN DRIVE Common Name: BOYD HALL Location Detail: 359, ATHENS, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-14-000441","UPD","01/14/18 22:14","","136 SOUTH GREEN DRIVE Common Name: HOOVER HOUSE","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-14-000445","UPD-180025","01/14/18 23:24","01/14/18 23:24","Common Name: SEIGFRED Location Detail: NEAR GRAFFITI WALL, ATHENS, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-14-000446","UPD","01/14/18 23:39","","101 WEST GREEN DRIVE Common Name: RYORS HALL, ATHENS, OH 45701","RECOVERED PROPERTY","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-15-000447","UPD","01/15/18 00:06","","22 UNIVERSITY TERRACE Common Name: BRYAN HALL Location Detail: SMOKE DETECTOR/ROOM 410, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-15-000448","UPD","01/15/18 00:08","","Common Name: RICHLAND AVENUE Location Detail: & SOUTH GREEN DRIVE, ATHENS, OH 45701","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-15-000449","UPD","01/15/18 00:17","","Common Name: MULBERRY ST Location Detail: MORTON HILL","TRAFFIC DRIVING UPON SIDEWALK AREA 4511.711","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-15-000450","UPD","01/15/18 00:35","","Common Name: RICHLAND AVENUE Location Detail: @ WEST GREEN DRIVE, ATHENS, OH 45701","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-15-000451","UPD","01/15/18 00:53","","Common Name: UNIVERSITY TERRACE Location Detail: @SOUTH GREEN DRIVE, ATHENS, OH 45701","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-15-000452","UPD-180026","01/15/18 00:54","01/15/18 00:54","Common Name: RESEARCH AND TECHNOLOGY C, ATHENS, OH 45701","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-15-000453","UPD","01/15/18 01:44","","Common Name: PUTNAM HALL, ATHENS, OH 45701","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-15-000455","UPD","01/15/18 02:11","","Common Name: COURT STREET Location Detail: & WASHINGTON STREET, ATHENS, OH 45701","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-15-000457","UPD-180028","01/15/18 02:30","01/15/18 02:30","71 SOUTH GREEN DRIVE Common Name: CRAWFORD HALL, ATHENS, OH 45701","FICTITIOUS/ALTERED ID","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-15-000458","UPD","01/15/18 02:32","","101 EAST UNION Common Name: JEFFERSON HALL Location Detail: 4TH FLOOR/LOBBY, ATHENS, OH 45701","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-15-000459","UPD-180027","01/15/18 02:34","01/15/18 02:34","35 SOUTH CONGRESS Common Name: BROMLEY HALL Location Detail: 7TH FLOOR/NEAR ROOM 708, ATHENS, OH 45701","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-15-000460","UPD-180029","01/15/18 03:33","01/15/18 03:33","100 WEST GREEN DRIVE Common Name: BOYD HALL Location Detail: 3RD FLOOR MEN'S RESTROOM, ATHENS, OH 45701","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-15-000461","UPD","01/15/18 03:54","","Common Name: UNIVERSITY TERRACE Location Detail: @SOUTH GREEN DRIVE, ATHENS, OH 45701","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-15-000485","UPD-180031","01/15/18 19:34","01/15/18 19:34","35 SOUTH CONGRESS Common Name: BROMLEY HALL Location Detail: 911, ATHENS, OH 45701","TRESPASSING OFFENSES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-15-000486","UPD","01/15/18 19:38","","Common Name: CONGRESS STREET, ATHENS, OH 45701","TRAFFIC MARKED LANES 4511.33A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-15-000488","UPD","01/15/18 21:58","","97 WEST GREEN DRIVE Common Name: JAMES HALL, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-15-000489","UPD","01/15/18 22:01","","50 EAST GREEN STREET Common Name: BUSH, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-15-000493","UPD","01/15/18 23:35","","N MCKINLEY AVENUE Common Name: N MCKINLEY AVENUE Location Detail: @MULBERRY ST","TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-16-000495","UPD-180032","01/16/18 03:19","01/16/18 03:19","100 WEST GREEN DRIVE Common Name: BOYD HALL Location Detail: 2ND FLOOR MEN'S RESTROOM, ATHENS, OH 45701","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-16-000514","UPD","01/16/18 16:38","","58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-16-000515","UPD","01/16/18 16:41","","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: NEAR PING CENTER, ATHENS, OH 45701","TRAFFIC FAIL YIELD-PED IN CROSSWALK 4511.46","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-16-000517","UPD-180033","01/16/18 16:45","01/16/18 16:45","95 Common Name: CONVOCATION CENTER Location Detail: MEN'S BASKETBALL GAME, ATHENS, OH 45701","EDC DEPLOYMENT","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-16-000520","UPD-180034","01/16/18 17:10","01/14/18 22:00","35 SOUTH CONGRESS Common Name: BROMLEY HALL, ATHENS, OH 45701","RAPE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-01-16-000523","UPD-180035","01/16/18 18:12","01/16/18 18:12","49 EAST GREEN STREET Common Name: WASHINGTON HALL Location Detail: ROOM 309, ATHENS, OH 45701","TELECOMMUNICATIONS HARASSMENT","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
