"CFS #","Case #","Date Reported","Date Occurred","Address","Incident","Disposition"
"CFS15-04-02-003015","UPD","04/02/15 20:42","","Common Name: RYORS GARAGE Location Detail: NEAR ANNEX","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-02-003016","UPD","04/02/15 21:02","","S. SHAFER ST. Common Name: WREN STADIUM","TRESPASSING OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-02-003020","UPD","04/02/15 23:36","","S.GREEN DR. Common Name: PARKING LOT 93","CONVERSION_TRAFFIC PROHIBITED PARKING 4511.68","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-03-003021","UPD-150446","04/03/15 01:55","04/03/15 01:55","CONGRESS STREET Common Name: CONGRESS STREET Location Detail: @ WASHINGTON ST.","INTOXICATED PERSON","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-03-003024","UPD-150447","04/03/15 03:32","04/03/15 03:32","Common Name: SOUTH GREEN GARAGE Location Detail: NEAR MACKINNON HALL","ARSON OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-03-003035","UPD-150448","04/03/15 15:50","04/03/15 15:50","Common Name: GENERAL CAMPUS LOCATION","THREAT ASSESSMENT","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-03-003039","UPD","04/03/15 18:17","","S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: AT WALTER","TRAFFIC BRAKE LIGHTS 4513.071","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-03-003040","UPD-150450","04/03/15 18:37","04/03/15 18:37","69 SOUTH GREEN DRIVE Common Name: BROWN HALL","BURGLARY OFFENSES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-03-003041","UPD-150449","04/03/15 18:37","04/03/15 18:37","STATE STREET Common Name: EAST STATE STREET Location Detail: AT SHAFER","TRAFFIC DRIVING UNDER SUSP-REINST. FEE 4510.21","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-04-003048","UPD-150451","04/04/15 00:43","04/03/15 20:00","COLLEGE STREET Common Name: KANTNER HALL Location Detail: 1ST FLOOR THEATER","CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913","CONVERSION OUPD - OPEN","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-04-003051","UPD","04/04/15 01:57","","70 SOUTH GREEN DRIVE Common Name: MACKINNON HALL Location Detail: ROOM 129","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-04-003052","UPD-150452","04/04/15 02:12","04/04/15 02:12","88 UNIVERSITY TERRACE Common Name: SCOTT QUADRANGLE Location Detail: 2ND FLOOR LOUNGE/HALLWAY, ATHENS, OH 45701","INTOXICATED PERSON","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-04-003063","UPD","04/04/15 21:53","","RIVERSIDE DRIVE Common Name: RIVERSIDE DRIVE Location Detail: @ SHAFER ST","TRAFFIC LANES OF TRAVEL 4511.25","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-04-003064","UPD","04/04/15 22:04","","STATION STREET Common Name: STATION STREET Location Detail: @ FACTORY","CONVERSION_TRAFFIC SIGNALING STOPS/TURNS 4511.39","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-05-003068","UPD-150454","04/05/15 00:39","04/05/15 00:39","S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: @ RIVER'S EDGE APT","TRAFFIC FAILURE TO DISPLAY LIC. PLATE/STICKER 4503.21","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-05-003069","UPD-150455","04/05/15 01:28","04/05/15 01:28","S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: RIVER'S EDGE APARTMENTS/FRONT OF","CONVERSION_TRAFFIC SPEED 4511.21","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-05-003074","UPD","04/05/15 13:00","","99 WEST GREEN DRIVE Common Name: TREUDLEY HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-05-003080","UPD","04/05/15 20:20","","97 WEST GREEN DRIVE Common Name: JAMES HALL Location Detail: ROOM 319","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-05-003082","UPD","04/05/15 21:26","","PARK PLACE Common Name: PARK PLACE","CONVERSION_TRAFFIC ONE-WAY TRAFFIC - ROTARY ISLANDS 4511.32","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-06-003085","UPD-150456","04/06/15 00:41","04/06/15 00:41","51 EAST GREEN STREET Common Name: BIDDLE Location Detail: ROOM 324","INTOXICATED PERSON","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-06-003100","UPD-150457","04/06/15 11:30","04/06/15 11:30","S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: RUFUS","CONVERSION_TRAFFIC SPEED 4511.21","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-06-003102","UPD","04/06/15 12:50","","35 SOUTH CONGRESS Common Name: BROMLEY HALL Location Detail: STAFF OFFICE","RECOVERED PROPERTY","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-06-003105","UPD-150459","04/06/15 14:09","04/02/15 19:30","S.GREEN DR/UNIV.TERRACE Common Name: PING STUDENT REC. CENTER","CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-06-003110","UPD-150461","04/06/15 15:22","04/01/15 12:00","88 UNIVERSITY TERRACE Common Name: SCOTT QUADRANGLE","CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-06-003109","UPD-150460","04/06/15 15:26","01/01/00 00:00","PARK PLACE Common Name: ALDEN LIBRARY Location Detail: 2ND FLOOR RESTROOM MEN'S","DESTRUCTION OF PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-06-003111","UPD-150462","04/06/15 17:28","04/06/15 12:00","1 PARK PLACE Common Name: BAKER STUDENT CENTER","CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-07-003122","UPD","04/07/15 00:14","","98 WEST GREEN DRIVE Common Name: SARGENT HALL Location Detail: NEAR ROOM 319","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-07-003125","UPD","04/07/15 02:15","","50 EAST GREEN STREET Common Name: BUSH","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-07-003128","UPD-150466","04/07/15 03:04","04/07/15 03:06","69 SOUTH GREEN DRIVE Common Name: BROWN HALL Location Detail: ROOM 415B","FIRE ALARM","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-07-003135","UPD-150467","04/07/15 10:18","04/07/15 10:18","88 UNIVERSITY TERRACE Common Name: SCOTT QUADRANGLE Location Detail: LOADING DOCK","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-07-003137","UPD-150468","04/07/15 12:59","04/07/15 12:59","OXBOW TRAIL Common Name: STOCKER HALL Location Detail: LOADING DOCK","TRAFFIC CRASH ","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-07-003149","UPD","04/07/15 20:10","","WEST GREEN DRIVE Common Name: PARKING LOT 111","DESTRUCTION OF PROPERTY","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-07-003151","UPD","04/07/15 22:25","","70 SOUTH GREEN DRIVE Common Name: MACKINNON HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-08-003156","UPD","04/08/15 01:04","","UNION STREET Common Name: UNION STREET Location Detail: EAST UNION/UNIV. TERRACE","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-08-003157","UPD","04/08/15 01:37","","SHAFER STREET Common Name: SHAFER STREET Location Detail: RICHLAND","TRAFFIC LANES OF TRAVEL 4511.25","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-08-003159","UPD","04/08/15 02:53","","SHAFER STREET Common Name: SHAFER STREET Location Detail: WEST UNION","TRAFFIC LANES OF TRAVEL 4511.25","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-08-003164","UPD","04/08/15 08:26","","UNIVERSITY TERRACE Common Name: PARKING LOT 83","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-08-003168","UPD","04/08/15 09:50","","STEWART STREET Common Name: PARKING LOT 104 Location Detail: NEAREST MILLIRON","CONVERSION FIRE FIRE OUTSIDE (NO STRUCTURE INVOLVED)","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-08-003171","UPD-150469","04/08/15 13:59","04/07/15 15:30","Common Name: BOYD GARAGE","CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913","CONVERSION OUPD - OPEN","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-08-003176","UPD-150470","04/08/15 15:00","04/08/09 12:30","OUTSIDE THE CONVO Common Name: PARKING LOT 128 Location Detail: OFF RICHLAND AVE","CONVERSION_TRAFFIC OPERATING W/O REASONABLE CONTROL 4511.202","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-08-003180","UPD","04/08/15 15:41","","70 SOUTH GREEN DRIVE Common Name: MACKINNON HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-08-003181","UPD","04/08/15 15:45","","SOUTH COURT STREET Common Name: LINDLEY HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-08-003189","UPD","04/08/15 20:10","","70 SOUTH GREEN DRIVE Common Name: MACKINNON HALL Location Detail: ROOM 320","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-08-003190","UPD","04/08/15 20:39","","STATE STREET Common Name: EAST STATE STREET Location Detail: WEST AT ENTERPRISE PARK","CONVERSION_TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-08-003192","UPD","04/08/15 22:07","","SOUTH GREEN DRIVE Common Name: ADAMS HALL Location Detail: SUITE 219-221","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-09-003207","UPD-150474","04/09/15 12:51","04/09/15 12:51","Common Name: RUFUS DRIVE","CONVERSION_TRAFFIC SPEED 4511.21","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-09-003209","UPD","04/09/15 13:11","","S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: AT HOOVER HOUSE","TRAFFIC BICYCLE SIGNAL DEVICES 4511.56","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-09-003213","UPD","04/09/15 15:10","","3 PRESIDENT ST. Common Name: COMPUTER SERVICE CENTER Location Detail: 1ST CORRIDOR","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-09-003214","UPD","04/09/15 15:16","","LOWER SEIGFRED Common Name: PARKING LOT 40","PROPERTY DAMAGE","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-09-003215","UPD","04/09/15 16:14","","OXBOW TRAIL/DRIVE Common Name: OXBOW TRAIL/DRIVE Location Detail: LARGE HOLE IN ROADWAY","PARKING COMPLAINT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-09-003216","UPD-150475","04/09/15 17:29","04/09/15 17:29","101 WEST GREEN DRIVE Common Name: RYORS HALL","DISORDERLY CONDUCT OFFENSES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-09-003218","UPD","04/09/15 18:00","","UNION STREET Common Name: UNION STREET Location Detail: JEFF HILL","CONVERSION_TRAFFIC ONE-WAY TRAFFIC - ROTARY ISLANDS 4511.32","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-09-003220","UPD","04/09/15 18:56","","EAST UNION STREET Common Name: SCHOONOVER CENTER Location Detail: 3RD CORRIDOR, WEST STAIRS","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-09-003222","UPD-150476","04/09/15 19:39","04/09/15 19:30","WEST GREEN GULCH Common Name: PARKING LOT 114","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-09-003223","UPD","04/09/15 19:56","","S. COLLEGE STREET Common Name: RADIO-TELEVISION","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-09-003225","UPD-150477","04/09/15 21:52","04/09/15 21:52","S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: NEAR RIVER'S EDGE APTS","CONVERSION_TRAFFIC SPEED 4511.21","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-09-003226","UPD","04/09/15 22:36","","69 SOUTH GREEN DRIVE Common Name: BROWN HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-09-003227","UPD","04/09/15 22:38","","EAST UNION STREET Common Name: SCHOONOVER CENTER","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-09-003230","UPD","04/09/15 23:46","","WEST GREEN Common Name: WEST GREEN Location Detail: BETWEEN SARGENT/JAMES","INTOXICATED PERSON","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-10-003233","UPD-150478","04/10/15 02:06","04/10/15 02:06","CONGRESS STREET Common Name: CONGRESS STREET Location Detail: @ UNION","TRAFFIC HIGHWAY TRAFFIC SIGNAL INDICATIONS 4511.13","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-10-003236","UPD-150479","04/10/15 07:00","04/10/15 07:00","95 RICHLAND AVENUE Common Name: CONVOCATION CENTER","EDC DEPLOYMENT","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-10-003239","UPD-150480","04/10/15 07:57","04/09/15 10:26","CENTRAL FOOD LOT Common Name: PARKING LOT 143","PROPERTY DAMAGE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-10-003240","UPD","04/10/15 08:03","","EAST UNION STREET Common Name: SCHOONOVER CENTER","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-10-003242","UPD","04/10/15 08:59","","EAST UNION STREET Common Name: SCHOONOVER CENTER","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-10-003246","UPD","04/10/15 12:11","","RIVERSIDE DRIVE Common Name: FACILITIES MANAGEMENT","TELECOMMUNICATIONS HARASSMENT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-10-003248","UPD-150481","04/10/15 13:19","04/02/15 12:00","PEDEN STADIUM Common Name: PARKING LOT 132","CONVERSION_LARCENY-THEFT THEFT - BICYCLES 2913","CONVERSION OUPD - OPEN","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-10-003257","UPD","04/10/15 16:56","","SOUTH GREEN DRIVE Common Name: ADAMS HALL Location Detail: ROOM 462","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-10-003260","UPD","04/10/15 19:22","","COLLEGE STREET Common Name: COLLEGE STREET Location Detail: AT UNION ST","TRAFFIC DRIVING W/TEMP. OL ONLY 4507.05","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-10-003261","UPD","04/10/15 20:31","","S.G. DRIVE Common Name: SOUTH GREEN DRIVE","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-10-003262","UPD","04/10/15 20:48","","FACTORY STREET Common Name: FACTORY STREET Location Detail: AT RIVERSIDE DR","CONVERSION_TRAFFIC SIGNALING STOPS/TURNS 4511.39","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-10-003263","UPD","04/10/15 21:10","","WEST GREEN DRIVE Common Name: WEST GREEN DRIVE Location Detail: AT STOCKER CENTER","CONVERSION_TRAFFIC SIGNALING STOPS/TURNS 4511.39","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-10-003267","UPD","04/10/15 22:06","","MCKINLEY AVE Common Name: MCKINLEY AVE Location Detail: NEAR CRAWFORD HALL","CONVERSION_TRAFFIC ONE-WAY TRAFFIC - ROTARY ISLANDS 4511.32","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-10-003268","UPD","04/10/15 22:10","","S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: AT UNIVERSITY TERRACE","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-10-003269","UPD","04/10/15 22:15","","98 WEST GREEN DRIVE Common Name: SARGENT HALL Location Detail: ROOM 246","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-10-003270","UPD-150484","04/10/15 22:22","04/10/15 22:22","OXBOW TRAIL/DRIVE Common Name: OXBOW TRAIL/DRIVE Location Detail: BEHIND ARC","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-10-003273","UPD-150485","04/10/15 23:00","04/10/15 23:00","S.GREEN DR/UNIV.TERRACE Common Name: PING STUDENT REC. CENTER","CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-11-003274","UPD","04/11/15 00:35","","UNIVERSITY TERRACE Common Name: UNIVERSITY TERRACE Location Detail: @ UNION","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-11-003275","UPD","04/11/15 00:36","","95 RICHLAND AVENUE Common Name: CONVOCATION CENTER Location Detail: PARKING LOT FACING JAMES HALL","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-11-003281","UPD","04/11/15 03:08","","104 WEST GREEN DRIVE Common Name: WILSON HALL - WEST GREEN","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-11-003285","UPD","04/11/15 10:00","","COURT STREET Common Name: COURT STREET Location Detail: UNION STREET","TRAFFIC DETAIL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-11-003287","UPD","04/11/15 11:59","","SOUTH GREEN DRIVE Common Name: ADAMS HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-11-003288","UPD-150486","04/11/15 12:49","04/11/15 12:30","SOUTH GREEN DR.- PEDEN REAR Common Name: PARKING LOT 133","CONVERSION_LARCENY-THEFT THEFT - ALL OTHER 2913","CONVERSION OUPD - OPEN","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-11-003290","UPD-150487","04/11/15 13:53","04/10/15 00:00","MCKINLEY AVE Common Name: MCKINLEY AVE Location Detail: AT THE FRONT FOUR","PARKING COMPLAINT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-11-003291","UPD","04/11/15 14:10","","SOUTH GREEN Common Name: SOUTH GREEN","PROPERTY DAMAGE","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS15-04-11-003297","UPD","04/11/15 16:52","","S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: AT RIVER'S EDGE","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
