"CFS #","Case #","Date Reported","Date Occurred","Address","Incident","Disposition"
"CFS19-04-04-004063","UPD","04/04/19 21:17","","SOUTH GREEN DRIVE Common Name: PARKING LOT 54, ATHENS, OH 45701","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-04-004064","UPD","04/04/19 21:35","","Common Name: UNION STREET Location Detail: & CONGRESS","CONVERSION_TRAFFIC TIME FOR LIGHTED LIGHTS ON MOTOR VEHICLES 4513.03","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-04-004067","UPD","04/04/19 22:09","","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: & RUFUS, ATHENS, OH 45701","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-05-004070","UPD","04/05/19 00:53","","Common Name: UNIVERSITY TERRACE Location Detail: AT UNION ST, ATHENS, OH 45701","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-05-004101","UPD-190390","04/05/19 15:43","04/05/19 15:43","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: AT ADAMS HALL, ATHENS, OH 45701","CONVERSION_TRAFFIC OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE 4510.12(A)(1)","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-05-004102","UPD","04/05/19 16:04","","Common Name: NELSON DINING HALL, ATHENS, OH 45701","RECOVERED PROPERTY","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-05-004108","UPD-190391","04/05/19 17:30","04/05/19 17:30","Common Name: NELSON DINING HALL, ATHENS, OH 45701","CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-05-004110","UPD","04/05/19 20:13","","18 N MCKINLEY AVENUE Common Name: MACKINNON HALL, ATHENS, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-05-004114","UPD","04/05/19 21:55","","98 WEST GREEN DRIVE Common Name: SARGENT HALL Location Detail: LOBBY, ATHENS, OH 45701","ANIMAL COMPLAINT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-05-004120","UPD-190392","04/05/19 23:58","04/05/19 23:58","Common Name: UNION STREET Location Detail: AT UNIVERSITY TERRACE","RECKLESS DRIVER","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-06-004121","UPD-190393","04/06/19 00:25","04/06/19 00:25","Common Name: SOFTBALL FIELD, ATHENS, OH 45701","RECOVERED PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-06-004124","UPD","04/06/19 01:29","","Common Name: MILL STREET Location Detail: AND STEWART","TRAFFIC MARKED LANES 4511.33A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-06-004126","UPD","04/06/19 01:55","","Common Name: MULBERRY ST Location Detail: AT MORTON HILL","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-06-004127","UPD","04/06/19 02:03","","Common Name: RICHLAND AVENUE Location Detail: AT CONVO, ATHENS, OH 45701","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-06-004129","UPD-190394","04/06/19 03:11","04/06/19 03:11","Common Name: BOBCAT LANE Location Detail: RICHLAND AVE, ATHENS, OH 45701","TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-06-004136","UPD-190395","04/06/19 07:50","04/06/19 07:00","Common Name: UNION STREET Location Detail: INT'L STREET FAIR","EDC DEPLOYMENT","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-06-004139","UPD","04/06/19 11:35","","RICHLAND AVENUE Common Name: GROVER CENTER Location Detail: MAIN WALKWAY SITTING IN CHAIRS, ATHENS, OH 45701","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-06-004152","UPD","04/06/19 16:55","","97 WEST GREEN DRIVE Common Name: JAMES HALL Location Detail: ROOM 206 SMOKE DETECTOR, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-06-004154","UPD-190397","04/06/19 17:05","04/06/19 17:05","59 EAST GREEN DRIVE Common Name: SHIVELY HALL Location Detail: ROOM 212, ATHENS, OH 45701","DISORDERLY CONDUCT OFFENSES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-06-004155","UPD-190396","04/06/19 17:48","04/06/19 17:30","Common Name: T.B. MEMORIAL AUDITORIUM Location Detail: MOM'S WEEKEND EVENT, ATHENS, OH 45701","EDC DEPLOYMENT","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-06-004162","UPD","04/06/19 21:08","","Common Name: UNION STREET Location Detail: AT STEWART","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-06-004165","UPD","04/06/19 22:08","","N MCKINLEY AVENUE Common Name: N MCKINLEY AVENUE","CONVERSION FIRE FIRE OUTSIDE (NO STRUCTURE INVOLVED)","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-06-004169","UPD-190398","04/06/19 22:32","04/06/19 22:32","105 SOUTH GREEN DRIVE Common Name: SOWLE HALL Location Detail: OUTSIDE ROOM 318, ATHENS, OH 45701","INTOXICATED PERSON","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-06-004170","UPD","04/06/19 23:47","","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: RUFUS, ATHENS, OH 45701","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-07-004174","UPD","04/07/19 00:08","","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: RUFUS, ATHENS, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-07-004176","UPD","04/07/19 00:38","","59 EAST GREEN DRIVE Common Name: SHIVELY HALL Location Detail: ROOM 227, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-07-004177","UPD","04/07/19 00:42","","SOUTH GREEN DRIVE Common Name: ADAMS HALL, ATHENS, OH 45701","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-07-004178","UPD","04/07/19 00:50","","Common Name: RICHLAND AVENUE Location Detail: BY OU INN, ATHENS, OH 45701","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-07-004180","UPD","04/07/19 01:22","","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: RUFUS, ATHENS, OH 45701","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-07-004183","UPD-190399","04/07/19 01:52","04/07/19 01:52","OXBOW TRAIL Common Name: RYORS GARAGE, ATHENS, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-07-004185","UPD","04/07/19 01:54","","59 EAST GREEN DRIVE Common Name: SHIVELY HALL, ATHENS, OH 45701","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-07-004186","UPD","04/07/19 02:00","","Common Name: MULBERRY ST Location Detail: MCKINLEY DR.","CONVERSION_TRAFFIC SLOW SPEED 4511.22","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-07-004187","UPD-190400","04/07/19 02:13","04/07/19 02:13","Common Name: STEWART STREET Location Detail: NEAR MILLIRON ST, ATHENS, OH 45701","OPERATING A VEHICLE UNDER THE INFLUENCE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-07-004188","UPD","04/07/19 02:15","","Common Name: WASHINGTON STREET Location Detail: AT CONGRESS","TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-07-004190","UPD-190401","04/07/19 03:17","04/07/19 03:17","100 WEST GREEN DRIVE Common Name: BOYD HALL, ATHENS, OH 45701","DISORDERLY CONDUCT OFFENSES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-07-004195","UPD-190402","04/07/19 08:15","04/07/19 08:15","Common Name: BOYD GARAGE, ATHENS, OH 45701","CONVERSOIN LARCENY-THEFT THEFT - ALL OTHER - FELONY 2913.02","CONVERSION OUPD - OPEN","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-07-004200","UPD","04/07/19 11:53","","Common Name: GENERAL CAMPUS LOCATION","TELECOMMUNICATIONS HARASSMENT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-07-004201","UPD-190403","04/07/19 12:00","04/06/19 15:00","N MCKINLEY AVENUE Common Name: N MCKINLEY AVENUE Location Detail: AT PICKERING HALL","CONVERSION_LARCENY-THEFT THEFT - ALL OTHER 2913","CONVERSION OUPD - OPEN","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-07-004209","UPD-190404","04/07/19 16:45","04/07/19 16:45","Common Name: T.B. MEMORIAL AUDITORIUM Location Detail: MOUNTAIN STAGE, ATHENS, OH 45701","EDC DEPLOYMENT","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-07-004214","UPD","04/07/19 21:19","","Common Name: MILL STREET Location Detail: MILL @ STEWART","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-08-004220","UPD","04/08/19 00:06","","88 UNIVERSITY TERRACE Common Name: SCOTT QUADRANGLE Location Detail: 3RD FLOOR WOMEN'S RESTROOM, ATHENS, OH 45701","INTOXICATED PERSON","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-08-004221","UPD","04/08/19 00:29","","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: & UNIVERSITY TERRACE, ATHENS, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-08-004222","UPD","04/08/19 00:48","","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: @RICHLAND AVE., ATHENS, OH 45701","CONVERSION_TRAFFIC TIME FOR LIGHTED LIGHTS ON MOTOR VEHICLES 4513.03","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-08-004225","UPD","04/08/19 02:17","","28 N MCKINLEY AVENUE Common Name: PICKERING HALL Location Detail: CAT WALK, ATHENS, OH 45701","DESTRUCTION OF PROPERTY","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-08-004227","UPD","04/08/19 03:09","","34 SOUTH COLLEGE STREET Common Name: VOIGT HALL Location Detail: SMOKE DETECTOR/ROOM 407, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-08-004243","UPD","04/08/19 11:58","","Common Name: CHUBB HALL Location Detail: ROOM 120F, ATHENS, OH 45701","EMERGENCY CALL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-08-004247","UPD","04/08/19 13:22","","Common Name: SCHOONOVER CENTER Location Detail: ROOM 210, ATHENS, OH 45701","EMERGENCY CALL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-08-004251","UPD","04/08/19 14:10","","1 PARK PLACE Common Name: BAKER UNIVERSITY CENTER Location Detail: LATITUDE 39, ATHENS, OH 45701","FICTITIOUS/ALTERED ID","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-08-004255","UPD-190405","04/08/19 15:26","04/08/19 15:26","Common Name: BAKER GARAGE, ATHENS, OH 45701","TELECOMMUNICATIONS HARASSMENT","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-08-004261","UPD","04/08/19 17:07","","88 UNIVERSITY TERRACE Common Name: SCOTT QUADRANGLE Location Detail: 270, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-08-004262","UPD-190406","04/08/19 17:10","04/08/19 17:10","Common Name: JAMES GARAGE","DESTRUCTION OF PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-08-004266","UPD","04/08/19 20:15","","51 EAST GREEN STREET Common Name: BIDDLE HALL, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-08-004271","UPD","04/08/19 23:22","","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: @RICHLAND AVE., ATHENS, OH 45701","CONVERSION_TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-09-004284","UPD-190409","04/09/19 07:49","04/07/19 10:00","SHAFER STREET Common Name: PARKING LOT 125, ATHENS, OH 45701","DESTRUCTION OF PROPERTY","CONVERSION OUPD - OPEN","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-09-004285","UPD","04/09/19 07:54","","RIDGES PROPERTY Common Name: RIDGES, ATHENS, OH 45701","DESTRUCTION OF PROPERTY","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-09-004302","UPD-190410","04/09/19 14:41","04/09/19 14:41","Common Name: GENERAL CAMPUS LOCATION","MENACING OFFENSES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-09-004306","UPD","04/09/19 15:55","","51 EAST GREEN STREET Common Name: BIDDLE HALL Location Detail: SMOKE DETECTOR ROOM 109, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-09-004311","UPD-190411","04/09/19 16:42","04/09/19 16:42","97 SOUTH GREEN DRIVE Common Name: CARR HALL, ATHENS, OH 45701","FRAUD OFFENSES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-09-004316","UPD","04/09/19 21:13","","Common Name: STEWART STREET Location Detail: AT MULBERRY ST, ATHENS, OH 45701","TRAFFIC DRIVING UPON SIDEWALK AREA 4511.711","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-09-004326","UPD","04/09/19 23:56","","Common Name: CONGRESS STREET Location Detail: AT UNION, ATHENS, OH 45701","CONVERSION_TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-10-004330","UPD","04/10/19 03:08","","Common Name: SEIGFRED Location Detail: ROOM 111, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-10-004340","UPD","04/10/19 10:26","","Common Name: SCHOONOVER CENTER Location Detail: ROOM 405, ATHENS, OH 45701","EMERGENCY CALL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-10-004344","UPD","04/10/19 12:36","","99 WEST GREEN DRIVE Common Name: TREUDLEY HALL, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-10-004351","UPD-190412","04/10/19 15:07","04/10/19 14:00","SOUTH GREEN DRIVE Common Name: ADAMS HALL Location Detail: ROOM  231, ATHENS, OH 45701","ASSAULT OFFENSES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-10-004352","UPD","04/10/19 16:00","","PRESIDENT ST. Common Name: BENTLEY ANNEX Location Detail: ROOM 160, ATHENS, OH 45701","EMERGENCY CALL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-10-004355","UPD","04/10/19 18:29","","Common Name: WEST UNION ST OFFICE CTR Location Detail: ROOM 175, ATHENS, OH 45701","EMERGENCY CALL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-10-004356","UPD","04/10/19 18:59","","Common Name: SHAFER STREET Location Detail: CHERRY BLOSSOM TREES BETWEEN BIKE PATH AND SHAFER, ATHENS, OH 45701","DESTRUCTION OF PROPERTY","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-10-004363","UPD-190413","04/10/19 22:56","04/10/19 22:56","101 EAST UNION Common Name: JEFFERSON HALL Location Detail: RESTROOM 306, 3RD FLOOR, ATHENS, OH 45701","INTOXICATED PERSON","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-10-004366","UPD","04/10/19 23:54","","71 SOUTH GREEN DRIVE Common Name: CRAWFORD HALL Location Detail: IN THE AREA OF ROOM 329, ATHENS, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-04-11-004369","UPD-190414","04/11/19 01:39","04/11/19 01:39","Common Name: RICHLAND AVENUE Location Detail: IN FRONT OF TREUDLEY, ATHENS, OH 45701","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
