"CFS #","Case #","Date Reported","Date Occurred","Address","Incident","Disposition"
"CFS14-10-04-007731","UPD","10/04/14 12:02","","RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: OU INN","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-04-007736","UPD-140846","10/04/14 16:27","10/04/14 16:27","OUTSIDE THE CONVO Common Name: PARKING LOT 128 Location Detail: ACROSS FROM VISITOR'S CENTER","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-04-007738","UPD","10/04/14 18:17","","131 SOUTH GREEN DRIVE Common Name: ADAMS HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-04-007741","UPD","10/04/14 18:48","","SOUTH GREEN DRIVE - WALTER HALL Common Name: PARKING LOT 134 Location Detail: TO OUPD","TRANSPORT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-04-007744","UPD","10/04/14 19:21","","50 EAST GREEN STREET Common Name: BUSH","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-04-007747","UPD-140848","10/04/14 21:06","10/04/14 21:06","57 EAST GREEN DRIVE Common Name: PERKINS HALL Location Detail: ROOM 409, ATHENS, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-04-007748","UPD","10/04/14 21:28","","WEST GREEN DRIVE Common Name: WEST GREEN DRIVE Location Detail: RICHLAND","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-04-007749","UPD","10/04/14 21:40","","S.GREEN DR Common Name: PARKING LOT 57","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-04-007750","UPD","10/04/14 22:18","","S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: OXBOW","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-04-007751","UPD-140849","10/04/14 22:52","10/04/14 21:00","104 WEST GREEN DRIVE Common Name: WILSON HALL - WEST GREEN Location Detail: ROOM 263","TELECOMMUNICATIONS HARASSMENT","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-04-007752","UPD","10/04/14 23:55","","Common Name: SOUTH PARK DRIVE Location Detail: CDC","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-05-007756","UPD","10/05/14 00:22","","RACE ST Common Name: RACE STREET Location Detail: EAST GREEN DRIVE","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-05-007759","UPD-140851","10/05/14 01:16","10/05/14 01:16","S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: NEW LIFE ASSEMBLY CHURCH","TRESPASSING OFFENSES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-05-007761","UPD","10/05/14 02:34","","48 EAST GREEN STREET Common Name: READ HALL Location Detail: ROOM #201","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-05-007764","UPD","10/05/14 03:18","","70 SOUTH GREEN DRIVE Common Name: MACKINNON HALL Location Detail: 4TH. FLOOR","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-05-007771","UPD","10/05/14 17:41","","69 SOUTH GREEN DRIVE Common Name: BROWN HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-05-007773","UPD","10/05/14 20:18","","126 SOUTH GREEN DRIVE Common Name: BROUGH Location Detail: MOD #340","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-05-007774","UPD-140852","10/05/14 20:26","10/05/14 20:26","49 EAST GREEN STREET Common Name: WASHINGTON HALL Location Detail: ARCHWAY AREA","ASSAULT OFFENSES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-06-007781","UPD","10/06/14 03:03","","RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: AT WEST GREEN DRIVE","CONVERSION_TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-06-007788","UPD-140854","10/06/14 14:09","10/06/14 14:17","60 E.GREEN DR. Common Name: TIFFIN HALL","POSSESSION OF DRUG PARAPHERNALIA","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-06-007792","UPD-140853","10/06/14 15:45","10/06/14 15:45","60 E.GREEN DR. Common Name: TIFFIN HALL Location Detail: ROOM # 106","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-06-007797","UPD","10/06/14 17:08","","UNIVERSITY TERRACE Common Name: ELLIS HALL","CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-06-007798","UPD-140855","10/06/14 17:22","10/02/14 18:30","51 EAST GREEN STREET Common Name: BIDDLE","CONVERSION_LARCENY-THEFT THEFT - BICYCLES 2913","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-06-007802","UPD","10/06/14 22:08","","68 SOUTH GREEN DRIVE Common Name: PICKERING HALL Location Detail: ROOM #228","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-07-007808","UPD","10/07/14 00:05","","70 SOUTH GREEN DRIVE Common Name: MACKINNON HALL Location Detail: ROOM 302 OR 334","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-07-007809","UPD","10/07/14 00:31","","STEWART ST. Common Name: STEWART STREET Location Detail: FRONT OF BROWN HALL","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-07-007810","UPD-140856","10/07/14 02:04","10/07/14 02:04","3 PRESIDENT ST. Common Name: COMPUTER SERVICE CENTER Location Detail: DOCK AREA","DESTRUCTION OF PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-07-007815","UPD","10/07/14 12:48","","58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-07-007821","UPD","10/07/14 16:59","","123 SOUTH GREEN DRIVE Common Name: O'BLENESS HOUSE","DRUG OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-07-007822","UPD-140858","10/07/14 17:17","10/06/14 18:30","100 RICHLAND AVE. Common Name: PEDEN STADIUM Location Detail: WORKOUT ROOM","CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-08-007832","UPD","10/08/14 00:08","","101 WEST GREEN DRIVE Common Name: RYORS HALL Location Detail: ROOM #205","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-08-007833","UPD-140859","10/08/14 00:09","10/08/14 00:09","104 WEST GREEN DRIVE Common Name: WILSON HALL - WEST GREEN Location Detail: ROOM#236","DESTRUCTION OF PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-08-007834","UPD-140860","10/08/14 00:41","10/08/14 00:41","125 SOUTH GREEN DRIVE Common Name: FOSTER HOUSE Location Detail: ROOM # 233","INTOXICATED PERSON","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-08-007835","UPD-140861","10/08/14 01:52","10/08/14 01:52","95 RICHLAND AVENUE Common Name: CONVOCATION CENTER Location Detail: ROOM 363","DESTRUCTION OF PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-08-007837","UPD","10/08/14 05:48","","OUTSIDE THE CONVO Common Name: PARKING LOT 128 Location Detail: SHAFER","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-08-007842","UPD-140862","10/08/14 08:26","10/07/14 15:30","126 SOUTH GREEN DRIVE Common Name: BROUGH","DESTRUCTION OF PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-08-007843","UPD","10/08/14 09:37","","S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: AT TRUE HOUSE","TRAFFIC M/C/BICYCLE LAWS-HELMET,EYE-PROTECTION,ETC 4511.53","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-08-007851","UPD","10/08/14 17:13","","48 EAST GREEN STREET Common Name: READ HALL Location Detail: ROOM 103","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-08-007853","UPD","10/08/14 22:39","","35 SOUTH CONGRESS Common Name: BROMLEY HALL Location Detail: ROOM 510","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-09-007856","UPD","10/09/14 00:05","","35 SOUTH CONGRESS Common Name: BROMLEY HALL Location Detail: ROOM #714","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-09-007857","UPD","10/09/14 00:10","","100 WEST GREEN DRIVE Common Name: BOYD Location Detail: 1ST FLOOR","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-09-007858","UPD-140863","10/09/14 00:21","10/09/14 00:21","95 RICHLAND AVENUE Common Name: CONVOCATION CENTER Location Detail: ROOM # 359","INTOXICATED PERSON","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-09-007859","UPD","10/09/14 01:26","","MILL STREET Common Name: MILL STREET Location Detail: MCKINLEY","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-09-007870","UPD","10/09/14 12:42","","22 UNIVERSITY TERRACE Common Name: BRYAN HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-09-007873","UPD","10/09/14 14:41","","CHURCH ST. Common Name: SEIGFRED Location Detail: ARCHWAY","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-09-007876","UPD","10/09/14 16:02","","49 EAST GREEN STREET Common Name: WASHINGTON HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-09-007877","UPD","10/09/14 16:48","","101 WEST GREEN DRIVE Common Name: RYORS HALL","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-09-007878","UPD-140865","10/09/14 17:11","10/09/14 17:11","69 SOUTH GREEN DRIVE Common Name: BROWN HALL","POSSESSION OF DRUG PARAPHERNALIA","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-09-007880","UPD","10/09/14 18:29","","S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: AT EWING","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-09-007883","UPD","10/09/14 20:14","","88 UNIVERSITY TERRACE Common Name: SCOTT QUADRANGLE Location Detail: ROOM 273","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-10-007889","UPD","10/10/14 00:50","","88 UNIVERSITY TERRACE Common Name: SCOTT QUADRANGLE","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-10-007891","UPD-140866","10/10/14 02:52","10/10/14 02:52","STEWART ST. Common Name: STEWART STREET Location Detail: @ WASHINGTON ARCHWAY","CONVERSION_TRAFFIC OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE 4510.12(A)(1)","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-10-007892","UPD-140867","10/10/14 03:08","10/10/14 03:08","S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: @ ATKINSON","INTOXICATED PERSON","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-10-007898","UPD","10/10/14 08:42","","88 UNIVERSITY TERRACE Common Name: SCOTT QUADRANGLE Location Detail: DANA DOOR","DESTRUCTION OF PROPERTY","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-10-007907","UPD","10/10/14 15:34","","101 WEST GREEN DRIVE Common Name: RYORS HALL","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-10-007910","UPD","10/10/14 16:20","","COURT STREET Common Name: COURT STREET Location Detail: AND UNION","TRAFFIC DETAIL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-10-007912","UPD-140870","10/10/14 17:55","01/01/00 00:00","69 SOUTH GREEN DRIVE Common Name: BROWN HALL","DRUG OFFENSES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-10-007916","UPD","10/10/14 20:19","","98 WEST GREEN DRIVE Common Name: SARGENT HALL","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-10-007917","UPD-140871","10/10/14 20:43","10/10/14 20:00","127 SOUTH GREEN DRIVE Common Name: MARTZOLFF HOUSE","ANIMAL COMPLAINT","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-10-007918","UPD","10/10/14 21:53","","Common Name: SARGENT GARAGE","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-10-007919","UPD","10/10/14 22:07","","68 SOUTH GREEN DRIVE Common Name: PICKERING HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-10-007923","UPD-140872","10/10/14 23:31","10/10/14 23:31","50 EAST GREEN STREET Common Name: BUSH Location Detail: MEN'S RR NEAR 214","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-11-007924","UPD","10/11/14 01:14","","48 EAST GREEN STREET Common Name: READ HALL Location Detail: ROOM 103","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-11-007926","UPD","10/11/14 02:13","","49 EAST GREEN STREET Common Name: WASHINGTON HALL Location Detail: 3RD FLOOR AREA","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-11-007927","UPD-140873","10/11/14 02:45","10/11/14 02:45","71 SOUTH GREEN DRIVE Common Name: CRAWFORD HALL Location Detail: 3RD FLOOR","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-11-007928","UPD","10/11/14 02:51","","123 SOUTH GREEN DRIVE Common Name: O'BLENESS HOUSE Location Detail: 122 AREA","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-11-007929","UPD","10/11/14 03:22","","COURT STREET Common Name: COURT STREET Location Detail: @ WASHINGTON ST.","CONVERSION_TRAFFIC SLOW SPEED 4511.22","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-10-11-007934","UPD-140874","10/11/14 08:24","10/10/14 15:30","100 RICHLAND AVE. Common Name: PEDEN STADIUM Location Detail: STUDENT ENTRANCE TUNNEL","THEFT OFFENSE","CONVERSION OUPD - OPEN","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
