"CFS #","Case #","Date Reported","Date Occurred","Address","Incident","Disposition"
"CFS14-01-07-000107","UPD","01/07/14 15:26","","THE RIDGES, BLDG. 25 Common Name: KONNEKER RESEARCH CENTER","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-07-000110","UPD","01/07/14 16:21","","SOUTH GREEN DRIVE Common Name: PARKING LOT 87","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-07-000112","UPD-140007","01/07/14 17:34","01/07/14 17:34","RICHLAND AVENUE Common Name: RESEARCH AND TECHNOLOGY C","FIRE ALARM","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-07-000115","UPD","01/07/14 18:35","","49 EAST GREEN STREET Common Name: WASHINGTON HALL","CONVERSION_TRAFFIC PROHIBITED PARKING 4511.68","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-08-000125","UPD","01/08/14 04:44","","BUILDING 1, THE RIDGES Common Name: KENNEDY MUSEUM OF AMERICA","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-08-000126","UPD","01/08/14 06:41","","95 RICHLAND AVENUE Common Name: CONVOCATION CENTER","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-08-000130","UPD","01/08/14 07:32","","98 WEST GREEN DRIVE Common Name: SARGENT HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-08-000134","UPD","01/08/14 10:52","","UNIVERSITY TERRACE Common Name: UNIVERSITY TERRACE Location Detail: AT BROWN HOUSE","TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-08-000135","UPD","01/08/14 11:04","","OXBOW TRAIL Common Name: STOCKER HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-08-000137","UPD-140008","01/08/14 11:45","01/01/00 00:00","UNIVERSITY TERRACE Common Name: UNIVERSITY TERRACE Location Detail: AT SCOTT QUAD","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-08-000138","UPD","01/08/14 11:48","","S.GREEN DR/UNIV.TERRACE Common Name: PING STUDENT REC. CENTER","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-08-000146","UPD","01/08/14 22:08","","S. SHAFER ST. Common Name: WREN STADIUM","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-09-000149","UPD","01/09/14 01:40","","UNION STREET Common Name: UNION STREET","TRAFFIC HIGHWAY TRAFFIC SIGNAL INDICATIONS 4511.13","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-09-000150","UPD","01/09/14 02:47","","RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: TRAFFIC CIRCLE","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-09-000160","UPD","01/09/14 10:43","","UPPER SEIGFRED Common Name: PARKING LOT 39","ANIMAL COMPLAINT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-09-000162","UPD","01/09/14 12:34","","35 SOUTH CONGRESS Common Name: BROMLEY HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-09-000175","UPD","01/09/14 22:15","","Common Name: BUILDING 16 Location Detail: BLDG 17, RIDGES","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-09-000178","UPD","01/09/14 23:56","","S.GREEN DR/UNIV.TERRACE Common Name: PING STUDENT REC. CENTER","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-10-000193","UPD","01/10/14 15:42","","N. MCKINLEY AVE. Common Name: NELSON DINING HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-11-000201","UPD","01/11/14 01:50","","S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: BY ADAMS HALL","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-11-000202","UPD-140009","01/11/14 02:21","01/11/14 02:21","98 WEST GREEN DRIVE Common Name: SARGENT HALL Location Detail: ROOM 254/HALLWAY","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-11-000209","UPD-140010","01/11/14 08:59","01/11/14 08:59","S.GREEN DR. Common Name: PARKING LOT 58 Location Detail: AT WRAY HOUSE","TRAFFIC FAILURE TO YIELD - DRIVEWAY OR LOT 4511.44","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-11-000221","UPD","01/11/14 19:12","","58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-12-000227","UPD","01/12/14 01:38","","EAST GREEN DRIVE Common Name: EAST GREEN DRIVE Location Detail: MORTON","TRAFFIC HIGHWAY TRAFFIC SIGNAL INDICATIONS 4511.13","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-12-000228","UPD-140011","01/12/14 01:53","01/12/14 01:54","COLLEGE STREET Common Name: COLLEGE STREET","INTOXICATED PERSON","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-12-000229","UPD-140012","01/12/14 02:06","01/12/14 02:06","UNIVERSITY TERRACE Common Name: GALBREATH CHAPEL","TRESPASSING OFFENSES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-12-000241","UPD","01/12/14 15:57","","CHURCH ST. Common Name: SEIGFRED","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-12-000245","UPD","01/12/14 18:23","","SOUTH GREEN DRIVE Common Name: ADAMS HALL","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-13-000251","UPD","01/13/14 00:28","","34 SOUTH COLLEGE STREET Common Name: VOIGT HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-13-000252","UPD","01/13/14 01:45","","UNION STREET Common Name: UNION STREET Location Detail: JEFF HILL","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-13-000254","UPD-140013","01/13/14 03:01","01/13/14 03:01","1 PARK PLACE Common Name: BAKER STUDENT CENTER Location Detail: FRONT STEPS","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-13-000261","UPD","01/13/14 11:32","","58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL Location Detail: ROOM 141","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-13-000267","UPD-140014","01/13/14 17:16","01/13/14 17:16","98 WEST GREEN DRIVE Common Name: SARGENT HALL Location Detail: ROOM 243","DRUG OFFENSES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-13-000269","UPD","01/13/14 20:26","","127 SOUTH GREEN DRIVE Common Name: MARTZOLFF HOUSE Location Detail: ROOM 124","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-13-000273","UPD","01/13/14 23:37","","55 HOSPITAL DRIVE Common Name: O'BLENESS MEMORIAL HOSPIT","RAPE","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-13-000274","UPD","01/13/14 23:51","","104 WEST GREEN DRIVE Common Name: WILSON HALL - WEST GREEN Location Detail: ROOM 454","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-14-000275","UPD-140015","01/14/14 02:53","01/14/14 02:53","35 SOUTH CONGRESS Common Name: BROMLEY HALL Location Detail: LOBBY","DESTRUCTION OF PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-14-000282","UPD","01/14/14 10:26","","35 SOUTH CONGRESS Common Name: BROMLEY HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-14-000283","UPD-140016","01/14/14 13:43","01/01/00 00:00","MORTON HALL LOT Common Name: PARKING LOT 90","TRAFFIC CRASH ","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-14-000289","UPD","01/14/14 16:33","","PARK PLACE Common Name: PARK PLACE Location Detail: IN FRONT OF BAKER STUDENT CENTER","CONVERSION_TRAFFIC PROHIBITED PARKING 4511.68","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-14-000290","UPD","01/14/14 16:58","","98 WEST GREEN DRIVE Common Name: SARGENT HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-14-000292","UPD","01/14/14 17:33","","69 SOUTH GREEN DRIVE Common Name: BROWN HALL Location Detail: ROOM 318","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-14-000293","UPD","01/14/14 17:35","","101 WEST GREEN DRIVE Common Name: RYORS HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-14-000295","UPD","01/14/14 22:21","","70 SOUTH GREEN DRIVE Common Name: MACKINNON HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-14-000296","UPD","01/14/14 22:40","","E.UNION ST. Common Name: MUSIC BUILDING Location Detail: 5TH FLOOR LIBRARY","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-15-000304","UPD-140017","01/15/14 08:28","01/14/14 22:00","STATE ROUTE 682 Common Name: STATE ROUTE 682","DESTRUCTION OF PROPERTY","CONVERSION OUPD - OPEN","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-15-000305","UPD","01/15/14 11:28","","69 SOUTH GREEN DRIVE Common Name: BROWN HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-16-000329","UPD-140018","01/16/14 09:46","01/16/14 07:10","95 RICHLAND AVENUE Common Name: CONVOCATION CENTER","CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913","CONVERSION OUPD - OPEN","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-16-000331","UPD-140020","01/16/14 12:18","01/16/14 12:18","SHAFER STREET Common Name: SHAFER STREET Location Detail: AT OU PARKING LOT 125","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-16-000342","UPD-140021","01/16/14 19:27","01/01/00 00:00","58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL Location Detail: ROOM 243","POSSESSION OF DRUG PARAPHERNALIA","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-16-000343","UPD-140022","01/16/14 22:48","01/16/14 22:48","125 SOUTH GREEN DRIVE Common Name: FOSTER HOUSE Location Detail: OUTSIDE, BEHIND","INTOXICATED PERSON","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-16-000346","UPD-140023","01/16/14 23:12","01/16/14 23:12","49 EAST GREEN STREET Common Name: WASHINGTON HALL Location Detail: 4TH FLOOR WOMEN'S RESTROOM","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-17-000351","UPD","01/17/14 02:09","","S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: CONSTRUCTION SITE BY PEDEN","CONVERSION FIRE FIRE OUTSIDE (NO STRUCTURE INVOLVED)","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-17-000352","UPD-140024","01/17/14 02:28","01/17/14 02:28","46 EAST GREEN STREET Common Name: JEFFERSON HALL Location Detail: FRONT OF","DESTRUCTION OF PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-17-000360","UPD-140025","01/17/14 10:31","01/17/14 10:31","","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-17-000361","UPD","01/17/14 11:07","","SOUTH GREEN Common Name: PARKING LOT 77","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-17-000373","UPD","01/17/14 17:48","","69 SOUTH GREEN DRIVE Common Name: BROWN HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-17-000380","UPD","01/17/14 20:14","","70 SOUTH GREEN DRIVE Common Name: MACKINNON HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-17-000383","UPD-140027","01/17/14 22:23","01/17/14 22:23","70 SOUTH GREEN DRIVE Common Name: MACKINNON HALL Location Detail: FIRST FLOOR, ATHENS, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-17-000386","UPD","01/17/14 23:54","","71 SOUTH GREEN DRIVE Common Name: CRAWFORD Location Detail: ROOM 227","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-18-000387","UPD-140028","01/18/14 00:55","01/18/14 00:55","S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: @ RICHLAND AVE","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-18-000388","UPD","01/18/14 01:20","","COURT STREET Common Name: COURT STREET Location Detail: COURTSIDE APTS","INTOXICATED PERSON","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-18-000389","UPD-140029","01/18/14 01:23","01/18/14 01:23","RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: BELOW THE OLD BRIDGE","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-18-000392","UPD","01/18/14 01:53","","99 WEST GREEN DRIVE Common Name: TREUDLEY HALL Location Detail: WALKWAY","ALCOHOL OFFENSE","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-18-000395","UPD-140030","01/18/14 02:23","01/18/14 02:23","S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: BY ADAMS HALL","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-18-000396","UPD","01/18/14 02:37","","UNION STREET Common Name: UNION STREET","CONVERSION_TRAFFIC ONE-WAY TRAFFIC - ROTARY ISLANDS 4511.32","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-18-000398","UPD","01/18/14 03:10","","WEST UNION STREET Common Name: HDL CENTER","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-18-000400","UPD-140032","01/18/14 03:21","01/18/14 03:21","RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: THE SUMMIT 366 RICHLAND AVE","CONVRESION_OPERATIONS OUTSTANDING WARRANTS","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-18-000401","UPD-140031","01/18/14 04:24","01/18/14 03:55","45 EAST GREEN STREET Common Name: LINCOLN HALL","CONVERSION_PUBLIC PEACE MAKING FALSE ALARMS 2917.32","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-18-000408","UPD-140033","01/18/14 12:33","01/18/14 08:00","UNIVERSITY TERRACE Common Name: ELLIS HALL Location Detail: GROUND FLOOR","DESTRUCTION OF PROPERTY","CONVERSION OUPD - OPEN","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-18-000425","UPD","01/18/14 23:58","","MILL STREET Common Name: MILL STREET Location Detail: @ STEWART","INTOXICATED PERSON","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-19-000426","UPD","01/19/14 00:37","","99 WEST GREEN DRIVE Common Name: TREUDLEY HALL Location Detail: ROOM 316","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-19-000428","UPD","01/19/14 01:34","","RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: NEW BRIDGE","CONVERSION_TRAFFIC TIME FOR LIGHTED LIGHTS ON MOTOR VEHICLES 4513.03","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-19-000429","UPD","01/19/14 01:41","","DAIRY LANE Common Name: DAIRY LANE","CONVERSION_TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-19-000432","UPD-140035","01/19/14 02:01","01/19/14 02:01","SOUTH GREEN DR.- REAR PICKERING Common Name: PARKING LOT 51","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-19-000433","UPD-140036","01/19/14 03:06","01/19/14 03:06","SOUTH GREEN DRIVE Common Name: ADAMS HALL Location Detail: 3RD FLOOR","CONVERSION_JUSTICE & PUB. ADMIN. OBSTRUCTING OFFICIAL BUSINESS 2921.31","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-19-000438","UPD","01/19/14 04:34","","EDGEHILL DRIVE Common Name: EDGEHILL DRIVE Location Detail: BEHIND LINCOLN HALL","CONVERSION_TRAFFIC ONE-WAY TRAFFIC - ROTARY ISLANDS 4511.32","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-19-000443","UPD-140038","01/19/14 07:35","01/19/14 02:00","135 SOUTH GREEN DRIVE Common Name: EWING HOUSE","DESTRUCTION OF PROPERTY","CONVERSION OUPD - OPEN","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-20-000456","UPD","01/20/14 02:14","","MULBERRY ST Common Name: MULBERRY ST Location Detail: MORTON HILL NEAR SHIVELY","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-20-000457","UPD-140039","01/20/14 02:24","01/20/14 02:24","34 SOUTH COLLEGE STREET Common Name: VOIGT HALL","SEX OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-20-000458","UPD","01/20/14 02:53","","71 SOUTH GREEN DRIVE Common Name: CRAWFORD Location Detail: ROOM 231","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-20-000460","UPD-140041","01/20/14 03:44","01/20/14 03:44","EAST GREEN Common Name: EAST GREEN Location Detail: BEHIND JEFFERSON HALL","INTOXICATED PERSON","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-20-000476","UPD","01/20/14 20:21","","122 SOUTH GREEN DRIVE Common Name: FENZEL HOUSE Location Detail: ROOM 242","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-21-000482","UPD","01/21/14 00:05","","71 SOUTH GREEN DRIVE Common Name: CRAWFORD Location Detail: ROOM 227","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-21-000492","UPD-140043","01/21/14 08:51","01/17/14 17:00","ACCELERATOR LOT Common Name: PARKING LOT 3","CONVERSOIN LARCENY-THEFT THEFT - ALL OTHER - FELONY 2913.02","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-21-000496","UPD-140044","01/21/14 09:46","01/21/14 09:46","SOUTH GREEN DRIVE Common Name: PARKING LOT 87","TRAFFIC CRASH ","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-01-21-000498","UPD-140045","01/21/14 14:50","12/11/13 08:00","46 EAST GREEN STREET Common Name: JEFFERSON HALL Location Detail: ROOM 266","BURGLARY OFFENSES","CONVERSION OUPD - OPEN","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
