"CFS #","Case #","Date Reported","Date Occurred","Address","Incident","Disposition"
"CFS14-07-05-005229","UPD","07/05/14 12:16","","101 WEST GREEN DRIVE Common Name: RYORS HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-05-005235","UPD","07/05/14 20:21","","COLLEGE STREET Common Name: KANTNER HALL Location Detail: AUDITORIUM","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-06-005242","UPD","07/06/14 01:19","","UNION STREET Common Name: UNION STREET Location Detail: FRONT OF JEFFERSON HALL","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-06-005245","UPD","07/06/14 02:14","","WASHINGTON STREET Common Name: WASHINGTON STREET Location Detail: ACROSS FROM ASO","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-06-005246","UPD-140580","07/06/14 02:41","07/06/14 02:41","COURT STREET Common Name: COURT STREET Location Detail: @ E STATE ST","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-07-005261","UPD-140582","07/07/14 12:49","07/07/14 12:49","S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: AT UNIVERSITY TERRACE","CONVERSION_TRAFFIC TURNING AT INTERSECTIONS 4511.36","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-07-005265","UPD","07/07/14 15:06","","SCOTT QUAD Common Name: OHIO UNIVERSITY POLICE DEPT Location Detail: FROM HR","TRANSPORT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-07-005266","UPD-140584","07/07/14 17:49","07/06/14 15:00","58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL Location Detail: LAUNDRY","CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-08-005271","UPD","07/08/14 00:11","","35 SOUTH CONGRESS Common Name: BROMLEY HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-08-005277","UPD","07/08/14 10:43","","Common Name: OFF-CAMPUS MISCELLANEOUS","TELECOMMUNICATIONS HARASSMENT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-08-005285","UPD","07/08/14 19:13","","UNIVERSITY TERRACE Common Name: ELLIS HALL Location Detail: CUSTODIAN AREA","ANIMAL COMPLAINT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-08-005287","UPD","07/08/14 21:35","","69 SOUTH GREEN DRIVE Common Name: BROWN HALL Location Detail: ROOM 415","POSSESSION OF DRUG PARAPHERNALIA","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-08-005291","UPD","07/08/14 23:49","","EAST UNION STREET Common Name: YAMADA HOUSE","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-08-005292","UPD-140585","07/08/14 23:57","07/08/14 23:10","60 E.GREEN DR. Common Name: TIFFIN HALL Location Detail: ROOM #250","TELECOMMUNICATIONS HARASSMENT","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-09-005297","UPD","07/09/14 09:42","","SOUTH GREEN DRIVE Common Name: WALTER FIELDHOUSE","PARKING COMPLAINT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-10-005309","UPD-140586","07/10/14 01:13","07/10/14 01:13","MILL STREET Common Name: MILL STREET Location Detail: 84 MILL STREET","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-10-005308","UPD-140587","07/10/14 01:13","07/10/14 01:13","SHAFER STREET Common Name: SHAFER STREET Location Detail: WEST STATE","CONVERSION_TRAFFIC PHYSICAL CONTROL OF VEHICLE UNDER THE INFLUENCE 4511.194(B)","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-11-005331","UPD","07/11/14 01:58","","CONGRESS STREET Common Name: CONGRESS STREET Location Detail: @ BROMLEY","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-11-005342","UPD-140588","07/11/14 11:59","07/09/14 16:00","EAST UNION STREET Common Name: PUTNAM HALL","CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-11-005351","UPD","07/11/14 21:37","","STEWART ST. Common Name: STEWART STREET Location Detail: AND MILLIRON ST","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-12-005354","UPD","07/12/14 01:40","","WASHINGTON STREET Common Name: WASHINGTON STREET Location Detail: @ COLLEGE STREET","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-12-005358","UPD","07/12/14 06:08","","45 EAST GREEN STREET Common Name: LINCOLN HALL Location Detail: ROOM 120","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-12-005363","UPD-140589","07/12/14 11:58","07/11/14 10:00","WEST GREEN DRIVE Common Name: PARKING LOT 111","PROPERTY DAMAGE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-12-005364","UPD-140590","07/12/14 14:06","07/12/14 14:06","EAST GREEN DRIVE Common Name: EAST GREEN DRIVE","TRAFFIC CRASH ","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-12-005371","UPD-140591","07/12/14 17:57","07/12/14 17:57","RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: AT NEW BRIDGE","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-13-005375","UPD","07/13/14 01:37","","MILL STREET Common Name: MILL STREET Location Detail: BY LUTHERAN CHURCH","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-14-005389","UPD","07/14/14 04:51","","S. SHAFER ST. Common Name: WREN STADIUM Location Detail: INDOOR BATTING CAGES","PROPERTY DAMAGE","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-14-005399","UPD-140592","07/14/14 14:59","07/14/14 14:59","SOUTH GREEN DRIVE - WALTER HALL Common Name: PARKING LOT 134","TRAFFIC CRASH ","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-15-005403","UPD","07/15/14 01:49","","RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: @ WEST GREEN DRIVE","TRAFFIC DETAIL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-15-005411","UPD","07/15/14 11:59","","1 PARK PLACE Common Name: BAKER STUDENT CENTER","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-15-005423","UPD","07/15/14 22:17","","1 PARK PLACE Common Name: BAKER STUDENT CENTER Location Detail: 2ND FLOOR , ROOM 242","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-16-005433","UPD","07/16/14 10:16","","E.CIRCLE DR. RIDGES Common Name: BUILDING 19","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-16-005444","UPD","07/16/14 15:58","","70 SOUTH GREEN DRIVE Common Name: MACKINNON HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-16-005445","UPD-140594","07/16/14 16:10","07/15/14 16:15","SOUTH GREEN DRIVE Common Name: PARKING LOT 87","TRAFFIC CRASH ","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-17-005455","UPD","07/17/14 01:54","","UNION STREET Common Name: UNION STREET Location Detail: SMITH","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-17-005456","UPD","07/17/14 02:07","","RICHLAND AVENUE Common Name: RICHLAND AVENUE","TRAFFIC HIGHWAY TRAFFIC SIGNAL INDICATIONS 4511.13","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-17-005458","UPD","07/17/14 02:24","","MILL STREET Common Name: MILL STREET Location Detail: LASH","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-17-005465","UPD","07/17/14 10:12","","1 PARK PLACE Common Name: BAKER STUDENT CENTER","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-17-005467","UPD-140595","07/17/14 13:03","07/16/14 00:00","60 E.GREEN DR. Common Name: TIFFIN HALL","DESTRUCTION OF PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-17-005470","UPD","07/17/14 13:40","","98 WEST GREEN DRIVE Common Name: SARGENT HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-17-005471","UPD","07/17/14 13:49","","22 UNIVERSITY TERRACE Common Name: BRYAN HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-17-005473","UPD","07/17/14 14:50","","EAST UNION STREET Common Name: SCHOONOVER CENTER","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-17-005477","UPD","07/17/14 15:18","","16 WEST GREEN DRIVE Common Name: GROSVENOR HALL Location Detail: ROOM 424","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-17-005480","UPD-140596","07/17/14 17:08","01/01/00 00:00","GORDY HALL LOT Common Name: PARKING LOT 2","CONVERSION_TRAFFIC OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE 4510.12(A)(1)","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-17-005482","UPD","07/17/14 18:30","","58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL Location Detail: ROOM 174","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-18-005487","UPD","07/18/14 02:49","","RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: BY BINGHAM HOUSE","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-18-005490","UPD","07/18/14 09:51","","UNION STREET Common Name: UNION STREET Location Detail: AT OMH","TRAFFIC BRAKE LIGHTS 4513.071","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-18-005498","UPD","07/18/14 16:36","","35 SOUTH CONGRESS Common Name: BROMLEY HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-18-005500","UPD","07/18/14 16:52","","58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL Location Detail: FRONT LEDGE","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-19-005504","UPD","07/19/14 02:21","","1 PARK PLACE Common Name: BAKER STUDENT CENTER","TRANSPORT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-19-005505","UPD-140597","07/19/14 02:32","07/19/14 02:32","DAIRY LANE Common Name: DAIRY LANE Location Detail: JUST OFF RICHLAND AVE","OPERATING A VEHICLE UNDER THE INFLUENCE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-19-005511","UPD-140598","07/19/14 12:40","07/19/14 12:45","PARK PLACE Common Name: ALDEN LIBRARY Location Detail: NEAR COMPUTERS-2ND FLOOR","CONVRESION_OPERATIONS OUTSTANDING WARRANTS","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-20-005519","UPD","07/20/14 02:12","","RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: NEW BRIDGE","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-20-005520","UPD","07/20/14 02:20","","MCKINLEY AVE Common Name: MCKINLEY AVE Location Detail: @ BROWN HALL","TRAFFIC LANES OF TRAVEL 4511.25","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-20-005528","UPD","07/20/14 21:23","","58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-21-005535","UPD-140599","07/21/14 07:25","07/18/14 03:00","MAIN GREEN Common Name: WILSON HALL - ADMINSTRATI","DESTRUCTION OF PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-21-005536","UPD","07/21/14 07:38","","EAST UNION STREET Common Name: SCHOONOVER CENTER","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-21-005538","UPD","07/21/14 08:26","","95 RICHLAND AVENUE Common Name: CONVOCATION CENTER","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-21-005540","UPD","07/21/14 09:25","","OXBOW TRAIL Common Name: STOCKER HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-21-005545","UPD","07/21/14 15:58","","35 SOUTH CONGRESS Common Name: BROMLEY HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-21-005546","UPD-140600","07/21/14 16:03","07/21/14 16:07","PARK PLACE Common Name: ALDEN LIBRARY Location Detail: 7TH   FLOOR","CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-21-005547","UPD-140601","07/21/14 17:19","07/21/14 17:19","Common Name: SOUTH GREEN GARAGE","DISORDERLY CONDUCT OFFENSES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-22-005551","UPD","07/22/14 02:34","","Common Name: BUILDING 14 Location Detail: ROOM 346","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-22-005552","UPD-140602","07/22/14 05:56","07/22/14 05:56","SOUTH GREEN DRIVE - WALTER HALL Common Name: PARKING LOT 134","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-22-005556","UPD","07/22/14 09:50","","35 SOUTH CONGRESS Common Name: BROMLEY HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-22-005557","UPD","07/22/14 11:30","","70 SOUTH GREEN DRIVE Common Name: MACKINNON HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-22-005561","UPD-140603","07/22/14 13:25","07/22/14 13:40","314 HUDSON HEALTH CENTER Common Name: COUNSELING & PSYCHOLOGICA","MENACING OFFENSES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-22-005576","UPD","07/22/14 23:40","","WEST GREEN DRIVE Common Name: WEST GREEN DRIVE Location Detail: COLLEGE PARK","TRANSPORT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-22-005577","UPD","07/22/14 23:53","","98 WEST GREEN DRIVE Common Name: SARGENT HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-23-005580","UPD","07/23/14 01:49","","S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: RICHLAND","TRAFFIC HIGHWAY TRAFFIC SIGNAL INDICATIONS 4511.13","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-23-005599","UPD","07/23/14 16:00","","WEST UNION STREET Common Name: HDL CENTER Location Detail: IT DEPT","CONVERSION FIRE FIRE OUTSIDE (NO STRUCTURE INVOLVED)","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-24-005608","UPD","07/24/14 00:29","","UNION STREET Common Name: UNION STREET Location Detail: BROMLEY","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-24-005609","UPD-140605","07/24/14 02:39","07/24/14 02:39","STATION STREET Common Name: STATION STREET Location Detail: FACTORY","TRAFFIC DRIVING UNDER ALS SUSPENSION 4510.14","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-24-005615","UPD","07/24/14 10:30","","1 PARK PLACE Common Name: BAKER STUDENT CENTER","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-24-005618","UPD-140606","07/24/14 12:12","07/24/14 12:12","UNION STREET Common Name: UNION STREET Location Detail: AT SCHOONOVER CENTER","CONVERSION_TRAFFIC SIGNALING STOPS/TURNS 4511.39","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-24-005623","UPD","07/24/14 21:14","","WASHINGTON STREET Common Name: WASHINGTON STREET Location Detail: AT BW3","TRAFFIC LANES OF TRAVEL 4511.25","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-25-005643","UPD-140610","07/25/14 19:55","07/25/14 19:55","Common Name: STATE RT. 56 Location Detail: OVI CHECKPOINT","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-25-005641","UPD-140608","07/25/14 20:52","07/25/14 20:45","Common Name: STATE RT. 56 Location Detail: OVI CHECKPOINT","TRAFFIC FAILURE TO DISPLAY LIC. PLATE/STICKER 4503.21","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-25-005642","UPD-140609","07/25/14 21:15","07/25/14 21:15","Common Name: STATE RT. 56 Location Detail: AT GIBSON RD","CONVERSION_TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-27-005673","UPD","07/27/14 20:32","","WEST GREEN DRIVE Common Name: PARKING LOT 111","ALCOHOL OFFENSE","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-28-005677","UPD","07/28/14 00:16","","60 E.GREEN DR. Common Name: TIFFIN HALL Location Detail: 2ND FLOOR/MEN'S SIDE","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-28-005687","UPD-140613","07/28/14 07:56","01/01/00 00:00","","TRAFFIC CRASH ","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-28-005684","UPD-140612","07/28/14 07:56","07/14/14 12:00","CENTRAL FOOD LOT Common Name: PARKING LOT 143","TRAFFIC CRASH ","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-28-005691","UPD","07/28/14 14:43","","EAST UNION STREET Common Name: SCHOONOVER CENTER","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-29-005705","UPD","07/29/14 10:35","","EAST UNION STREET Common Name: SCHOONOVER CENTER","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-29-005706","UPD-140614","07/29/14 11:22","07/26/14 10:00","Common Name: MAIN CAMPUS/COLLEGE GREEN","CONVERSION_LARCENY-THEFT THEFT - ALL OTHER 2913","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-29-005712","UPD-140615","07/29/14 16:31","07/29/14 14:51","50 EAST GREEN STREET Common Name: BUSH Location Detail: BIKE RACK BETWEEN GAMERTSFELDER","CONVERSION_LARCENY-THEFT THEFT - BICYCLES 2913","CONVERSION OUPD - OPEN","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-30-005725","UPD","07/30/14 11:49","","88 UNIVERSITY TERRACE Common Name: SCOTT QUADRANGLE Location Detail: ROOM 170","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-31-005733","UPD","07/31/14 00:00","","1 PARK PLACE Common Name: BAKER STUDENT CENTER Location Detail: (OLD) BOBCAT ESSENTIAL AREA","DESTRUCTION OF PROPERTY","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-31-005740","UPD","07/31/14 10:38","","EAST UNION STREET Common Name: SCHOONOVER CENTER","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS14-07-31-005741","UPD","07/31/14 11:13","","STIMSON AVENUE Common Name: STIMSON AVENUE Location Detail: BALL FIELD","TRAFFIC LEFT OF CENTER 4511.30","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
