"CFS #","Case #","Date Reported","Date Occurred","Address","Incident","Disposition"
"CFS17-10-02-010215","UPD","10/02/17 09:07","","105 SOUTH GREEN DRIVE Common Name: SOWLE HALL Location Detail: SMOKE DETECTOR ROOM 152B, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-02-010218","UPD-171098","10/02/17 10:29","09/29/17 09:30","Common Name: PARKING LOT 111","DESTRUCTION OF PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-02-010224","UPD-171099","10/02/17 13:59","10/02/17 00:00","98 WEST GREEN DRIVE Common Name: SARGENT HALL Location Detail: ROOM 132, ATHENS, OH 45701","DESTRUCTION OF PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-02-010230","UPD","10/02/17 15:30","","105 SOUTH GREEN DRIVE Common Name: SOWLE HALL Location Detail: PARKING LOT AREA, ATHENS, OH 45701","EMERGENCY CALL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-02-010239","UPD","10/02/17 20:11","","SOUTH GREEN DR Location Detail: RUFUS @ SG DRIVE, ATHENS 45701","CONVERSION_TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-02-010240","UPD","10/02/17 20:41","","RUFUS DR Location Detail: RUFUS @ MCKINLEY, ATHENS 45701","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-02-010246","UPD-171100","10/02/17 22:40","10/02/17 22:40","22 UNIVERSITY TERRACE Common Name: BRYAN HALL Location Detail: STAIRWELL AREA, ATHENS, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-02-010248","UPD","10/02/17 22:50","","130 SOUTH GREEN DRIVE Common Name: ATKINSON HOUSE, ATHENS, OH 45701","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-02-010252","UPD-171101","10/02/17 23:43","10/02/17 23:43","SOUTH GREEN DRIVE Common Name: GOLF COURSE","POSSESSION OF DRUG PARAPHERNALIA","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-03-010254","UPD","10/03/17 00:43","","Common Name: COLLEGE STREET Location Detail: @ WASHINGTON STREET, ATHENS, OH 45701","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-03-010255","UPD","10/03/17 00:59","","Common Name: MILL STREET Location Detail: @COLLEGE STREET","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-03-010256","UPD-171102","10/03/17 01:33","10/03/17 01:33","Common Name: BIKE PATH Location Detail: ACROSS FROM TRUE","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-03-010257","UPD","10/03/17 02:13","","Common Name: UNIVERSITY TERRACE Location Detail: NEAR RACE STREET, ATHENS, OH 45701","TRAFFIC MARKED LANES 4511.33A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-03-010258","UPD-171103","10/03/17 02:30","10/03/17 02:30","Common Name: CONGRESS STREET Location Detail: IN FRONT OF 22 CONGRESS STREET, ATHENS, OH 45701","INTOXICATED PERSON","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-03-010260","UPD","10/03/17 03:35","","95 Common Name: CONVOCATION CENTER, ATHENS, OH 45701","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-03-010286","UPD-171104","10/03/17 21:30","10/02/17 18:00","Common Name: WEST GREEN Location Detail: BIKE RACK IN FRONT OF JAMES HALL","CONVERSION_LARCENY-THEFT THEFT - BICYCLES 2913","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-03-010288","UPD","10/03/17 22:52","","71 SOUTH GREEN DRIVE Common Name: CRAWFORD HALL Location Detail: ROOM 415, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-03-010289","UPD","10/03/17 22:57","","Common Name: MULBERRY ST Location Detail: AT N MCKINLEY AVE","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-04-010292","UPD","10/04/17 00:15","","Common Name: OXBOW TRAIL/DRIVE Location Detail: @SOUTH GREEN DRIVE","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-04-010293","UPD-171105","10/04/17 00:40","10/04/17 00:40","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: NEAR PARKING LOT 135, ATHENS, OH 45701","TRAFFIC DRIVING ON CLOSED ROADWAY 4511.71","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-04-010295","UPD","10/04/17 01:06","","Common Name: UNION STREET Location Detail: NEAR JEFFERSON HALL","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-04-010310","UPD-171107","10/04/17 11:08","10/04/17 11:08","60 E.GREEN DR. Common Name: TIFFIN HALL Location Detail: ROOM 113, ATHENS, OH 45701","BURGLARY OFFENSES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-04-010313","UPD","10/04/17 12:32","","Common Name: MCGUFFEY HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-04-010319","UPD-171108","10/04/17 15:00","10/04/17 14:45","SHAFER STREET Common Name: PARKING LOT 128 Location Detail: NEAR SOFTBALL FIELD, ATHENS, OH 45701","CONVERSION_TRAFFIC STOPPING AFTER ACCIDENT-PROPERY DAMAGE 4549.03","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-04-010324","UPD","10/04/17 16:33","","MORTON HALL LOT Common Name: PARKING LOT 90 Location Detail: BOTTOM OF MORTON HILL NEAR ATM KIOSK, ATHENS, OH 45701","CONVERSION FIRE FIRE OUTSIDE (NO STRUCTURE INVOLVED)","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-04-010326","UPD","10/04/17 17:26","","Common Name: SEIGFRED Location Detail: SMOKE DETECTOR ROOM 118W, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-04-010327","UPD","10/04/17 17:42","","68 SOUTH GREEN DRIVE Common Name: PICKERING HALL Location Detail: SMOKE DETECTOR ROOM 212B, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-04-010331","UPD-171109","10/04/17 20:47","10/04/17 00:00","98 WEST GREEN DRIVE Common Name: SARGENT HALL, ATHENS, OH 45701","THEFT OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-04-010332","UPD","10/04/17 20:51","","88 UNIVERSITY TERRACE Common Name: OHIO UNIVERSITY POLICE DEPT, ATHENS, OH 45701","TRESPASSING OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-04-010334","UPD","10/04/17 21:47","","97 SOUTH GREEN DRIVE Common Name: CARR HALL, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-04-010338","UPD-171110","10/04/17 23:30","10/04/17 23:30","SOUTH GREEN Common Name: SOUTH GREEN Location Detail: NEAR PARKING LOT 55","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-04-010339","UPD","10/04/17 23:34","","51 EAST GREEN STREET Common Name: BIDDLE HALL Location Detail: ROOM 420, ATHENS, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-04-010340","UPD","10/04/17 23:46","","88 UNIVERSITY TERRACE Common Name: SCOTT QUADRANGLE Location Detail: ROOM 265, ATHENS, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-04-010341","UPD","10/04/17 23:54","","Common Name: UNIVERSITY TERRACE Location Detail: @EAST UNION STREET, ATHENS, OH 45701","TRAFFIC FAILURE TO DISPLAY LIC. PLATE/STICKER 4503.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-05-010342","UPD","10/05/17 00:09","","Common Name: UNIVERSITY TERRACE Location Detail: & RACE STREET, ATHENS, OH 45701","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-05-010345","UPD-171111","10/05/17 04:53","10/05/17 04:53","95 Common Name: CONVOCATION CENTER Location Detail: ATHLETIC ENTRANCE, ATHENS, OH 45701","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-05-010354","UPD-171113","10/05/17 08:34","10/04/17 18:15","30 PARK PLACE Common Name: ALDEN LIBRARY Location Detail: ROOM 412, ATHENS, OH 45701","CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-05-010355","UPD-171114","10/05/17 08:36","10/04/17 12:00","Common Name: PARKING LOT 104","CONVERSION_LARCENY-THEFT THEFT - ALL OTHER 2913","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-05-010367","UPD-171115","10/05/17 15:32","10/05/17 15:32","RUFUS DR Common Name: RUFUS DRIVE Location Detail: AT NELSON DR, ATHENS, OH 45701","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-05-010378","UPD","10/05/17 20:07","","130 SOUTH GREEN DRIVE Common Name: ATKINSON HOUSE Location Detail: MOD A - HALLWAY, ATHENS, OH 45701","POSSESSION OF DRUG PARAPHERNALIA","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-05-010388","UPD-171116","10/05/17 23:27","10/05/17 23:27","49 EAST GREEN STREET Common Name: WASHINGTON HALL Location Detail: 420, ATHENS, OH 45701","INTOXICATED PERSON","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-05-010389","UPD","10/05/17 23:35","","Common Name: RADIO-TELEVISION, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-06-010390","UPD","10/06/17 00:02","","100 WEST GREEN DRIVE Common Name: BOYD HALL Location Detail: 2ND FLOOR, ATHENS, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-06-010394","UPD","10/06/17 01:25","","99 WEST GREEN DRIVE Common Name: TREUDLEY HALL, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-06-010411","UPD","10/06/17 09:12","","N MCKINLEY AVENUE Common Name: N MCKINLEY AVENUE Location Detail: RUFUS","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-06-010412","UPD","10/06/17 10:04","","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE, ATHENS, OH 45701","TRAFFIC DRIVING ON CLOSED ROADWAY 4511.71","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-06-010416","UPD","10/06/17 11:45","","SOUTH GREEN DRIVE Common Name: ADAMS HALL Location Detail: ROOM 432, ATHENS, OH 45701","PROPERTY DAMAGE","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-06-010435","UPD-171119","10/06/17 18:31","10/06/17 18:31","Common Name: MILL STREET Location Detail: AT STEWART ST","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-06-010436","UPD","10/06/17 19:37","","Common Name: UNION STREET Location Detail: AT STEWART ST","CONVERSION_TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-06-010438","UPD","10/06/17 20:02","","99 WEST GREEN DRIVE Common Name: TREUDLEY HALL Location Detail: ROOM 308, ATHENS, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-06-010439","UPD","10/06/17 20:05","","130 SOUTH GREEN DRIVE Common Name: ATKINSON HOUSE Location Detail: MOD B 2ND FLOOR, ATHENS, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-06-010440","UPD","10/06/17 20:24","","Common Name: MAIN CAMPUS/COLLEGE GREEN Location Detail: TRASH BIN NEAR MEMAUD","INTOXICATED PERSON","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-06-010441","UPD","10/06/17 20:53","","Common Name: STEWART STREET Location Detail: AT MILL ST, ATHENS, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-06-010442","UPD","10/06/17 21:07","","105 SOUTH GREEN DRIVE Common Name: SOWLE HALL Location Detail: ROOM 278 SMOKE DETECTOR, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-06-010443","UPD-171120","10/06/17 21:22","10/06/17 00:00","105 SOUTH GREEN DRIVE Common Name: SOWLE HALL Location Detail: ROOM 278, ATHENS, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-06-010447","UPD","10/06/17 22:03","","68 SOUTH GREEN DRIVE Common Name: PICKERING HALL Location Detail: 4TH FLOOR NEAR ROOM 431, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-06-010448","UPD","10/06/17 22:10","","35 SOUTH CONGRESS Common Name: BROMLEY HALL Location Detail: ROOM 729, ATHENS, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-06-010450","UPD","10/06/17 22:25","","22 UNIVERSITY TERRACE Common Name: BRYAN HALL Location Detail: 3RD FLOOR HALLWAY NEAR ROOM 305, ATHENS, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-06-010453","UPD-171121","10/06/17 23:07","10/06/17 23:07","RUFUS DR Common Name: RUFUS DRIVE Location Detail: & SOUTH GREEN DRIVE, ATHENS, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-06-010455","UPD-171122","10/06/17 23:33","10/06/17 23:33","104 WEST GREEN DRIVE Common Name: WILSON HALL - WEST GREEN Location Detail: 1ST FLOOR - NEAR ROOM 160, ATHENS, OH 45701","DESTRUCTION OF PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-06-010456","UPD","10/06/17 23:50","","Common Name: CONGRESS STREET Location Detail: @UNION STREET, ATHENS, OH 45701","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-07-010458","UPD-171123","10/07/17 00:06","10/07/17 00:06","130 SOUTH GREEN DRIVE Common Name: ATKINSON HOUSE Location Detail: OUTSIDE OF BUILDING, ATHENS, OH 45701","POSSESSION OF DRUG PARAPHERNALIA","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-07-010459","UPD","10/07/17 00:07","","51 EAST GREEN STREET Common Name: BIDDLE HALL Location Detail: 3RD FLOOR/ROOM 317, ATHENS, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-07-010460","UPD-171124","10/07/17 00:22","10/07/17 00:22","132 SOUTH GREEN DRIVE Common Name: TRUE HOUSE Location Detail: 2ND FLOOR/MOD A, ATHENS, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-07-010461","UPD-171125","10/07/17 00:33","10/07/17 00:33","35 SOUTH CONGRESS Common Name: BROMLEY HALL Location Detail: ROOM 510, ATHENS, OH 45701","POSSESSION OF DRUG PARAPHERNALIA","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-07-010462","UPD","10/07/17 00:40","","101 WEST GREEN DRIVE Common Name: RYORS HALL Location Detail: WOMEN'S RESTROOM, ATHENS, OH 45701","INTOXICATED PERSON","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-07-010463","UPD-171126","10/07/17 00:52","10/07/17 00:52","35 SOUTH CONGRESS Common Name: BROMLEY HALL Location Detail: ROOM 507, ATHENS, OH 45701","POSSESSION OF DRUG PARAPHERNALIA","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-07-010464","UPD-171127","10/07/17 00:53","10/07/17 00:53","RUFUS DR Common Name: RUFUS DRIVE Location Detail: & S. GREEN DRIVE  (SPILLWAY), ATHENS, OH 45701","POSSESSION OF DRUG PARAPHERNALIA","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-07-010465","UPD-171128","10/07/17 01:27","10/07/17 01:27","Common Name: RICHLAND AVENUE Location Detail: @CONVOCATION CENTER, ATHENS, OH 45701","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-07-010466","UPD","10/07/17 02:07","","Common Name: COLLEGE STREET Location Detail: @WASHINGTON STREET, ATHENS, OH 45701","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-07-010469","UPD","10/07/17 03:10","","68 SOUTH GREEN DRIVE Common Name: PICKERING HALL Location Detail: SMOKE DETECTOR/ROOM 409, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-07-010470","UPD","10/07/17 03:44","","Common Name: UNIVERSITY TERRACE Location Detail: @EDWARDS ACCELERATOR LAB, ATHENS, OH 45701","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-07-010475","UPD-171129","10/07/17 07:06","10/07/17 07:00","100 Common Name: PEDEN STADIUM, ATHENS, OH 45701","EDC DEPLOYMENT","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-10-07-010476","UPD","10/07/17 07:18","","68 SOUTH GREEN DRIVE Common Name: PICKERING HALL Location Detail: GARAGE, ATHENS, OH 45701","ANIMAL COMPLAINT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
