"CFS #","Case #","Date Reported","Date Occurred","Address","Incident","Disposition"
"CFS18-07-02-007406","UPD","07/02/18 21:58","","97 WEST GREEN DRIVE Common Name: JAMES HALL, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-03-007409","UPD","07/03/18 01:37","","Common Name: RICHLAND AVENUE Location Detail: AT SR 682, ATHENS, OH 45701","CONVERSION_TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-03-007410","UPD","07/03/18 01:55","","Common Name: UNION STREET Location Detail: AT SHAFER ST","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-03-007414","UPD-180763","07/03/18 02:45","07/03/18 02:45","Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: COLUMBUS - RED,WHITE/BOOM","EDC DEPLOYMENT","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-03-007428","UPD-180765","07/03/18 12:46","06/02/18 01:00","Common Name: MUSIC BUILDING (GLIDDEN HALL), ATHENS, OH 45701","DESTRUCTION OF PROPERTY","CONVERSION OUPD - OPEN","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-03-007429","UPD-180766","07/03/18 13:54","07/03/18 13:54","Common Name: MAIN CAMPUS/COLLEGE GREEN Location Detail: BENCH TO THE LEFT OF COLLEGE GATE","INTOXICATED PERSON","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-03-007431","UPD","07/03/18 14:51","","W.UNION AND FACTORY STS. Common Name: HUMAN RESOURCES & TRAINING CTR Location Detail: ROOM 254 - 740-608-3584","EMERGENCY CALL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-03-007440","UPD-180767","07/03/18 19:28","07/03/18 19:28","EAST STATE STREET Common Name: EAST STATE STREET Location Detail: SPEEDWAY","CONVERSION_TRAFFIC PHYSICAL CONTROL OF VEHICLE UNDER THE INFLUENCE 4511.194(B)","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-03-007441","UPD","07/03/18 20:46","","13600 DELLA DR Common Name: POST 5 OHIO STATE HIGHWAY Location Detail: FROM SPEEDWAY, E STATE ST, ATHENS, OH 45701","TRANSPORT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-03-007446","UPD-180768","07/03/18 23:39","07/03/18 23:39","Common Name: STATE ROUTE 682 Location Detail: AT WEST UNION STREET, ATHENS, OH 45701","TRAFFIC HIGHWAY TRAFFIC SIGNAL INDICATIONS 4511.13","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-04-007447","UPD-180769","07/04/18 01:14","07/04/18 01:14","Common Name: RESEARCH AND TECHNOLOGY C, ATHENS, OH 45701","DESTRUCTION OF PROPERTY","CONVERSION OUPD - OPEN","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-04-007451","UPD","07/04/18 03:53","","Common Name: RICHLAND AVENUE, ATHENS, OH 45701","TRAFFIC MARKED LANES 4511.33A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-04-007473","UPD","07/04/18 22:43","","E CIRCLE DR Common Name: RIDGES BUILDING 14, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-05-007479","UPD-180770","07/05/18 03:40","07/05/18 03:40","Common Name: RICHLAND AVENUE Location Detail: IN FRONT OF THE CONVOCATION CENTER, ATHENS, OH 45701","INTOXICATED PERSON","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-05-007490","UPD","07/05/18 09:45","","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: AREA OF 167 S. GREEN DRIVE, ATHENS, OH 45701","EMERGENCY CALL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-05-007492","UPD-180771","07/05/18 10:05","07/05/18 10:05","Common Name: FACILITIES MANAGEMENT Location Detail: PLUMBING SHOP","CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-05-007503","UPD","07/05/18 17:00","","Common Name: GROSVENOR STREET Location Detail: 71 GROSVENOR ST, ATHENS, OH 45701","CONVRESION_OPERATIONS OUTSTANDING WARRANTS","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-05-007504","UPD","07/05/18 17:05","","Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: 13998 SR 550","CONVRESION_OPERATIONS OUTSTANDING WARRANTS","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-05-007506","UPD","07/05/18 19:42","","16 WEST GREEN DRIVE Common Name: GROSVENOR HALL Location Detail: SMOKE DETECTOR ROOM 126A, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-06-007518","UPD","07/06/18 06:45","","97 WEST GREEN DRIVE Common Name: JAMES HALL Location Detail: SMOKE DETECTOR, ROOM 449, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-06-007534","UPD","07/06/18 18:23","","Common Name: RICHLAND AVENUE Location Detail: AT SHAFER ST, ATHENS, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-06-007535","UPD","07/06/18 18:31","","Common Name: RICHLAND AVENUE Location Detail: AT BOBCAT LANE, ATHENS, OH 45701","TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-06-007541","UPD","07/06/18 22:16","","Common Name: STEWART STREET Location Detail: AT MULBERRY ST, ATHENS, OH 45701","CONVERSION_TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-06-007542","UPD","07/06/18 22:22","","Common Name: PRESIDENT ST Location Detail: AT RICHLAND AVE, ATHENS, OH 45701","CONVERSION_TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-06-007543","UPD","07/06/18 22:26","","Common Name: RICHLAND AVENUE Location Detail: AT SHAFER ST, ATHENS, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-06-007544","UPD","07/06/18 22:35","","Common Name: RICHLAND AVENUE Location Detail: AT WEST GREEN DR, ATHENS, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-06-007548","UPD","07/06/18 23:21","","Common Name: RICHLAND AVENUE Location Detail: NEW BRIDGE AREA, ATHENS, OH 45701","RECKLESS DRIVER","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-06-007549","UPD","07/06/18 23:56","","Common Name: RICHLAND AVENUE Location Detail: AT SHAFER STREET, ATHENS, OH 45701","TRAFFIC ASSURED CLEAR DISTANCE/SPEED FOR CONDIT. 4511.21A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-07-007551","UPD-180772","07/07/18 00:39","07/07/18 00:39","Common Name: RICHLAND AVENUE Location Detail: AT WEST GREEN DRIVE, ATHENS, OH 45701","CONVERSION_TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-07-007552","UPD","07/07/18 01:37","","Common Name: COLLEGE STREET Location Detail: AT UNION STREET, ATHENS, OH 45701","TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-07-007554","UPD","07/07/18 02:17","","Common Name: RICHLAND AVENUE Location Detail: AT WEST GREEN DRIVE, ATHENS, OH 45701","CONVERSION_TRAFFIC TIME FOR LIGHTED LIGHTS ON MOTOR VEHICLES 4513.03","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-07-007556","UPD","07/07/18 02:38","","Common Name: CONGRESS STREET Location Detail: 36 CONGRESS ST/ACROSS FROM BROMLEY HALL, ATHENS, OH 45701","DESTRUCTION OF PROPERTY","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-07-007562","UPD","07/07/18 09:44","","111 SOUTH GREEN DRIVE Common Name: LIVING LEARNING CENTER Location Detail: ROOM 428","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-07-007574","UPD","07/07/18 23:12","","Common Name: SHAFER STREET Location Detail: AT UNION STREET, ATHENS, OH 45701","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-07-007577","UPD","07/07/18 23:15","","Common Name: RICHLAND AVENUE, ATHENS, OH 45701","CONVERSION_TRAFFIC UNAUTH.PLATES-ANOTHER VEHS PLATES 4549.08C","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-07-007576","UPD","07/07/18 23:15","","Common Name: COURT STREET Location Detail: AT PRESIDENT STREET, ATHENS, OH 45701","CONVERSION_TRAFFIC TIME FOR LIGHTED LIGHTS ON MOTOR VEHICLES 4513.03","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-07-007575","UPD","07/07/18 23:15","","Common Name: RICHLAND AVENUE Location Detail: AT WEST GREEN DRIVE, ATHENS, OH 45701","CONVERSION_TRAFFIC TIME FOR LIGHTED LIGHTS ON MOTOR VEHICLES 4513.03","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-07-007578","UPD","07/07/18 23:42","","Common Name: PRESIDENT ST Location Detail: AT COURT STREET, ATHENS, OH 45701","CONVERSION_TRAFFIC TIME FOR LIGHTED LIGHTS ON MOTOR VEHICLES 4513.03","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-08-007579","UPD","07/08/18 00:07","","Common Name: COURT STREET Location Detail: AT UNION STREET, ATHENS, OH 45701","TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-08-007580","UPD-180773","07/08/18 01:12","07/08/18 01:12","Common Name: STATE ROUTE 56 Location Detail: AT STATE ROUTE 682, ATHENS, OH 45701","CONVRESION_OPERATIONS OUTSTANDING WARRANTS","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-08-007581","UPD","07/08/18 01:32","","Common Name: STATE ROUTE 56 Location Detail: TO OUPD, ATHENS, OH 45701","TRANSPORT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-08-007582","UPD","07/08/18 02:02","","Common Name: UNION STREET","CONVERSION_TRAFFIC OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE 4510.12(A)(1)","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-08-007583","UPD-180774","07/08/18 02:24","07/08/18 02:24","Common Name: SHAFER STREET Location Detail: AT BYARD STREET, ATHENS, OH 45701","TRAFFIC DRIVING UNDER SUSP-REINST. FEE 4510.21","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-08-007585","UPD","07/08/18 02:54","","Common Name: UNION STREET Location Detail: AT DEPOT STREET","TRAFFIC MARKED LANES 4511.33A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-08-007592","UPD","07/08/18 05:40","","EAST GREEN Common Name: EAST GREEN","ASSAULT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-08-007593","UPD","07/08/18 06:50","","51 EAST GREEN STREET Common Name: BIDDLE HALL, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-08-007606","UPD","07/08/18 19:37","","SOUTH GREEN DRIVE Common Name: PARKING LOT 87, ATHENS, OH 45701","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-08-007609","UPD","07/08/18 22:54","","Common Name: STIMSON AVENUE, ATHENS, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-08-007613","UPD","07/08/18 23:28","","Common Name: STATE ROUTE 682 Location Detail: @RICHLAND AVE, ATHENS, OH 45701","TRAFFIC MARKED LANES 4511.33A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-08-007614","UPD","07/08/18 23:44","","Common Name: RICHLAND AVENUE Location Detail: @SOUTH GREEN DRIVE, ATHENS, OH 45701","TRAFFIC FAILURE TO DISPLAY LIC. PLATE/STICKER 4503.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-09-007615","UPD-180775","07/09/18 00:17","07/09/18 00:17","Common Name: RICHLAND AVENUE Location Detail: @SOUTH GREEN DRIVE, ATHENS, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-09-007637","UPD","07/09/18 16:22","","28 N MCKINLEY AVENUE Common Name: PICKERING HALL, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-09-007641","UPD","07/09/18 19:05","","Common Name: RIVERGATE APTS, ATHENS, OH 45701","TRAFFIC MARKED LANES 4511.33A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-09-007642","UPD","07/09/18 21:28","","Common Name: OXBOW TRAIL/DRIVE","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-09-007647","UPD","07/09/18 23:07","","Common Name: WASHINGTON STREET Location Detail: @CONGRESS STREET","CONVERSION_TRAFFIC ONE-WAY TRAFFIC - ROTARY ISLANDS 4511.32","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-09-007646","UPD","07/09/18 23:07","","Common Name: RICHLAND AVENUE Location Detail: & W. GREEN DRIVE, ATHENS, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-09-007648","UPD","07/09/18 23:13","","Common Name: CONGRESS STREET Location Detail: @UNION STREET, ATHENS, OH 45701","TRAFFIC BRAKE LIGHTS 4513.071","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-09-007650","UPD-180776","07/09/18 23:27","07/09/18 23:27","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: & RICHLAND AVE., ATHENS, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-09-007651","UPD","07/09/18 23:37","","Common Name: COURT STREET Location Detail: & CARPENTER STREET, ATHENS, OH 45701","CONVERSION_TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-10-007653","UPD","07/10/18 00:34","","Common Name: RICHLAND AVENUE Location Detail: SOUTH GREEN DRIVE, ATHENS, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-10-007654","UPD","07/10/18 00:53","","Common Name: RICHLAND AVENUE Location Detail: & SOUTH GREEN DRIVE, ATHENS, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-10-007655","UPD-180777","07/10/18 00:59","07/10/18 00:59","WEST STATE STREET Common Name: WEST STATE STREET Location Detail: NEAR CENTRAL AVE., ATHENS, OH 45701","CONVERSION_TRAFFIC OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE 4510.12(A)(1)","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-10-007664","UPD","07/10/18 08:12","","Common Name: MAIN CAMPUS/COLLEGE GREEN Location Detail: NEAR MCGUFFEY HALL","TRESPASSING OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-10-007668","UPD","07/10/18 10:54","","Common Name: WEST UNION ST OFFICE CTR Location Detail: ROOM 280F - 740-608-5863, ATHENS, OH 45701","EMERGENCY CALL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-10-007671","UPD","07/10/18 11:54","","Common Name: STEWART STREET Location Detail: IN FRONT OF GAM, ATHENS, OH 45701","TRAFFIC DRIVING UPON SIDEWALK AREA 4511.711","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-11-007691","UPD","07/11/18 03:01","","S.GREEN DR/UNIV.TERRACE Common Name: PING STUDENT REC. CENTER, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-11-007693","UPD","07/11/18 06:28","","Common Name: UNION STREET Location Detail: AT STEWART STREET","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-11-007697","UPD","07/11/18 11:25","","Common Name: RADIO-TELEVISION Location Detail: ROOM 344B - 740-608-7954, ATHENS, OH 45701","EMERGENCY CALL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-11-007699","UPD-180779","07/11/18 13:55","07/11/18 13:55","OXBOW TRAIL Common Name: STOCKER HALL Location Detail: ALLEY AT REAR OF BUILDING NEAR DUMPSTER, ATHENS, OH 45701","DOMESTIC VIOLENCE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-11-007700","UPD-180778","07/11/18 14:16","07/09/18 00:00","Common Name: RIDGES BUILDING 39, ATHENS, OH 45701","CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-11-007705","UPD-180780","07/11/18 17:35","07/11/18 17:35","60 E.GREEN DR. Common Name: TIFFIN HALL Location Detail: STAFF OFFICE, ATHENS, OH 45701","CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS18-07-11-007710","UPD","07/11/18 21:10","","133 SOUTH GREEN DRIVE Common Name: DOUGAN HOUSE Location Detail: 4TH FLOOR MOD RESTROOM, ATHENS, OH 45701","ANIMAL COMPLAINT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
