"CFS #","Case #","Date Reported","Date Occurred","Address","Incident","Disposition"
"CFS19-10-04-010944","UPD","10/04/19 21:51","","Common Name: STATE ROUTE 682, ATHENS, OH 45701","CONVERSION_TRAFFIC OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE 4510.12(A)(1)","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-04-010949","UPD","10/04/19 23:05","","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: PING CENTER, ATHENS, OH 45701","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-04-010950","UPD","10/04/19 23:09","","Common Name: RICHLAND AVENUE Location Detail: SHAFER ST, ATHENS, OH 45701","CONVERSION_TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-04-010951","UPD","10/04/19 23:48","","Common Name: UNION STREET Location Detail: FACTORY ST","CONVERSION_TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-05-010952","UPD","10/05/19 01:21","","Common Name: UNION STREET Location Detail: FACTORY ST","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-05-010954","UPD","10/05/19 01:53","","Common Name: UNION STREET Location Detail: DEPOT ST","TRAFFIC MARKED LANES 4511.33A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-05-010957","UPD","10/05/19 02:21","","Common Name: PARKS HALL, ATHENS, OH 45701","INTOXICATED PERSON","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-05-010959","UPD-190903","10/05/19 04:16","10/05/19 04:16","RUFUS DR Common Name: RUFUS DRIVE Location Detail: SOUTH GREEN DRIVE, ATHENS, OH 45701","OPERATING A VEHICLE UNDER THE INFLUENCE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-05-010969","UPD","10/05/19 13:47","","Common Name: PARK PLACE Location Detail: AT UNIVERSITY TERRACE","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-05-010978","UPD","10/05/19 19:37","","Common Name: STATE ROUTE 682, ATHENS, OH 45701","TRAFFIC BRAKE LIGHTS 4513.071","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-05-010981","UPD","10/05/19 20:54","","111 SOUTH GREEN DRIVE Common Name: LIVING LEARNING CENTER Location Detail: SIDEWALK BEHIND BUILDING","TRAFFIC DRIVING UPON SIDEWALK AREA 4511.711","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-05-010984","UPD","10/05/19 22:16","","Common Name: WASHINGTON STREET Location Detail: WASHINGTON @ STATE STREET","TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-05-010985","UPD","10/05/19 22:18","","Common Name: RICHLAND AVENUE, ATHENS, OH 45701","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-05-010986","UPD","10/05/19 22:23","","Common Name: SCHOONOVER CENTER Location Detail: COLLEGE STREET, ATHENS, OH 45701","TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-05-010989","UPD","10/05/19 23:01","","Common Name: WASHINGTON STREET Location Detail: IN FRONT OF PARKING GARAGE","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-06-010996","UPD-190905","10/06/19 06:53","10/06/19 06:53","SOUTH GREEN DRIVE Common Name: ADAMS HALL Location Detail: ROOMS 432, ATHENS, OH 45701","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-06-011013","UPD","10/06/19 16:46","","58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL Location Detail: CORRIDOR/SMOKE DETECTOR NEAR ROOM 233, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-06-011018","UPD","10/06/19 17:12","","100 WEST GREEN DRIVE Common Name: BOYD HALL Location Detail: STAIRWELL BETWEEN 1ST & 2ND FLOOR, ATHENS, OH 45701","ANIMAL COMPLAINT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-06-011025","UPD","10/06/19 21:46","","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: @TRUE HOUSE, ATHENS, OH 45701","CONVERSION_TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-06-011027","UPD","10/06/19 22:05","","49 EAST GREEN STREET Common Name: WASHINGTON HALL Location Detail: 1ST FLOOR RESTROOM, 158, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-06-011028","UPD","10/06/19 22:20","","RUFUS DR Common Name: RUFUS DRIVE Location Detail: @N. MCKINLEY, ATHENS, OH 45701","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-07-011030","UPD","10/07/19 02:58","","Common Name: SCHOONOVER CENTER Location Detail: ROOM 19/ DUCT DETECTOR, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-07-011036","UPD-190906","10/07/19 07:39","10/07/19 07:39","1 PARK PLACE Common Name: BAKER UNIVERSITY CENTER, ATHENS, OH 45701","FIRE ALARM","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-07-011044","UPD-190907","10/07/19 13:54","10/07/19 13:54","UNIVERSITY TERRACE Common Name: PARKING LOT 3 Location Detail: FOOTPATH TO BAKER, ATHENS, OH 45701","TRAFFIC CRASH ","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-07-011052","UPD-190908","10/07/19 18:01","10/07/19 18:01","SOUTH GREEN DR Common Name: PARKING LOT 134","TRAFFIC CRASH ","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-08-011059","UPD","10/08/19 00:19","","49 EAST GREEN STREET Common Name: WASHINGTON HALL Location Detail: SMOKE DETECTOR/ROOM 402, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-08-011075","UPD-190909","10/08/19 10:10","10/08/19 10:10","Common Name: MAIL SERVICES","EDC DEPLOYMENT","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-08-011086","UPD-190911","10/08/19 13:35","10/08/19 13:35","Common Name: WEST UNION ST OFFICE CTR, ATHENS, OH 45701","FICTITIOUS/ALTERED ID","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-08-011099","UPD-190913","10/08/19 17:55","10/08/19 17:55","132 SOUTH GREEN DRIVE Common Name: TRUE HOUSE, ATHENS, OH 45701","TELECOMMUNICATIONS HARASSMENT","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-08-011105","UPD","10/08/19 20:17","","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: AT UNIVERSITY TERRACE, ATHENS, OH 45701","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-08-011106","UPD","10/08/19 20:27","","Common Name: UNION STREET Location Detail: NEAR HDL CENTER","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-09-011132","UPD","10/09/19 12:14","","104 WEST GREEN DRIVE Common Name: WILSON HALL - WEST GREEN, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-09-011133","UPD-190914","10/09/19 12:28","10/09/19 12:28","128 SOUTH GREEN DRIVE Common Name: WELD HOUSE, ATHENS, OH 45701","CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913","CONVERSION OUPD - OPEN","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-09-011137","UPD","10/09/19 14:02","","Common Name: RICHLAND AVENUE Location Detail: AT PORTER HALL/CROSSWALK AREA, ATHENS, OH 45701","TRESPASSING OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-09-011140","UPD","10/09/19 15:28","","Common Name: EAST GREEN DRIVE Location Detail: AT UNION ST","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-09-011141","UPD","10/09/19 15:34","","Common Name: MULBERRY ST Location Detail: AT TIFFIN HALL","TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-10-011157","UPD","10/10/19 00:40","","Common Name: RIDGES BUILDING 37 - INTERIOR SVCS, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-10-011163","UPD-190916","10/10/19 07:00","10/10/19 07:00","SOUTH GREEN DR. AT RICHLAND Common Name: WALTER HALL, ATHENS, OH 45701","EDC DEPLOYMENT","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-10-011169","UPD-190917","10/10/19 08:02","10/10/19 08:02","RUFUS DR Common Name: RUFUS DRIVE, ATHENS, OH 45701","PROPERTY DAMAGE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-10-011173","UPD-190918","10/10/19 08:24","10/09/19 17:00","Common Name: RIDGES BUILDING 4, ATHENS, OH 45701","DESTRUCTION OF PROPERTY","CONVERSION OUPD - OPEN","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-10-011177","UPD","10/10/19 12:23","","Common Name: SHAFER STREET, ATHENS, OH 45701","TRAFFIC BRAKE LIGHTS 4513.071","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-10-011178","UPD","10/10/19 12:51","","Common Name: RIDGES BUILDING 37 - INTERIOR SVCS, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-10-011184","UPD-190919","10/10/19 15:50","10/10/19 15:50","35 SOUTH CONGRESS Common Name: BROMLEY HALL, ATHENS, OH 45701","CONVERSION_LARCENY-THEFT THEFT - BICYCLES 2913","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-10-011185","UPD-190920","10/10/19 15:51","10/10/19 15:51","SOUTH GREEN DR.- REAR PICKERING Common Name: PARKING LOT 51, ATHENS, OH 45701","DESTRUCTION OF PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-10-011186","UPD","10/10/19 15:58","","88 UNIVERSITY TERRACE Common Name: SCOTT QUADRANGLE Location Detail: 129, ATHENS, OH 45701","EMERGENCY CALL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-10-011204","UPD","10/10/19 23:00","","Common Name: UNION STREET Location Detail: & STEWART STREET","CONVERSION_TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-11-011208","UPD-190921","10/11/19 00:59","10/11/19 00:59","Common Name: PARKING LOT 41, ATHENS, OH 45701","INTOXICATED PERSON","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-11-011209","UPD","10/11/19 02:24","","Common Name: WASHINGTON STREET Location Detail: HIGH ST","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-11-011220","UPD","10/11/19 07:00","","SOUTH GREEN DR. AT RICHLAND Common Name: WALTER HALL Location Detail: TRUSTEES MEETING, ATHENS, OH 45701","EDC DEPLOYMENT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-11-011228","UPD-190922","10/11/19 09:46","10/11/19 09:46","Common Name: MAIL SERVICES","EDC DEPLOYMENT","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-10-11-011230","UPD-190923","10/11/19 10:13","10/11/19 10:13","98 WEST GREEN DRIVE Common Name: SARGENT HALL Location Detail: MRN'S RESTROOM NEAR ROOM 248, ATHENS, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
