1/2/2019,0:41,,,,,PEDESTRIAN STOP,,,,,SUSPECT STOP,,,,,,,,GOLDEN BEAR RESTAURANT,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/2/2019,1:34,,,,,MAINTENANCE ISSUE,,,,,"CAMPUS CONDITION
-SECURITY",,,,,,,,STEPHENS HALL,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/2/2019,7:34,,,,,TRAFFIC STOP,,,,,TRAFFIC STOP,,,,,,,,OX IFO ENTER,,,,,,,,,,,,,,,,,,,,,,,,,WARNING ISSUED,,,
1/2/2019,8:44,,,,,DISORDERLY CONDUCT,,,,,LODGING,,,,,,,,ENERGY BIOSCIENCES INSTITUTE,,,,,,,,,,,,,,,,,,,,,,,,,FIELD IDENTIFICATION CARD,,,
1/2/2019,10:32,,,,,WELFARE CHECK,,,,,CHECK WELFARE- 911 CALL,,,,,,,,DOE LIBRARY,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/2/2019,11:19,,19-00003,,,ALL OTHER OFFENSES,,,,,RULE VIOLATION,,,,,,,,BANWAY,,,,,,,"OCCD 01/02/2019, 1119
(FXA-E) REPORTS CAMPUS RULES VIOLATION, BANWAY.",,,,,,,,,,,,,,,,,,UNDER INVESTIGATION,,,
1/2/2019,11:32,,,,,TRAFFIC STOP,,,,,TRAFFIC STOP,,,,,,,,SAN PAB S MONROE,,,,,,,,,,,,,,,,,,,,,,,,,WARNING ISSUED,,,
1/2/2019,11:36,,,,,MISC. SERVICE,,,,,MISC SERVICE,,,,,,,,UC CAMPUS,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/2/2019,11:57,,19-00004,,,FORGERY AND COUNTERFEITING,,,,,FRAUDULENT USE OF CREDIT CARD,,,,,,,,1608 1608 4TH STREET,,,,,,,"OCCD 12/18/2018 - 12/19/2018
(FXA-E) REPORTS FRAUDULENT USE OF HER UC BLU CARD, CSS.",,,,,,,,,,,,,,,,,,UNDER INVESTIGATION,,,
1/2/2019,12:50,,,,,TRAFFIC STOP,,,,,TRAFFIC STOP,,,,,,,,BANC W FULTON,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED BY CITATION,,,
1/2/2019,13:04,,,,,PEDESTRIAN STOP,,,,,PEDESTRIAN STOP,,,,,,,,DURANT AND TELE,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED BY CITATION,,,
1/2/2019,13:04,,19-00006,,,MISC. SERVICE,,,,,PROPERTY DAMAGE,,,,,,,,WICKSON GATE,,,,,,,"OCCD 01/02/2019, 1228
(MWA-O) RESPONSIBLE FOR PROPERTY DAMAGE TO WICKSON GATE ARM, WICKSON GATE.",,,,,,,,,,,,,,,,,,UNDER INVESTIGATION,,,
1/2/2019,13:12,,19-00005,,,MEDICAL EVENT,,,,,INJURY OR ILLNESS,,,,,,,,VALLEY LIFE SCIENCE BLDG,,,,,,,"OCCD 01/02/2019, 1313
(MW-92-E) VICTIM OF ILLNESS, VLSB TO KAISER OAKLAND VIA BFD.",,,,,,,,,,,,,,,,,,CLOSED,,,
1/2/2019,13:28,,,,,PEDESTRIAN STOP,,,,,PEDESTRIAN STOP,,,,,,,,BANC TELE,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/2/2019,14:45,,,,,ALL OTHER OFFENSES,,,,,RULE VIOLATION,,,,,,,,KOSHLAND HALL,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
Date/Time        Case #,,,,,,,Category,,Incident Description,,,,,,,,,,Location,,,Synopsis                                                                                               Disposition,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2019,15:16,,19-00007,,,OTHER ASSAULTS,,,,,BATTERY,,,,,,,,BOWDITCH AND HASTE,,,,,,,"OCCD 01/02/2019, 1536
WILLIAMS, JOHN (MX-28-O) ARRESTED FOR BATTERY, DISTURBING THE PEACE AND BEING DRUNK IN PUBLIC, BOWDITCH AND HASTE TO SANTA RITA JAIL.",,,,,,,,,,,,,,,,,,UNDER INVESTIGATION,,,
1/2/2019,16:21,,19-00008,,,ALL OTHER OFFENSES,,,,,TRESPASS - FAIL TO LEAVE,,,,,,,,2499 TELEGRAPH AV,,,,,,,"OCCD 01/02/2019, 1621
(MB-39-O) ISSUED A TRESPASS WARNING, 2499 TELEGRAPH.",,,,,,,,,,,,,,,,,,UNDER INVESTIGATION,,,
1/2/2019,16:43,,19-00009,,,OUTSIDE ASSIST,,,,,OUTSIDE ASSIST - BPD,,,,,,,,TELEGRAPH AV,,,,,,,"OCCD 01/02/2019, 1643
OUTSIDE ASSIST TO BPD, FULTON AND OREGON.",,,,,,,,,,,,,,,,,,UNDER INVESTIGATION,,,
1/2/2019,16:43,,,,,ALL OTHER OFFENSES,,,,,DISTURBING THE PEACE,,,,,,,,PEOPLES PARK,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/2/2019,17:13,,19-00010,,,MEDICAL EVENT,,,,,INJURY OR ILLNESS,,,,,,,,REC SPRT FAC,,,,,,,"OCCD 01/02/2019, 1713
(MA-21-S) VICTIM OF INJURY, RSF. WILL SEEK OWN MEDICAL.",,,,,,,,,,,,,,,,,,CLOSED,,,
1/2/2019,18:32,,,,,OUTSIDE ASSIST,,,,,OUTSIDE ASSIST - BPD,,,,,,,,2601 TELEGRAPH AV,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/2/2019,19:13,,19-00011,,,MEDICAL EVENT,,,,,INJURY OR ILLNESS,,,,,,,,PEOPLES PARK,,,,,,,"OCCD 01/02/2019, 1913
(MB-61-O) VICTIM OF ALCOHOL RELATED IllNESS, PEOPLE`S PARK.",,,,,,,,,,,,,,,,,,CLOSED,,,
1/2/2019,19:59,,19-00012,,,DISORDERLY CONDUCT,,,,,LODGING,,,,,,,,MOFFITT LIBRARY,,,,,,,"OCCD 01/02/2019, 2027
BROWN, STEVE (MW-53-S) ARRESTED FOR LODGING AND BEING DRUNK IN PUBLIC, MOFFITT LIBRARY TO BPD JAIL.",,,,,,,,,,,,,,,,,,UNDER INVESTIGATION,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAILY CRIME LOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2019             to       01/03/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date/Time        Case #,,,,,,,Category,,Incident Description,,,,,,,,,,Location,,,Synopsis                                                                                               Disposition,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2019,0:12,,,,,SUSPICIOUS EVENT,,,,,SUSPICIOUS CIRCUMSTANCE,,,,,,,,PEOPLES PARK,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/3/2019,2:08,,,,,MEDICAL EVENT,,,,,INJURY OR ILLNESS,,,,,,,,305 WEST END WAY,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/3/2019,4:14,,,,,PEDESTRIAN STOP,,,,,SUSPECT STOP,,,,,,,,CESAR CHAVEZ CENTER,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/3/2019,4:19,,,,,PEDESTRIAN STOP,,,,,SUSPECT STOP,,,,,,,,LOWER SPROUL PLAZA,,,,,,,,,,,,,,,,,,,,,,,,,FIELD IDENTIFICATION CARD,,,
1/3/2019,7:01,,,,,ALL OTHER OFFENSES,,,,,RULE VIOLATION,,,,,,,,MLK,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/3/2019,9:14,,,,,ADMINISTRATIVE SERVICE,,,,,EOD ACTIVITY - MISC,,,,,,,,RICHMOND REFINERY,,,,,,,,,,,,,,,,,,,,,,,,,CANCELLED,,,
1/3/2019,9:31,,,,,WELFARE CHECK,,,,,CHECK WELFARE- 911 CALL,,,,,,,,HAAS BUSINESS SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/3/2019,9:40,,,,,TRAFFIC STOP,,,,,TRAFFIC STOP,,,,,,,,PIED N CHANN CRCLE,,,,,,,,,,,,,,,,,,,,,,,,,WARNING ISSUED,,,
1/3/2019,9:46,,,,,TRAFFIC STOP,,,,,TRAFFIC STOP,,,,,,,,PIED N IHOUSE,,,,,,,,,,,,,,,,,,,,,,,,,WARNING ISSUED,,,
1/3/2019,9:55,,19-00013,,,FORGERY AND COUNTERFEITING,,,,,FRAUDULENT USE OF CREDIT CARD,,,,,,,,LAWRENCE HALL OF SCIENCE,,,,,,,"OCCD 01/02/2018, 2000-2359
(FO-53-E) REPORTS FRAUDULENT USE OF HER UC BLU CARD, LHS.",,,,,,,,,,,,,,,,,,UNDER INVESTIGATION,,,
1/3/2019,10:25,,19-00014,,,MISC. SERVICE,,,,,LOST PROPERTY,,,,,,,,MCCONE HALL,,,,,,,"OCCD 01/03/2019, UNKNOWN TIME
(MA-35-F) REPORTS LOSS OF CHINESE PASSPORT, UCPD.",,,,,,,,,,,,,,,,,,UNDER INVESTIGATION,,,
1/3/2019,10:25,,19-00019,,,FORGERY AND COUNTERFEITING,,,,,FORGERY,,,,,,,,WARREN HALL,,,,,,,"OCCD 1/3/2019, 1025
(FBA-E) REPORTS FRAUDULENT USE OF UC CHECK, UNKNOWN LOCATION.",,,,,,,,,,,,,,,,,,UNDER INVESTIGATION,,,
1/3/2019,10:41,,,,,WELFARE CHECK,,,,,WELFARE CHECK,,,,,,,,UVA-146,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/3/2019,12:06,,,,,WELFARE CHECK,,,,,CHECK WELFARE- 911 CALL,,,,,,,,2001 ADDISON,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/3/2019,12:32,,,,,TRAFFIC STOP,,,,,TRAFFIC STOP,,,,,,,,ELLS CHANN,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED BY CITATION,,,
Date/Time        Case #,,,,,,,Category,,Incident Description,,,,,,,,,,Location,,,Synopsis                                                                                               Disposition,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2019,13:02,,,,,WELFARE CHECK,,,,,CHECK WELFARE- 911 CALL,,,,,,,,BLACKWELL HALL,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/3/2019,13:04,,,,,WELFARE CHECK,,,,,CHECK WELFARE- 911 CALL,,,,,,,,717 POTTER ST,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/3/2019,13:13,,,,,ALL OTHER OFFENSES,,,,,RULE VIOLATION,,,,,,,,2420 BOWDITCH ST,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/3/2019,14:57,,19-00015,,,ALL OTHER OFFENSES,,,,,WARRANT ARREST,,,,,,,,CROSSROADS,,,,,,,"OCCD 01/03/2019, 1518
BRADSHAW, CRYSTAL (FW-31-O) ARRESTED FOR $35,000 SANTA ROSA PD WARRANT, $1,500 SANTA CRUZ SO WARRANT, $500 BPD  WARRANT, POSSESSION OF PARAPHERNALIA,  BEING UNDER THE INFLUENCE OF A CONTROLLED SUBSTANCE AND PROBATION VIOLATION, CROSSROADS TO SANTA RITA JAIL.",,,,,,,,,,,,,,,,,,CLOSED BY ARREST,,,
1/3/2019,16:14,,19-00016,,,LARCENY/THEFT,,,,,"AUTO BURGLARY
-REPORT",,,,,,,,CLARK KERR CAMPUS,,,,,,,"OCCD 01/03/2019, 1515-1610
(FA-54-E) REPORTS THEFT OF KICKBOXING GLOVES VIA WINDOW SMASH TO GRAY TOYOTA RAV 4, CKC. LOSS $50",,,,,,,,,,,,,,,,,,UNDER INVESTIGATION,,,
1/3/2019,16:23,,,,,LARCENY/THEFT,,,,,"AUTO BURGLARY
-REPORT",,,,,,,,LAWRENCE HALL OF SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/3/2019,16:49,,19-00017,,,ALL OTHER OFFENSES,,,,,TRESPASS - INTENT TO DAMAGE,,,,,,,,LECONTE HALL,,,,,,,"OCCD 1/3/2019, 1649
(FHA-E) REPORTS TRESPASSER SITTING IN HALLWAYS AND STORING BELONGINGS, LECONTE HALL.",,,,,,,,,,,,,,,,,,UNDER INVESTIGATION,,,
1/3/2019,17:05,,,,,WELFARE CHECK,,,,,CHECK WELFARE- 911 CALL,,,,,,,,UPPER SPROUL PLAZA,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/3/2019,17:45,,,,,OUTSIDE ASSIST,,,,,"OUTSIDE ASSIST
-MISCELLANEOUS",,,,,,,,DWIGHT / SHATTUCK,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/3/2019,17:49,,19-00018,,,LARCENY/THEFT,,,,,"AUTO BURGLARY
-REPORT",,,,,,,,ELLSWORTH PARKING STRUCTURE,,,,,,,"OCCD 1/3/2019 0930-1749
(FW-24-E) REPORTS AUTO BURGLARY VIA WINDOW SMASH, ELLSWORTH PARKING STRUCTURE.",,,,,,,,,,,,,,,,,,UNDER INVESTIGATION,,,
1/3/2019,17:55,,,,,OUTSIDE ASSIST,,,,,OUTSIDE ASSIST - BPD,,,,,,,,2527 DWIGHT WAY,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/3/2019,18:49,,,,,ALL OTHER OFFENSES,,,,,RULE VIOLATION,,,,,,,,BARROWS HALL,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/3/2019,20:10,,,,,PEDESTRIAN STOP,,,,,PEDESTRIAN STOP,,,,,,,,BWW,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/3/2019,22:37,,19-00020,,,ALL OTHER OFFENSES,,,,,TRESPASS - INTENT TO DAMAGE,,,,,,,,PEOPLES PARK,,,,,,,"OCCD 1/3/2019, 2237
(MW-36-O) CONTACTED FOR TRESPASSING AND OBSTRUCTING AN OFFICER, PEOPLES PARK.",,,,,,,,,,,,,,,,,,UNDER INVESTIGATION,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAILY CRIME LOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2019             to       01/04/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date/Time        Case #,,,,,,,Category,,Incident Description,,,,,,,,,,Location,,,Synopsis                                                                                               Disposition,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2019,1:27,,,,,SUSPICIOUS EVENT,,,,,SUSPICIOUS VEHICLE,,,,,,,,STEPHENS HALL,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/4/2019,1:43,,,,,PEDESTRIAN STOP,,,,,PEDESTRIAN STOP,,,,,,,,STEPHENS HALL,,,,,,,,,,,,,,,,,,,,,,,,,FIELD IDENTIFICATION CARD,,,
1/4/2019,2:25,,19-00021,,,ALL OTHER OFFENSES,,,,,TRESPASS - REAL PROP OR STRUCTURE W/OUT OWNER CONSENT,,,,,,,,DWINELLE HALL,,,,,,,"OCCD 01/04/2019, 0307
BALDWIN, LLOYD (MB-62-O) ARRESTED FOR TRESPASSING, POSSESSION OF NARCOTICS AND DRUG PARAPHERNALIA, DWINELLE HALL TO BPD JAIL.",,,,,,,,,,,,,,,,,,CLOSED BY ARREST,,,
1/4/2019,3:46,,,,,SUSPICIOUS EVENT,,,,,SUSPICIOUS VEHICLE,,,,,,,,BANWAY LOT,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/4/2019,6:32,,19-00022,,,ALL OTHER OFFENSES,,,,,RULE VIOLATION,,,,,,,,PEOPLES PARK,,,,,,,"OCCD 1/4/19, 0632 HRS
CAMPFIRE AND ILLEGAL STRUCTURE, PEOPLES PARK.",,,,,,,,,,,,,,,,,,UNDER INVESTIGATION,,,
1/4/2019,6:55,,,,,DISORDERLY CONDUCT,,,,,LODGING,,,,,,,,DWINELLE HALL,,,,,,,,,,,,,,,,,,,,,,,,,FIELD IDENTIFICATION CARD,,,
1/4/2019,7:36,,19-00023,,,VANDALISM,,,,,MALICIOUS MISCHIEF - REPORT,,,,,,,,BIRGE HALL,,,,,,,"OCCD 01/03/2019, 1530 - 01/04/2019, 0736
(MOA-E) REPORTS SUSCPICIOUS CIRCUMSTANCE REGARDING FOUND SURVEILLANCE CAMERA, BIRGE HALL.",,,,,,,,,,,,,,,,,,UNDER INVESTIGATION,,,
1/4/2019,9:45,,,,,PEDESTRIAN STOP,,,,,PEDESTRIAN STOP,,,,,,,,GOODING WAY,,,,,,,,,,,,,,,,,,,,,,,,,FIELD IDENTIFICATION CARD,,,
1/4/2019,10:01,,19-00024,,,FORGERY AND COUNTERFEITING,,,,,FRAUDULENT USE OF CREDIT CARD,,,,,,,,DOE LIBRARY,,,,,,,"OCCD 12/17/2018, 0000-12/21/2018, 1000
(FB-56-E) REPORTS FRAUDULENT USE OF UC BLUE CARD, DOE LIBRARY.",,,,,,,,,,,,,,,,,,UNDER INVESTIGATION,,,
1/4/2019,10:55,,,,,VANDALISM,,,,,MALICIOUS MISCHIEF - REPORT,,,,,,,,BWW,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/4/2019,11:18,,,,,PEDESTRIAN STOP,,,,,SUSPECT STOP,,,,,,,,2382 TELEGRAPH AV,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/4/2019,11:22,,,,,WELFARE CHECK,,,,,CHECK WELFARE- 911 CALL,,,,,,,,2424 CHANNING WAY,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
Date/Time        Case #,,,,,,,Category,,Incident Description,,,,,,,,,,Location,,,Synopsis                                                                                               Disposition,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2019,14:13,,,,,OUTSIDE ASSIST,,,,,OUTSDE ASSIST BPD COVER,,,,,,,,ALSTON W OXFORD,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/4/2019,15:39,,19-00025,,,ALL OTHER OFFENSES,,,,,TRESPASS - FAIL TO LEAVE,,,,,,,,AMAZON STORE,,,,,,,"OCCD 1/4/2019, 1539
(MW-21-O) ISSUED A TRESPASS WARNING, AMAZON STORE.",,,,,,,,,,,,,,,,,,UNDER INVESTIGATION,,,
1/4/2019,16:19,,19-00026,,,MISSING PERSON,,,,,MISSING PERSON,,,,,,,,PEOPLES PARK,,,,,,,"OCCD 01/04/2019, 1619
(FO-35-O) REPORTED AS A MISSING PERSON, PEOPLE`S PARK",,,,,,,,,,,,,,,,,,UNDER INVESTIGATION,,,
1/4/2019,16:42,,,,,MISC. SERVICE,,,,,CIVIL ADVICE,,,,,,,,UPPER FIRE TRAIL,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/4/2019,16:47,,,,,SPECIAL EVENT,,,,,SPECIAL EVENT -SPORTS,,,,,,,,HAAS PAVILION,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/4/2019,17:38,,,,,SPECIAL EVENT,,,,,SPECIAL EVENT -SPORTS,,,,,,,,HAAS PAVILION,,,,,,,,,,,,,,,,,,,,,,,,,CANCELLED,,,
1/4/2019,18:13,,,,,ALL OTHER OFFENSES,,,,,RULE VIOLATION,,,,,,,,PEOPLES PARK,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/4/2019,20:23,,,,,OUTSIDE ASSIST,,,,,OUTSDE ASSIST BPD COVER,,,,,,,,2655 TELEGRAPH AV,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/4/2019,21:59,,19-00027,,,LARCENY/THEFT,,,,,PETTY THEFT -REPORT,,,,,,,,EVANS HALL,,,,,,,"OCCD 1/4/2019,1000-1/4/2019, 2200
(MU-22-S) REPORTS THEFT OF BIKE PEDALS AND PORTABLE PUMP, EVANS HALL. LOSS $45.",,,,,,,,,,,,,,,,,,UNDER INVESTIGATION,,,
1/4/2019,22:50,,19-00028,,,ALL OTHER OFFENSES,,,,,TAMPER WITH FIRE ALARM,,,,,,,,UNDERHILL LOT,,,,,,,"OCCD 01/04/2019, 2250
MALICIOUS FIRE ALARM PULL, UNDERHILL LOT.",,,,,,,,,,,,,,,,,,UNDER INVESTIGATION,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAILY CRIME LOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2019            to      01/05/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date/Time      Case #,,,,,,,Category,,Incident Description,,,,,,,,,,Location,,,Synopsis                                                                                    Disposition,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2019,0:07,,,,,ALL OTHER OFFENSES,,,,,RULE VIOLATION,,,,,,,,PEOPLES PARK,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/5/2019,0:24,,,,,MISC. SERVICE,,,,,CIVIL ADVICE,,,,,,,,BERKELEY,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/5/2019,7:56,,,,,PEDESTRIAN STOP,,,,,PEDESTRIAN STOP,,,,,,,,PEOPLES PARK,,,,,,,,,,,,,,,,,,,,,,,,,FIELD IDENTIFICATION,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARD,,,
1/5/2019,8:11,,,,,PEDESTRIAN STOP,,,,,PEDESTRIAN STOP,,,,,,,,PEOPLES PARK,,,,,,,,,,,,,,,,,,,,,,,,,FIELD IDENTIFICATION CARD,,,
1/5/2019,9:39,,,,,MAINTENANCE ISSUE,,,,,"CAMPUS CONDITION
-ROADWAYS",,,,,,,,CENTENNIAL DR,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/5/2019,10:22,,,,,MAINTENANCE ISSUE,,,,,"CAMPUS CONDITION
-GROUNDS",,,,,,,,SIGNPOST-28,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/5/2019,10:26,,,,,MISC. SERVICE,,,,,CIVIL ADVICE,,,,,,,,CAMPUS,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/5/2019,10:42,,,,,MAINTENANCE ISSUE,,,,,"CAMPUS CONDITION
-ROADWAYS",,,,,,,,CENTENNIAL DR,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/5/2019,10:54,,,,,MAINTENANCE ISSUE,,,,,"CAMPUS CONDITION
-SECURITY",,,,,,,,1995 UNIVERSITY AV,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/5/2019,12:57,,,,,ANIMAL CASE,,,,,ANIMAL CASE,,,,,,,,GOLDEN BEAR REC CENTER,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
1/5/2019,13:04,,,,,TRAFFIC STOP,,,,,TRAFFIC STOP,,,,,,,,PIEDMONT CHANNING,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED BY CITATION,,,
1/5/2019,14:09,,19-00026,,,SUPPLEMENT,,,,,SUPPLEMENT,,,,,,,,PEOPLES PARK,,,,,,,"OCCD 1/5/19, 1538 HRS
(FO-35-O) LOCATED AS MISSING PERSON. SUPPLEMENT TO 19-00026",,,,,,,,,,,,,,,,,,UNDER INVESTIGATION,,,
