1/1/18,15:28,,,,,MAINTENANCE ISSUE,,,,,,"CAMPUS CONDITION
-SECURITY",,,,,,,2625 DURANT AV,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/1/18,15:55,,,,,SUSPICIOUS EVENT,,,,,,SUSPICIOUS CIRCUMSTANCE - REPORT,,,,,,,675 KULA GULF WAY,,,,,,,,,,,,,,,,,,,,,,,,CANCELLED,
1/1/18,20:19,,,,,WELFARE CHECK,,,,,,WELFARE CHECK,,,,,,,PEOPLES PARK,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/1/18,20:46,,,,,SUSPICIOUS EVENT,,,,,,SUSPICIOUS CIRCUMSTANCE,,,,,,,HEARST/GAYLE,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/1/18,21:40,,,,,TRAFFIC STOP,,,,,,TRAFFIC STOP,,,,,,,4TH/CEDAR,,,,,,,,,,,,,,,,,,,,,,,,CLOSED BY CITATION,
1/1/18,22:31,,,,,TRAFFIC STOP,,,,,,TRAFFIC STOP,,,,,,,UNIVERSITY/MILVIA,,,,,,,,,,,,,,,,,,,,,,,,CLOSED BY CITATION,
1/1/18,22:31,,,18-00001,,MEDICAL EVENT,,,,,INJURY OR ILLNESS,,,,,,,LI KA SHING,,,,"(MB-30-O) VICTIM OF INJURY, S/ LI KA SHING.  BFD RESPONDED,
TRANSPORTED TO HIGHLAND HOSPITAL.",,,,,,,,,,,,,,,,,,,CLOSED,,,
1/1/18,22:44,,,,MAINTENANCE ISSUE,,,,,,,"CAMPUS CONDITION
-GROUNDS",,,,,,MLK,,,,,,,,,,,CLOSED,,,,,,,,,,,,,,,
1/1/18,23:03,,,18-00002,,AGGRAVATED ASSAULTS,,,ATTEMPT MURDER,,,,,,,,,PEOPLES PARK,,,,,"STEINMETZ, STERLING (MW-26-O) ARRESTED FOR ATTEMPTED MURDER AND POSSESSION OF NARCOTICS, PEOPLES PARK.
TRANSPORTED TO SANTA RITA.",,,,,,,,,,,,,,,,,,CLOSED BY ARREST,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAILY CRIME LOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2018            to      01/02/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date/Time      Case #,,,,,,Category,,,Incident Description,,,,,,,,,,Location,,,Synopsis                                                                                    Disposition,,,,,,,,,,,,,,,,,,,,,,
1/2/18,7:40,,18-00004,,,VANDALISM,,,,,,"TAMPERING WITH
VEHICLE-REPORT",,,,,,,3200 REGATTA BLVD,,,,,,,,,"OCC 12/22/17 - 1/2/18 0730:
(FWA-E) REPORTS VANDALISM VIA WINDOW SMASH TO A NORCAL",,,,,,,,,,,,,,,"UNDER
INVESTIGATION",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MOVING TRUCK, 3200 REGATTA, LOSS $365.",,,,,,,,,,,,,,,,
1/2/18,7:47,,18-00003,,,VANDALISM,,,,,,MALICIOUS MISCHIEF - REPORT,,,,,,,WEST CRESCENT,,,,,,,,,"OCC 1/1/18 2300 - 1/2/18 0747 HRS.
(FH-57-E) REPORTS VANDALISM VIA WINDOW SMASH TO HER BLUE 2002 FORD EXPLORER, 4TUZ401, WEST CRESCENT.",,,,,,,,,,,,,,,UNDER INVESTIGATION,
1/2/18,9:03,,,,,PEDESTRIAN STOP,,,,,,PEDESTRIAN STOP,,,,,,,UNIVERSITY VILLAGE ALBANY,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/2/18,9:52,,,,,MAINTENANCE ISSUE,,,,,,"CAMPUS CONDITION
-GROUNDS",,,,,,,WEST CRESCENT,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/2/18,10:00,,,,,PEDESTRIAN STOP,,,,,,PEDESTRIAN STOP,,,,,,,CENTER/OXFORD,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/2/18,10:04,,18-00005,,,ALL OTHER OFFENSES,,,,,,TRESPASS - REAL PROP OR STRUCTURE W/OUT,,,,,,,UVA-147,,,,,,,,,"OCC 12/12/17 - 1/2/18 0930:
(FAA-E) REPORTS TRESPASSING, UVA-147 APT 104.",,,,,,,,,,,,,,,UNDER INVESTIGATION,
,,,,,,,,,,,,OWNER CONSENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/18,10:15,,,,,TRAFFIC STOP,,,,,,TRAFFIC STOP,,,,,,,IFO KROEBER LOT,,,,,,,,,,,,,,,,,,,,,,,,CLOSED BY CITATION,
1/2/18,10:54,,18-00006,,,MOTOR VEHICLE THEFT,,,,,,RECOVERED STOLEN VEHICLE,,,,,,,LHS VISTA LOT,,,,,,,,,"OCC 1/2/18 1054 HRS
GREEN 1997 HONDA ACCORD, 7NPT055, RECOVERED AS STOLEN VEHICLE OUT OF OAKLAND PD, LHS VISTA LOT. TO M & A TOW.",,,,,,,,,,,,,,,UNDER INVESTIGATION,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SANTOS, GARCIA OELVIN (MH-18-O) ARRESTED FOR VEHICLE THEFT,",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,LHS VISTA LOT. TO BPD JAIL.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(MH-18-O) CITED FOR GIVING FALSE INFO TO A POLICE OFFICER, LHS VISTA LOT",,,,,,,,,,,,,,,,
1/2/18,11:31,,,,,OUTSIDE ASSIST,,,,,,OUTSIDE ASSIST - BPD,,,,,,,IFO REC SPRT FAC,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/2/18,12:44,,18-00007,,,FIRE,,,,,,FIRE OF UNKNOWN TYPE,,,,,,,CHEM GROUP,,,,,,,,,"(FW-33-S) REPORTS EVIDENCE OF UNLAWFUL FIRE, CHEM GROUP. FIRE MARSHALL NOTIFIED AND RESPONDED.",,,,,,,,,,,,,,,UNDER INVESTIGATION,
1/2/18,12:46,,18-00008,,,MISC. SERVICE,,,,,,LOST UC KEYS,,,,,,,SHARED SERVICES,,,,,,,,,(MZA-E) REPORTS THE LOSS OF 3 UC KEYS.,,,,,,,,,,,,,,,UNDER,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SECOND CASE NUMBER DONE IN ERROR, DISREGARD CASE 18-00009",,,,,,,,,,,,,,,INVESTIGATION,
Date/Time      Case #,,,,,,Category,,,Incident Description,,,,,,,,,,Location,,,Synopsis                                                                                    Disposition,,,,,,,,,,,,,,,,,,,,,,
1/2/18,12:57,,,,,SUSPICIOUS EVENT,,,,,,SUSPICIOUS PERSON,,,,,,,CKC SOFTBALL FIELD,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/2/18,12:59,,,,,WELFARE CHECK,,,,,,CHECK WELFARE- 911 CALL,,,,,,,WURSTER HALL,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/2/18,13:53,,18-00010,,,MISC. SERVICE,,,,,,LOST UC KEYS,,,,,,,VALLEY LIFE SCIENCE BLDG,,,,,,,,,(MX-64-E) REPORTS THE LOSS OF 2 UC KEYS.,,,,,,,,,,,,,,,UNDER,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVESTIGATION,
1/2/18,14:09,,18-00011,,,LARCENY/THEFT,,,,,,PETTY THEFT -BIKE REPORT,,,,,,,UVA-166,,,,,,,,,"OCCD 12/30/2017 1100 HRS - 1/2/2018 1409 HRS
(MH-30-S) REPORTS THEFT OF HIS WHITE 24 SPEED MOTOBECANE MENS",,,,,,,,,,,,,,,UNDER INVESTIGATION,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MOUNTAIN BIKE, UVA 166. LOSS OF $250.",,,,,,,,,,,,,,,,
1/2/18,14:12,,18-00012,,,MISC. SERVICE,,,,,,LOST UC KEYS,,,,,,,HAAS BUSINESS SCHOOL,,,,,,,,,(MH-31-E) REPORTS LOSS OF 4 UC KEYS.,,,,,,,,,,,,,,,UNDER INVESTIGATION,
1/2/18,14:46,,18-00014,,,MISC. SERVICE,,,,,,FOUND PROPERTY,,,,,,,UNIVERSITY VILLAGE,,,,,,,,,"FOUND BLACK TREK BICYCLE, UVA. TO UCPD FOR SAFEKEEPING.",,,,,,,,,,,,,,,UNDER,
,,,,,,,,,,,,,,,,,,,ALBANY,,,,,,,,,,,,,,,,,,,,,,,,INVESTIGATION,
1/2/18,15:11,,,,,MOTOR VEHICLE THEFT,,,,,,VEHICLE THEFT -REPORT,,,,,,,REC SPRT FAC,,,,,,,,,,,,,,,,,,,,,,,,CANCELLED,
1/2/18,15:10,,18-00013,,,MOTOR VEHICLE THEFT,,,,,,VEHICLE THEFT -REPORT,,,,,,,REC SPRT FAC GARAGE,,,,,,,,,"OCCD 12/29/2017 0026
(MW-A-E) REPORTS THEFT OF BLUE 1993 FORD F250 CA/420770, RSF GARAGE.",,,,,,,,,,,,,,,UNDER INVESTIGATION,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SUSPECT #1 MALE HISPANIC 30S BEARD, GLASSES MEDIUM BUILD.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SUSPECT #2 MALE HISPANIC 30S, GLASSES, MEDIUM BUILD.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUSPECT VEHICLE; BLACK CHRYSLER CROSSFIRE CONVERTABLE PAPER,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PLATES, W/ CRACKED WINDSHEILD.",,,,,,,,,,,,,,,,
1/2/18,16:53,,,,,OUTSIDE ASSIST,,,,,,OUTSDE ASSIST BPD,,,,,,,STRUCTURE C,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
,,,,,,,,,,,,COVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/18,17:50,,,,,MOTOR VEHICLE THEFT,,,,,,VEHICLE THEFT -REPORT,,,,,,,MEMORIAL STADIUM,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/2/18,21:54,,,,,TRAFFIC STOP,,,,,,TRAFFIC STOP,,,,,,,SHATTUCK DWIGHT,,,,,,,,,,,,,,,,,,,,,,,,WARNING ISSUED,
1/2/18,23:05,,,,,PEDESTRIAN STOP,,,,,,SUSPECT STOP,,,,,,,MONROE / JACKSON,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/2/18,23:22,,,,,ALL OTHER OFFENSES,,,,,,"DISTURBING
PEACE-ENTERTAINMENT",,,,,,,LHS TERRACE LOT,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAILY CRIME LOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2018             to       01/03/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date/Time        Case #,,,,,,Category,,,Incident Description,,,,,,,,,,Location,,,Synopsis                                                                                               Disposition,,,,,,,,,,,,,,,,,,,,,,
1/3/18,0:12,,,,,PEDESTRIAN STOP,,,,,,SUSPECT STOP,,,,,,,NORTHGATE HALL/ S,,,,,,,,,,,,,,,,,,,,,,,,FIELD IDENTIFICATION CARD,
1/3/18,0:42,,,,,SUSPICIOUS EVENT,,,,,,SUSPICIOUS CIRCUMSTANCE,,,,,,,GRINNELL PATH,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/3/18,0:55,,,,,SUSPICIOUS EVENT,,,,,,SUSPICIOUS PERSON,,,,,,,OHLONE / KINKEAD,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/3/18,7:43,,,,,DISORDERLY CONDUCT,,,,,,LODGING,,,,,,,2401 BANCROFT WAY,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/3/18,9:14,,,,,SUSPICIOUS EVENT,,,,,,SUSPICIOUS VEHICLE,,,,,,,MSRI TERRACE LOT,,,,,,,,,,,,,,,,,,,,,,,,FIELD IDENTIFICATION CARD,
1/3/18,9:49,,18-00015,,,OUTSIDE ASSIST,,,,,,OUTSIDE ASSIST - LBNL,,,,,,,UNKNOWN,,,,,,,,,"OCCD 12/29/17, 0130-0300
OUTSIDE ASSIST TO LBNL FOR 4 LOST KEYS. LOSS $75.00",,,,,,,,,,,,,,,UNDER INVESTIGATION,
1/3/18,10:54,,18-00016,,,MISC. SERVICE,,,,,,LOST UC KEYS,,,,,,,599 JACKSON ST,,,,,,,,,"OCCD 01/03/2018, 1054
(FAA-S) REPORTS THE LOSS OF 1 UC KEY.",,,,,,,,,,,,,,,UNDER INVESTIGATION,
1/3/18,11:50,,,,,MOTOR VEHICLE THEFT,,,,,,RECOVERED STOLEN VEHICLE,,,,,,,SIGNPOST-21,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/3/18,11:50,,,,,SUSPICIOUS EVENT,,,,,,SUSPICIOUS PERSON,,,,,,,ENERGY BIOSCIENCES INSTITUTE,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/3/18,13:26,,18-00017,,,MISC. SERVICE,,,,,,FOUND PROPERTY,,,,,,,KROEBER HALL,,,,,,,,,"OCCD 01/03/2018, 1326
FOUND RED/BLACK BACKPACK WITH TOOLS, KROEBER HALL TO UCPD FOR SAFEKEEPING.",,,,,,,,,,,,,,,UNDER INVESTIGATION,
1/3/18,13:51,,,,,WELFARE CHECK,,,,,,CHECK WELFARE- 911 CALL,,,,,,,GRINNELL PATH,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/3/18,14:20,,,,,MISC. SERVICE,,,,,,CIVIL ADVICE,,,,,,,PEOPLES PARK,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/3/18,14:52,,,,,OUTSIDE ASSIST,,,,,,OUTSIDE ASSIST - BPD,,,,,,,2515 TELEGRAPH AVE,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/3/18,15:27,,,,,LARCENY/THEFT,,,,,,AUTO BURGLARY,,,,,,,BANWAY,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
Date/Time        Case #,,,,,,Category,,,Incident Description,,,,,,,,,,Location,,,Synopsis                                                                                               Disposition,,,,,,,,,,,,,,,,,,,,,,
1/3/18,15:34,,,,,OUTSIDE ASSIST,,,,,,OUTSIDE ASSIST - BPD,,,,,,,2399 SHATTUCK AV,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/3/18,16:05,,,,,MISC. SERVICE,,,,,,MISC SERVICE,,,,,,,SPIEKER PLAZA,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/3/18,17:23,,,,,TRAFFIC STOP,,,,,,TRAFFIC STOP,,,,,,,HASTE W/ TELE,,,,,,,,,,,,,,,,,,,,,,,,CLOSED BY CITATION,
1/3/18,18:24,,18-00018,,,OUTSIDE ASSIST,,,,,,OUTSIDE ASSIST - BPD,,,,,,,2528B DURANT,,,,,,,,,"OCCD 01/03/2018, 1824
(MW-43-O) GIVEN A NO TRESPASS WARNING, 2528B DURANT.",,,,,,,,,,,,,,,UNDER INVESTIGATION,
1/3/18,21:57,,,,,MAINTENANCE ISSUE,,,,,,"CAMPUS CONDITION
-SECURITY",,,,,,,WICKSON GATE,,,,,,,,,,,,,,,,,,,,,,,,WARNING ISSUED,
1/3/18,21:59,,,,,TRAFFIC STOP,,,,,,TRAFFIC STOP,,,,,,,SHATTUCK UNI,,,,,,,,,,,,,,,,,,,,,,,,WARNING ISSUED,
1/3/18,22:33,,,,,OUTSIDE ASSIST,,,,,,OUTSDE ASSIST BPD COVER,,,,,,,ELLSWORTH HASTE,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAILY CRIME LOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2018             to       01/04/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date/Time        Case #,,,,,,Category,,,Incident Description,,,,,,,,,,Location,,,Synopsis                                                                                               Disposition,,,,,,,,,,,,,,,,,,,,,,
1/4/18,4:38,,,,,PEDESTRIAN STOP,,,,,,PEDESTRIAN STOP,,,,,,,2929 TELEGRAPH AV,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/4/18,4:58,,,,,PEDESTRIAN STOP,,,,,,SUSPECT STOP,,,,,,,EBI / S,,,,,,,,,,,,,,,,,,,,,,,,FIELD IDENTIFICATION CARD,
1/4/18,5:02,,,,,PEDESTRIAN STOP,,,,,,SUSPECT STOP,,,,,,,UNIVERSITY HALL / NE,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/4/18,9:15,,18-00019,,,MEDICAL EVENT,,,,,,INJURY OR ILLNESS,,,,,,,DWINELLE LOT,,,,,,,,,"OCCD 01/04/2018, 0916
(FO-20-E) VICTIM OF INJURY FROM A FALL, DWINELLE LOT TO KAISER OAKLAND VIA BFD.",,,,,,,,,,,,,,,CLOSED,
1/4/18,9:22,,,,,SUSPICIOUS EVENT,,,,,,SUSPICIOUS PERSON,,,,,,,1040 JACKSON STREET,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/4/18,9:49,,18-00020,,,DISORDERLY CONDUCT,,,,,,PROWLING/PRIV PROP,,,,,,,UNIVERSITY VILLAGE ALBANY,,,,,,,,,"OCC 1/4/18 0940:
(MBA-E) REPORTS A SUSPICIOUS MALE PROWLING, UVA. SUSPECT: MALE, BLACK, 21-30, 508, MEDIUM BUILD, BROWN
COMPLEXION, UNSHAVEN, WEARING A BLACK PUFFY JACKET WITH HOOD, ON A BICYCLE.",,,,,,,,,,,,,,,UNDER INVESTIGATION,
1/4/18,10:04,,,,,SUSPICIOUS EVENT,,,,,,SUSPICIOUS PERSON,,,,,,,SPROUL HALL,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/4/18,10:59,,,,,DISORDERLY CONDUCT,,,,,,LODGING,,,,,,,HEARST FIELD ANNEX,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/4/18,11:02,,18-00021,,,LARCENY/THEFT,,,,,,PETTY THEFT -BIKE REPORT,,,,,,,UNIVERSITY HALL,,,,,,,,,"OCCD 12/29/2017, 0800 TO 01/03/2018, 1700
(MW-58-O) REPORTS THEFT OF HIS DRK GRN,TOWNIE 3 SPEED, MENS BEACH CRUISER, UNIVERSITY HALL. LOSS $800",,,,,,,,,,,,,,,UNDER INVESTIGATION,
1/4/18,12:15,,,,,PEDESTRIAN STOP,,,,,,PEDESTRIAN STOP,,,,,,,2455 TELEGRAPH AV,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/4/18,12:13,,,,,MISC. SERVICE,,,,,,MISC SERVICE,,,,,,,BARROWS LANE,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/4/18,12:28,,,,,ALL OTHER OFFENSES,,,,,,RULE VIOLATION,,,,,,,LOWER SPROUL PLAZA,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/4/18,12:46,,,,,PEDESTRIAN STOP,,,,,,PEDESTRIAN STOP,,,,,,,2502 TELEGRAPH AV,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/4/18,12:56,,,,,SUSPICIOUS EVENT,,,,,,SUSPICIOUS PERSON,,,,,,,EUCALYPTUS GROVE,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
Date/Time        Case #,,,,,,Category,,,Incident Description,,,,,,,,,,Location,,,Synopsis                                                                                               Disposition,,,,,,,,,,,,,,,,,,,,,,
1/4/18,13:29,,,,,OUTSIDE ASSIST,,,,,,OUTSIDE ASSIST - BPD,,,,,,,PEOPLES PARK,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/4/18,13:49,,,,,SUSPICIOUS EVENT,,,,,,SUSPICIOUS VEHICLE,,,,,,,LAWRENCE BERKELEY NATIONAL LAB,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/4/18,13:49,,,,,DISORDERLY CONDUCT,,,,,,LODGING,,,,,,,UNDERHILL LOT,,,,,,,,,,,,,,,,,,,,,,,,FIELD IDENTIFICATION CARD,
1/4/18,15:33,,,,,OUTSIDE ASSIST,,,,,,OUTSIDE ASSIST - BPD,,,,,,,FULTON AND KITTRIDGE,,,,,,,,,,,,,,,,,,,,,,,,FIELD IDENTIFICATION CARD,
1/4/18,15:37,,,,,VEHICLE CODE VIOLATION,,,,,,VEHICLE CODE VIOLATION,,,,,,,STRUCTURE C,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/4/18,15:47,,18-00022,,,VANDALISM,,,,,,MALICIOUS MISCHIEF,,,,,,,JEAN GRAY RESEARCH,,,,,,,,,"OCCD 12/30/2017 1530 HRS -  1/3/2018 1311 HRS
(MB-51-E) REPORTS VANDILISM TO THREE LARGE GREENHOUSE WINDOWS. VIA UNKOWN MEANS. UNKN LOSS.",,,,,,,,,,,,,,,UNDER INVESTIGATION,
1/4/18,16:17,,,,,SUSPICIOUS EVENT,,,,,,SUSPICIOUS CIRCUMSTANCE - REPORT,,,,,,,GAUSS WAY,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/4/18,16:28,,18-00023,,,LARCENY/THEFT,,,,,,PETTY THEFT -REPORT,,,,,,,UNIVERSITY VILLAGE ALBANY,,,,,,,,,"OCC 1/2/18 1100 - 1/4/18 1615:
(FXA-S) REPORTS THE THEFT OF A PINK CHILDRENS BICYCLE SEAT, UVA-115 BIKE RACKS, LOSS $330.",,,,,,,,,,,,,,,UNDER INVESTIGATION,
1/4/18,16:31,,,,,OUTSIDE ASSIST,,,,,,OUTSIDE ASSIST - BPD,,,,,,,2486 BANCROFT WAY,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/4/18,16:55,,18-00024,,,OUTSIDE ASSIST,,,,,,"OUTSIDE ASSIST
-MISCELLANEOUS",,,,,,,PRIVATE RESIDENCE,,,,,,,,,"OCCD 1/3/2018 2130 HRS
(MW-A-E) VICTIM OF INJURY, PRIVATE RESIDENCE WILL SEEK OWN MEDICAL ATTENTION.",,,,,,,,,,,,,,,UNDER INVESTIGATION,
1/4/18,17:43,,,,,SUSPICIOUS EVENT,,,,,,SUSPICIOUS PERSON,,,,,,,TOLMAN BREEZEWAY,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/4/18,17:48,,,,,SPECIAL EVENT,,,,,,SPECIAL EVENT -SPORTS,,,,,,,HAAS PAVILION,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/4/18,17:57,,,,,MEDICAL EVENT,,,,,,INJURY OR ILLNESS,,,,,,,I HOUSE,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/4/18,18:13,,,,,MAINTENANCE ISSUE,,,,,,"CAMPUS CONDITION
-SECURITY",,,,,,,CESAR CHAVEZ CENTER,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/4/18,18:11,,,,,MAINTENANCE ISSUE,,,,,,CARDKEY SERVICE CALL,,,,,,,HILDEBRAND HALL,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/4/18,20:57,,18-00025,,,MISC. SERVICE,,,,,,CIVIL ADVICE,,,,,,,675 KULA GULF WAY,,,,,,,,,"OCCURRED 1/4/2018 AT 2057 HRS
(FH-19-S) GIVEN ADVICE REGARDING YELLOW POWDER ON HER DOOR, UNFOUNDED.  675 KULA GULF WAY - UVA",,,,,,,,,,,,,,,UNDER INVESTIGATION,
1/4/18,22:34,,,,,ALARM,,,,,,EMERGENCY ALARM,,,,,,,MOFFITT LIBRARY,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
Date/Time        Case #,,,,,,Category,,,Incident Description,,,,,,,,,,Location,,,Synopsis                                                                                               Disposition,,,,,,,,,,,,,,,,,,,,,,
1/4/18,23:22,,,18-00026,,CALIFORNIA CODE OF REGULATIONS VIOLATIONS,,,,,,CALIFORNIA CODE OF REGULATIONS,,,,,,PEOPLES PARK,,,,,"OCCURRED 1/4/2018 AT 2322 HRS
CART ON UC PROPERTY, TRESSPASSING WITH INTENT TO INJURE AND FOUND PROPERTY, PEOPLES PARK.  PROPERTY TO UCPD FOR SAFEKEEPING.",,,,,,,,,,,,,,,,,,,UNDER INVESTIGATION,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAILY CRIME LOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2018             to       01/05/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date/Time        Case #,,,,,,Category,,,Incident Description,,,,,,,,,,Location,,,Synopsis                                                                                               Disposition,,,,,,,,,,,,,,,,,,,,,,
1/5/18,0:04,,18-00027,,,LARCENY/THEFT,,,,,,PETTY THEFT -REPORT,,,,,,,TAN HALL,,,,,,,,,"OCCD 01/04/2018, 2250-2310
(MB-27-E) REPORTS THEFT OF HIS WHITE APPLE IPHONE 6, TAN HALL.",,,,,,,,,,,,,,,"UNDER
INVESTIGATION",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSS $500.,,,,,,,,,,,,,,,,
1/5/18,0:45,,,,,MAINTENANCE ISSUE,,,,,,"CAMPUS CONDITION
-SECURITY",,,,,,,LATIMER HALL,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/5/18,1:06,,,,,MISC. SERVICE,,,,,,FOUND PROPERTY,,,,,,,UNIT-1 DEUTSCH,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
