case_number,date_reported,time_reported,date_occurred,time_occurred,incident,location,university
15541,2014-06-05,00:00,2014-06-05,00:00,Theft,James Cancer Hospital,Ohio State University-Main Campus
15540,2014-06-05,00:00,2014-06-02,00:00,Theft,Harding Hospital,Ohio State University-Main Campus
15535,2014-05-27,00:00,2014-05-27,00:00,Theft,Rhodes Hall,Ohio State University-Main Campus
15533,2014-06-04,00:00,2014-06-04,00:00,Theft,Rhodes Hall,Ohio State University-Main Campus
15531,2014-06-04,00:00,2014-06-04,00:00,Theft,UHE Tower,Ohio State University-Main Campus
15527,2014-06-03,00:00,2014-06-03,00:00,Theft,Rhodes Hall,Ohio State University-Main Campus
15523,2014-06-03,00:00,2014-06-02,00:00,Theft,James Cancer Hospital,Ohio State University-Main Campus
15497,2014-05-31,00:00,2014-05-29,00:00,Theft,Doan Hall,Ohio State University-Main Campus
15492,2014-05-30,00:00,2014-05-28,00:00,Theft,Rhodes Hall,Ohio State University-Main Campus
15469,2014-05-28,00:00,2014-05-28,00:00,Theft,Doan Hall,Ohio State University-Main Campus
15461,2014-05-27,00:00,2014-05-21,00:00,Theft,University Hospital East,Ohio State University-Main Campus
15455,2014-05-26,00:00,2014-05-26,00:00,Theft,Doan Hall,Ohio State University-Main Campus
15444,2014-05-24,00:00,2014-05-24,00:00,Theft,Harding Hospital,Ohio State University-Main Campus
15437,2014-05-24,00:00,2014-05-24,00:00,Theft,Emergency Department,Ohio State University-Main Campus
15430,2014-05-23,00:00,2014-05-21,00:00,Theft,Harding Hospital,Ohio State University-Main Campus
15410,2014-05-21,00:00,2014-05-13,00:00,Theft,Doan Hall,Ohio State University-Main Campus
15399,2014-05-20,00:00,2014-05-20,00:00,Theft,UHE Emergency Dept.,Ohio State University-Main Campus
15374,2014-05-17,00:00,2014-05-16,00:00,Theft,UHE Tower,Ohio State University-Main Campus
15359,2014-05-15,00:00,2014-05-06,00:00,Theft,Harding Hospital,Ohio State University-Main Campus
15347,2014-05-14,00:00,2014-05-13,00:00,Theft,Ross Heart Hospital,Ohio State University-Main Campus
15341,2014-05-13,00:00,2014-05-13,00:00,Theft,Ross Heart Hospital,Ohio State University-Main Campus
15337,2014-05-13,00:00,2014-05-13,00:00,Theft,Doan Hall,Ohio State University-Main Campus
15336,2014-05-13,00:00,2014-05-11,00:00,Theft,Rhodes Hall,Ohio State University-Main Campus
15279,2014-05-06,00:00,2014-05-05,00:00,Theft,James Cancer Hospital,Ohio State University-Main Campus
15278,2014-05-06,00:00,2014-05-01,00:00,Theft,James Cancer Hospital,Ohio State University-Main Campus
15273,2014-05-05,00:00,2014-05-04,00:00,Theft,Rhodes Hall,Ohio State University-Main Campus
15262,2014-05-02,00:00,2014-05-02,00:00,Theft,Doan Hall,Ohio State University-Main Campus
15248,2014-05-01,00:00,2014-05-01,00:00,Theft,James Cancer Hospital,Ohio State University-Main Campus
15245,2014-05-01,00:00,2014-04-15,00:00,Theft,OSU Medical Center,Ohio State University-Main Campus
15229,2014-04-29,00:00,2014-04-29,00:00,Theft,UHE Tower 8,Ohio State University-Main Campus
15204,2014-04-25,00:00,2014-04-18,00:00,Theft,Ross Heart Hospital,Ohio State University-Main Campus
15202,2014-04-25,00:00,2014-04-25,00:00,Theft,Ross Heart Hospital,Ohio State University-Main Campus
15197,2014-04-25,00:00,2014-04-24,00:00,Theft,Ross Heart Hospital,Ohio State University-Main Campus
15191,2014-04-25,00:00,2014-04-24,00:00,Theft,Emergency Department,Ohio State University-Main Campus
15183,2014-04-24,00:00,2014-04-22,00:00,Theft,James Cancer Hospital,Ohio State University-Main Campus
15177,2014-04-23,00:00,2014-04-10,00:00,Theft,Doan Hall,Ohio State University-Main Campus
15156,2014-04-20,00:00,2014-04-20,00:00,Theft,Ross Heart Hospital,Ohio State University-Main Campus
15142,2014-04-17,00:00,2014-04-17,00:00,Theft,Doan Hall,Ohio State University-Main Campus
15133,2014-04-16,00:00,2014-04-15,00:00,Theft,Doan Hall,Ohio State University-Main Campus
15125,2014-04-15,00:00,2014-04-15,00:00,Theft,UHE Tower,Ohio State University-Main Campus
15122,2014-04-15,00:00,2014-04-15,00:00,Theft,Doan Hall,Ohio State University-Main Campus
15117,2014-04-15,00:00,2014-04-10,00:00,Theft,Rhodes Hall,Ohio State University-Main Campus
15115,2014-04-15,00:00,2014-04-13,00:00,Theft,Harding Hospital,Ohio State University-Main Campus
15084,2014-04-10,00:00,2014-04-08,00:00,Theft,James Cancer Hospital,Ohio State University-Main Campus
15078,2014-04-09,00:00,2014-04-09,00:00,Theft,Doan Hall,Ohio State University-Main Campus
15049,2014-04-05,00:00,2014-03-26,00:00,Theft,Davis Medical Center,Ohio State University-Main Campus
15041,2014-04-04,00:00,2014-04-04,00:00,Theft,Rhodes Hall,Ohio State University-Main Campus
15029,2014-04-03,00:00,2014-04-03,00:00,Theft,James Cancer Hospital,Ohio State University-Main Campus
15026,2014-04-02,00:00,2014-04-02,00:00,Theft,Rhodes Hall,Ohio State University-Main Campus
15008,2014-03-31,00:00,2014-03-22,00:00,Theft,Doan Hall,Ohio State University-Main Campus
15002,2014-03-30,00:00,2014-03-28,00:00,Theft,Emergency Department,Ohio State University-Main Campus
14991,2014-03-28,00:00,2014-03-28,00:00,Theft,Martha Morehouse Hospital,Ohio State University-Main Campus
14983,2014-03-27,00:00,2014-03-24,00:00,Theft,Eye and Ear Institute,Ohio State University-Main Campus
14973,2014-03-26,00:00,2014-03-24,00:00,Theft,Rhodes Hall,Ohio State University-Main Campus
14971,2014-03-26,00:00,2014-03-25,00:00,Theft,Doan Hall,Ohio State University-Main Campus
14958,2014-03-25,00:00,2014-03-18,00:00,Theft,660 Ackerman Rd,Ohio State University-Main Campus
14946,2014-03-24,00:00,2014-03-22,00:00,Theft,Harding Hospital,Ohio State University-Main Campus
14923,2014-03-21,00:00,2014-03-21,00:00,Theft,UHE Tower 10,Ohio State University-Main Campus
14921,2014-03-21,00:00,2014-03-26,00:00,Theft,UHE West 4 ICU,Ohio State University-Main Campus
14917,2014-03-20,00:00,2014-03-14,00:00,Theft,Emergency Department,Ohio State University-Main Campus
14889,2014-03-17,00:00,2014-03-02,00:00,Theft,Wexner Medical Center,Ohio State University-Main Campus
14882,2014-03-17,00:00,2014-03-16,00:00,Theft,UHE Emergency Dept.,Ohio State University-Main Campus
14879,2014-03-16,00:00,2014-03-16,00:00,Theft,Rhodes Hall,Ohio State University-Main Campus
14860,2014-03-14,00:00,2014-03-14,00:00,Theft,Harding Hospital,Ohio State University-Main Campus
14858,2014-03-14,00:00,2014-03-14,00:00,Theft,Ross Heart Hospital,Ohio State University-Main Campus
14842,2014-03-12,00:00,2014-03-10,00:00,Theft,Ross Heart Hospital,Ohio State University-Main Campus
14832,2014-03-11,00:00,2014-03-09,00:00,Theft,Rhodes Hall,Ohio State University-Main Campus
14793,2014-03-06,00:00,2014-03-06,00:00,Theft,Doan Hall,Ohio State University-Main Campus
14790,2014-03-05,00:00,2014-03-05,00:00,Theft,Doan Hall,Ohio State University-Main Campus
14750,2014-02-27,00:00,2014-02-24,00:00,Theft,Rhodes Hall,Ohio State University-Main Campus
14748,2014-02-27,00:00,2014-02-26,00:00,Theft,UHE Tower,Ohio State University-Main Campus
14695,2014-02-21,00:00,2014-02-21,00:00,Theft,UHE Tower,Ohio State University-Main Campus
14683,2014-02-20,00:00,2014-02-19,00:00,Theft,Talbot Hall,Ohio State University-Main Campus
14674,2014-02-19,00:00,2014-02-17,00:00,Theft,Ross Heart Hospital,Ohio State University-Main Campus
14657,2014-02-18,00:00,2014-02-18,00:00,Theft,Emergency Department,Ohio State University-Main Campus
14642,2014-02-17,00:00,2014-02-17,00:00,Theft,James Cancer Hospital,Ohio State University-Main Campus
14626,2014-02-15,00:00,2014-02-12,00:00,Theft,Doan Hall,Ohio State University-Main Campus
14584,2014-02-11,00:00,2014-02-11,00:00,Theft,Rhodes Hall,Ohio State University-Main Campus
14547,2014-02-07,00:00,2014-02-05,00:00,Theft,UHE Tower,Ohio State University-Main Campus
14517,2014-02-04,00:00,2014-02-03,00:00,Theft,Rhodes Hall,Ohio State University-Main Campus
14484,2014-01-30,00:00,2014-01-30,00:00,Theft,UHE Tower,Ohio State University-Main Campus
14474,2014-01-09,00:00,2014-01-09,00:00,Theft,James Cancer Hospital,Ohio State University-Main Campus
14474,2014-01-28,00:00,2014-01-27,00:00,Theft,Emergency Department,Ohio State University-Main Campus
14465,2014-01-27,00:00,2014-01-27,00:00,Theft,Ross Heart Hospital,Ohio State University-Main Campus
14463,2014-01-27,00:00,2014-01-25,00:00,Theft,UHE Tower,Ohio State University-Main Campus
14438,2014-01-25,00:00,2014-01-24,00:00,Theft,James Cancer Hospital,Ohio State University-Main Campus
14425,2014-01-23,00:00,2014-01-23,00:00,Theft,OSU Medical Center - UHE Tower Ground Kitchen,Ohio State University-Main Campus
14419,2014-01-23,00:00,2014-01-21,00:00,Theft,OSU Medical Center - Eye and Ear Institute,Ohio State University-Main Campus
14413,2014-01-22,00:00,2014-01-22,00:00,Theft,OSU Medical Center - The Ross,Ohio State University-Main Campus
14384,2014-01-19,00:00,2014-01-18,00:00,Theft,OSU Medical Center - Doan Hall,Ohio State University-Main Campus
14371,2014-01-17,00:00,2014-01-17,00:00,Theft,OSU Medical Center - Harding,Ohio State University-Main Campus
14343,2014-01-14,00:00,2014-01-14,00:00,Theft,OSU Medical Center - UH East Taylor Property,Ohio State University-Main Campus
14336,2014-01-14,00:00,2014-01-13,00:00,Theft,UHE Tower 3,Ohio State University-Main Campus
14325,2014-01-11,00:00,2014-01-11,00:00,Theft,James Cancer Hospital,Ohio State University-Main Campus
14316,2014-01-10,00:00,2014-01-10,00:00,Theft,Rhodes Hall,Ohio State University-Main Campus
14314,2014-01-10,00:00,2014-01-10,00:00,Theft,James Cancer Hospital,Ohio State University-Main Campus
14313,2014-01-10,00:00,2014-01-10,00:00,Theft,Rhodes Hall,Ohio State University-Main Campus
14308,2014-01-10,00:00,2014-01-10,00:00,Theft,Doan Hall,Ohio State University-Main Campus
14300,2014-01-09,00:00,2014-01-07,00:00,Theft,Eye and Ear Institute,Ohio State University-Main Campus
14277,2014-01-07,00:00,2014-01-01,00:00,Theft,Eye and Ear Institute,Ohio State University-Main Campus
14273,2014-01-07,00:00,2014-01-02,00:00,Theft,Eye and Ear Institute,Ohio State University-Main Campus
14264,2014-01-05,00:00,2014-01-03,00:00,Theft,Rhodes Hall,Ohio State University-Main Campus
14256,2014-01-04,00:00,2013-12-23,00:00,Theft,Rhodes Hall,Ohio State University-Main Campus
14057,2014-02-03,00:00,2014-01-30,00:00,Theft,Doan Hall,Ohio State University-Main Campus
14-5099,2014-12-31,18:02,2014-12-31,16:00,Fire,680 Ashtabula Ct,Ohio State University-Main Campus
14-5088,2014-12-30,18:16,2014-12-30,18:16,Possession of Drugs,Hospital Security,Ohio State University-Main Campus
14-5081,2014-12-30,NA,2014-12-29,NA,Criminal Damaging,Schottenstein Arena,Ohio State University-Main Campus
14-5080,2014-12-30,08:34,2014-12-30,08:34,Traffic Crash-Property Damage-Hit Skip,Fawcett Center,Ohio State University-Main Campus
14-5079,2014-12-30,08:02,2014-12-30,08:02,Traffic Crash-Property Damage-Hit Skip,Polo Field lots,Ohio State University-Main Campus
14-5078,2014-12-30,07:42,2014-12-29,18:30,Theft (From Auto),10th and Cannon Parking lot,Ohio State University-Main Campus
14-5077,2014-12-30,00:56,2014-12-30,00:56,Ill Aided,OSU Medical Center ED,Ohio State University-Main Campus
14-5076,2014-12-29,17:55,2014-12-28,18:00,Theft (From Auto),12th Ave Parking Garage,Ohio State University-Main Campus
14-5075,2014-12-29,17:10,2014-12-29,17:10,Failure to Comply With Order of Police Officer,Cannon and John Herrick Dr,Ohio State University-Main Campus
14-5074,2014-12-29,09:15,2014-12-29,09:15,Traffic Crash-Property Damage-Hit Skip,Gateway Garage,Ohio State University-Main Campus
14-5073,2014-12-29,07:00,2014-12-29,04:45,Assault,Rhodes Hall,Ohio State University-Main Campus
14-5070,2014-12-27,21:21,2014-12-27,15:30,Administrative Information,Rhodes Hall,Ohio State University-Main Campus
14-5067,2014-12-27,11:25,2014-12-27,10:58,Missing Person,OSU East,Ohio State University-Main Campus
14-5067,2014-12-27,17:04,2014-12-27,17:04,Supplement,OSU Med Center East,Ohio State University-Main Campus
14-5066,2014-12-26,20:33,2014-12-26,20:33,Ill Aided,Ohio Union,Ohio State University-Main Campus
14-5062,2014-12-26,NA,2014-12-26,16:57,Ill Aided,Wilce Student Health Center,Ohio State University-Main Campus
14-5059,2014-12-26,01:46,2014-12-26,01:46,Criminal Mischief,Harding Hospital,Ohio State University-Main Campus
14-5055,2014-12-24,07:47,2014-12-24,07:47,Property Impound,Blankenship Hall,Ohio State University-Main Campus
14-5054,2014-12-23,21:00,2014-12-17,21:00,Theft,Rhodes Hall,Ohio State University-Main Campus
14-5052,2014-12-23,17:22,2014-12-23,16:00,Theft (Of Bicycle),RPAC,Ohio State University-Main Campus
14-5050,2014-12-23,16:07,2014-12-23,16:07,Theft,Rhodes Hall,Ohio State University-Main Campus
14-5049,2014-12-23,12:18,2014-12-23,11:00,Theft,Main Library,Ohio State University-Main Campus
14-5048,2014-12-23,09:30,2014-12-23,09:30,Traffic Crash-Property Damage,Martha Morehouse Plaza Parking Lot,Ohio State University-Main Campus
14-5046,2014-12-23,09:38,2014-12-23,09:38,Traffic Crash-Property Damage,Martha Morehouse,Ohio State University-Main Campus
14-5042,2014-12-22,12:28,2014-12-22,12:28,Property Impound,Blankenship Hall,Ohio State University-Main Campus
14-5039,2014-12-22,10:05,2014-12-22,10:05,Drug Paraphernalia,Hospital East,Ohio State University-Main Campus
14-5035,2014-12-21,16:23,2014-12-21,09:45,Theft,James Cancer Tower,Ohio State University-Main Campus
14-5035,2014-12-25,15:51,2014-12-25,15:51,Supplement,James Cancer Tower,Ohio State University-Main Campus
14-5034,2014-12-21,08:36,2014-12-20,08:00,Theft,OSU East Medical Center,Ohio State University-Main Campus
14-5030,2014-12-20,10:53,2014-12-20,10:53,Theft (From Auto),Polo Field Lots,Ohio State University-Main Campus
14-5027,2014-12-20,09:00,2014-12-20,08:30,Robbery,Ramseyer Hall,Ohio State University-Main Campus
14-5027,2014-12-20,09:00,2014-12-20,08:30,Robbery,Ramseyer Hall,Ohio State University-Main Campus
14-5026,2014-12-19,18:28,2014-12-19,14:00,Traffic Crash-Property Damage-Hit Skip,South French Field House Lot,Ohio State University-Main Campus
14-5025,2014-12-19,16:17,2014-12-19,16:17,Traffic Crash-Property Damage,680 Ackerman,Ohio State University-Main Campus
14-5024,2014-12-19,13:30,2014-12-15,18:00,Theft (Of Bicycle),Lazenby Hall,Ohio State University-Main Campus
14-5023,2014-12-19,10:40,2014-12-18,13:00,Theft,Smith Laboratory,Ohio State University-Main Campus
14-5022,2014-12-19,09:39,2014-12-19,09:39,Assist Other Agency,Jones Tower,Ohio State University-Main Campus
14-5020,2014-12-19,09:39,2014-12-19,09:39,Traffic Crash-Property Damage,Jones Tower,Ohio State University-Main Campus
14-5019,2014-12-19,08:54,2014-12-18,18:00,Theft,McCorkle Aquatic Laboratory,Ohio State University-Main Campus
14-5018,2014-12-18,22:12,2014-12-18,13:00,Theft (Of Bicycle),Thompson Library,Ohio State University-Main Campus
14-5017,2014-12-18,21:24,2014-12-18,21:24,OVI,Page Hall,Ohio State University-Main Campus
14-5015,2014-12-18,20:47,2014-12-18,20:47,Criminal Trespass,Ross Heart Hospital,Ohio State University-Main Campus
14-5005,2014-12-18,09:02,1997-12-05,09:02,Deception to Obtain Dangerous Drug,Medical Information Management,Ohio State University-Main Campus
14-5004,2014-12-18,02:14,2014-12-18,02:14,Offenses Involving underage persons,Baker Hall West,Ohio State University-Main Campus
14-5001,2014-12-17,16:53,2014-12-17,16:53,Theft,Rhodes Hall,Ohio State University-Main Campus
14-5000,2014-12-17,18:25,2014-12-17,18:37,Criminal Trespass,Graves Hall,Ohio State University-Main Campus
14-4995,2014-12-17,16:53,2014-12-17,16:53,Assist Other Agency,Rhodes Hall,Ohio State University-Main Campus
14-4994,2014-12-17,16:07,2014-12-05,18:00,Theft,RPAC,Ohio State University-Main Campus
14-4993,2014-12-17,15:30,2014-12-17,15:30,Traffic Crash-Property Damage,12th Ave and High St,Ohio State University-Main Campus
14-4992,2014-12-17,11:46,2014-12-17,11:46,Possession of Drugs,Rhodes Hall,Ohio State University-Main Campus
14-4990,2014-12-17,10:14,2014-11-29,14:00,Theft,James Cancer Hospital,Ohio State University-Main Campus
14-4989,2014-12-16,23:12,2014-12-16,23:12,Possession of Drugs,Smith-Steeb Hall,Ohio State University-Main Campus
14-4987,2014-12-16,21:23,2014-12-16,21:23,Possession of Drugs,Taylor Tower,Ohio State University-Main Campus
14-4986,2014-12-16,17:28,2014-12-16,17:28,Theft,Scarlet Ribbon Gift Shop,Ohio State University-Main Campus
14-4984,2014-12-16,14:10,2014-12-16,14:00,Theft,Smith-Steeb Hall,Ohio State University-Main Campus
14-4979,2014-12-16,02:02,2014-12-05,00:01,Rape,Park-Stradley Hall,Ohio State University-Main Campus
14-4979,2014-12-16,02:02,2014-12-05,00:01,Rape,Park-Stradley Hall,Ohio State University-Main Campus
14-4977,2014-12-15,16:30,2014-12-15,16:30,Traffic Crash-Property Damage-Hit Skip,10th and Cannon Parking Lot,Ohio State University-Main Campus
14-4970,2014-12-14,20:31,2014-12-10,12:20,Theft,Thompson Library,Ohio State University-Main Campus
14-4969,2014-12-14,17:13,2014-12-14,00:30,Theft,Dreese Laboratory,Ohio State University-Main Campus
14-4968,2014-12-14,13:40,2014-12-14,03:20,Theft,Jones Tower,Ohio State University-Main Campus
14-4966,2014-12-13,23:48,2014-12-14,23:48,Disorderly Conduct,Gateway Building F North,Ohio State University-Main Campus
14-4964,2014-12-13,19:50,2014-12-13,19:15,Assault,395 W 12th Ave,Ohio State University-Main Campus
14-4964,2014-12-26,16:46,2014-12-26,16:46,Supplement,Blankenship Hall,Ohio State University-Main Campus
14-4963,2014-12-13,18:50,2014-12-10,07:00,Theft,OSU Hospital East,Ohio State University-Main Campus
14-4962,2014-12-13,03:05,2014-12-13,03:05,Offenses Involving underage persons,Morrison Tower,Ohio State University-Main Campus
14-4961,2014-12-12,NA,2014-12-12,NA,Drug Abuse,Smith-Steeb Hall,Ohio State University-Main Campus
14-4956,2014-12-12,13:56,2014-12-12,13:56,Traffic Crash-Property Damage,Buckeye Village,Ohio State University-Main Campus
14-4953,2014-12-12,11:06,2014-12-12,11:06,Disorderly Conduct,Bevis Hall,Ohio State University-Main Campus
14-4950,2014-12-12,11:12,2014-12-11,20:33,Telecommunications Harassment,Blankenship Hall,Ohio State University-Main Campus
14-4949,2014-12-12,09:44,2014-12-11,16:30,Criminal Damaging,Mathematics Tower,Ohio State University-Main Campus
14-4948,2014-12-12,06:54,2014-12-12,06:42,Missing Person,OSU Hospitals,Ohio State University-Main Campus
14-4947,2014-12-12,03:34,2014-12-12,03:34,Ill Aided,OSU Medical Center East,Ohio State University-Main Campus
14-4947,2014-12-15,06:32,2014-12-12,03:34,Supplement,OSU Medical Center East,Ohio State University-Main Campus
14-4946,2014-12-12,02:51,2014-12-12,02:51,OVI,Neil Ave/Neil Dr.,Ohio State University-Main Campus
14-4945,2014-12-12,01:14,2014-12-12,01:14,Assist Other Agency,14th/Pearl,Ohio State University-Main Campus
14-4944,2014-12-11,23:17,2014-12-11,23:17,Drug Paraphernalia,Park-Stradley Hall,Ohio State University-Main Campus
14-4943,2014-12-11,22:49,2014-12-11,21:05,Theft,RPAC,Ohio State University-Main Campus
14-4937,2014-12-11,19:20,2014-12-11,19:19,Ill Aided,RPAC,Ohio State University-Main Campus
14-4931,2014-12-11,NA,2014-12-11,15:55,Fire Working,The PAD,Ohio State University-Main Campus
14-4929,2014-12-11,11:28,2014-12-03,19:00,Theft,Care Point East,Ohio State University-Main Campus
14-4928,2014-12-11,10:01,2014-12-08,23:00,Theft,Ohio Union,Ohio State University-Main Campus
14-4927,2014-12-11,09:13,2014-12-08,13:45,Theft,Hughes Hall,Ohio State University-Main Campus
14-4925,2014-12-11,09:05,2014-12-11,06:30,Theft,Rhodes Hall,Ohio State University-Main Campus
14-4924,2014-12-11,08:47,2014-12-11,08:47,Theft,Mount Hall,Ohio State University-Main Campus
14-4923,2014-12-11,08:15,2014-12-11,06:30,Theft,OSU Hospitals,Ohio State University-Main Campus
14-4921,2014-12-10,23:12,2014-12-10,18:50,Traffic Crash-Property Damage-Hit Skip,12th Ave Parking Garage,Ohio State University-Main Campus
14-4921,2014-12-25,06:10,2014-12-10,18:50,Supplement,12th Ave Parking Garage,Ohio State University-Main Campus
14-4916,2014-12-10,14:18,2014-12-10,14:18,Administrative Information,Ohio Stadium,Ohio State University-Main Campus
14-4912,2014-12-10,10:34,2014-12-10,10:34,Criminal Simulation,Hospital East,Ohio State University-Main Campus
14-4912,2014-12-30,08:01,2014-12-30,08:01,Supplement,Blankenship Hall,Ohio State University-Main Campus
14-4906,2014-12-09,23:37,2014-12-09,23:37,Drug Paraphernalia,Scholars West,Ohio State University-Main Campus
14-4903,2014-12-09,15:46,2014-12-09,11:32,Traffic Crash-Property Damage-Hit Skip,French Field House,Ohio State University-Main Campus
14-4902,2014-12-09,14:52,2014-12-09,14:52,Theft,OSU Bookstore At The Ohio Union,Ohio State University-Main Campus
14-4900,2014-12-09,11:19,2014-12-09,11:19,Traffic Crash-Injury,Carmack 2,Ohio State University-Main Campus
14-4899,2014-12-09,10:58,2014-11-24,15:00,Theft (Of Auto),Sullivan Hall,Ohio State University-Main Campus
14-4897,2014-12-08,23:12,2014-12-08,22:30,Theft,RPAC,Ohio State University-Main Campus
14-4896,2014-12-08,23:12,2014-12-08,22:19,Theft,Worthington Building,Ohio State University-Main Campus
14-4894,2014-12-08,18:45,2014-12-08,18:40,Possession of Drugs,Baker Hall West,Ohio State University-Main Campus
14-4893,2014-12-08,16:19,2014-12-08,16:19,Administrative Information,Kennedy Commons,Ohio State University-Main Campus
14-4892,2014-12-08,15:02,2014-12-05,12:30,Criminal Damaging,Lane Avenue Parking Garage,Ohio State University-Main Campus
14-4891,2014-12-08,15:26,2014-12-06,20:00,Administrative Information,Hamilton Hall,Ohio State University-Main Campus
14-4890,2014-12-10,20:55,2014-12-08,14:52,Traffic Crash-Injury,12th/College,Ohio State University-Main Campus
14-4890,2014-12-10,20:55,2014-12-08,14:52,Traffic Crash-Injury,12th/College,Ohio State University-Main Campus
14-4890,2014-12-08,14:52,2014-12-08,14:52,Traffic Crash-Injury,12th/College,Ohio State University-Main Campus
14-4889,2014-12-08,14:05,2014-12-08,14:05,Traffic Crash-Property Damage,Paterson Hall,Ohio State University-Main Campus
14-4887,2014-12-08,08:42,2014-12-02,01:00,Theft,Hughes Hall,Ohio State University-Main Campus
14-4881,2014-12-07,14:54,2014-12-07,14:50,Attempted Theft,Ohio Union,Ohio State University-Main Campus
14-4880,2014-12-07,13:24,2014-12-07,13:24,Possessing Drug Abuse Instruments,Rhodes Hall,Ohio State University-Main Campus
14-4877,2014-12-07,00:41,2014-12-07,00:41,Assist Other Agency,Lane Ave and High St,Ohio State University-Main Campus
14-4876,2014-12-06,15:34,2014-12-06,15:20,Domestic Violence,Main Oval,Ohio State University-Main Campus
14-4876,2014-12-08,17:15,2014-12-08,17:15,Supplement,Blankenship Hall,Ohio State University-Main Campus
14-4875,2014-12-06,13:42,2014-12-06,13:42,Traffic Crash-Property Damage,12th and Cannon Dr,Ohio State University-Main Campus
14-4874,2014-12-06,13:21,2014-11-30,20:30,Criminal Damaging,Buckeye Village,Ohio State University-Main Campus
14-4873,2014-12-06,11:55,2014-12-06,01:00,Theft,Smith-Steeb Hall,Ohio State University-Main Campus
14-4862,2014-12-05,18:17,2014-12-05,16:15,Theft (Of Bicycle),RPAC,Ohio State University-Main Campus
14-4860,2014-12-05,12:10,2014-12-05,12:10,Administrative Information,Lincoln Tower,Ohio State University-Main Campus
14-4859,2014-12-05,12:00,2014-12-03,20:22,Disorderly Conduct,Celeste Laboratory,Ohio State University-Main Campus
14-4856,2014-12-05,09:06,2014-12-05,09:06,Traffic Crash-Property Damage-Hit Skip,Martha Morehouse,Ohio State University-Main Campus
14-4853,2014-12-05,03:00,2014-12-05,03:00,Offenses Involving underage persons,Morrill Tower,Ohio State University-Main Campus
14-4852,2014-12-05,01:14,2014-12-05,01:14,Traffic Crash-Property Damage,Lane Ave,Ohio State University-Main Campus
14-4850,2014-12-05,01:13,2014-12-04,19:15,Theft (From Auto),Ohio Union Parking Garage North,Ohio State University-Main Campus
14-4846,2014-12-04,17:46,2014-12-04,11:17,Theft (Of Bicycle),RPAC,Ohio State University-Main Campus
14-4844,2014-12-04,15:20,2014-12-04,15:00,Ill Aided,Wilce Student Health Center,Ohio State University-Main Campus
14-4843,2014-12-04,14:41,2014-12-03,23:00,Theft,Knowlton Hall,Ohio State University-Main Campus
14-4842,2014-12-04,14:14,2014-12-04,14:14,Menacing,OSU Hospital East,Ohio State University-Main Campus
14-4840,2014-12-04,13:25,2014-12-04,12:00,Theft,Main Library,Ohio State University-Main Campus
14-4833,2014-12-04,03:50,2014-12-01,06:30,Theft,Doan Hall,Ohio State University-Main Campus
