Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Medical Assist / Intoxication,2016-0705,2/6/16,223,2/6/16,223,University Hgts South 1,Closed; referred to UVM Medical Center ER via UVM Rescue & ACT 1 for Detox; report to CSES
Disorderly Conduct / Alcohol Offense,2016-0708,2/6/16,337,2/6/16,337,Tupper Hall,Closed; report to CSES
Fraud,2016-0711,2/6/16,1016,1/31/16,Unk,Austin,Open
Fire Alarm,2016-0714,2/6/16,1726,2/6/16,1726,McAuley,Closed
Suspicious Event,2016-0717,2/6/16,1932,2/6/16,1932,Given,Closed
Motor Vehicle Complaint,2016-0718,2/6/16,2052,2/6/16,2052,Gutterson,Closed
Fire Alarm,2016-0723,2/6/16,2225,2/6/16,2225,WDW,Closed
Blue Light Alarm,2016-0724,2/6/16,2242,2/6/16,2242,University Heights South 2,Closed
Trespass / Intoxication,2016-0728,2/7/16,123,2/7/16,123,Redstone Lofts,Closed; UVM Rescue transported to UVM MC for detox
Welfare Check,2016-0730,2/7/16,226,2/7/16,226,Johnson House,Closed
Medical Assist,2016-0734,2/7/16,1021,2/7/16,1021,McAuley Northside Dining,Closed; UVM Rescue transported to UVM MC
Drugs,2016-0736,2/7/16,1257,2/7/16,1257,Given Lot,Closed; Unable to locate
Elevator Alarm,2016-0737,2/7/16,1423,2/7/16,1423,Williams,Closed
Accident,2016-0738,2/7/16,1432,2/7/16,1432,Living and Learning Lot,Closed
Suspicious Person,2016-0746,2/8/16,200,2/8/16,200,Gutterson Garage,Closed
Property Damage,2016-0750,2/8/16,720,Unk,Unk,Ready,Closed
Theft of Service,2016-0756,2/8/16,1140,2/8/16,1140,Waterman Lot,Closed
Missing Person,2016-0759,2/8/16,1527,2/8/16,1527,Pomeroy,Closed
Fire Alarm,2016-0761,2/8/16,1628,2/8/16,1628,WDW,Closed
Vandalism,2016-0770,2/8/16,2035,2/7/16,2210-2212,Coolidge,Closed; Report to CSES
Drugs,2016-0771,2/8/16,2036,2/8/16,2036,University Heights South 2,Closed; Report to CSES
Drugs,2016-0773,2/8/16,2331,2/8/16,2331,Ready Lot,Closed; Unable to locate
Medical Assist,2016-0791,2/9/16,1142,2/9/16,1142,Gucciardi Fitness,Closed; UVM Rescue transported to UVM MC
Noise,2016-0802,2/9/16,2222,2/9/16,2222,Redstone Lofts,Closed; Verbal Warning
Medical Assist,2016-0804,2/10/16,139,2/10/16,139,Redstone Lofts,Closed; UVM Rescue transported to UVM MC
Citizen Assist,2016-0806,2/10/16,959,2/10/16,959,McAuley Hall,Closed
Drugs,2016-0811,2/10/16,1132,2/10/16,1132,Jeanne Mance,Closed; report to CSES
Medical Assist,2016-0813,2/10/16,1635,2/10/16,1635,Waterman,Closed; affiliate referred to UVM Medical Center ER via Burlington Rescue
Agency Assist,2016-0814,2/10/16,1645,2/10/16,1645,"Williston Rd, South Burlington",Closed; assist to South Burlington Police
Anonymous Late Reported Sexual Assault,2016-0815,2/10/16,1715,11/02-14/2015,Unk,Unknown UVM Campus Location,Closed; referred to Title IX coordinator
Parking Violation,2016-0827,2/11/16,130,2/11/16,130,Gutterson Outside,Closed
Agency Assist,2016-0828,2/11/16,758,2/11/16,758,"Newport, VT",Closed; Assist to Green Mountain Critical Incident Stress Management Team
Medical Assist,2016-0830,2/11/16,1019,2/11/16,1019,Mercy Hall Outside,Closed; referred to UVM Medical Center ER via UVM Rescue
Citizen Assist,2016-0833,2/11/16,1122,2/11/16,1122,UVM Police Services,Closed
Intrusion Alarm,2016-0834,2/11/16,1152,2/11/16,1152,UVM Farm Barn,Closed
Intrusion Alarm,2016-0836,2/11/16,1344,2/11/16,1344,"Tech Park, South Burlington",Closed
Medical Assist,2016-0839,2/11/16,1409,2/11/16,1409,UVM Visitors Center,Closed; referred to UVM Rescue
Motor Vehicle Alarm,2016-0854,2/12/16,704,2/12/16,704,Mercy Hall Parking Lot,Closed
Theft of Service,2016-0861,2/12/16,1032,2/12/16,1032,PFG Parking Garage,Closed; report to CSES
Agency Assist / 911 Hang Up,2016-0863,2/12/16,1039,2/12/16,1039,"Main St, Winooski",Closed; assist to Winooski Police
Accident - Property Damage,2016-0865,2/12/16,1326,2/12/16,1326,Living & Learning Loading Dock,Closed
Intrusion Alarm,2016-0871,2/12/16,2013,2/12/16,2013,460 S Prospect St,Closed
Fire Alarm,2016-0872,2/12/16,2013,2/12/16,2013,McAuley Hall,Closed
Drugs,2016-0878,2/12/16,2311,2/12/16,2311,McAuley Hall,Closed; report to CSES
Drugs,2016-0879,2/12/16,2315,2/12/16,2315,Living & Learning,Closed; unable to locate
Intoxication / Medical Assist,2016-0889,2/13/16,122,2/13/16,122,Davis Hall,Closed; referred to UVM Medical Center ER via UVM Rescue & ACT 1 for Detox; report to CSES
Traffic / DUI / Possession of Marijuana,2016-0894,2/13/16,411,2/13/16,411,Spear St / Williston Rd,Closed; non affiliate cited into Superior Court for DUI & Poss. of Marijuana
Intrusion Alarm,2016-0905,2/13/16,1341,2/13/16,1341,Waterman,Closed
Agency Assist,2016-0907,2/13/16,1434,2/13/16,1434,"20 George St, Winooski",Closed; Assist to WPD
Fire Alarm,2016-0915,2/13/16,1929,2/13/16,1929,Redstone Lofts,Closed
Suspicious Event,2016-0917,2/13/16,2124,2/13/16,2124,Simpson,Open
Intrusion Alarm,2016-0919,2/13/16,2150,2/13/16,2150,Fleming,Closed
Drugs,2016-0920,2/13/16,2227,2/13/16,2227,Simpson,Closed; Report to CSES
Vandalism,2016-0922,2/13/16,2247,Unk,Unk,Coolidge,Open
Intoxication,2016-0926,2/14/16,111,2/14/16,111,Mason,Closed; UVM Rescue transported to UVM MC and ACT 1
Blue Light Alarm / Sexual Assault,2016-0931,2/14/16,238,02/13-14/2016,Unk,Unknown,Open
Unsecure Premise,2016-0934,2/14/16,732,2/14/16,732,WDW,Closed
Fire Alarm,2016-0937,2/14/16,828,2/14/16,828,Perkins,Closed
Suspicious Person,2016-0941,2/14/16,1049,2/14/16,1049,Slade,Closed; Unable to locate
Elevator Alarm,2016-0951,2/14/16,1904,2/14/16,1904,Davis Center,Closed
Larceny,2016-0952,2/14/16,1941,2/14/16,1700-1900,Austin,Open
Vandalism,2016-0953,2/14/16,2127,Unk,Unk,Simpson,Open
Medical Assist / Intoxication,2016-0962,2/15/16,22,2/15/16,22,Patterson,Closed; UVM Rescue transported non affiliate to UVM MC
Agency Assist,2016-0964,2/15/16,800,2/15/16,800,"1727 Guptil Rd, Waterbury",Closed; Assist to Green Mountain Critical Incident Stress Management Team
Intrusion Alarm,2016-0966,2/15/16,1016,2/15/16,1016,460 S Prospect St,Closed
Intrusion Alarm,2016-0970,2/15/16,1222,2/15/16,1222,460 S Prospect St,Closed
Fire Alarm,2016-0971,2/15/16,1229,2/15/16,1229,WDW,Closed
Fire Alarm,2016-0973,2/15/16,1318,2/15/16,1318,Ice Rink,Closed
Fire Alarm,2016-0974,2/15/16,1343,2/15/16,1343,Living and Learning,Closed
Citizen Assist,2016-0979,2/15/16,1913,2/15/16,1913,Waterman,Closed
Fire Alarm,2016-0980,2/15/16,2029,2/15/16,2029,Hunt,Closed
911 Hang Up,2016-0981,2/15/16,2029,2/15/16,2029,Votey,Closed
Drugs / Agency Assist,2016-0982,2/15/16,2129,2/15/16,2129,Harris Millis,Closed; Assist to Res Life
Citizen Assist,2016-0983,2/15/16,2129,2/15/16,2129,Mercy,Closed
Drugs / Agency Assist,2016-0984,2/15/16,2133,2/15/16,2133,McAuley,Closed; Assist to Res Life
Fire Alarm,2016-0987,2/15/16,2242,2/15/16,2242,University Heights North 1,Closed
Unsecure Premise,2016-0997,2/16/16,53,2/16/16,53,WDW,Closed
Property Damage,2016-1000,2/16/16,820,02/12-16/2016,Unk,Wheeler Lot,Open
Larceny,2016-1003,2/16/16,1051,2/15/16,1400,Main Campus Construction Site,Open
Juvenile Problem,2016-1006,2/16/16,1449,2/16/16,1449,"36 Catamount Ln, Colchester",Closed
Drugs / Agency Assist,2016-1007,2/16/16,1505,2/16/16,1505,Converse,Closed
Blue Light Alarm,2016-1010,2/16/16,1802,2/16/16,1802,Terrill,Closed
Motorist Assist,2016-1011,2/16/16,1908,2/16/16,1908,Catamount Dr,Closed
Fire Alarm,2016-1012,2/16/16,2057,2/16/16,2057,WDW,Closed; Referred to CSES
Fire Alarm,2016-1015,2/16/16,2321,2/16/16,2321,McAuley,Closed
Intrusion Alarm,2016-1016,2/17/16,415,2/17/16,415,Training and Compliance,Closed
Stalking,2016-1021,2/17/16,1626,2/17/16,1626,Tupper,Closed
Intrusion Alarm,2016-1022,2/17/16,1810,2/17/16,1810,Southwick,Closed
Accident,2016-1024,2/17/16,1829,2/17/16,1829,Morrill Lot,Closed
Elevator Alarm,2016-1028,2/17/16,1928,2/17/16,1928,University Heights South 2,Closed
Suspicious Person,2016-1030,2/17/16,2208,2/17/16,2208,Catholic Center,Closed; Unable to locate
Suspicious Vehicle,2016-1032,2/17/16,2252,2/17/16,2252,Centennial Field,Closed; Unable to locate
Noise / Alcohol Offense,2016-1033,2/17/16,2305,2/17/16,2305,Mercy,Closed; Report to CSES
Medical Assist,2016-1038,2/18/16,938,2/18/16,938,Billings,Closed; non affiliate referred to UVM Medical Center via UVM Rescue
Alcohol Offense,2016-1042,2/18/16,1555,2/18/16,1515,University Hgts South 2,Closed; Report to CSES
Medical Assist,2016-1043,2/18/16,1607,2/18/16,1607,Patterson Hall,Closed; affiliate referred to UVM Medical Center Via UVM Rescue
Accident - Leaving the Scene,2016-1044,2/18/16,1618,2/18/16,1618,Votey Parking Lot,Closed; report to CSES
Accident - Property Damage / Agency Assist,2016-1045,2/18/16,1635,2/18/16,1635,Colchester Ave / Mansfield Ave,Closed
Unsecured Premise,2016-1053,2/18/16,2234,2/18/16,2234,Carrigan Dr Construction Area,Closed
Fire Alarm,2016-1058,2/19/16,1021,2/19/16,1021,Farrell Hall,Closed
Citizen Assist,2016-1059,2/19/16,1034,2/19/16,1034,Given,Closed
Agency Assist,2016-1060,2/19/16,1205,2/19/16,1205,"North St, Winooski",Closed; assist to Winooski Police
Fire Alarm,2016-1063,2/19/16,1628,2/19/16,1628,Trinity Campus Cottage 256,Closed
Intrusion Alarm,2016-1065,2/19/16,1758,2/19/16,1758,Southwick,Closed
Medical Assist,2016-1067,2/19/16,1907,2/19/16,1907,Patterson Hall,Closed; affiliate referred to UVM Medical Center via UVM Rescue
Drugs,2016-1068,2/19/16,1925,2/19/16,1925,Living & Learning,Closed; non substantiated
Alcohol Offense,2016-1069,2/19/16,1951,2/19/16,1951,Christie Wright Patterson Parking Lot,Closed; report to CSES
Intrusion Alarm,2016-1070,2/19/16,2009,2/19/16,2009,460 S Prospect St,Closed
Alcohol Offense,2016-1071,2/19/16,2015,2/19/16,2015,Gutterson Ice Rink,Closed
Intrusion Alarm,2016-1072,2/19/16,2043,2/19/16,2043,460 S Prospect St,Closed
Citizen Assist,2016-1075,2/19/16,2138,2/19/16,2138,Harris Millis,Closed
Noise,2016-1080,2/19/16,2200,2/19/16,2200,Coolidge Hall,Closed; noise warning issued
Drugs / Alcohol Offense,2016-1082,2/19/16,2207,2/19/16,2207,Coolidge Hall,Closed; report to CSES
Alcohol Offense,2016-1086,2/19/16,2244,2/19/16,2244,Simpson Hall,Closed; report to CSES
Intrusion Alarm,2016-1087,2/19/16,2253,2/19/16,2253,460 S Prospect St,Closed
Suspicious Event,2016-1088,2/19/16,2307,2/19/16,2307,University Hgts  / Main St,Closed
Agency Assist,2016-1090,2/19/16,2344,2/19/16,2344,Aiken Forestry Sciences Outside,Closed; assist to South Burlington Police
Citizen Assist,2016-1091,2/19/16,2353,2/19/16,2353,McAuley Hall,Closed
Drugs,2016-1092,2/20/16,12,2/20/16,12,Living & Learning,Closed; non substantiated
Alcohol Offense,2016-1094,2/20/16,136,2/20/16,136,Jeanne Mance,Closed; report to CSES
Intrusion Alarm,2016-1096,2/20/16,552,2/20/16,552,Englesby House,Closed
Vandalism,2016-1098,2/20/16,809,Unk,Unk,Living & Learning,Open incident
Fire Alarm / University Policy Violation,2016-1101,2/20/16,836,2/20/16,836,Wright Hall,Closed; report to CSES
Larceny,2016-1111,2/20/16,1428,2/9/16,1600-1700,Bailey Howe Library,Open incident
911 Hang Up,2016-1114,2/20/16,1527,2/20/16,1527,University Pl,Closed; unfounded
Drugs,2016-1116,2/20/16,1602,2/20/16,1602,Simpson Hall,Closed; referred to UVM Residential Life
Fire Alarm,2016-1118,2/20/16,1859,2/20/16,1859,UVM Outing Club,Closed
Alcohol Offense,2016-1123,2/20/16,2205,2/20/16,2205,Coolidge Hall,Closed; report to CSES
Alcohol Offense,2016-1124,2/20/16,2217,2/20/16,2217,Redstone Lofts Parking Lot,Closed; report to CSES
Medical Assist,2016-1131,2/21/16,19,2/21/16,19,Wing Davis Wilks,Closed; referred to UVM Medical Center ER via UVM Rescue
Noise,2016-1133,2/21/16,43,2/21/16,43,Redstone Lofts,Closed; noise warning issued
Welfare Check,2016-1138,2/21/16,353,2/21/16,353,McAuley Hall,Closed; affiliate located
Fire Alarm,2016-1139,2/21/16,449,2/21/16,449,Jeanne Mance,Closed
Trespass / Vandalism / Alcohol Offense,2016-1148,2/21/16,1210,2/21/16,230,Coolidge,Closed; Report to CSES
Medical Assist,2016-1155,2/21/16,1913,2/21/16,1913,PFG,Closed; UVM Rescue transported to UVM MC
Fire Alarm,2016-1157,2/21/16,2002,2/21/16,2002,MSH,Closed
Vandalism,2016-1165,2/21/16,2320,Unk,Unk,Mason,Open
Medical Assist,2016-1166,2/21/16,2324,2/21/16,2324,Coolidge,Closed; UVM Rescue transported to UVM MC
Suspicious Person,2016-1172,2/22/16,539,2/22/16,539,Billings,Closed; Unable to locate
Medical Assist,2016-1175,2/22/16,806,2/22/16,806,University Heights South 2,Closed; UVM Rescue transported to UVM MC
Vandalism,2016-1176,2/22/16,839,Unk,Unk,Old Mill,Open
Vandalism,2016-1178,2/22/16,1013,Unk,Unk,Davis Center,Open
Fire Alarm,2016-1179,2/22/16,1122,2/22/16,1122,Wright,Closed
Violation of Court Order,2016-1182,2/22/16,1501,2/21/16,0830-0900,UHC,Closed; Cited into Court
Larceny,2016-1183,2/22/16,1517,02/12-22/2016,Unk,Redstone Lofts Bike Rack,Closed; unfounded
Suspicious Event,2016-1194,2/22/16,2227,2/22/16,2227,Main Green,Closed
Agency Assist / Drugs,2016-1204,2/23/16,854,2/23/16,854,284 East Ave,Open
Drugs,2016-1210,2/23/16,1027,2/23/16,1027,Mason,Closed
Agency Assist,2016-1216,2/23/16,1345,2/23/16,1345,Williams,Closed; Assist to CCSD
Elevator Alarm,2016-1220,2/23/16,2057,2/23/16,2057,University Heights South 2,Closed
Motorist Assist,2016-1221,2/23/16,2244,2/23/16,2244,University Heights Lot,Closed
Drugs,2016-1222,2/23/16,2247,2/23/16,2247,Converse,Closed; Not Substantiated
Larceny Motor Vehicle,2016-1228,2/24/16,956,02/23-24/2016,2300-0920,500 S Prospect St Lot,Open
Fraud,2016-1230,2/24/16,1106,Feb-16,Unk,Hills Building,Open incident
Intrusion Alarm,2016-1234,2/24/16,1756,2/24/16,1756,Southwick,Closed
Intrusion Alarm,2016-1236,2/24/16,1901,2/24/16,1901,Waterman,Closed
Fire Alarm,2016-1237,2/24/16,2145,2/24/16,2145,Living and Learning,Closed
Agency Assist,2016-1240,2/24/16,2353,2/24/16,2353,155 Dorset St,Closed; Assist to SBPD
Agency Assist,2016-1241,2/25/16,39,2/25/16,39,284 East Ave,Closed; Assist to BPD
Fire Alarm,2016-1243,2/25/16,227,2/25/16,227,WDW,Closed
Fire Alarm,2016-1245,2/25/16,959,2/25/16,959,Farrell Hall,Closed
Blue Light Alarm,2016-1246,2/25/16,1034,2/25/16,1034,Fleming Outside,Closed
Disorderly Conduct,2016-1248,2/25/16,1311,2/23/16,Unk,PFG,Closed
Suspicious Event,2016-1251,2/25/16,1524,2/25/16,1500,Kalkin Outside,Closed; non substantiated
Larceny,2016-1252,2/25/16,1528,2/13/16,1400,Bailey Howe,Open incident
Intrusion Alarm,2016-1256,2/25/16,1757,2/25/16,1757,Southwick,Closed
Citizen Assist,2016-1263,2/25/16,2044,2/25/16,2044,UVM Police Services,Closed
Suspicious Activity,2016-1264,2/25/16,2153,2/25/16,2153,Bio Research,Closed
Property Damage,2016-1269,2/25/16,2320,2/25/16,2320,East Ave / Carrigan Dr,Closed
Fire Alarm / Drugs,2016-1270,2/25/16,2324,2/25/16,2324,Coolidge Hall,Closed; report to CSES
Intrusion Alarm,2016-1271,2/25/16,2346,2/25/16,2346,Southwick,Closed
Fire Alarm / Alcohol Offense / Drugs,2016-1272,2/26/16,13,2/26/16,13,McAuley Hall,Closed; report to CSES
Medical Assist,2016-1273,2/26/16,48,2/26/16,48,UVM Police Services,Closed; referred to UVM Medical Center ER via UVM Rescue
Agency Assist,2016-1274,2/26/16,54,2/26/16,54,Davis Hall,Closed; assist to Burlington Police
Property Damage,2016-1275,2/26/16,152,2/26/16,152,Centennial Field Grounds Area,Closed
Arrest on Warrant,2016-1276,2/26/16,230,2/26/16,230,UVM Police Services,Closed; non affiliate lodged at corrections on an arrest warrant.
Drugs,2016-1283,2/26/16,1204,2/26/16,1204,Living & Learning,Closed; non substantiated
Agency Assist,2016-1287,2/26/16,1939,2/26/16,1939,University Pl / Main St,Closed
Welfare Check / Intoxication,2016-1298,2/26/16,2336,2/26/16,2336,University Hgts North 1,Closed; affiliate located and referred to UVM Medical Center Crisis Services; report to CSES
Fire Alarm,2016-1299,2/26/16,2346,2/26/16,2346,University Hgts South 1,Closed
Ordinance Violation / Alcohol Offense,2016-1301,2/27/16,28,2/27/16,28,Main St @ Davis Center Outside,Closed
Alcohol / Drug Offense,2016-1303,2/27/16,42,2/27/16,42,Simpson Hall,Closed; report to CSES
Suspicious Behavior / Alcohol Offense,2016-1305,2/27/16,102,2/27/16,102,UVM Medical Center Outside,Closed; alcohol tickets issued & report to CSES
Medical Assist / Intoxication,2016-1307,2/27/16,128,2/27/16,128,Harris Hall,"Closed; referred to UVM Medical Center ER via UVM Rescue, ACT 1, & Corrections for Detox; report to CSES"
Intoxication,2016-1308,2/27/16,222,2/27/16,222,Main St / S Prospect St,Closed; affiliate referred to ACT 1 for detox; report to CSES
Medical Assist / Alcohol Offense,2016-1311,2/27/16,328,2/27/16,328,Davis Hall,Closed; affiliate referred to UVM Rescue; report to CSES
Vandalism,2016-1317,2/27/16,950,Unk,Unk,Living & Learning,Open incident
Intrusion Alarm,2016-1319,2/27/16,1145,2/27/16,1145,Fleming,Closed
Medical Assist,2016-1321,2/27/16,1233,2/27/16,1233,Living & Learning,Closed; affiliate referred to UVM Medical Center via UVM Rescue
Intrusion Alarm,2016-1322,2/27/16,1335,2/27/16,1335,460 S Prospect St,Closed
Citizen Assist,2016-1325,2/27/16,1740,2/27/16,1740,Rowell Hall,Closed
Vandalism,2016-1327,2/27/16,1917,Unk,Unk,Simpson Hall,Open incident
Traffic / DUI,2016-1334,2/27/16,2336,2/27/16,2336,University Pl / Colchester Ave,Closed; unfounded
Unsecured Premise,2016-1336,2/28/16,104,2/28/16,104,Wilks Hall,Closed
Suspicious Behavior / Alcohol Offense,2016-1339,2/28/16,200,2/28/16,200,Main St @ Allen House Outside,Closed; non affiliate issued alcohol ticket
Drugs,2016-1341,2/28/16,215,2/28/16,215,Jeanne Mance Hall,Closed; report to CSES
Disorderly Conduct / Alcohol Offense,2016-1343,2/28/16,223,2/28/16,223,S Prospect St / Main St,Closed; alcohol ticket issued & report to CSES
Alcohol Offense,2016-1345,2/28/16,316,2/28/16,316,S Prospect St @ Nicholson House Outside,Closed; report to CSES
Traffic / DUI,2016-1346,2/28/16,336,2/28/16,336,Colchester Ave / University Rd,Closed; subject cited into court for DUI
Citizen Assist,2016-1350,2/28/16,1124,2/27/16,Unk,Dana Medical Library,Closed
Larceny Bicycle,2016-1356,2/28/16,2233,02/26-27/2016,Unk,Redstone Apts,Open
Lewd and Lascivious Conduct,2016-1360,2/29/16,17,2/28/16,2015,Living and Learning,Open
Fire Alarm,2016-1362,2/29/16,706,2/29/16,706,Redstone Lofts,Closed
Theft of Service,2016-1363,2/29/16,836,2/29/16,836,University Heights Lot,Closed
Medical Assist,2016-1367,2/29/16,2216,2/29/16,2216,Patrick Gym,Closed; UVM Rescue transported to UVM MC
Medical Assist / Intoxication,2016-1371,2/29/16,2359,2/29/16,2359,Hamilton,Closed; UVM Rescue transported to UVM MC
