Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Agency Assist,2014-8696,11/10/14,1712,11/10/14,1712,32 Mallets Bay Ave Burlington,Closed
Agency Assist,2014-8697,11/10/14,1724,11/10/14,1724,Wright,Closed
Noise,2014-8699,11/10/14,2132,11/10/14,2132,Converse,Closed
Intrusion Alarm,2014-8703,11/11/14,814,11/11/14,814,466 S Prospect St,Closed
Citizen Assist,2014-8706,11/11/14,857,11/7/14,Unknown,Waterman Parking Lot,Closed
Vandalism Graffiti,2014-8708,11/11/14,930,11/11/14,930,Chittenden,Closed
Agency Assist,2014-8709,11/11/14,945,11/11/14,945,Harris  Millis  West Side,Closed
Alcohol Offense,2014-8711,11/11/14,1003,11/11/14,1003,12 Weston St Burlington,Closed 6 subjects cited into district court  for furnishing to minors
Vandalism Graffiti,2014-8712,11/11/14,1010,11/11/14,1010,Wheeler House,Closed
Vandalism,2014-8719,11/11/14,1411,11/7/14,Unknown,Mercy Hall,Closed
Medical,2014-8720,11/11/14,1422,11/11/14,1422,PFG Garage,Closed subject referred to FAHC
Suspicious Behavior,2014-8721,11/11/14,1609,11/11/14,1609,Bailey Howe,Closed unfounded
Drugs Unfounded,2014-8724,11/11/14,1718,11/11/14,1718,Ampitheatre,Closed Unfounded
Intrusion Alarm,2014-8726,11/11/14,1903,11/11/14,1903,Fleming,Closed
Intrusion Alarm,2014-8738,11/12/14,841,11/12/14,841,Living and Learning,Closed
Larceny,2014-8739,11/12/14,858,Unknown,Unknown,Harris Millis and Tupper Parking lot,Open
Motor Vehicle Complaint,2014-8740,11/12/14,910,11/12/14,910,Pomeroy Lot,Closed
Suspicious Event,2014-8741,11/12/14,928,11/12/14,928,PFG Garage,Closed
Larceny,2014-8748,11/12/14,1132,11/12/14,1132,UHC,Closed
Blue Light Alarm,2014-8756,11/12/14,1433,11/12/14,1433,Billings,Closed
Suspicious Behavior,2014-8760,11/12/14,1630,11/12/14,1630,Davis Center,Closed
Suspicious Behavior,2014-8761,11/12/14,1637,11/12/14,1637,Slade Hall,Closed
Vandalism,2014-8764,11/12/14,2313,11/12/14,2313,Buckham,Open
Larceny,2014-8769,11/13/14,220,11/13/14,220,Wills,Open
Vandalism - Graffiti,2014-8777,11/13/14,802,Unk,Unk,Bailey Howe,Open incident
Vandalism,2014-8783,11/13/14,1018,Unk,Unk,Marsh Austin Tupper,Open incident
Agency Assist,2014-8786,11/13/14,1108,11/13/14,1108,Maple St / S Champlain St,Closed
Medical Assist,2014-8788,11/13/14,1118,11/13/14,1118,Rowell Hall,Closed; referred to UVM Rescue
Intrusion Alarm,2014-8789,11/13/14,1306,11/13/14,1306,University Health Center,Closed
Agency Assist,2014-8795,11/13/14,1501,11/13/14,1501,196 College St,Closed
Traffic / Driving While Suspended,2014-8796,11/13/14,1522,11/13/14,1522,"Quarry Hill Rd, S. Burlington",Closed; subject cited for Driving While Suspended and possession of stolen property
Intrusion Alarm,2014-8797,11/13/14,1558,11/13/14,1558,University Health Center,Closed
Medical Assist,2014-8799,11/13/14,1842,11/13/14,1842,PFG,Closed; referred to UVM Rescue
Blue Light Alarm,2014-8803,11/14/14,48,11/14/14,48,Cook,Closed
Intrusion Alarm,2014-8810,11/14/14,735,11/14/14,735,Fleming,Closed
Citizen Assist,2014-8811,11/14/14,800,11/14/14,800,Lafayette,Closed
Animal Problem,2014-8813,11/14/14,1059,11/14/14,1059,Morrill Hall,Closed
Larceny,2014-8816,11/14/14,1459,11/14/14,Unk,Given,Open incident
Vandalism,2014-8818,11/14/14,1606,Unk,Unk,North 2,Open incident
Fire Alarm,2014-8823,11/14/14,1827,11/14/14,1827,Trinity Cottages,Closed
Medical Assist,2014-8825,11/14/14,1928,11/14/14,1928,South 2,Closed; referred to UVM Rescue
Suspicious Event,2014-8832,11/14/14,2232,11/14/14,2232,North 3,Closed
Fire Alarm / Vandalism,2014-8833,11/14/14,2302,11/14/14,2302,McAuley Hall,Open incident
Noise,2014-8834,11/14/14,2343,11/14/14,2343,Redstone Apts,Closed; unfounded
Intoxication,2014-8835,11/14/14,2356,11/14/14,2356,McAuley Hall,Closed; referred to ACT 1 & Corrections for Detox; report to CSES
Agency Assist / Intoxication,2014-8837,11/15/14,7,11/15/14,7,326 Quarry Hill Rd,Closed; referred to ACT 1 & Corrections for Detox; report to CSES
Disturbance,2014-8838,11/15/14,104,11/15/14,104,Simpson Hall,Closed
Intoxication,2014-8839,11/15/14,137,11/15/14,137,Mercy Hall,Closed; referred to ACT 1 for Detox; report to CSES
Alcohol Offense,2014-8840,11/15/14,150,11/15/14,150,Millis Hall,Closed; report to CSES
Welfare Check,2014-8843,11/15/14,839,11/15/14,839,Chittenden Hall,Closed; subject located
Blue Light Alarm,2014-8846,11/15/14,1423,11/15/14,1423,Billings,Closed
Blue Light Alarm,2014-8848,11/15/14,1426,11/15/14,1426,Bailey Howe,Closed
Agency Assist,2014-8852,11/15/14,1500,11/15/14,1500,196 College St,Closed
Larceny,2014-8855,11/15/14,1752,11/15/14,1742-1747,Bailey Howe,Open incident
Intoxication / Medical Assist,2014-8856,11/15/14,1944,11/15/14,1944,Davis Center,"Closed; referred to UVM Rescue, Medical Center ER, & ACT 1 for Detox; report to CSES"
Fire,2014-8858,11/15/14,2024,11/15/14,2024,Patterson Hall Outside,Closed
Larceny,2014-8859,11/15/14,2215,Unk,Unk,Davis Hall,Open incident
Suspicious Event,2014-8860,11/15/14,2231,11/15/14,2231,Redstone Lofts,Closed
Intoxication / Medical Assist,2014-8864,11/16/14,6,11/16/14,6,Tupper Hall,"Closed; referred to UVM Rescue, Medical Center ER,  ACT 1 & Corrections for Detox; report to CSES"
Noise,2014-8865,11/16/14,18,11/16/14,18,Main St / University Pl,Closed
Drugs,2014-8866,11/16/14,25,11/16/14,25,Tupper Hall,Closed; report to CSES
Alcohol Offense,2014-8868,11/16/14,54,11/16/14,54,Tupper Hall,Closed; referred to UVM Rescue; report to CSES
Blue Light Alarm,2014-8870,11/16/14,114,11/16/14,114,UVM Main Green,Closed
Disorderly Conduct,2014-8871,11/16/14,138,11/16/14,138,Wills Hall,Closed; report to CSES
Larceny,2014-8875,11/16/14,1137,Unk,Unk,Wills,Open
Fire,2014-8876,11/16/14,1309,11/16/14,1309,Wing Davis Wilks,Closed
Fire Alarm,2014-8878,11/16/14,1324,11/16/14,1324,University Heights South 1,Closed
Larceny,2014-8879,11/16/14,1623,11/16/14,1615,Davis Center,Closed; Subj cited into court for Petit Larceny
Larceny,2014-8880,11/16/14,1950,11/16/14,Unk,PFG,Open
Vandalism,2014-8881,11/16/14,2157,Unk,Unk,Harris,Open
MV Complaint,2014-8884,11/17/14,711,11/17/14,711,I89 SB / Exit 15,Closed
Agency Assist,2014-8891,11/17/14,1024,11/17/14,1024,566 Hercules Dr  Colchester,Closed
Burglary,2014-8896,11/17/14,1128,11/16/14,220,Waterman,Open
Theft of Service,2014-8899,11/17/14,1454,11/17/14,1454,Votey,Closed
Drugs Unfounded,2014-8902,11/17/14,1632,11/17/14,1632,U Hgts S1,Closed unfounded
Agency Assist,2014-8903,11/17/14,1705,11/17/14,1705,32 Mallets Bay Ave,Closed
Citizen Assist,2014-8904,11/17/14,2031,11/17/14,2031,Votey,Closed
Citizen Assist,2014-8906,11/17/14,2148,11/17/14,2148,Harris,Closed
Medical,2014-8907,11/18/14,29,11/18/14,29,U Hgts S2,Closed referred to UVM Med Ctr
Theft of Service,2014-8919,11/18/14,755,11/18/14,755,MAT,Closed report to CSES
Vandalism Graffiti,2014-8923,11/18/14,1023,11/18/14,1023,McCann,Closed
Accident,2014-8927,11/18/14,1437,11/18/14,Unknown,Waterman Lot,Closed
Drug Possession,2014-8930,11/18/14,2306,11/18/14,2306,Harris,Closed drugs confiscated report to CSES
Open Door,2014-8915,11/18/14,608,11/18/14,608,Royal Tyler Theatre,Closed
Theft of Service,2014-8919,11/18/14,755,11/18/14,755,MAT Parking Lot,Closed report to CSES
Vandalism Graffiti,2014-8923,11/18/14,1023,Unknown,Unknown,McCann,Closed
Accident,2014-8927,11/18/14,1437,11/18/14,Unknown,Waterman Lot,Closed
Drug Possession,2014-8930,11/18/14,2306,11/18/14,2306,Harris,Closed drugs confiscated report to CSES
Vandalism,2014-8939,11/19/14,831,11/1/14,139,Chittenden,Open
Suspicious Event,2014-8942,11/19/14,1120,11/19/14,1120,U Hgts Parking Lot,Closed
Larceny,2014-8944,11/19/14,1156,11/8/14,Unknown,Jeanne Mance,Open
Citizen Assist,2014-8946,11/19/14,1258,11/19/14,1258,Bailey Howe,Closed
Suspicious Behavior,2014-8954,11/19/14,1728,11/19/14,1728,John Dewey Lot,Closed Gone on arrival
Animal Problem,2014-8955,11/19/14,1740,11/19/14,1740,East Commuter Lot,Closed
Intrusion Alarm,2014-8957,11/19/14,2305,11/19/14,2305,460 S Prospect St,Closed
Intoxication,2014-8959,11/19/14,2339,11/19/14,2339,McCann,Closed referred to UVM Medical Center  report to CSES
Motorist Assist,2014-8960,11/20/14,15,11/20/14,15,Royal Tyler Theatre,Closed
Intrusion Alarm,2014-8961,11/20/14,50,11/20/14,50,460 S Prospect St,Closed
Vandalism,2014-8968,11/20/14,843,11/20/14,843,CBW,Closed
Anonymous Sexual Assault,2014-8970,11/19/14,1613,Unknown,Unknown,Main Campus / Unknown Location,Closed
Theft of Service,2014-8978,11/20/14,1140,11/20/14,1140,Jeffords Parking Lot,Closed
Simple Assault,2014-8981,11/20/14,1233,11/12/14,Unknown,Main Campus,Open
Fire Alarm,2014-8982,11/20/14,1722,11/20/14,1722,Cottages,Closed
Elevator Alarm,2014-8994,11/20/14,2215,11/20/14,2215,U Hgts S1,Closed
Drug  Possession,2014-8996,11/20/14,2233,11/20/14,2233,Main St / University Terr,Closed ticket issued for marijuana possession
Agency Assist,2014-9001,11/21/14,206,11/21/14,206,Williston Rd / Dorset St,Closed
Drug Possession / Larceny,2014-9002,11/21/14,334,11/21/14,334,McAuley,Open
Intrusion Alarm,2014-9004,11/21/14,835,11/21/14,835,Fleming,Closed
Vandalism Graffiti,2014-9005,11/21/14,844,Unk,Unk,Wills,Open
Fire Alarm,2014-9006,11/21/14,852,11/21/14,852,University Heights South 1,Closed
Suspicious Person,2014-9008,11/21/14,1014,11/21/14,1014,Main Green,Closed
Accident,2014-9009,11/21/14,1022,11/21/14,0545-1030,University Heights North 1,Open
Vandalism Graffiti,2014-9010,11/21/14,1027,Unk,Unk,Mercy,Closed
Medical,2014-9016,11/21/14,1258,11/21/14,1258,Mercy,Closed
Citizen Assist,2014-9018,11/21/14,1505,11/21/14,1505,Living and Learning,Closed
Fire Alarm,2014-9020,11/21/14,1619,11/21/14,1619,Mercy,Closed
Fire Alarm,2014-9023,11/21/14,1754,11/21/14,1754,Harris Millis,Closed
Fire Alarm,2014-9027,11/21/14,1912,11/21/14,1912,University Heights South 1,Closed
Drugs,2014-9032,11/21/14,2012,11/21/14,2012,Colchester Ave / East Ave,Closed; Subject lodged for Felony Poss of Marijuana
Drugs,2014-9034,11/21/14,2131,11/21/14,2131,Wright,Closed
Drugs,2014-9036,11/21/14,2154,11/21/14,2154,University Heights North 2,Closed; Report to CSES
Fire Alarm,2014-9041,11/22/14,4,11/22/14,4,500 S Prospect St,Closed
Traffic / Drugs,2014-9042,11/22/14,130,11/22/14,130,237 S Willard St,Closed; Ticket issued for Poss of Marijuana
Citizen Assist,2014-9045,11/22/14,833,11/22/14,833,Terrill,Closed
Fire Alarm,2014-9046,11/22/14,851,11/22/14,851,CBW,Closed
Intrusion Alarm,2014-9049,11/22/14,941,11/22/14,941,460 S Prospect St,Closed
Intrusion Alarm,2014-9050,11/22/14,1137,11/22/14,1137,460 S Prospect St,Closed
Drugs,2014-9051,11/22/14,1317,11/22/14,1317,University Heights North 2,Closed
Fire Alarm,2014-9052,11/22/14,1933,11/22/14,1933,Living and Learning,Closed
Blue Light Alarm,2014-9062,11/23/14,229,11/23/14,229,Jacob's House,Closed
Elevator Emergency,2014-9064,11/23/14,1029,11/23/14,1029,Harris Hall,Closed
Vandalism - Graffiti,2014-9065,11/23/14,1150,Unk,Unk,Angell Hall,Open incident
Property Damage,2014-9073,11/23/14,2319,11/23/14,2319,Kalkin Hall,Closed
Fire Alarm,2014-9076,11/24/14,735,11/24/14,735,Redstone Apts,Closed
Elevator Alarm,2014-9081,11/24/14,951,11/24/14,951,HSRF,Closed
Vandalism,2014-9084,11/24/14,1044,Unknown,Unknown,Chittenden,Closed
Fire Alarm,2014-9089,11/24/14,1506,11/24/14,1506,Waterman,Closed
Welfare Check,2014-9091,11/24/14,1608,11/24/14,1608,Living and Learning,Closed
Agency Assist,2014-9097,11/24/14,2331,11/24/14,2331,North St / North Ave Burlington,Closed
Agency Assist,2014-9098,11/25/14,12,11/25/14,12,Jeanne Mance,Closed
Vandalism,2014-9101,11/25/14,810,11/24/2014 to 11/25/2014,Unknown,Votey,Open
Motor Vehicle Assist,2014-9102,11/25/14,831,11/25/14,831,Main St / Morrill Hall Burlington,Closed
Intrusion Alarm,2014-9108,11/25/14,1024,1125/2014,1024,Waterman,Closed
Vandalism,2014-9119,11/25/14,1517,Unknown,Unknown,University Heights Sign/ U Heights S,Open
Suspicious Behavior,2014-9125,11/25/14,2210,11/25/14,2210,Austin,Closed
Suspicious Behavior,2014-9127,11/26/14,214,11/26/14,214,Mansfield House,Closed
Alarm,2014-9132,11/26/14,726,11/26/14,726,Fleming,Closed
Citizen Assist,2014-9159,11/26/14,1150,11/26/14,1150,Student Health,Closed
Vandalism,2014-9161,11/26/14,1255,11/26/14,1255,Grassmount,Closed
Vandalism,2014-9174,11/26/14,1959,11/26/14,1959,PFG,Closed
Other Assist,2014-9132,11/26/14,726,11/26/14,726,Fleming,Closed
Citizen Assist,2014-9159,11/26/14,1150,11/26/14,1150,Student Health,Closed
Vandalism / Graffiti,2014-9161,11/26/14,1255,Unk,Unk,Grassmount,Closed
Intrusion Alarm,2014-9172,11/26/14,1552,11/26/14,1552,University Health Center,Closed
Vandalism,2014-9174,11/26/14,1959,11/26/14,1959,PFG,Closed
Property Damage,2014-9178,11/27/14,846,11/27/14,846,Spear St / PFG Rd,Closed
Animal Problem,2014-9180,11/27/14,1514,11/27/14,1514,East Commuter Parking Lot,Closed; unfounded
Suspicious Behavior,2014-9196,11/29/14,1336,11/29/14,1336,Royal Tyler Theatre,Closed
Intrusion Alarm,2014-9203,11/29/14,1855,11/29/14,1855,460 S Prospect St,Closed
Agency Assist,2014-9212,11/30/14,927,11/30/14,927,499 S Prospect St,Closed
