Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Sexual Assault,2015-7064,11/3/15,1501,8/9/15,Unk,Tupper,Closed; Referred to Title IX Coordinator
Fire Alarm,2015-7068,11/3/15,1739,11/3/15,1739,Living and Learning,Closed
Motorist Assist,2015-7069,11/3/15,1754,11/3/15,1754,Given Lot,Closed
Accident,2015-7091,11/4/15,1523,11/4/15,1523,Ira Allen School Parking Lot,Closed
Agency Assist,2015-7092,11/4/15,1559,11/4/15,1559,UVM Medical Center,Closed; assist to Burlington Police
Intrusion Alarm,2015-7094,11/4/15,1708,11/4/15,1708,University Health Center,Closed
Larceny,2015-7095,11/4/15,1739,11/02-03/2015,Unk,Christie Wright Patterson Bike Rack,Open incident
Citizen Assist,2015-7098,11/4/15,1920,11/4/15,1920,UVM Police Services,Closed
Agency Assist / Welfare Check,2015-7101,11/4/15,2253,11/4/15,2253,"Grove St, Burlington",Closed; assist to Burlington Police & subject located
Suspicious Event,2015-7102,11/4/15,2317,11/4/15,2317,University Hgts North,Closed
Drugs,2015-7109,11/5/15,100,11/5/15,100,McAuley Hall,Closed; report to CSES
Intrusion Alarm,2015-7110,11/5/15,154,11/5/15,154,Southwick,Closed
Intrusion Alarm,2015-7111,11/5/15,514,11/5/15,514,Southwick,Closed
Vandalism - Graffiti,2015-7113,11/5/15,706,Unk,Unk,Main St / Beaumont Ave,Open incident
Larceny,2015-7114,11/5/15,815,10/29/2015 - 11/04/2015,Unk,UVM Dairy Barn,Open incident
Agency Assist,2015-7116,11/5/15,951,11/5/15,951,"North Ave, Burlington",Closed; assist to Burlington Police
Medical Assist,2015-7117,11/5/15,954,11/5/15,954,Lafayette Building,Closed; referred affiliate to UVM Medical Center via UVM Rescue
Accident,2015-7122,11/5/15,1520,11/5/15,Unk,Beaumont Ave / Carrigan Dr Parking Lot,Closed
Citizen Assist,2015-7125,11/5/15,1840,11/5/15,1840,Harris Hall,Closed
Fire Alarm,2015-7126,11/5/15,1857,11/5/15,1857,Mason Hall,Closed
Citizen Assist,2015-7127,11/5/15,2206,11/5/15,2206,Redstone Lofts Parking Lot,Closed
Citizen Assist,2015-7139,11/6/15,831,11/6/15,831,Davis Center,Closed
Theft of Service,2015-7146,11/6/15,1624,11/6/15,1624,University Heights Lot,Closed; Report to CSES
Fire Alarm,2015-7147,11/6/15,1711,11/6/15,1711,University Heights South 2,Closed
Intoxication,2015-7153,11/6/15,1908,11/6/15,1908,Gutterson,Closed; Not substantiated
Fire Alarm,2015-7154,11/6/15,2149,11/6/15,2149,Christie,Closed
Alcohol / Drug Offense,2015-7155,11/6/15,2226,11/6/15,2226,Christie,Closed; Report to CSES
Drugs,2015-7156,11/6/15,2326,11/6/15,2326,Austin,Closed; Not substantiated
Blue Light Alarm,2015-7157,11/6/15,2358,11/6/15,2358,322 S Prospect St,Closed
Fire Alarm,2015-7160,11/7/15,125,11/7/15,125,University Heights South 2,Closed
Drugs / Medical Assist,2015-7161,11/7/15,333,11/7/15,333,Redstone Path,Closed; UVM Rescue transported to UVM MC
Animal Problem,2015-7162,11/7/15,849,11/7/15,849,Kalkin,Closed
Burglary,2015-7168,11/7/15,1509,11/6/15,1500-2200,500 S Prospect St,Closed; property recovered
Alcohol Offense,2015-7171,11/7/15,1908,11/7/15,1908,PFG,Closed; Removed from hockey game
Medical Assist / Drug and Alcohol Offense,2015-7172,11/7/15,2117,11/7/15,2117,Jeanne Mance,Closed; UVM Rescue transported to UVM MC and ACT 1; Report to CSES
Welfare Check,2015-7179,11/7/15,2345,11/7/15,2345,Jeanne Mance,Closed
Drugs,2015-7180,11/7/15,2353,11/7/15,2353,Jeanne Mance Lot,Closed; Report to CSES
Simple Assault,2015-7183,11/8/15,36,11/8/15,36,Harris,Open
Intoxication,2015-7185,11/8/15,121,11/8/15,121,Coolidge,Closed; Transported to ACT 1 then Corrections; VCVC for fake ID
Fire Alarm,2015-7186,11/8/15,208,11/8/15,208,University Heights North 1,Closed
Welfare Check / Intoxication / Drugs,2015-7187,11/8/15,231,11/8/15,231,Redstone Lofts,Closed; UVM Rescue transported to UVM MC and ACT 1 then Corrections; Report to CSES
Vandalism,2015-7189,11/8/15,251,11/8/15,251,Englesby House,Open
Alcohol Offense,2015-7190,11/8/15,309,11/8/15,309,Englesby House,Closed
Citizen Assist,2015-7192,11/8/15,1203,11/8/15,1203,Police Services,Closed
Citizen Assist,2015-7193,11/8/15,1231,11/8/15,1231,Jeanne Mance,Closed
Domestic Disturbance,2015-7195,11/8/15,1515,11/8/15,1515,Marsh,Closed
Intrusion Alarm,2015-7199,11/8/15,2036,11/8/15,2036,Englesby,Closed
Motorist Assist,2015-7201,11/8/15,2103,11/8/15,2103,Staples Lot,Closed
Larceny,2015-7214,11/9/15,1221,11/06-08/2015,Unk,Christie Wright Patterson Bike Rack,Open incident
Larceny,2015-7215,11/9/15,1225,10/30/2015 - 11/09/2015,1800-1130,Christie Wright Patterson,Open incident
Drugs,2015-7221,11/9/15,1914,11/9/15,1914,University Hgts North 2,Closed; non substantiated
Welfare Check,2015-7229,11/9/15,2251,11/9/15,2251,Living & Learning Bus Stop Area,Closed; non affiliate located
Citizen Assist,2015-7230,11/9/15,2309,11/9/15,2309,Redstone Apts Parking Lot,Closed
Intrusion Alarm,2015-7235,11/10/15,629,11/10/15,629,Waterman,Closed
Suspicious Behavior,2015-7251,11/10/15,1522,11/10/15,1522,Patrick Gym,Closed; non substantiated
Agency Assist / Domestic Disturbance,2015-7252,11/10/15,1610,11/9/15,1934,"University Ln, Colchester",Closed; assist to Colchester Police
Larceny,2015-7253,11/10/15,1626,10/26/2015-11/03/2015,Unk,Living & Learning Bike Rack,Open incident
Agency Assist,2015-7257,11/10/15,1917,11/10/15,1917,"North Ave, Burlington",Closed; assist to Burlington Police
Welfare Check,2015-7258,11/10/15,1941,11/10/15,1941,"Sheraton, Williston Rd, South Burlington",Closed; affiliate located
Fire / CO Alarm,2015-7259,11/10/15,2050,11/10/15,2050,University Hgts North 2,Closed
Suspicious Event,2015-7264,11/10/15,2213,11/10/15,2213,Redstone Apts / Redstone Quad Area,Closed; non substantiated
Medical Assist,2015-7275,11/11/15,1057,11/11/15,1057,PFG Fitness Center,Closed; referred to UVM Rescue
Theft of Service,2015-7279,11/11/15,1318,11/11/15,1318,Votey Parking Lot,Closed; report to CSES
Citizen Assist,2015-7280,11/11/15,1421,11/11/15,1421,UVM Admissions,Closed
Agency Assist / Suspicious Vehicle,2015-7281,11/11/15,1610,11/11/15,1610,East Ave / Colchester Ave,Closed; assist to South Burlington Police
Medical Assist,2015-7282,11/11/15,1617,11/11/15,1617,Marsh Life Science,Closed; referred to UVM Medical Center via UVM Rescue
Agency Assist / 911 Hang Up,2015-7283,11/11/15,1656,11/11/15,1656,"Aspen Dr, South Burlington",Closed; Assist to South Burlington Police
Agency Assist / Juvenile Problem,2015-7284,11/11/15,1748,11/11/15,1748,"Iby St, South Burlington",Closed; Assist to South Burlington Police
Medical Assist / Welfare Check,2015-7286,11/11/15,2053,11/11/15,2053,University Hgts North 2,Closed; affiliate located & referred to UVM Medical Center via UVM Rescue
Agency Assist,2015-7287,11/11/15,2055,11/11/15,2055,PFG Parking Lot,Closed; assist to UVM Transportation & Parking Services
Citizen Assist,2015-7288,11/11/15,2235,11/11/15,2235,Morrill Hall,Closed
Fire,2015-7290,11/11/15,2313,11/11/15,2313,University Hgts Roadway,Closed
Agency Assist / Recovered Stolen Property,2015-7291,11/12/15,6,11/12/15,6,Colchester Ave / Pearl St,Closed; assist to Burlington Police
Fire Alarm,2015-7292,11/12/15,26,11/12/15,26,Davis Hall,Closed
Larceny,2015-7293,11/12/15,648,11/11-12/2015,Unk,Davis Lot,Open
Agency Assist,2015-7298,11/12/15,1018,11/12/15,1018,Votey,Closed; Assist to FBI
Fire Alarm,2015-7300,11/12/15,1128,11/12/15,1128,Living and Learning,Closed
Citizen Assist,2015-7308,11/12/15,1523,11/11/15,1930,University Heights North 2,Closed
Suspicious Event / Lost & Found,2015-7309,11/12/15,1538,11/12/15,1538,Kalkin,Closed
Medical Assist,2015-7310,11/12/15,1609,11/12/15,1609,McAuley,Closed; UVM Rescue transported to UVM MC
Accident,2015-7311,11/12/15,1740,11/12/15,1740,33 Colchester Ave Lot,Closed
Graffiti - Bias Related,2015-7312,11/12/15,1926,Unk,Unk,Hamilton,Open
Suspicious Event,2015-7314,11/12/15,2011,11/12/15,2011,Sichel,Closed
Agency Assist,2015-7315,11/12/15,2013,11/12/15,2013,Centennial Woods,Closed; Assist to  SBPD
Unsecure Premise,2015-7316,11/12/15,2023,11/12/15,2023,61 Summit St,Closed
Fire Alarm,2015-7317,11/12/15,2037,11/12/15,2037,WDW,Closed
Alcohol Offense,2015-7322,11/12/15,2320,11/12/15,2320,East Ave  / East Village Dr,Closed: Report to CSES
Intoxication,2015-7328,11/13/15,357,11/13/15,357,Jeanne Mance,Closed; UVM Rescue transported to UVM MC; transported to ACT 1
Panic Alarm,2015-7329,11/13/15,1016,11/13/15,1016,Arts & Sciences,Closed
Citizen Assist,2015-7333,11/13/15,1158,11/13/15,1158,PFG,Closed
Medical Assist,2015-7337,11/13/15,1842,11/13/15,1842,Gutterson,Closed; referred to UVM Medical Center via UVM Rescue
Accident,2015-7338,11/13/15,1917,11/13/15,1917,PFG Garage,Closed
Alcohol Offense,2015-7339,11/13/15,1945,11/13/15,1945,PFG,Closed; report to CSES
Alcohol Offense,2015-7340,11/13/15,1959,11/13/15,1959,PFG,Closed; report to CSES
Medical Assist,2015-7341,11/13/15,2038,11/13/15,2038,University Hgts South,Closed; referred to UVM Medical via UVM Rescue
Citizen Assist,2015-7342,11/13/15,2119,11/13/15,2119,PFG Garage,Closed
Vandalism,2015-7345,11/13/15,2325,Unk,Unk,Mason Hall,Open incident
Drugs,2015-7346,11/13/15,2340,11/13/15,2340,Living & Learning,Closed; non substantiated
Suspicious Activity,2015-7347,11/13/15,2349,11/13/15,2349,Bailey Howe,Closed
Noise,2015-7348,11/14/15,22,11/14/15,22,Living & Learning,Closed; non substantiated
Agency Assist,2015-7350,11/14/15,54,11/14/15,54,Williston Rd,Closed; assist to Winooski Police
Elevator Alarm,2015-7351,11/14/15,108,11/14/15,108,University Hgts South 2,Closed
Blue Light Alarm,2015-7352,11/14/15,110,11/14/15,110,Redstone Green,Closed
Drugs,2015-7353,11/14/15,123,11/14/15,123,Hamilton Hall Outside,Closed; report to CSES
Agency Assist,2015-7355,11/14/15,205,11/14/15,205,Williston Rd,Closed; assist to South Burlington Police
Agency Assist,2015-7356,11/14/15,217,11/14/15,217,Williston Rd,Closed; assist to South Burlington Police
Suspicious Behavior / Arrest on Warrant,2015-7357,11/14/15,301,11/14/15,301,Giving Parking Lot,Closed; non affiliate lodged at corrections on multiple arrest warrants
Suspicious Event,2015-7358,11/14/15,312,11/14/15,312,Living & Learning Outside,Closed; non substantiated
Fire Alarm,2015-7360,11/14/15,553,11/14/15,553,Southwick,Closed
Intrusion Alarm,2015-7361,11/14/15,657,11/14/15,657,Southwick,Closed
Intrusion Alarm,2015-7364,11/14/15,1333,11/14/15,1333,1 S Prospect St,Closed
Agency Assist,2015-7365,11/14/15,1520,11/14/15,1520,University Heights South 1,Closed; Assist to BPD
Anonymous Sexual Assault,2015-7368,11/14/15,1812,10/23/15,Unk,University Heights,Closed
Fire Alarm,2015-7369,11/14/15,1904,11/14/15,1904,WDW,Closed
Drugs,2015-7371,11/14/15,2059,11/14/15,2059,Jeanne Mance,Closed; Report to CSES
Intoxication,2015-7372,11/14/15,2204,11/14/15,2204,Christie,Closed; Non-Affiliate transported by UVM Rescue to UVM MC; Transported to ACT 1
Medical Assist,2015-7374,11/15/15,107,11/15/15,107,Living and Learning Bus Stop,Closed
Alcohol Offense,2015-7375,11/15/15,113,11/15/15,113,University Heights North 1,Closed; Report to CSES
Drugs,2015-7377,11/15/15,212,11/15/15,212,Wright,Closed; Report to CSES
Fire Alarm,2015-7379,11/15/15,322,11/15/15,322,University Heights South 2,Closed
Anonymous Sexual Assault,2015-7407,11/15/15,322,11/14-15/2015,Unk,Unknown Non-Campus Property,Closed: Referred to Title IX Coordinator
Trespassing,2015-7380,11/15/15,350,11/15/15,350,Wright,Closed
Elevator Alarm,2015-7381,11/15/15,533,11/15/15,533,Living and Learning,Closed
Fire Alarm,2015-7386,11/15/15,1301,11/15/15,1301,Sichel Hall,Closed
Graffiti - Bias Related,2015-7388,11/15/15,1418,Unk,Unk,Living & Learning Outside,Open incident
Suspicious Behavior,2015-7390,11/15/15,1759,11/15/15,1759,Jeanne Mance,Closed
Intrusion Alarm,2015-7391,11/15/15,1818,11/15/15,1818,Morrill Hall,Closed
Fraud,2015-7393,11/15/15,2043,11/7/15,Unk,"Redstone Lofts & Grayson, GA",Open incident
Blue Light Alarm,2015-7396,11/16/15,45,11/16/15,45,Williams Hall,Closed
Suspicious Behavior,2015-7397,11/16/15,52,11/16/15,52,S Prospect St / Robinson Pkwy,Closed
Medical Assist,2015-7398,11/16/15,506,11/16/15,506,Converse Hall,Closed; referred to UVM Medical Center via UVM Rescue
Blue Light Alarm,2015-7399,11/16/15,643,11/16/15,643,Med Ed,Closed
Medical Assist,2015-7401,11/16/15,836,11/16/15,836,Mercy,Closed
Vandalism,2015-7404,11/16/15,1146,Unk,Unk,Hamilton,Open
Suspicious Event,2015-7406,11/16/15,1438,11/16/15,1438,438 College St,Closed
Stalking,2015-7409,11/16/15,1725,Unk,Unk,Davis Center,Open; Referred to Title IX Coordinator
Anonymous Sexual Assault,2015-7410,11/16/15,1726,11/13-15/2015,Unk,Unknown on Campus,"Closed, Referred to Title IX Coordinator"
Domestic Disturbance,2015-7411,11/16/15,1740,11/16/15,Unk,Aiken,Closed
Drugs,2015-7415,11/16/15,1918,11/16/15,1918,Living and Learning,Closed; Not Substantiated
Drugs,2015-7416,11/16/15,1940,11/16/15,1940,252 Colchester Ave,Closed; Report to CSES
Intrusion Alarm,2015-7417,11/16/15,1959,11/16/15,1959,Englesby House,Closed
Hazing,2015-7426,11/16/15,1119,10/31/15,Unk,Unk Off Campus,Open
Agency Assist,2015-7427,11/17/15,1513,11/17/15,1513,179 N Winooski Ave,Closed; Assist to BPD
Larceny Bicycle,2015-7428,11/17/15,1524,10/31/15,Unk,Simpson Bicycle Rack,Open
Anonymous Lewd and Lascivious Act,2015-7440,11/16/15,2339,11/5/15,800,Patrick Gym,Closed; Referred to Title IX Coordinator
Suspicious Event,2015-7444,11/17/15,548,11/17/15,548,34 S Williams St,Closed
Vandalism,2015-7449,11/18/15,850,11/17-18/2015,2030-0600,McAuley Hall,Open incident
Accident,2015-7459,11/18/15,1202,11/18/15,1202,Carrigan Ave / East Ave,Closed
Suspicious Activity,2015-7463,11/18/15,1450,11/18/15,1450,Waterman,Closed
Citizen Assist,2015-7466,11/18/15,1535,11/18/15,1535,"Fort Ethan Allen, Colchester",Closed
Fire Alarm,2015-7469,11/18/15,1830,11/18/15,1830,University Hgts South 1,Closed
Intrusion Alarm,2015-7472,11/18/15,2221,11/18/15,2221,Southwick,Closed
Parking Violation,2015-7475,11/18/15,2350,11/18/15,2350,Southwick Parking Lot,Closed
Unsecured Premise,2015-7476,11/19/15,101,11/19/15,101,Williams Hall,Closed
Suspicious Behavior,2015-7477,11/19/15,830,11/19/15,830,Redstone Campus,Closed; non substantiated
Vandalism,2015-7483,11/19/15,1030,Unk,Unk,Simpson Hall,Closed; report to CSES
Medical Assist,2015-7489,11/19/15,1305,11/19/15,1305,Robinson Hall,Closed; referred to UVM Medical Center via UVM Rescue
Motorist Assist,2015-7491,11/19/15,1314,11/19/15,1314,Main St / Spear St,Closed
Property Damage,2015-7494,11/19/15,1359,11/19/15,1359,University Hgts North 2,Closed
Harassment,2015-7495,11/19/15,1724,11/19/15,1538,University Hgts North 2,Closed; report to CSES
Medical Assist,2015-7498,11/19/15,2051,11/19/15,2051,Gucciardi Fitness Center,Closed; referred to UVM Medical Center via UVM Rescue
Drugs,2015-7501,11/19/15,2345,11/19/15,2345,Living & Learning,Closed; report to CSES
Medical Assist,2015-7504,11/20/15,644,11/20/15,644,Gucciardi Fitness,Closed; Refused Transport
Medical Assist,2015-7506,11/20/15,930,11/20/15,930,Simpson,Closed; Refused Transport
Accident,2015-7508,11/20/15,1115,11/20/15,1115,Redstone Lofts Lot,Closed
Fraud,2015-7510,11/20/15,1607,Unk,Unk,Harris,Open
Fire Alarm,2015-7512,11/20/15,1757,11/20/15,1757,University Heights South 2,Closed
Drugs,2015-7515,11/20/15,2303,11/20/15,2303,Living and Learning,Closed; Report to CSES
Agency Assist,2015-7516,11/20/15,2357,11/20/15,2357,Hinesburg Rd / Williston Rd,Closed; Assist to SBPD
Drugs,2015-7517,11/21/15,7,11/21/15,7,Converse,Closed; Report to CSES
Blue Light Alarm,2015-7519,11/21/15,112,11/21/15,112,Mann,Closed
Blue Light Alarm,2015-7520,11/21/15,251,11/21/15,251,Jeanne Mance,Closed
Drugs,2015-7521,11/21/15,928,11/21/15,928,Marsh,Closed; Not substantiated
Fire Alarm,2015-7522,11/21/15,933,11/21/15,933,University Heights South 1,Closed
Drugs,2015-7523,11/21/15,1031,11/21/15,1031,Marsh,Closed; Report to CSES
Drugs,2015-7524,11/21/15,1129,11/21/15,1129,McAuley,Closed; Report to CSES
Drugs,2015-7526,11/21/15,1244,11/21/15,1244,Living and Learning,Closed; Report to CSES
Citizen Assist,2015-7530,11/21/15,1819,11/21/15,1819,Converse,Closed
Agency Assist,2015-7548,11/23/15,1028,11/23/15,1028,"Colchester Ave, Burlington",Closed; assist to Burlington Police
Citizen Assist,2015-7549,11/23/15,1122,11/23/15,1122,Aiken Hall Bike Rack,Closed
Unsecured Premise,2015-7558,11/23/15,2304,11/23/15,2304,PFG Grounds,Closed
Intrusion Alarm,2015-7559,11/24/15,724,11/24/15,724,Morrill Hall,Closed
Suspicious Behavior,2015-7564,11/24/15,837,11/24/15,822,Davis Center,Closed
Fire Alarm,2015-7565,11/24/15,1049,11/24/15,1049,Health Science Research Facility,Closed
Intrusion Alarm,2015-7568,11/24/15,1414,11/24/15,1414,Morrill Hall,Closed
Intrusion Alarm,2015-7572,11/24/15,2157,11/24/15,2157,Large Animal Facility,Closed
Traffic / DUI,2015-7576,11/25/15,137,11/25/15,137,East Ave / Main St,Closed; subject cited into court for DUI
Motor Vehicle Complaint,2015-7579,11/25/15,746,11/25/15,746,WDW Lot,Closed
ATM Alarm,2015-7583,11/25/15,1158,11/25/15,1158,Davis Center,Closed
Intrusion Alarm,2015-7593,11/25/15,2329,11/25/15,2329,460 S Prospect St,Closed
Intrusion Alarm,2015-7594,11/26/15,317,11/26/15,317,460 S Prospect St,Closed
Fire Alarm,2015-7598,11/26/15,1423,11/26/15,1423,Converse,Closed
Fire Alarm,2015-7608,11/26/15,135,11/26/15,135,Redstone Lofts,Closed
Elevator Alarm,2015-7616,11/27/15,1503,11/27/15,1503,Living & Learning,Closed
Unsecured Premise,2015-7625,11/28/15,336,11/28/15,336,McAuley Hall,Closed
Fire Alarm,2015-7628,11/28/15,944,11/28/15,944,Davis Center,Closed
Medical Assist,2015-7629,11/28/15,1434,11/28/15,1434,Millis Hall,Closed; referred affiliate to UVM Medical Center via UVM Rescue
Intrusion Alarm,2015-7637,11/29/15,657,11/29/15,657,University Health Center,Closed
Fire / CO Alarm,2015-7643,11/29/15,1248,11/29/15,1248,University Hgts South 2,Closed
Fire Alarm,2015-7644,11/29/15,1259,11/29/15,1259,Trinity Campus Cottages,Closed
Larceny,2015-7646,11/29/15,1313,11/20-29/2015,Unk,Given Bicycle Rack,Open incident
Medical Assist,2015-7647,11/29/15,1527,11/29/15,1527,Patrick Gym,Closed; non affiliate referred to UVM Rescue
Motorist Assist,2015-7648,11/29/15,1652,11/29/15,1652,Williston Rd / Staples Parking Lot,Closed
Parking Violation,2015-7649,11/29/15,1805,11/29/15,1805,University Hgts Parking Lot,Closed
Intrusion Alarm,2015-7650,11/29/15,1842,11/29/15,1842,Southwick,Closed
Fire Alarm / Drugs,2015-7652,11/29/15,2131,11/29/15,2131,University Hgts North 1,Closed; report to CSES
Noise,2015-7665,11/30/15,146,11/30/15,146,Redstone Apts Parking Lot,Closed; non substantiated
Unsecured Premise,2015-7666,11/30/15,152,11/30/15,152,Centennial Field,Closed
Larceny Bicycle,2015-7670,11/30/15,951,11/20-30/2015,Unk,University Heights North Bike Rack,Open
Fire Alarm,2015-7677,11/30/15,1922,11/30/15,1922,University Heights North 1,Closed
Drugs,2015-7678,11/30/15,1929,11/30/15,1929,Living and Learning,Closed; Report to CSES
Citizen Assist,2015-7679,11/30/15,2130,11/30/15,2130,Redstone Lofts,Closed
