Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Medical Assist,2017-8030,10/6/17,45,10/6/17,45,Marsh Austin Tupper,Closed; affiliate transported to UVM MC ER via UVM Rescue
Suspicious Behavior / Mental Health Issue,2017-8032,10/6/17,128,10/6/17,128,Living & Learning,Closed; affiliate referred to UVM MC ER Crisis Services
Alcohol Offense,2017-8033,10/6/17,143,10/6/17,143,Jeanne Mance,Closed; report to CSC
Agency Assist,2017-8035,10/6/17,417,10/6/17,417,"Eastwood Dr, So. Burlington",Closed; assist to So. Burlington Police
Intrusion Alarm,2017-8037,10/6/17,844,10/6/17,844,Fleming,Closed
Accident - Property Damage,2017-8042,10/6/17,939,10/6/17,939,Davis Center Loading Dock,Closed
Citizen Assist,2017-8044,10/6/17,1043,10/6/17,1043,Christie Wright Patterson Outside,Closed
Agency Assist / Accident,2017-8045,10/6/17,1143,10/6/17,1143,Spear St / PFG Rd,Closed; assist to So. Burlington Police
Suspicious Event,2017-8046,10/6/17,1231,10/6/17,1231,Redstone Campus,Closed
Agency Assist / Arrest on Warrant,2017-8047,10/6/17,1511,10/6/17,1511,Williston Rd,Closed; assist to So. Burlington Police
Suspicious Behavior,2017-8048,10/6/17,1558,Various,Various,Living & Learning,Closed
Larceny,2017-8051,10/6/17,1757,9/29/17,Unk,Athletic Campus,Open incident
Welfare Check,2017-8054,10/6/17,2028,10/6/17,2028,Patterson Hall,Closed; affiliate located
Motor Vehicle Complaint,2017-8058,10/6/17,2230,10/6/17,2230,Trinity Campus,Closed
Alcohol Offense,2017-8061,10/6/17,2240,10/6/17,2240,Redstone Campus,Closed; non substantiated
Suspicious Behavior,2017-8062,10/6/17,2240,10/6/17,2240,Living & Learning Parking Lot,Closed
Suspicious Behavior / University Policy Violation,2017-8064,10/6/17,2256,10/6/17,2256,Interfaith Center Outside,Closed; report to CSC
Alcohol Offense,2017-8065,10/6/17,2322,10/6/17,2322,Redstone Lofts,Closed; report to CSC
Drugs / Alcohol Offense,2017-8066,10/6/17,2333,10/6/17,2333,Ready Hall,Closed; report to CSC
Drugs,2017-8068,10/6/17,2355,10/6/17,2355,Jeanne Mance Outside,Closed; report to CSC
Intoxication / Medical Assist,2017-8069,10/7/17,6,10/7/17,6,Coolidge Hall,Closed; affiliate referred to UVM Rescue & detoxed at ACT 1; report to CSC
Intoxication / Medical Assist,2017-8071,10/7/17,135,10/7/17,135,Harris Hall,Closed; affiliate transported to UVM MC ER & report to CSC
Animal Problem / Driving While Suspended,2017-8072,10/7/17,215,10/7/17,215,East Ave / Case Parkway,Closed
Motorist Assist,2017-8073,10/7/17,624,10/7/17,624,Main St / Beaumont Ave Ext,Closed
Elevator Alarm,2017-8076,10/7/17,1017,10/7/17,1017,University Hgts North 1,Closed
Burglary,2017-8082,10/7/17,1513,10/06/-07/2017,2120-1430,Jeanne Mance,Open incident
Suspicious Odor,2017-8083,10/7/17,1604,10/7/17,1604,Coolidge Hall,Closed
Fire Alarm / Property Damage,2017-8088,10/7/17,1843,10/7/17,1843,Marsh Life Science,Closed
Animal Problem,2017-8091,10/7/17,2108,10/7/17,2108,Christ Wright Patterson Parking Lot,Closed; non substantiated
Motorist Assist,2017-8093,10/7/17,2133,10/7/17,2133,Ira Allen Chapel Parking Lot,Closed
Vandalism - Graffiti,2017-8104,10/7/17,2356,Unk,Unk,McAuley Hall Outside,Open incident
Drugs,2017-8111,10/8/17,102,10/8/17,102,University Hgts North 1,Closed; report to CSC
Welfare Check,2017-8112,10/8/17,103,10/8/17,103,460 S Prospect St Outside,Closed
Drugs,2017-8115,10/8/17,139,10/8/17,139,University Hgts North 2,Closed; report to CSC
Traffic / DUI,2017-8116,10/8/17,157,10/8/17,157,"Main St / Rotary, Winooski",Closed; non affiliate cited into court for DUI
Drugs,2017-8117,10/8/17,207,10/8/17,207,University Hgts North 1,Closed; non substantiated
Noise,2017-8118,10/8/17,236,10/8/17,236,Centennial Field,Closed; noise warning issued
Drugs,2017-8120,10/8/17,245,10/8/17,245,Davis Hall,Closed; report to CSC
Drugs,2017-8121,10/8/17,250,10/8/17,250,Mercy Hall Outside,Closed; non substantiated
Larceny,2017-8122,10/8/17,330,10/07-08/2017,2230-0300,Redstone Apts Parking Lot,Open incident
Welfare Check,2017-8123,10/8/17,504,10/8/17,504,Redstone Lofts Parking Lot,Closed; subject located
Vandalism,2017-8126,10/8/17,1135,Unk,Unk,CCRH,Open
Larceny,2017-8128,10/8/17,1341,10/07-08/2017,2100-1300,500 S Prospect St Lot,Open
Larceny,2017-8129,10/8/17,1546,10/07-08/2017,Unk,500 S Prospect St Lot,Open
Larceny,2017-8136,10/8/17,2226,10/05-08/2017,1700-2000,500 S Prospect St Lot,Open
Drugs,2017-8139,10/9/17,56,10/9/17,56,Mason,Closed; Unable to locate
Intoxication,2017-8140,10/9/17,106,10/9/17,106,University Heights North 1,Closed; Rescue transported to UVM MC; Report to CSC
Medical Assist / Drugs,2017-8142,10/9/17,131,10/9/17,131,Mercy,Closed; Rescue transported to UVM MC; Report to CSC
Agency Assist / Vandalism Graffiti,2017-8144,10/9/17,304,10/9/17,304,284 East Ave,Closed; Assist to Northeastern University PD; Report to CSC
Intoxication,2017-8145,10/9/17,316,10/9/17,316,Austin,Closed; Rescue transported to UVM MC; Transported to Corrections for detox; Report to CSC
Assist UVM Dept,2017-8149,10/9/17,911,10/9/17,911,Fleming,Closed; Assist to Physical Plant
Larceny,2017-8151,10/9/17,1137,10/07-09/2017,Unk,Gutterson Garage,Open
Disturbance,2017-8152,10/9/17,1424,10/9/17,1424,Slade,Closed; Unable to locate
Motorist Assist,2017-8153,10/9/17,1740,10/9/17,1740,Votey Lot,Closed
Blue Light Alarm,2017-8155,10/9/17,1752,10/9/17,1752,16 Colchester Ave,Closed
Vandalism,2017-8160,10/9/17,2124,10/8/17,1200-1600,HM Lot,Open
Assist UVM Dept,2017-8161,10/9/17,2343,10/9/17,2343,Millis,Closed; Assist to Res Life
Traffic / DLS,2017-8162,10/10/17,13,10/10/17,13,N Winooski Ave / Archambault,Closed; Cited into court for Criminal DLS
Agency Assist,2017-8165,10/10/17,246,10/10/17,246,284 East Ave,Open; Assist to Dept of Liquor Control
Unsecure Premise,2017-8166,10/10/17,317,10/10/17,317,Converse Construction Gate,Closed
Suspicious Vehicle,2017-8167,10/10/17,333,10/10/17,333,Main Green,Closed
Unsecure Premise,2017-8168,10/10/17,612,10/10/17,612,61 Summit St,Closed
Disturbance,2017-8175,10/10/17,1201,10/10/17,1201,Bailey Howe,Closed; Trespass issued
Threats / Harassment,2017-8176,10/10/17,1246,10/10/17,1246,CCRH Dining,Open
Welfare Check,2017-8177,10/10/17,1341,10/10/17,1341,Slade,Closed
Fire Alarm,2017-8178,10/10/17,1421,10/10/17,1421,Living and Learning,Closed
Assist to UVM Dept,2017-8181,10/10/17,1738,10/10/17,1738,HM Dining,Closed; Assist to UVM Dining Services
Vandalism,2017-8182,10/10/17,1846,Unk,Unk,HM,Open
Traffic / Arrest,2017-8194,10/10/17,2241,10/10/17,2241,Archibald St / N Willard St,Closed; Cited into court for Volations of Conditions of Release and False info to a Police Officer
Traffic / DLS,2017-8197,10/11/17,110,10/11/17,110,"Main St / Mansion St, Winooski",Closed; Cited into court for Criminal DLS
Intrusion Alarm,2017-8199,10/11/17,630,10/11/17,630,Waterman,Closed
Drugs,2017-8207,10/11/17,1928,10/11/17,1928,McAuley Hall,Closed; non substantiated
Citizen Assist,2017-8208,10/11/17,2000,10/11/17,2000,Millis Hall,Closed
Suspicious Event,2017-8209,10/11/17,2033,10/11/17,Unk,Harris Hall,Closed
Intrusion Alarm,2017-8211,10/11/17,2126,10/11/17,2126,Large Animal Facility,Closed
Agency Assist / Welfare Check,2017-8215,10/11/17,2310,10/11/17,2310,Trinity Campus Outside,Closed; affiliate referred to UVM Cares & assist to Shelburne Police
Drugs,2017-8217,10/11/17,2332,10/11/17,2332,University Hgts South 2,Closed; report to CSC
Panic Alarm,2017-8218,10/11/17,2349,10/11/17,2349,Bailey Howe Library,Closed
Drugs / Alcohol Offense / University Policy Violation / Property Damage,2017-8220,10/12/17,120,10/12/17,120,Wing Davis Wilks Parking Lot & Hamilton Hall,Closed; report to CSC
Medical Assist,2017-8223,10/12/17,1533,10/12/17,1533,Student Health Services,Closed; affiliate transported to UVM MC ER via UVM Rescue
Medical Assist,2017-8225,10/12/17,1603,10/12/17,1603,Mann Hall,Closed; affiliate transported to UVM MC ER via UVM Rescue
Larceny,2017-8226,10/12/17,1607,10/11/17,1600,Living & Learning,Open incident
Larceny,2017-8227,10/12/17,1625,unk,unk,Harris Millis,Open incident
Animal Problem,2017-8230,10/12/17,1952,10/12/17,1952,University Hgts North 1,Closed; non substantiated
Drugs,2017-8231,10/12/17,2007,10/12/17,2007,284 East Ave,Open incident
Motorist Assist,2017-8236,10/12/17,2309,10/12/17,2309,S Prospect St / Maple St,Closed
Traffic / Driving While Suspended / Violation Conditions of Release,2017-8238,10/12/17,2352,10/12/17,2352,Archibald St / N Willard St,Closed; non affiliate cited into court for Driving While Suspended &  Violation Conditions of Release
Medical Assist / Alcohol Offense,2017-8241,10/13/17,145,10/13/17,145,McAuley Hall,Closed; report to CSC
Traffic / Driving While Suspended,2017-8242,10/13/17,215,10/13/17,215,"Main St / Winooski Falls Way, Winooski",Closed; non affiliate cited into court for Driving While Suspended
Suspicious Event,2017-8244,10/13/17,400,10/13/17,400,University Hgts South Parking Lot,Closed
Citizen Assist,2017-8248,10/13/17,956,10/13/17,956,Waterman Parking Lot,Closed
Citizen Assist,2017-8249,10/13/17,1129,10/13/17,1129,Wright Hall,Closed
Motor Vehicle Complaint,2017-8250,10/13/17,1253,10/13/17,1253,Fleming Parking Lot,Closed
Suspicious Behavior,2017-8251,10/13/17,1311,Unk,Unk,Wright Hall,Closed; Report to Title IX
Fire Alarm,2017-8253,10/13/17,1723,10/13/17,1723,Wing Davis Wilks,Closed; Report to CSC
Agency Assist,2017-8255,10/13/17,2014,10/13/17,2014,UVM Police Services,Closed; assist to Williston Police
Citizen Assist,2017-8256,10/13/17,2032,10/13/17,2032,UVM Police Services,Closed
Alarm,2017-8258,10/13/17,2140,10/13/17,2140,Wing Davis Wilks,Closed
Traffic / Driving While Suspended,2017-8264,10/13/17,2235,10/13/17,2235,Maple St / S Prospect St,Closed; affiliate cited into court for Driving While Suspended & report to CSC
Suspicious Behavior,2017-8266,10/13/17,2348,10/13/17,2348,Colchester Ave / Fletcher Pl,Closed
Arrest on Warrant / Drugs,2017-8267,10/14/17,25,10/14/17,25,Bright St / Archibald St,Closed; non affiliate lodged at corrections on arrest warrant
Drugs / Alcohol Offense,2017-8268,10/14/17,46,10/14/17,46,Redstone Hall,Closed; report to CSC
Blue Light Alarm,2017-8269,10/14/17,56,10/14/17,56,Continuing Education Outside,Closed
Intoxication,2017-8270,10/14/17,132,10/14/17,132,Simpson Hall,Closed; affiliate detoxed at ACT 1 & report to CSC
Welfare Check,2017-8272,10/14/17,140,10/14/17,140,S Prospect St / Maple St,Closed
Agency Assist,2017-8273,10/14/17,230,10/14/17,230,Main St / University Hgts,Closed; assist to So. Burlington Police
Blue Light Alarm,2017-8274,10/14/17,234,10/14/17,234,Harris Millis Outside,Closed
Intoxication,2017-8276,10/14/17,353,10/14/17,353,Main St / Summit St,Closed; non affiliate transported to UVM MC ER via Burlington Rescue
Traffic / DUI,2017-8277,10/14/17,410,10/14/17,410,"Interstate 89, So. Burlington",Closed; non affiliate cited into court for DUI
Medical Assist,2017-8282,10/14/17,1301,10/14/17,1301,Davis Center Outside,Closed; non affiliate referred to UVM Rescue
Drugs,2017-8283,10/14/17,1430,10/14/17,1430,University Hgts North 2,Closed; report to CSC
Medical Assist,2017-8284,10/14/17,1530,10/14/17,1530,Davis Hall,Closed; affiliate transported to UVM MC ER via UVM Rescue
Agency Assist / Alcohol Offense,2017-8288,10/14/17,1820,10/14/17,1820,"Spear St, So. Burlington",Closed; assist to So. Burlington Police; Report to CSC
Medical Assist / Intoxication,2017-8291,10/14/17,2019,10/14/17,2019,Harris Hall,Closed; affiliate transported to UVM MC ER via UVM Rescue & Report to CSC
Alcohol Offense,2017-8292,10/14/17,2028,10/14/17,2028,PFG,Closed; report to CSC
Intoxication,2017-8293,10/14/17,2040,10/14/17,2040,PFG,Closed; affiliate referred to ACT 1 & Corrections for Detox; report to CSC
Welfare Check,2017-8294,10/14/17,2042,10/14/17,2042,PFG,Closed
Intoxication / Medical Assist,2017-8295,10/14/17,2047,10/14/17,2047,PFG,Closed; affiliate transported to UVM MC ER Via UVM Rescue; referred to ACT 1 & Corrections for Detox & report to CSC
Intoxication / Medical Assist,2017-8296,10/14/17,2051,10/14/17,2051,CCRH,Closed; affiliate transported to UVM MC ER Via UVM Rescue; referred to ACT 1 for Detox & report to CSC
Motor Vehicle Complaint,2017-8300,10/14/17,2150,10/14/17,2150,CCRH Parking Lot,Closed
Intoxication,2017-8304,10/14/17,2203,10/14/17,2203,PFG,Closed; non affiliate referred to ACT 1 & Corrections for Detox
Alcohol Offense / Medical Assist,2017-8306,10/14/17,2216,10/14/17,2216,PFG,Closed; affiliate referred to UVM Rescue & report to CSC
Medical Assist,2017-8307,10/14/17,2300,10/14/17,2300,PFG,Closed; assist to UVM Rescue
Alcohol Offense,2017-8308,10/14/17,2300,10/14/17,2300,Mason Hall,Closed; report to CSC
Unsecured Premise,2017-8310,10/14/17,2353,10/14/17,2353,Aiken Forestry Sciences,Closed
Suspicious Behavior,2017-8311,10/14/17,2354,10/14/17,2354,University Hgts Outside,Closed
Drugs / Alcohol Offense,2017-8312,10/14/17,2359,10/14/17,2359,Davis Hall,Closed; report to CSC
Suspicious Vehicle,2017-8313,10/15/17,11,10/15/17,11,Bailey Howe Parking Lot,Closed
Alcohol Offense,2017-8314,10/15/17,100,10/15/17,100,Jeanne Mance Outside,Closed; report to CSC
Drugs,2017-8316,10/15/17,143,10/15/17,143,Colchester Ave,Closed; Marijuana Ticket issued & report to CSC
Medical Assist / Intoxication,2017-8317,10/15/17,155,10/15/17,155,Living & Learning,Closed; affiliate transported to UVM MC ER via UVM Rescue & report to CSC
Attempting to Elude / Alcohol Offense,2017-8318,10/15/17,230,10/15/17,230,Main St / University Pl,Closed; affiliate cited into court for Attempting to Elude; VCVCs issued for driving on sidewalk and alcohol more than 0.02 person under 21; report to CSC
Fire Alarm,2017-8319,10/15/17,344,10/15/17,344,Trinity Campus Cottage 258,Closed
Trespassing,2017-8331,10/15/17,1211,10/15/17,400,Hamilton,Closed
Fire Alarm,2017-8334,10/15/17,1556,10/15/17,1556,Living and Learning,Closed
Motorist Assist,2017-8335,10/15/17,1623,10/15/17,1623,HM Lot,Closed
Medical Assist,2017-8337,10/15/17,2029,10/15/17,2029,Virtue Field,Closed; UVM Rescue transported to UVM MC
Blue Light Alarm,2017-8338,10/15/17,2102,10/15/17,2102,Redstone Path,Closed
Intrusion Alarm,2017-8344,10/16/17,757,10/16/17,757,1 S Prospect St,Closed
Medical Assist,2017-8351,10/16/17,1602,10/16/17,1602,Rowell,Closed; UVM Rescue transported to UVM MC
Vandalism - Graffiti,2017-8352,10/16/17,1625,Unk,Unk,CCRH,Closed
Larceny,2017-8353,10/16/17,1730,10/15-16/2017,2100-1730,Given Lot,Open
Intrusion Alarm,2017-8365,10/16/17,2211,10/16/17,2211,Waterman,Closed
Unsecure Premise,2017-8370,10/17/17,32,10/17/17,32,University Heights North,Closed
Blue Light Alarm,2017-8372,10/17/17,416,10/17/17,416,Jeffords,Closed
Accident,2017-8375,10/17/17,938,10/17/17,938,S Prospect St,Closed
Accident LSA,2017-8377,10/17/17,1044,9/23/17,2200,Christie Lot,Closed
Citizen Assist,2017-8378,10/17/17,1120,10/5/17,1324-1330,Davis Center ATM,Closed
Theft of Service,2017-8380,10/17/17,1153,10/5/17,1039,UH South Lot,Closed; Report to CSC
Accident,2017-8381,10/17/17,1209,10/12/17,Unk,Gutterson Garage,Closed
Welfare Check,2017-8382,10/17/17,1252,10/17/17,1252,Delehanty Lot,Closed
Vandalism,2017-8384,10/17/17,1652,Unk,Unk,Redstone Lofts Lot,Open
Intrusion Alarm,2017-8386,10/17/17,1706,10/17/17,1706,1 S Prospect Pharmacy,Closed
Suspicious Event,2017-8392,10/17/17,1946,10/17/17,1946,University Heights Lot,Closed
Drugs,2017-8396,10/17/17,2043,10/17/17,2043,University Heights North Lot,Closed; Unable to locate
Motor Vehicle Complaint,2017-8400,10/17/17,2144,10/17/17,2144,Williston Rd,Closed
Agency Assist,2017-8404,10/17/17,2233,10/17/17,2233,Dorset St / Williston Rd,Closed; Assist to SBPD
Drugs / Alcohol Offense,2017-8407,10/17/17,2301,10/17/17,2301,University Heights North 2,Closed; Report to CSC
Drugs,2017-8410,10/17/17,2338,10/17/17,2338,University Heights North 2,Closed; Report to CSC
Agency Assist,2017-8416,10/18/17,142,10/18/17,142,1118 Williston Rd,Closed; Assist to SBPD
Medical Assist,2017-8419,10/18/17,616,10/18/17,616,Harris Hall,Closed; affiliate referred to UVM Rescue
Trespass Notice Service,2017-8421,10/18/17,1055,10/18/17,1055,"Shelburne Rd, Burlington",Closed; affiliate issued trespass notice for all UVM Campus
Fire Alarm,2017-8424,10/18/17,1758,10/18/17,1758,Billings,Closed
Drugs,2017-8427,10/18/17,1915,10/18/17,1915,Millis Hall,Closed; report to CSC
Drugs,2017-8428,10/18/17,1932,10/18/17,1932,Sichel Hall,Closed; report to CSC
Burglary,2017-8429,10/18/17,1938,10/18/17,1200-1530,Living & Learning,Open incident
Drugs,2017-8438,10/18/17,2301,10/18/17,2301,Southwick Outside,Closed; report to CSC
Drugs,2017-8439,10/18/17,2322,10/18/17,2322,Harris Hall,Closed; non substantiated
Citizen Assist,2017-8440,10/18/17,2343,10/18/17,2343,Main St / University Hgts,Closed
Drugs,2017-8443,10/19/17,0,10/19/17,0,Millis Hall,Closed; non substantiated
Traffic / DUI,2017-8445,10/19/17,19,10/19/17,19,"Williston Rd / Interstate On Ramp, So. Burlington",Closed; non affiliate cited into court for DUI
Traffic / DUI,2017-8447,10/19/17,157,10/19/17,157,Main St / University Pl,Closed; non affiliate cited into court for DUI
Trespassing,2017-8448,10/19/17,616,10/19/17,616,Given,Closed; non affiliate trespassed from UVM Campus
Fire Alarm,2017-8450,10/19/17,1136,10/19/17,1136,Billings,Closed
Vandalism - Graffiti,2017-8451,10/19/17,1253,Unk,Unk,Royal Tyler Theatre Outside,Open incident
Accident - Property Damage,2017-8456,10/19/17,2029,10/19/17,2029,University Pl @ Royal Tyler Theater,Closed
Intrusion Alarm,2017-8457,10/19/17,2116,10/19/17,2116,University Health Center,Closed
Fire Alarm,2017-8458,10/19/17,2130,10/19/17,2130,McAuley Hall,Closed
Alcohol Offense,2017-8461,10/19/17,2309,10/19/17,2309,Christie Wright Patterson,Closed; report to CSC
Welfare Check,2017-8463,10/20/17,112,10/20/17,112,University Ter / Main St,Closed
Unsecured Premise,2017-8468,10/20/17,204,10/20/17,204,Redstone Apts,Closed
Traffic / DUI,2017-8470,10/20/17,250,10/20/17,250,University Hgts Parking Lot,Closed; non affiliate cited into court for DUI
Accident - Property Damage,2017-8474,10/20/17,1155,10/20/17,1155,PFG Parking Lot,Closed
Suspicious Behavior,2017-8475,10/20/17,1243,10/20/17,Unk,Harris Hall,Closed
Larceny,2017-8476,10/20/17,1246,10/19-20/2017,0720-0730,Given Bike Rack,Open incident
Medical Assist,2017-8477,10/20/17,1334,10/20/17,1334,Simpson Hall,Closed; affiliate transported to UVM MC ER via Burlington Rescue
Suspicious Event / Animal Problem,2017-8478,10/20/17,1419,10/20/17,1419,Parking Garage,Closed
Agency Assist,2017-8479,10/20/17,1438,10/20/17,1438,University Hgts North 2,Closed; assist to Burlington Police
Agency Assist / Trespass Notice Issued,2017-8480,10/20/17,1522,10/20/17,1522,UVM Police Services,Closed; assist to Chittenden Family Court
Threats / Harassment,2017-8482,10/20/17,1746,10/14/17,Unk,University Hgts North 1,Closed; report to CSC
Drugs,2017-8483,10/20/17,1804,10/20/17,1804,Harris Hall,Closed; report to CSC
Vandalism,2017-8484,10/20/17,1906,10/20/17,1906,Admissions Outside,Open incident
Suspicious Vehicle,2017-8487,10/20/17,2137,10/20/17,2137,UVM Farms,Closed
Agency Assist / Intoxication,2017-8488,10/20/17,2223,10/20/17,2223,"West Canal St, Winooski",Closed; assist to Winooski Police
Blue Light Alarm,2017-8495,10/21/17,32,10/21/17,32,Waterman Outside,Closed
Welfare Check,2017-8499,10/21/17,122,10/21/17,122,Wilks Hall,Closed
Suspicious Event,2017-8500,10/21/17,129,10/21/17,129,Redstone Lofts Outside,Closed
Blue Light Alarm,2017-8501,10/21/17,137,10/21/17,137,Bailey Howe Library Outside,Closed
Agency Assist,2017-8504,10/21/17,158,10/21/17,158,"Williston Rd, So. Burlington",Closed; assist to So. Burlington Police
Citizen Assist,2017-8506,10/21/17,228,10/21/17,228,Pearl St / N Williams St,Closed
Traffic / Driving While Suspended / Drugs,2017-8508,10/21/17,305,10/21/17,305,Colchester Ave / East Ave,Closed; cited into court for Driving While Suspended; Poss of Methamphetamine
Accident / Agency Assist,2017-8514,10/21/17,926,10/21/17,926,"E Allen St / Exit 15, Winooski",Closed; assist to Winooski Police
Intrusion Alarm,2017-8517,10/21/17,1304,10/21/17,1304,"Training & Compliance Office, Ryan St, Essex",Closed
Missing Persons,2017-8518,10/21/17,1330,10/21/17,1330,Bailey Howe Library,Closed; juveniles located
Suspicious Behavior,2017-8534,10/21/17,2252,10/21/17,2252,Interfaith Center Outside,Closed; report to CSC
Suspicious Behavior,2017-8536,10/21/17,2300,10/21/17,2300,Robinson Hall Parking Lot,Closed
Suspicious Behavior,2017-8541,10/21/17,2337,10/21/17,2337,Royal Tyler Theatre Outside,Closed
Vandalism,2017-8542,10/21/17,2352,Unk,Unk,CCRH,Open incident
Welfare Check,2017-8543,10/21/17,2355,10/21/17,2355,UVM MC ER Parking Lot,Closed
Alcohol Offense,2017-8546,10/22/17,32,10/22/17,32,East Ave,Closed; report to CSC
Agency Assist,2017-8548,10/22/17,50,10/22/17,50,"Spear St, So. Burlington",Closed; assist to So. Burlington Police
Unsecured Premise,2017-8550,10/22/17,108,10/22/17,108,Moulton Winder Field,Closed
Agency Assist,2017-8551,10/22/17,110,10/22/17,110,"Spear St, So. Burlington",Closed; assist to So. Burlington Police
Traffic / DUI,2017-8556,10/22/17,154,10/22/17,154,Williston Rd @ Staples Plaza,Closed; non affiliate cited into court for DUI; VOCR; Criminal DLS; Resisting Arrest
Unsecured Premise,2017-8557,10/22/17,155,10/22/17,155,Interfaith Center,Closed
Drugs,2017-8558,10/22/17,156,10/22/17,156,Spear St Bike Path,Closed; report to CSC
