Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Property Damage,2016-0074,1/6/16,438,1/6/16,438,PFG Lot,Closed
Motorist Assist,2016-0081,1/6/16,1443,1/6/16,1443,University Pl / Main St,Closed
Intrusion Alarm,2016-0092,1/7/16,912,1/7/16,912,466 S Prospect St,Closed
Medical Assist,2016-0099,1/7/16,1128,1/7/16,1128,Morrill Hall,Closed; non affiliate referred to UVM Medical Center ER Via UVM Rescue
Motorist Assist,2016-0100,1/7/16,1158,1/7/16,1158,Main St / University Pl,Closed
Agency Assist,2016-0114,1/8/16,307,1/8/16,307,Colchester Ave / East Ave,Closed; assist to Burlington Police
Fire Alarm,2016-0123,1/8/16,1248,1/8/16,1248,Living & Learning,Closed
Suspicious Behavior,2016-0126,1/8/16,2023,1/8/16,2023,Centennial Field,Closed
Accident - Leaving the Scene,2016-0135,1/9/16,1259,1/9/16,1259,PFG Parking Lot,Open incident
Accident - Leaving the Scene,2016-0136,1/9/16,1410,1/9/16,1130-1405,PFG Parking Garage,Open incident
Agency Assist,2016-0146,1/10/16,323,1/10/16,323,"Spear St, Burlington",Closed; assist to Burlington Police
Agency Assist,2016-0151,1/10/16,1537,1/10/16,1537,Monroe St / Johnson St,Closed; Assist to Burlington Police
Agency Assist,2016-0152,1/10/16,2055,1/10/16,2055,1 North Ave,Closed; Assist to Burlington Police
Open Door,2016-0153,1/10/16,2158,1/10/16,2158,PFG,Closed
Motorist Assist,2016-0154,1/10/16,2246,1/10/16,2246,655 Spear St,Closed
Citizen Assist,2016-0160,1/11/16,2118,1/11/16,2118,Millis,Closed
Assist - Other,2016-0161,1/11/16,2121,1/11/16,2121,Main Campus Construction Area,Closed
Fire Alarm,2016-0162,1/11/16,2127,1/11/16,2127,Given,Closed
Intrusion Alarm,2016-0165,1/12/16,705,1/12/16,705,Waterman,Closed
Fire Alarm,2016-0170,1/12/16,1104,1/12/16,1104,Living and Learning,Closed
Fire Alarm,2016-0177,1/12/16,2226,1/12/16,2226,Given,Closed
Blue Light Alarm / Citizen Assist,2016-0179,1/12/16,2335,1/12/16,2335,PFG,Closed
Fire Alarm,2016-0194,1/13/16,1848,1/13/16,1848,Hunt Hall,Closed
Citizen Assist,2016-0196,1/13/16,1923,1/13/16,1923,University Hgts South 3,Closed
Citizen Assist,2016-0197,1/13/16,1949,1/13/16,1949,University Health Center,Closed
Suspicious Behavior,2016-0201,1/14/16,142,1/14/16,142,Living & Learning,Closed
Intrusion Alarm,2016-0203,1/14/16,829,1/14/16,829,466 S Prospect St,Closed
Suspicious Behavior,2016-0213,1/14/16,1246,1/12/16,1830,Hills Building,Closed
Fire Alarm,2016-0214,1/14/16,1304,1/14/16,1304,Johnson House,Closed
Suspicious Behavior,2016-0215,1/14/16,1420,1/14/16,1400,Admissions,Closed
Citizen Assist,2016-0232,1/15/16,1505,1/15/16,1505,Mercy Hall Bike Rack,Closed
Agency Assist,2016-0235,1/15/16,1630,1/15/16,1630,Davis Center,Closed; assist to Federal Bureau of Investigations
Accident - Property Damage,2016-0237,1/15/16,1854,1/15/16,1854,Centennial Field Parking Area,Closed
Blue Light Alarm,2016-0238,1/15/16,2128,1/15/16,2128,Gutterson Field House,Closed
Noise / Drugs / Alcohol Offense,2016-0243,1/15/16,2257,1/15/16,2257,Ready Hall,Closed; report to CSES
Accident - Leaving the Scene,2016-0245,1/16/16,553,Unk,Unk,Mansfield House,Open incident
Blue Light Alarm,2016-0246,1/16/16,816,1/16/16,816,Medical Education,Closed
Suspicious Behavior,2016-0252,1/16/16,1446,1/16/16,1445,Davis Center,Closed
Accident - Leaving the Scene,2016-0257,1/16/16,2138,1/16/16,2138,Parking Garage,Open incident
Recovered Stolen Property,2016-0260,1/17/16,1120,1/17/16,1120,Living & Learning,Closed
Agency Assist,2016-0261,1/17/16,1207,1/17/16,1207,Converse Hall,Closed; assist to Burlington Police
Fire Alarm,2016-0263,1/17/16,1745,1/17/16,1745,McCann Hall,Closed
Motorist Assist,2016-0264,1/17/16,1835,1/17/16,1835,Fleming Parking Lot,Closed
Elevator Alarm,2016-0266,1/17/16,2002,1/17/16,2002,University Hgts North 2,Closed
Noise,2016-0267,1/17/16,2207,1/17/16,2207,Redstone Apts 3-11,Closed; noise warning issued
Unsecured Premise,2016-0268,1/17/16,2225,1/17/16,2225,Living & Learning,Closed
Unsecured Premise,2016-0269,1/17/16,2238,1/17/16,2238,Millis Hall,Closed
Noise,2016-0270,1/17/16,2243,1/17/16,2243,Redstone Apts,Closed; non substantiated
Unsecured Premise,2016-0272,1/17/16,2251,1/17/16,2251,Lafayette,Closed
Noise,2016-0275,1/18/16,21,1/18/16,21,Redstone Apts 3-14,Closed; noise warning issued
Medical Assist / Intoxication,2016-0277,1/18/16,244,1/18/16,244,Davis Hall,Closed; referred to UVM Rescue & report to CSES
Accident,2016-0280,1/18/16,1335,1/18/16,1335,MAT Parking Lot,Closed
Drugs,2016-0281,1/18/16,1455,1/18/16,1455,Redstone Lofts,Closed; non substantiated
Fire Alarm,2016-0283,1/18/16,2022,1/18/16,2022,Cage Heating / RTT,Closed
Fire Alarm,2016-0289,1/18/16,2355,1/18/16,2355,University Hgts South 2,Closed
Suspicious Event / University Policy Violation,2016-0291,1/19/16,706,Unk,Unk,Austin Hall,Open incident
Fire Alarm,2016-0294,1/19/16,933,1/19/16,933,Billings,Closed
Fire Alarm,2016-0295,1/19/16,1211,1/19/16,1211,University Hgts North 1,Closed
Welfare Check,2016-0296,1/19/16,1317,1/19/16,1317,Converse Hall,Closed; affiliate located
Panic Alarm,2016-0297,1/19/16,1330,1/19/16,1330,"Arts & Sciences, College St",Closed
Agency Assist,2016-0298,1/19/16,1451,1/19/16,1451,Simpson Hall,Closed; assist to Burlington Police
Citizen Assist,2016-0299,1/19/16,1512,1/19/16,1512,Davis Center,Closed
Fire Alarm,2016-0303,1/19/16,2137,1/19/16,2137,Trinity Cottages 252 Colchester Ave,Closed
Fire Alarm,2016-0304,1/19/16,2142,1/19/16,2142,Marsh Austin Tupper,Closed
Fire Alarm,2016-0305,1/19/16,2157,1/19/16,2157,Trinity Cottages 252 Colchester Ave,Closed
Motor Vehicle Complaint,2016-0309,1/19/16,2320,1/19/16,2320,S Prospect St / Main St,Closed
Agency Assist,2016-0321,1/20/16,1357,1/20/16,1357,32 Cherry St,Closed; Assist to State's Attorney's Office
Larceny,2016-0326,1/20/16,1710,1/20/16,1300-1710,Living and Learning,Open
Agency Assist,2016-0328,1/20/16,1811,1/20/16,1811,Living and Learning,Closed; Assist to Richmond Police
Accident,2016-0329,1/20/16,2203,1/20/16,2203,PFG Parking Lot,Closed
Drugs,2016-0331,1/20/16,2312,1/20/16,2312,Living and Learning,Closed; Not Substantiated
Intoxication,2016-0334,1/21/16,28,1/21/16,28,McAuley,"Closed; Non Affiliate transported to ACT 1, UVM MC and Corrections for Detox"
Assist Other / Alcohol Offense,2016-0335,1/21/16,50,1/21/16,50,Sichel,Closed; Assist to Res Life; Refer to CSES
Alcohol Offense / Noise,2016-0337,1/21/16,110,1/21/16,110,Richardson,Closed; Report to CSES
Drugs,2016-0347,1/21/16,1205,1/21/16,1205,Wilks,Closed; Report to CSES
Vandalism - Graffiti,2016-0348,1/21/16,1212,1/20/16,Unk,Lafayette,Closed; Unfounded
Medical Assist,2016-0349,1/21/16,1604,1/21/16,1604,Harris Millis Dining Hall,Closed; UVM Rescue transported to UVM MC
Intrusion Alarm,2016-0350,1/21/16,1759,1/21/16,1759,Fleming,Closed
Fire Alarm,2016-0352,1/21/16,1852,1/21/16,1852,University Heights North 1,Closed
Intrusion Alarm,2016-0353,1/21/16,1909,1/21/16,1909,Englesby,Closed
Agency Assist,2016-0359,1/22/16,607,1/22/16,607,284 East Ave,Closed; Assist to BPD
Larceny,2016-0372,1/22/16,1450,1/21/16,1930-2100,Harris Millis Dining Hall,Closed; property recovered
Fire,2016-0374,1/22/16,1744,1/22/16,1744,474 S Prospect St,Closed
Welfare Check,2016-0375,1/22/16,1913,1/22/16,1913,McAuley,Closed
Fire Alarm,2016-0376,1/22/16,1917,1/22/16,1917,University Heights North 1,Closed
Fire Alarm,2016-0377,1/22/16,2113,1/22/16,2113,McAuley,Closed
Medical Assist,2016-0379,1/22/16,2314,1/22/16,2314,Living and Learning,Closed; Self transport to UVM MC- no contact made
Elevator Alarm,2016-0380,1/22/16,2320,1/22/16,2320,Redstone Lofts,Closed
Medical Assist / Alcohol Offense,2016-0381,1/23/16,16,1/23/16,16,Harris,Closed; UVM Rescue transported to UVM MC; Report to CSES
Disorderly Conduct,2016-0382,1/23/16,19,1/23/16,19,Redstone Lofts,Open
Agency Assist / Alcohol Offense,2016-0383,1/23/16,51,1/23/16,51,861 Williston Rd,Closed; Assist to SBPD; Report to CSES
Elevator Alarm,2016-0385,1/23/16,106,1/23/16,106,University Heights South 2,Closed
Alcohol Offense,2016-0386,1/23/16,121,1/23/16,121,Harris,Closed; Alcohol ticket issued to non affiliate  
Intoxication,2016-0387,1/23/16,127,1/23/16,127,Davis Center,Closed; UVM Rescue transported to UVM MC
Intoxication,2016-0390,1/23/16,239,1/23/16,239,Millis,Closed; UVM Rescue transported to UVM MC
Motorist Assist,2016-0391,1/23/16,910,1/23/16,910,East Ave / Catamount Dr,Closed; Ticket issued for Driving while license suspended
Suspicious Event,2016-0393,1/23/16,1457,1/23/16,1457,Virtue Field,Closed
Larceny from a Vehicle,2016-0395,1/23/16,1701,01/22-23/2016,2000-1700,Gutterson Garage,Open
Intoxication,2016-0400,1/23/16,2206,1/23/16,2206,Bailey Howe,Closed; Transported to ACT1
Vandalism,2016-0402,1/23/16,2328,Unk,Unk,Coolidge,Open
Unsecure Premise,2016-0404,1/24/16,102,1/24/16,102,Grounds,Closed
Fire Alarm,2016-0405,1/24/16,112,1/24/16,112,McAuley,Closed
Motor Vehicle Complaint,2016-0406,1/24/16,123,1/24/16,123,Trinity Campus,Closed
Vandalism,2016-0407,1/24/16,124,Unk,Unk,McAuley,Open
Intoxication,2016-0408,1/24/16,126,1/24/16,126,Coolidge,Closed; Transported to ACT1
Drugs,2016-0409,1/24/16,138,1/24/16,138,Mercy,Closed; Report to CSES
Intoxication,2016-0410,1/24/16,236,1/24/16,236,Mercy,Closed; UVM Rescue transported to UVM MC; transportedto ACT1
Agency Assist,2016-0411,1/24/16,512,1/24/16,512,North St / Hyde St,Closed; Assist to BPD
Intrusion Alarm,2016-0423,1/24/16,1629,1/24/16,1629,Mann,Closed
Agency Assist,2016-0424,1/24/16,2058,1/24/16,2058,Converse,Closed; Assist to CPD
Welfare Check,2016-0425,1/24/16,2339,1/24/16,2339,Living and Learning,Closed; Transported to UVM MC
Anonymous Sexual Assault,2016-0429,1/25/16,1101,Unk,Unk,Unknown,Closed; Referred to Title IX Coordinator
Intrusion Alarm,2016-0431,1/25/16,1304,1/25/16,1304,Living and Learning,Closed
Fire Alarm,2016-0439,1/25/16,1822,1/25/16,1822,University Heights South 2,Closed
Agency Assist,2016-0440,1/25/16,1851,1/25/16,1851,Redstone Water Tower,Closed; Assist to Burlington Water Dept
Vandalism,2016-0443,1/25/16,2240,1/23/16,Unk,Coolidge,Open
Fire Alarm,2016-0446,1/25/16,2320,1/25/16,2320,University Heights South 2,Closed
Intrusion Alarm,2016-0450,1/26/16,108,1/26/16,108,460 S Prospect St,Closed
Intrusion Alarm,2016-0451,1/26/16,145,1/26/16,145,460 S Prospect St,Closed
Intrusion Alarm,2016-0452,1/26/16,225,1/26/16,225,460 S Prospect St,Closed
Intrusion Alarm,2016-0453,1/26/16,540,1/26/16,540,Englesby,Closed
Fire Alarm,2016-0464,1/26/16,1156,1/26/16,1156,PFG,Closed
Anonymous Sexual Assault,2016-0466,1/26/16,1247,Oct-15,Unk,Unknown,Closed; Referred to Title IX Coordinator
Citizen Assist,2016-0467,1/26/16,1328,1/26/16,1328,PFG Bike Rack,Closed
Trespass,2016-0468,1/26/16,1425,1/26/16,1425,Gucciardi Fitness,Closed; Non affiliate cited into court for Unlawful Trespass
Elevator Alarm,2016-0471,1/26/16,2000,1/26/16,2000,University Heights South 2,Closed
Medical Assist,2016-0479,1/27/16,1253,1/27/16,1253,University Hgts South 2,Closed; referred to UVM Rescue & UVM Medical Center ER
Fire / CO Alarm,2016-0483,1/27/16,1359,1/27/16,1359,Christie Wright Patterson,Closed
Larceny,2016-0488,1/27/16,1654,01/26-27/2016,2100-0700,Robinson Hall Parking Lot,Open incident
Larceny,2016-0490,1/27/16,1957,01/20-27/2016,1430-0010,UVM Parking Garage,Open incident
Voyeurism,2016-0491,1/27/16,2201,1/27/16,2125,Living & Learning,Closed; affiliate  cited into court for Voyeurism; report to CSES
Disorderly Conduct - Fight,2016-0493,1/28/16,37,1/28/16,37,McAuley Hall,Closed; unfounded
Drugs,2016-0494,1/28/16,107,1/28/16,107,McAuley Hall,Closed; report to CSES
Vandalism,2016-0495,1/28/16,114,Unk,Unk,McAuley Hall,Open incident
Intrusion Alarm,2016-0497,1/28/16,1011,1/28/16,1011,466 S Prospect St,Closed
Panic Alarm,2016-0499,1/28/16,1234,1/28/16,1234,Arts & Sciences,Closed
Property Damage,2016-0500,01/28//2016,1445,1/28/16,1445,Trinity Villa,Closed
Stolen Vehicle,2016-0503,1/28/16,1736,1/28/16,0000-0600,Fleming Parking Lot,Closed; unfounded
Medical Assist,2016-0504,1/28/16,1843,1/28/16,1843,McAuley Hall,Closed; referred to UVM Rescue & UVM Medical Center ER
Suspicious Behavior,2016-0505,1/28/16,1913,1/28/16,1913,Williams Hall Outside,Closed; non substantiated
Drugs,2016-0508,1/28/16,2341,1/28/16,2341,Living & Learning,Closed; report to CSES
Medical Assist / Alcohol Offense,2016-0510,1/29/16,104,1/29/16,104,Millis Hall,Closed; referred to UVM Rescue & report to CSES
Welfare Check,2016-0511,1/29/16,749,1/29/16,749,UVM Parking Garage,Closed; affiliate located
Citizen Assist,2016-0514,1/29/16,913,1/29/16,913,Converse Hall,Closed
Fire Alarm,2016-0520,1/29/16,1035,1/29/16,1035,Hamilton Hall,Closed
Medical Assist,2016-0521,1/29/16,1121,1/29/16,1121,Aiken Forestry Sciences,Closed; referred to UVM Rescue & UVM Medical Center ER
Drugs,2016-0523,1/29/16,1316,1/29/16,1316,Jeanne Mance,Closed; report to CSES
Animal Problem,2016-0526,1/29/16,1656,1/29/16,1656,Simpson Hall Outside,Closed
Welfare Check,2016-0530,1/29/16,1834,1/29/16,1834,Wilks Hall,Closed; affiliate located
Fire Alarm / Drugs,2016-0531,1/29/16,1858,1/29/16,1858,Wilks Hall,Closed; report to CSES
Medical Assist,2016-0532,1/29/16,2017,1/29/16,2017,Gucciardi Fitness Center,Closed; referred to South Burlington Rescue
Alcohol Offense,2016-0533,1/29/16,2030,1/29/16,2030,University Hgts North 1,Closed; non affiliate issued alcohol ticket
Welfare Check,2016-0536,1/29/16,2227,1/29/16,2227,Votey Hall,Closed; referred affiliate to UVM Medical Center ER
Suspicious Behavior,2016-0537,1/29/16,2230,1/29/16,2230,PFG Outside,Closed
Welfare Check / Medical Assist,2016-0538,1/29/16,2254,1/29/16,2254,Living & Learning,Closed; affiliate located & referred to UVM Medical Center ER via UVM Rescue
Noise,2016-0539,1/29/16,2301,1/29/16,2301,Redstone Apts,Closed; non substantiated
Alcohol Offense,2016-0540,1/29/16,2350,1/29/16,2350,Southwick Outside,Closed; report to CSES
Intoxication / Medical Assist,2016-0541,1/30/16,15,1/30/16,15,Davis Center,Closed; referred to UVM Medical Center ER via UVM Rescue & ACT 1 for Detox
Alcohol Offense,2016-0543,1/30/16,46,1/30/16,46,Jeanne Mance,Closed; report to CSES
Intoxication / Medical Assist,2016-0546,1/30/16,52,1/30/16,52,Redstone Apts 4-31,Closed; referred to UVM Medical Center ER via UVM Rescue; report to CSES
Intoxication,2016-0547,1/30/16,123,1/30/16,123,Marsh Austin Tupper,Closed; referred to ACT 1 & Corrections for Detox; report to CSES
Intoxication / Medical Assist,2016-0548,1/30/16,314,1/30/16,314,Patterson Hall,Closed; referred to UVM Medical Center ER via UVM Rescue; report to CSES
Medical Assist,2016-0556,1/30/16,1250,1/30/16,1250,Living & Learning,Closed; referred non affiliate to UVM Medical Center ER via UVM Rescue
Citizen Assist,2016-0560,1/30/16,1452,1/30/16,1452,"Ethan Allen House, Catamount Ln",Closed
Vehicle Vandalism,2016-0561,1/30/16,1623,Unk,Unk,WDW Parking Lot,Open incident
Intrusion Alarm,2016-0562,1/30/16,1629,1/30/16,1629,460 S Prospect St,Closed
Drugs,2016-0564,1/30/16,1845,1/30/16,1845,Jeanne Mance,Closed; report to CSES
Medical Assist,2016-0565,1/30/16,1952,1/30/16,1952,Living & Learning,Closed; referred to UVM Rescue
Unsecured Premise,2016-0566,1/30/16,2022,1/30/16,2022,Wing Davis Wilks,Closed
Drugs,2016-0569,1/30/16,2332,1/30/16,2332,Living & Learning,Closed; non substantiated
Citizen Assist,2016-0570,1/30/16,2350,1/30/16,2350,Davis Center,Closed
Medical Assist / Intoxication,2016-0571,1/31/16,35,1/31/16,35,Tupper Hall,"Closed; referred to UVM Medical Center ER via UVM Rescue, ACT 1, & Corrections for Detox; report to CSES"
Suspicious Person,2016-0577,1/31/16,1203,1/31/16,1203,Jeanne Mance,Closed
Unsecure Premise,2016-0579,1/31/16,1348,1/31/16,1348,Nolan House,Closed
Sexual Assault,2016-0582,1/31/16,1600,1/30/16,Unk,UVM Main Campus,Closed; Referred to Title IX Coordinator
Fire Alarm,2016-0584,1/31/16,1710,1/31/16,1710,256 Colchester Ave,Closed
Agency Assist / DUI,2016-0585,1/31/16,1737,1/31/16,1737,110 Kennedy Dr,Closed; Assist to SBPD
Suspicious Person,2016-0587,1/31/16,1852,1/31/16,1852,Helipad,Closed; Unable to locate
Citizen Assist,2016-0588,1/31/16,1859,1/31/16,1859,Williams Lot,Closed; Unable to locate
Drugs,2016-0589,1/31/16,1917,1/31/16,1917,Living and Learning,Closed
Assist Other,2016-0591,1/31/16,2138,1/31/16,2138,Mann,Closed; Assist to Physical Plant
Suspicious Event,2016-0592,1/31/16,2222,1/31/16,2222,Converse,Closed
Drugs,2016-0593,1/31/16,2329,1/31/16,2329,Living and Learning,Closed
