Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Drugs,2016-6328,9/10/16,1241,9/10/16,1241,WDW Commons,Closed
Fire Alarm,2016-6329,9/10/16,1257,9/10/16,1257,Ready,Closed
Agency Assist,2016-6331,9/10/16,1457,9/10/16,1457,Overlake Pk / Cliff St,Closed; Assist to BPD
Agency Assist,2016-6332,9/10/16,1528,9/10/16,1528,Living and Learning,Closed; Assist to BPD
Simple Assault,2016-6333,9/10/16,1615,9/9/16,Unk,Mercy,Open
University Policy Violation,2016-6334,9/10/16,1645,9/10/16,1645,Bailey Howe Outside,Closed; Report to CSC
Accident,2016-6336,9/10/16,1718,9/10/16,1718,PFG Lot,Closed
Drugs / Alcohol Offense,2016-6337,9/10/16,1842,9/10/16,1842,Simpson Lot,Closed; Report to CSC
Disturbance / Trespass / Stalking,2016-6338,9/10/16,1926,9/10/16,1926,Living and Learning,Closed; Report to CSC & Title IX coordinator
Larceny,2016-6339,9/10/16,2023,9/10/16,Unk,HM Dining Hall,Open
Alcohol Offense,2016-6342,9/10/16,2236,9/10/16,2236,Hungerford Terr / Bradley St,Closed; Ticket issued
Noise / Drugs / Alcohol Offense,2016-6344,9/10/16,2242,9/10/16,2242,University Heights North 2,Closed; Report to CSC
Trespass,2016-6346,9/10/16,2310,9/10/16,2310,Converse Lot Construction Area,Closed; Unable to locate
Alcohol Offense,2016-6348,9/10/16,2332,9/10/16,2332,College St / S Williams St,Closed; Report to CSC
Alcohol Offense,2016-6349,9/10/16,2334,9/10/16,2334,Catholic Center Outside,Closed; Report to CSC
Alcohol Offense,2016-6350,9/10/16,2338,9/10/16,2338,Redstone Campus,Closed; Report to CSC
Alcohol Offense,2016-6351,9/10/16,2338,9/10/16,2338,Amphitheater,Closed; Report to CSC
Drugs / Alcohol Offense,2016-6354,9/11/16,19,9/11/16,19,Living and Learning Outside,Closed; Report to CSC
Alcohol Offense,2016-6356,9/11/16,31,9/11/16,31,Amphitheater,Closed; Report to CSC
Drugs,2016-6358,9/11/16,45,9/11/16,45,Mercy,Closed; Report to CSC
Drugs,2016-6359,9/11/16,127,9/11/16,127,86 S Williams Outside,Closed; Report to CSC
Drugs / Alcohol Offense,2016-6360,9/11/16,131,9/11/16,131,Living and Learning Outside,Closed; unfounded
Traffic / DUI,2016-6364,9/11/16,207,9/11/16,207,Colchester Ave / Calarco Ct,Closed; Cited into court for DUI
Drugs,2016-6368,9/11/16,410,9/11/16,410,University Heights North 2,Closed; Report to CSC
Drugs,2016-6370,9/11/16,559,9/11/16,559,Harris,Closed; Report to CSC
Motor Vehicle Complaint,2016-6377,9/11/16,1201,9/11/16,1201,Redstone Green,Closed
Drugs,2016-6381,9/11/16,1721,9/11/16,1721,Jeanne Mance Parking Lot,Closed; Marijuana ticket issued & report to CSC
Drugs,2016-6384,9/11/16,1806,9/11/16,1806,Jeanne Mance,Closed; non substantiated
Motor Vehicle Complaint,2016-6388,9/11/16,2043,9/11/16,2043,Jeffords Hall Parking Lot,Closed
Welfare Check / Suspicious Behavior / Drugs,2016-6390,9/12/16,104,9/12/16,104,Harris Hall,Closed; affiliate located & report to CARES & CSC
Fire Alarm,2016-6391,9/12/16,853,9/12/16,853,Mansfield House,Closed
Fire Alarm,2016-6394,9/12/16,948,9/12/16,948,Mansfield House,Closed
Vandalism,2016-6401,9/12/16,1933,Unk,Unk,Simpson Hall,Open incident
Suspicious Behavior,2016-6404,9/12/16,2230,9/12/16,2230,Main St / University Pl,Closed
Sexual Assault,2016-6405,9/12/16,2329,9/10/16,0100-0245,Jeanne Mance,Closed; Cited into court for Sexual Assault
Welfare Check,2016-6406,9/13/16,107,9/13/16,107,Harris Hall,Closed; affiliate located & referred to CARES
Suspicious Behavior,2016-6413,9/13/16,1526,9/13/16,1526,Jeanne Mance Hall Parking Lot,Closed; non substantiated
Fire Alarm / Drugs,2016-6414,9/13/16,1800,9/13/16,1800,Mercy Hall,Closed; report to CSC
Noise,2016-6418,9/13/16,2021,9/13/16,2021,Virtue Field,Closed
Drugs,2016-6420,9/13/16,2027,9/13/16,2027,Ready Hall,Closed; non substantiated
Motorist Assist,2016-6421,9/13/16,2034,9/13/16,2034,Spear St / Davis Rd,Closed
Fire Alarm,2016-6423,9/13/16,2325,9/13/16,2325,Wing Hall,Closed
Intrusion Alarm,2016-6425,9/14/16,710,9/14/16,710,Waterman,Closed
Panic Alarm,2016-6431,9/14/16,1130,9/14/16,1130,Continuing Education,Closed
Welfare Check,2016-6433,9/14/16,1206,9/14/16,1206,Redstone Lofts,Closed; affiliate located & referred to CARES
Fire Alarm,2016-6434,9/14/16,1216,9/14/16,1216,Mason Simpson Hamilton,Closed
Fire Alarm,2016-6435,9/14/16,1318,9/14/16,1318,Mason Simpson Hamilton,Closed
911 Hang Up,2016-6439,9/14/16,2058,9/14/16,2058,Davis Hall,Closed
Suspicious Event,2016-6440,9/14/16,2151,9/14/16,2151,Converse Hall Outside & Main Campus Construction Area,Closed
Drugs,2016-6441,9/14/16,2156,9/14/16,2156,Coolidge Hall,Closed; report to CSC
Suspicious Odor,2016-6442,9/14/16,2301,9/14/16,2301,Richardson Hall,Closed
Noise,2016-6443,9/14/16,2357,9/14/16,2357,McAuley Hall Outside,Closed; noise warning issued
Agency Assist,2016-6448,9/15/16,1305,9/15/16,1305,284 East Ave,Closed; Assist to Collier County (Florida) Sheriff's Office
Drugs,2016-6450,9/15/16,1325,9/15/16,1325,Mercy,Closed; Unsubstantiated
Medical Assist,2016-6452,9/15/16,1407,9/15/16,1407,HM,Closed; UVM Rescue transported to UVM MC
Medical Assist,2016-6454,9/15/16,1735,9/15/16,1735,John Dewey,Closed; UVM Rescue transported to UVM MC
Welfare Check,2016-6456,9/15/16,1915,9/15/16,1915,Trinity Campus,Closed; Unable to locate unknown male
Drugs / Alcohol Offense,2016-6463,9/15/16,2203,9/15/16,2203,Lofts Outside,Closed; Report to CSC
Fire Alarm,2016-6464,9/15/16,2231,9/15/16,2231,University Heights South 1,Closed
Medical Assist,2016-6465,9/15/16,2246,9/15/16,2246,University Heights North 2,Closed; UVM Rescue transported to UVM MC
Drugs,2016-6467,9/15/16,2311,9/15/16,2311,Hunt Outside,Closed; Report to CSC
Alcohol Offense,2016-6469,9/15/16,2326,9/15/16,2326,Mercy Outside,Closed; VCVC Fake Identification; Report CSC
Drugs / Alcohol Offense,2016-6470,9/15/16,2349,9/15/16,2349,Richardson,Closed; Report to CSC
Drugs,2016-6471,9/16/16,13,9/16/16,13,Jeanne Mance,Closed; Unsubstantiated
Welfare Check,2016-6472,9/16/16,57,9/16/16,57,Living and Learning,Closed
Assist Other,2016-6477,9/16/16,1437,9/16/16,1437,Englesby,Closed
Agency Assist,2016-6481,9/16/16,1718,9/16/16,1718,32 Mallets Bay Ave,Closed; Assist to WPD
Fire Alarm,2016-6482,9/16/16,1845,9/16/16,1845,258 Colchester Ave,Closed
Motorist Assist,2016-6484,9/16/16,1950,9/16/16,1950,Beaumont Ave,Closed
Agency Assist,2016-6488,9/16/16,2221,9/16/16,2221,Ira Allen Chapel,Closed; Assist to BPD
Alcohol Offense,2016-6490,9/16/16,2245,9/16/16,2245,Mercy,Closed
Intoxication,2016-6491,9/16/16,2301,9/16/16,2301,Wing,Closed; UVM Rescue transported to UVM MC
Intoxication,2016-6492,9/16/16,2313,9/16/16,2313,Coolidge,Closed; BFD Rescue transported to UVM MC; transported to ACT I for detox
Suspicious Event,2016-6495,9/17/16,0,9/17/16,0,Living and Learning,Closed; Report to CARES Team
Drugs,2016-6496,9/17/16,5,9/17/16,5,Living and Learning,Closed; Unsubstantiated
Welfare Check,2016-6497,9/17/16,7,9/17/16,7,Living and Learning,Closed
Blue Light Alarm,2016-6498,9/17/16,27,9/17/16,27,Jacob's House,Closed
Assist Other,2016-6499,9/17/16,58,9/17/16,58,Wilks,Closed; Assist to Res Life
Drugs,2016-6500,9/17/16,156,9/17/16,156,Tupper Outside,Closed; Report to CSC
Agency Assist,2016-6505,9/17/16,556,9/17/16,556,111 Colchester Ave,Closed; Assist to WPD-
Citizen Assist,2016-6508,9/17/16,1342,9/17/16,1342,284 East Ave,Closed
Blue Light / Medical Assist,2016-6512,9/17/16,1749,9/17/16,1749,Main Campus Green,Closed; UVM Rescue transported to UVM MC
Larceny Motor Vehicle,2016-6513,9/17/16,1800,09/12-17/2016,Unk,Redstone Lofts Lot,Open
University Policy Violation,2016-6516,9/17/16,1859,9/17/16,1859,Williams Fire Escape,Closed; Report to CSC
Fire Alarm,2016-6519,9/17/16,1935,9/17/16,1935,University Heights South 2,Closed
Fire Alarm,2016-6522,9/17/16,2118,9/17/16,2118,MAT,Closed
Welfare Check,2016-6528,9/17/16,2210,9/17/16,2210,University Heights South 1,Closed; Referred to Res Life
Drugs,2016-6529,9/17/16,2215,9/17/16,2215,Redstone Lofts,Closed; Report to CSC
Intoxication,2016-6530,9/17/16,2216,9/17/16,2216,Redstone Path,Closed; UVM Rescue transported to UVM MC
Motor Vehicle Complaint,2016-6531,9/17/16,2234,9/17/16,2234,284 East Ave,Closed
Drugs / Alcohol / University Policy Violation / Fake Id,2016-6533,9/17/16,2248,9/17/16,2248,Mason,Closed; Report to CSC; Ticket issued
Alcohol Offense,2016-6535,9/17/16,2316,9/17/16,2316,Villa,Closed; Report to CSC
Suspicious Event,2016-6536,9/17/16,2345,9/17/16,2345,University Heights South,Closed
Alcohol Offense / Drugs,2016-6537,9/17/16,2320,9/17/16,2320,Living and learning,Closed; Report to CSC
Drugs,2016-6538,9/17/16,2347,9/17/16,2347,Coolidge,Closed; Report to CSC
Alcohol Offense,2016-6539,9/17/16,2348,9/17/16,2348,111 Colchester Ave,Closed; Report to CSC
Noise,2016-6540,9/17/16,2349,9/17/16,2349,500 S Prospect St,Closed; Report to CSC
Traffic / DLS / Warrant,2016-6542,9/17/16,2356,9/17/16,2356,S Prospect St / Pearl St,Closed; 1 cited into court for DLS;  1 lodged for warrant
Medical Assist / Alcohol Offense,2016-6543,9/18/16,17,9/18/16,17,Robinson Outside,Closed; UVM Rescue transported to UVM MC; Report to CSC
Blue Light Alarm,2016-6544,9/18/16,26,9/18/16,26,Jeanne Mance,Closed
Medical Assist,2016-6546,9/18/16,100,9/18/16,100,Harris,Closed; UVM Rescue transported to UVM MC
Drugs,2016-6547,9/18/16,110,9/18/16,110,Sichel,Closed; Unable to locate
Citizen Assist,2016-6548,9/18/16,121,9/18/16,121,Main St / University Hgts,Closed; BFD Rescue transported to UVM MC
Drugs,2016-6550,9/18/16,125,9/18/16,125,Ready,Closed; Report to CSC
Littering / Alcohol Offense,2016-6553,9/18/16,209,9/18/16,209,University Heights North,Closed; Report to CSC
Suspicious Event,2016-6554,9/18/16,216,9/18/16,216,Trinity Campus,Closed
Drugs / Alcohol Offense / Medical Assist,2016-6555,9/18/16,222,9/18/16,222,Richardson,Closed; Report to CSC
Traffic / DUI,2016-6556,9/18/16,226,9/18/16,226,861 Williston Rd,Closed; Cited into court for DUI
Larceny Bicycle,2016-6560,9/18/16,1528,09/14-18/2016,Unk,CWP Bike Rack,Open
Vandalism,2016-6563,9/18/16,1930,Unk,Unk,Ready,Open
Citizen Assist,2016-6566,9/18/16,2104,9/18/16,2104,Living and Learning Bike Rack,Closed
Fire Alarm,2016-6568,9/18/16,2126,9/18/16,2126,Wright,Closed
Unsecure Premise,2016-6571,9/19/16,19,9/19/16,19,PFG,Closed
Agency Assist / DUI,2016-6576,9/19/16,222,9/19/16,222,861 Williston Rd,Closed; Assist to BPD
Larceny,2016-6585,9/19/16,1409,09/12-18/2016,Unk,Fleming,Open incident
Fire Alarm,2016-6586,9/19/16,1431,9/19/16,1431,University Hgts South 1,Closed
Medical Assist,2016-6587,9/19/16,1431,9/19/16,1431,Cook,Closed; affiliate referred to UVM Medical Center via Burlington Rescue
Drugs / Alcohol Offense,2016-6592,9/19/16,1845,9/19/16,1845,University Hgts South 2,Closed; report to CSC
Citizen Assist,2016-6593,9/19/16,1852,9/19/16,1852,Davis Center Outside,Closed
Fraud,2016-6594,9/19/16,1911,Unk,Unk,Harris Hall,Open incident
Welfare Check / Medical Assist,2016-6595,9/19/16,1948,9/19/16,1948,University Hgts South 2,Closed; affiliate located and referred to UVM Medical Center via UVM Rescue
Agency Assist,2016-6596,9/19/16,1959,9/19/16,1959,UVM Medical Center Parking Lot,Closed; assist to So. Burlington Police
Fire Alarm,2016-6597,9/19/16,2010,9/19/16,2010,Richardson Hall,Closed
Medical Assist,2016-6598,9/19/16,2110,9/19/16,2110,Jeffords Hall,Closed; affiliate referred to UVM Medical Center ER via UVM Rescue
Citizen Assist,2016-6599,9/19/16,2137,9/19/16,2137,Millis Hall,Closed
Fire Alarm,2016-6600,9/19/16,2229,9/19/16,2229,McAuley Hall,Closed
Drugs,2016-6601,9/19/16,2335,9/19/16,2335,McAuley Hall,Closed
Motorist Assist,2016-6603,9/20/16,122,9/20/16,122,IMF Parking Lot,Closed
Welfare Check,2016-6608,9/20/16,1018,9/20/16,1018,McAuley Hall,Closed; affiliate located and referred to CARES
Fire Alarm / Suspicious Odor,2016-6613,9/20/16,1047,9/20/16,1047,Billings,Closed; odor unfounded
Suspicious Behavior,2016-6614,9/20/16,1309,Various 2015/2016 Dates,Various,PFG,Open incident
Suspicious Behavior,2016-6615,9/20/16,1456,9/20/16,1430,Wright Hall,Closed
Citizen Assist,2016-6617,9/20/16,1616,9/20/16,1616,Centennial Field,Closed
Intrusion Alarm,2016-6620,9/20/16,1802,9/20/16,1802,Waterman,Closed
Fire,2016-6622,9/20/16,2051,9/20/16,2051,Redstone Apts,Closed
Suspicious Behavior,2016-6624,9/20/16,2159,9/20/16,1915,Jeanne Mance Parking Lot,Closed
Fire Alarm,2016-6625,9/20/16,2242,9/20/16,2242,Jeanne Mance,Closed
Suspicious Behavior,2016-6626,9/20/16,2259,9/20/16,2145,Main Campus Construction Area,Closed
Unsecured Premise,2016-6629,9/21/16,347,9/21/16,347,Living & Learning,Closed
Trespassing,2016-6630,9/21/16,559,9/21/16,559,Jeffords,Closed
Intrusion Alarm,2016-6633,9/21/16,914,9/21/16,914,Living & Learning,Closed
Agency Assist,2016-6636,9/21/16,1047,9/21/16,1047,East Campus,Closed; assist to Chittenden County States Attorney
Welfare Check,2016-6637,9/21/16,1203,9/21/16,1203,Redstone Lofts,Closed; affiliate located & referred to UVM CARES
Fire Alarm,2016-6638,9/21/16,1416,9/21/16,1416,McAuley Hall,Closed
Motor Vehicle Complaint,2016-6641,9/21/16,1542,9/21/16,Unk,Carrigan Dr Construction Area,Closed
Citizen Assist,2016-6644,9/21/16,1755,9/21/16,1755,UVM Police Services,Closed
