Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Fire Alarm,2013-6556,8/16/13,1416,8/16/13,1416,Central Stores- Fort,Closed
Accident -Property Damage,2013-6557,8/16/13,1507,8/16/13,1507,PFG Garage,Closed
Agency Assist,2013-6558,8/16/13,1934,8/16/13,1934,Colchester Ave/ East Ave,Closed
Agency Assist,2013-6564,8/17/13,38,8/17/13,38,I89 Northbound,Closed
Agency Assist,2013-6570,8/17/13,113,8/17/13,113,Doubletree Motel - S Burlington,Closed
Assist  Other,2013-6573,8/17/13,142,8/17/13,142,College St / Williams St,Closed
Blue Light Alarm,2013-6582,8/17/13,810,8/17/13,810,Jacobs House,Closed
Larceny,2013-6584,8/17/13,1406,8/17/13,1406,University Hgts,Open
Property Damage,2013-6590,8/17/13,1922,8/17/13,1922,Catamount Ln,Closed
Welfare Check,2013-6591,8/17/13,1954,8/17/13,1954,Redstone Lofts,Closed
Medical,2013-6592,8/17/13,2034,8/17/13,2034,Votey,Closed; subject taken to the ER by UVM Rescue
Noise,2013-6593,8/17/13,2047,8/17/13,2047,Redstone Quad,Closed
Intrusion Alarm,2013-6602,8/17/13,2242,8/17/13,2242,Ira Allen Chapel,Closed
Suspicious Event,2013-6611,8/18/13,10,8/18/13,10,U Heights / East Campus,Closed;Unfounded
DUI,2013-6620,8/18/13,151,8/18/13,151,Colchester Ave / University Rd,"Closed; subject arrested & lodged at corrections for DUI, leaving the scene of an accident, & violation of conditions of release"
Agency Assist,2013-6623,8/18/13,432,8/18/13,432,12 East Terr  S Burlington,Closed
Suspicious Event,2013-6626,8/18/13,549,8/18/13,549,Davis Center,Closed; Unfounded
Motorist Assist,2013-6632,8/18/13,1534,8/18/13,1534,I89 / Exit 14,Closed
Trespassing,2013-6638,8/18/13,2109,8/18/13,2109,Living & Learning,Closed; subject arrested &  lodged at corrections for unlawful trespassing; report to CSES
Blue Light Alarm,2013-6639,8/19/13,46,8/19/13,46,Jeffords Hall,Closed; unfounded
Property Damage,2013-6647,8/19/13,1008,8/19/13,1008,North 1,Closed
Accident / Agency Assist,2013-6654,8/19/13,2020,8/19/13,2020,"Kennedy Dr / Hinesburg Rd, S. Burlington",Closed
Welfare Check,2013-6657,8/19/13,2313,8/19/13,2313,Davis Center,Closed
Driving While Suspended,2013-6658,8/19/13,2336,8/19/13,2336,Carrigan Dr / Beaumont Ave.,Closed; subject cited for driving while suspended & false info to police officer.
Citizen Assist,2013-6674,8/20/13,1324,8/20/13,1324,Lafayette Building,Closed
Motorist Assist,2013-6676,8/20/13,1543,8/20/13,1543,Colchester Ave.,Closed
Intoxication,2013-6677,8/20/13,1548,8/20/13,1548,Votey Hall,Closed
Intrusion Alarm,2013-6678,8/20/13,1844,8/20/13,1844,Fleming,Closed
Fire Alarm,2013-6679,8/20/13,1939,8/20/13,1939,Women's Center,Closed
Blue Light Alarm,2013-6681,8/20/13,2105,8/20/13,2105,Chittenden Hall,Closed; unfounded
Trespassing,2013-6682,8/20/13,2115,8/20/13,2115,Waterman,Closed
Fire Alarm,2013-6683,8/20/13,2122,8/20/13,2122,440 College St.,Closed
Agency Assist,2013-6684,8/20/13,2252,8/20/13,2252,Main St / University Heights,Closed
Agency Assist,2013-6690,8/21/13,443,8/21/13,443,Fletcher Allen,Closed
Assist-Other,2013-6702,8/21/13,1541,8/21/13,1541,Police Services,Closed
Suspicious Persons,2013-6703,8/21/13,1624,8/21/13,1624,RTT,Closed
Fire Alarm,2013-6704,8/21/13,1702,8/21/13,1702,University Hgts,Closed
Alcohol Offense,2013-6706,8/22/13,50,8/22/13,50,MAT,Closed
Blue Light Alarm,2013-6707,8/22/13,237,8/22/13,237,Fleming,Closed
Intrusion Alarm,2013-6711,8/22/13,615,8/22/13,615,Waterman,Closed ; accidental
Assist Other,2013-6717,8/22/13,924,8/22/13,924,Fleming,Closed
Motorist Assist,2013-6725,8/22/13,1514,8/22/13,1514,Main St / S Williams,Closed
Agency Assist,2013-6726,8/22/13,1523,8/22/13,1523,Main St / S Williams,Closed
Blue Light Alarm,2013-6734,8/23/13,302,8/23/13,302,Redstone,Closed
Blue Light Alarm,2013-6736,8/23/13,542,8/23/13,542,Jeanne Mance,Closed
Agency Assist,2013-6737,8/23/13,741,8/23/13,741,1272 Williston Rd   S Burlington,Closed
Agency Assist,2013-6738,8/23/13,824,8/23/13,824,861 Williston Rd  S Burlington,Closed
Blue Light Alarm,2013-6740,8/23/13,1438,8/23/13,1438,Chittenden,Closed
Drug Possession,2013-6741,8/23/13,2103,8/23/13,2103,Buckham,Closed; marijuana confiscated; report to cses
Drug Possession,2013-6742,8/23/13,2154,8/23/13,2154,U Heights / Davis Rd,Closed ;  Unfounded
Drug Possession,2013-6744,8/23/13,2307,8/23/13,2307,McCann,Closed; Unfounded
Drug Possession,2013-6745,8/23/13,2335,8/23/13,2335,MAT,Closed; Unfounded
DUI,2013-6750,8/24/13,131,8/24/13,131,Gutterson Lot,Closed
Suspicious Event / Agency Assist,2013-6752,8/24/13,152,8/24/13,152,S Prospect St / Colchester Ave  Burlington,Closed
Agency Assist,2013-6753,8/24/13,155,8/24/13,155,Mansfield Ave / Colchester Ave  Burlington,Closed
Suspicious Person,2013-6758,8/24/13,1115,8/24/13,1115,University Health Center,Closed
Blue Light Alarm,2013-6760,8/24/13,1431,8/24/13,1431,PFG,Closed
Blue Light Alarm,2013-6763,8/24/13,1633,8/24/13,1633,Centennial Field,Closed
Medical Assist,2013-6766,8/24/13,1833,08/24/203,1833,Centennial Field,Closed; referred to UVM Rescue
Alcohol Offense,2013-6767,8/24/13,2138,8/24/13,2138,Centennial Field,Closed
Noise,2013-6768,8/24/13,2144,8/24/13,2144,N. Willard St.,Closed; report to CSES
Drugs,2013-6770,8/24/13,2207,8/24/13,2207,MAT,Closed; unfounded
Noise,2013-6771,8/24/13,2217,8/24/13,2217,Orchard Ter.,Closed; report to CSES
Agency Assist,2013-6772,8/24/13,2223,8/24/13,2223,East Ave / Catamount Dr.,Closed
Agency Assist,2013-6777,8/24/13,2316,8/24/13,2316,Williston Rd / I89,Closed
Alcohol Offense,2013-6778,8/24/13,2320,8/24/13,2320,Main St / University Pl,Closed; report to CSES
Drugs,2013-6780,8/24/13,2343,8/24/13,2343,Hamilton Hall,Closed; unfounded
Alcohol/Noise Offense,2013-6781,8/24/13,2347,8/24/13,2347,S. Willard St.,Closed; report to CSES
Intoxication,2013-6782,8/24/13,2352,8/24/13,2352,Pearl St / S. Willard St.,Closed; report to CSES
Intoxication,2013-6784,8/24/13,2359,8/24/13,2359,S. Prospect St / College St.,Closed; alcohol ticket issued
Intoxication,2013-6787,8/25/13,22,8/25/13,22,Marsh Hall,Closed; referred to ACT 1 & report to CSES
Intoxication,2013-6788,8/25/13,28,8/25/13,28,Mann Hall,Closed; referred to ACT 1 & report to CSES
Agency Assist,2013-6789,8/25/13,38,8/25/13,38,Williston Rd / I89,Closed
Noise,2013-6790,8/25/13,50,8/25/13,50,Redstone Apts,Closed
Drugs,2013-6791,8/25/13,104,8/25/13,104,Chittenden Hall,Closed; report to CSES
Intoxication,2013-6792,8/25/13,106,8/25/13,106,"Hickok Pl., Burlington",Closed; report to CSES
Vandalism,2013-6793,8/25/13,107,8/25/13,107,McAuley Hall,Open incident
DUI,2013-6794,8/25/13,108,8/25/13,108,Williston Rd  / I89,Closed; subject lodged at corrections for DUI
Intrusion Alarm,2013-6801,8/25/13,1249,8/25/13,1249,Waterman,Closed
Agency Assist,2013-6802,8/25/13,1311,8/25/13,1311,Burlington Waterfront,Closed
Citizen Assist,2013-6805,8/25/13,1751,8/25/13,1751,Wing Hall,Closed
Drugs,2013-6806,8/25/13,1757,8/25/13,1757,Wing Hall,Closed; report to CSES
Intrusion Alarm,2013-6808,8/25/13,2258,8/25/13,2258,Bailey Howe,Closed
Drugs,2013-6812,8/25/13,2318,8/25/13,2318,Living & Learning,Closed; unfounded
Drugs / Alcohol Offense,2013-6814,8/25/13,2350,8/25/13,2350,Coolidge Hall,Closed; report to CSES
Graffiti,2013-6816,8/26/13,10,Unk,Unk,Tupper Hall,Open incident
Medical Assist,2013-6820,8/26/13,240,8/26/13,240,Christie Hall,Closed; referred to UVM Rescue
Agency Assist,2013-6822,8/26/13,700,8/26/13,700,University Health Center,Closed
Drugs,2013-6835,8/26/13,1913,8/26/13,1913,Harris Millis,Closed; unfounded
Drugs,2013-6836,8/26/13,2005,8/26/13,2005,Mercy Hall,Closed; report to CSES
Agency Assist,2013-6837,8/26/13,2032,8/26/13,2032,Williston Rd,Closed
Medical Assist,2013-6839,8/26/13,2046,8/26/13,2046,Jeanne Mance,Closed; referred to UVM Rescue
Citizen Assist,2013-6845,8/26/13,2204,8/26/13,2204,Redstone Apts.,Closed
Fire Alarm,2013-6847,8/26/13,2241,8/26/13,2241,North 1,Closed
Drugs,2013-6848,8/26/13,2342,8/26/13,2342,Hunt Hall,Closed; unfounded
Intrusion Alarm,2013-6859,8/27/13,818,8/27/13,818,Fleming,Closed
Agency Assist,2013-6867,8/27/13,928,8/27/13,928,"Elmwood Ave, Burlington",Closed
Motorist Assist,2013-6870,8/27/13,949,8/27/13,949,Main St,Closed
Suspicious Event,2013-6876,8/27/13,1258,8/27/13,1258,284 East Ave.,Closed
Citizen Assist,2013-6877,8/27/13,1342,8/27/13,1342,Davis Center,Closed
Agency Assist,2013-6884,8/27/13,1514,8/27/13,1514,"Spring St / Archibald St, Burlington",Closed
Drugs,2013-6889,8/27/13,1934,8/27/13,1934,Rowell Hall,Closed; report to CSES
Drugs,2013-6890,8/27/13,1948,8/27/13,1948,Coolidge Hall,Closed; report to CSES
Drugs,2013-6892,8/27/13,2018,8/27/13,2018,McAuley Hall,Closed; report to CSES
Intrusion Alarm,2013-6894,8/27/13,2247,8/27/13,2247,Bailey Howe,Closed
Larceny,2013-6895,8/27/13,2307,8/27/13,2307,Votey,Open incident
K9 Assist,2013-6896,8/27/13,2312,8/27/13,2312,"N. Winooski Ave., Burlington",Closed
Drugs,2013-6897,8/27/13,2315,8/27/13,2315,McCann Hall,Closed; report to CSES
Agency Assist,2013-6903,8/28/13,201,8/28/13,201,"S. Winooski Ave / King St, Burlington",Closed
K9 Assist,2013-6904,8/28/13,212,8/28/13,212,"Riverside Ave., Burlington",Closed
Agency Assist,2013-6905,8/28/13,218,8/28/13,218,"Main St / University Hgts, Burlington",Closed
Fire Alarm,2013-6906,8/28/13,252,8/28/13,252,Buckham Hall,Closed
Motorist Assist,2013-6907,8/28/13,823,8/28/13,823,Colchester Ave / East Ave,Closed
Computer Crime,2013-6915,8/28/13,1039,8/28/13,1000,284 East Ave,Open
Vandalism,2013-6918,8/28/13,1135,8/28/13,1135,Millis,Open
Larceny,2013-6928,8/28/13,1548,8/28/13,1548,Hamilton,Closed; Unfounded
Motorist Assist,2013-6929,8/28/13,1809,8/28/13,1809,Given,Closed
Fire Alarm,2013-6930,8/28/13,1821,8/28/13,1821,University Hgts,Closed
Drugs-Unfounded,2013-6931,8/28/13,1933,8/28/13,1933,University Hgts South,Closed ; Unfounded
Agency Assist,2013-6939,8/28/13,2304,8/28/13,2304,Main St / University  Hgts,Closed
Fire Alarm,2013-6943,8/28/13,2340,8/28/13,2340,Living and Learning,Closed
Fire Alarm,2013-6944,8/29/13,16,8/29/13,16,Wing,Closed
Agency Assist,2013-6949,8/29/13,215,8/29/13,215,Main St / University Hgts,Closed
Graffiti,2013-6952,8/29/13,820,8/29/13,820,Main Green,Closed
Accident Property Damage,2013-6960,8/29/13,1114,8/29/13,1114,Allen House Pk Lot,Closed
Vandalism,2013-6964,8/29/13,1246,8/11/13,Unknown,Redstone Lofts,Open
Suspicious Event,2013-6965,8/29/13,1322,8/29/13,1322,Slade,Unfounded
Drugs-Possession,2013-6966,8/29/13,1338,8/29/13,1338,McCann,Closed; report to CSES
Fire Alarm,2013-6967,8/29/13,1359,8/29/13,1359,Torrey,Closed
Accident-Property Damage,2013-6968,8/29/13,1437,Unknown,Unknown,Jeffords Lot,Closed
Agency Assist,2013-6970,8/29/13,1731,8/29/13,1731,Williston Rd / Staples  S Burlington,Closed
Drugs-Possession,2013-6972,8/29/13,1934,8/29/13,1934,McAuley,Closed; paraphernalia confiscated  report to CSES
Drugs-Possession,2013-6973,8/29/13,1951,8/29/13,1951,McAuley,Closed ; paraphernalia confiscated ; report to CSES
Drugs-Unfounded,2013-6976,8/29/13,2309,8/29/13,2309,Buckham,Closed ; unfounded
Drugs-Possession,2013-6978,8/29/13,2318,8/29/13,2318,Chittenden,Closed; paraphernalia confiscated; report to CSES
Ordinance Violation,2013-6979,8/30/13,3,8/30/13,3,Loomis St   Burlington,Closed ticket issued for open container; report to CSES
Drugs-Unfounded,2013-6980,8/30/13,24,8/30/13,24,MAT,Closed; Unfounded
Alcohol Offense,2013-6982,8/30/13,106,8/30/13,106,Maple St/ Summit St,Closed; report to CSES
Agency Assist,2013-6985,8/30/13,246,8/30/13,246,Main St,Closed
Motor Vehicle Complaint,2013-6994,8/30/13,1147,8/30/13,1147,Christie Lot,Closed
ATM Alarm,2013-6995,8/30/13,1222,8/30/13,1222,McAuley,Closed
Accident Property Damage,2013-7002,8/30/13,1736,8/30/13,1736,Given,Closed
Noise,2013-7007,8/30/13,2130,8/30/13,2130,Redstone Apts,Closed; Unfounded
Drugs-Possession,2013-7009,8/30/13,2145,8/30/13,2145,Redstone,Closed ; paraphernalia and drugs confiscated    report to CSES
Welfare Check,2013-7010,8/30/13,2149,8/30/13,2149,Wing,Closed
Drugs-Unfounded,2013-7011,8/30/13,2230,8/30/13,2230,MAT,Closed; Unfounded
Intoxication,2013-7013,8/30/13,2241,8/30/13,2241,Davis Center,Closed; referred to ACT 1 for detox ; report to CSES
DUI,2013-7014,8/30/13,2250,8/30/13,2250,Main St / University Pl,Closed; subject arrested for driving under the influence
Suspicious Person,2013-7015,8/30/13,2257,8/30/13,2257,Grassmount,Closed
Intoxication,2013-7016,8/30/13,2320,8/30/13,2320,Jeanne Mance,"Closed referred to ACT 1 for detox , report to CSES"
Intoxication,2013-7017,8/30/13,2329,8/30/13,2329,Davis Center,Closed subject referred to ACT 1 for detox
Drug-Possession,2013-7019,8/30/13,2343,8/30/13,2343,McCann,"Closed, civil ticket issued for possession report to CSES"
Intoxication,2013-7020,8/31/13,3,8/31/13,3,N Willard St / North St,Closed referred to Correctional Center for detox
Intoxication,2013-7021,8/31/13,11,8/31/13,11,Tupper,Closed referred to FAHC by UVM rescue  report to CSES
Intoxication,2013-7022,8/31/13,33,8/31/13,33,University Hgts /  PFG Rd,Closed referred to corrections for detox  report to CSES
Suspicious Event,2013-7023,8/31/13,47,8/31/13,47,Main Green,Closed
Blue Light Alarm,2013-7024,8/31/13,114,8/31/13,114,Continuing Ed,Closed
Blue Light Alarm,2013-7025,8/31/13,129,8/31/13,129,Slade,Closed
DUI,2013-7026,8/31/13,138,8/31/13,138,Williston Rd,Closed subject cited for Driving under the influence
Drugs- Possession,2013-7027,8/31/13,155,8/31/13,155,Redstone Quad,Closed report to CSES
Intoxication,2013-7029,8/31/13,215,8/31/13,215,Simpson,Closed subject transferred to FAHC by UVM rescue  report to CSES
Agency Assist,2013-7031,8/31/13,443,8/31/13,443,Police Services,Closed
Noise,2013-7033,8/31/13,724,8/31/13,724,Gutterson,Closed
Assist,2013-7039,8/31/13,1243,8/31/13,1243,Lafayette,Closed
DUI/ Leaving the Scene of an Accident,2013-7040,8/31/13,1244,8/31/13,1244,Fleming Pk Lot,Closed subject cited into district court for leaving the scene of an accident and driving under the influence
Assist Other,2013-7041,8/31/13,1535,8/31/13,1535,WDW,Closed
Alcohol Offense,2013-7042,8/31/13,1822,8/31/13,1822,Simpson,Closed
Assist Motorist,2013-7043,8/31/13,1927,8/31/13,1927,Living and Learning,Closed
Vandalism,2013-7044,8/31/13,2008,8/31/13,2008,University Heights,Closed report to CSES
Welfare Check,2013-7046,8/31/13,2136,8/31/13,2136,Police Services,Closed
Alcohol Offense,2013-7047,8/31/13,2200,8/31/13,2200,University Heights,Closed report to CSES
Suspicious Person,2013-7051,8/31/13,2248,8/31/13,2248,Main St / University Pl,Closed
Alcohol Offense,2013-7053,8/31/13,2306,8/31/13,2306,Redstone Quad,Closed alcohol confiscated  report to CSES
Blue Light Alarm,2013-7056,8/31/13,2335,8/31/13,2335,Main St/ University Hgts,Closed
Drugs-Possession,2013-7059,8/31/13,2354,8/31/13,2354,Redstone Quad,Closed marijuana and paraphernalia confiscated report to CSES
,,,,,,,
,,,,,,,
