Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Alcohol Offense/Public Urination,2013-9078,11/3/13,157,11/3/13,157,Davis Center,Closed; report to CSES
Blue Light Alarm,2013-9082,11/3/13,659,11/3/13,659,Bailey Howe,Closed
Citizen Assist,2013-9085,11/3/13,1107,11/3/13,1107,Davis Center,Closed
Blue Light Alarm,2013-9086,11/3/13,1126,11/3/13,1126,South 3,Closed
Larceny,2013-9087,11/3/13,1614,Unk,Unk,Williams Hall,Open incident
K9 Assist,2013-9088,11/3/13,1714,11/3/13,1714,"Main St., Winooski",Closed
Welfare Check,2013-9089,11/3/13,1813,11/3/13,1813,Wright Hall,Closed; subject located
Fire Alarm,2013-9090,11/3/13,1933,11/3/13,1933,Living & Learning,Closed
Welfare Check,2013-9091,11/3/13,2019,11/3/13,2019,Dana Medical,Closed; unfounded
Drugs,2013-9092,11/3/13,2247,11/3/13,2247,Jeanne Mance,Closed; report to CSES
Elevator Alarm,2013-9093,11/4/13,610,11/4/13,610,Billings,Closed
Medical,2013-9094,11/4/13,855,11/4/13,855,Stafford,Closed referred to FAHC by UVM Rescue
Accident ,2013-9095,11/4/13,912,11/4/13,912,Carrigan Dr / Beaumont Ave,Closed
Mental Health Issue,2013-9096,11/4/13,1121,11/4/13,1121,238 Spear St S Burlington,Closed
Property Damage,2013-9097,11/4/13,1139,11/4/13,1139,448 S Prospect St  Burlington,Closed
Agency Assist,2013-9098,11/4/13,1255,11/4/13,1255,102 Dorset St   S Burlington,Closed
Drug Possession,2013-9101,11/4/13,1700,11/4/13,1700,Jeanne Mance,Closed
Accident,2013-9102,11/4/13,1704,11/4/13,1704,PFG,Open
Intrusion Alarm,2013-9106,11/5/13,329,11/5/13,329,460 S Prospect St, Closed
Welfare Check,2013-9108,11/5/13,811,11/5/13,811,Pearl St / S Prospect St,Closed
Drug Possession,2013-9110,11/5/13,936,11/5/13,936,Parking and Transportation Bus,"Closed Marijuana confiscated , located on a bus"
MV Complaint,2013-9113,11/5/13,1100,11/5/13,1100,Southwick Pk Lot,Closed unfounded
Welfare Check,2013-9116,11/5/13,1316,11/5/13,1316,Univeristy Hgts N1,Closed
Agency Assist /  Trespass,2013-9121,11/5/13,1554,11/5/13,1554,Bailey Howe,Closed trespass notice served
Agency Assist,2013-9122,11/5/13,1656,11/5/13,1656,149 Church St Burlington,Closed
Agency Assist,2013-9123,11/5/13,1748,11/5/13,1748,Spear St / Main St Burlington,Closed
Larceny,2013-9127,11/5/13,2143,11/5/13,2143,PFG,Open
Suspicious Behavior,2013-9128,11/5/13,2300,11/5/13,2300,Police Services,Closed
Vandalism,2013-9133,11/5/13,2357,11/5/13,2357,Davis Center,Closed
Suspicious Behavior,2013-9135,11/6/13,12,11/6/13,12,Wing,Closed
Trespass,2013-9137,11/6/13,526,11/6/13,526,Redstone Apts,Closed unfounded
Citizen Assist,2013-9139,11/6/13,900,11/6/13,900,PFG,Closed
Larceny,2013-9141,11/6/13,1008,11/6/13,1008,Millis,Open
Medical,2013-9143,11/6/13,1205,11/6/13,1205,McCann,Closed one transported to FAHC by UVM Rescue
Suspicious Behavior,2013-9147,11/6/13,1430,11/6/13,1430,HM Dining,Closed
Larceny,2013-9148,11/6/13,1522,11/6/13,1522,U Hgts S1,Open
Agency Assist,2013-9149,11/6/13,1910,11/6/13,1910,Fletcher Allen Health Care,Closed
Drugs Unfounded,2013-9150,11/6/13,1916,11/6/13,1916,U Hgts N3,Closed Unfounded
Drugs Unfounded,2013-9151,11/6/13,1922,11/6/13,1922,Mason,Closed Unfounded
Drugs Unfounded,2013-9152,11/6/13,1927,11/6/13,1927,Harris,Closed Unfounded
Fire Alarm,2013-9153,11/6/13,2238,11/6/13,2238,McAuley,Closed
Fire Alarm,2013-9155,11/7/13,54,11/7/13,54,256 Colchester Ave-Cottages,Closed
Fire Alarm,2013-9156,11/7/13,127,11/7/13,127,256 Colchester Ave-Cottages,Closed
Fire Alarm,2013-9157,11/7/13,600,11/7/13,600,Given Rowell,Closed
Larceny,2013-9159,11/7/13,830,Unk,Unk,Centennial Field,Open incident
Intrusion Alarm,2013-9161,11/7/13,1016,11/7/13,1016,Large Animal Facility,Closed
Suspicious Behavior,2013-9163,11/7/13,1037,11/7/13,1037,UVM Main Green,Closed; unfounded
Suspicious Behavior,2013-9165,11/7/13,1135,11/7/13,1135,Lafayette Building,Closed; unfounded
Harassment,2013-9166,11/7/13,1301,11/5/13,1630,North 1 Parking lot,Closed; report to CSES
Larceny,2013-9167,11/7/13,1343,11/06-07/2013,1900-0830,Jeanne Mance,Open incident
Fire Alarm,2013-9168,11/7/13,1347,11/7/13,1347,Mercy Hall,Closed
Welfare Check,2013-9169,11/7/13,1350,11/7/13,1350,Mansfield Ave.,Closed; subject located
Drugs,2013-9170,11/7/13,1402,11/7/13,1402,Jeanne Mance,Closed; unfounded
Welfare Check,2013-9173,11/7/13,1547,11/7/13,1547,Waterman,Closed; subject located
Welfare Check,2013-9176,11/7/13,1833,11/7/13,1833,Redstone Lofts N308,Closed
Larceny,2013-9177,11/7/13,1916,11/7/13,1700-1916,Tupper Hall,Open incident
Vandalism,2013-9178,11/7/13,1939,11/7/13,Unk,Wilks Hall,Open incident
K9 Assist,2013-9179,11/7/13,1947,11/7/13,1947,"Dorset St, S. Burlington",Closed
Medical Assist,2013-9181,11/7/13,2144,11/7/13,2144,Harris Millis,Closed; referred to UVM Rescue
Alcohol Offense,2013-9182,11/7/13,2158,11/7/13,2158,MAT Parking Lot,Closed; report to CSES
Drugs,2013-9185,11/7/13,2306,11/7/13,2306,Harris Hall,Closed; report to CSES
Drugs,2013-9187,11/7/13,2321,11/7/13,2321,Jeanne Mance,Closed; unfounded
Alcohol Offense,2013-9191,11/8/13,26,11/8/13,26,McCann Hall,Closed; report to CSES
Intoxication,2013-9192,11/8/13,33,11/8/13,33,Jeanne Mance,Closed; referred to UVM Rescue & corrections for detox; report to CSES
Vandalism,2013-9194,11/8/13,112,11/07-08/2013,2300-0112,MAT Lobby,Open incident
Drugs,2013-9195,11/8/13,114,11/8/13,114,Austin Hall,Closed; report to CSES
Larceny,2013-9196,11/8/13,215,11/02-04/2013,1030,McCann Hall,Open incident
Drugs,2013-9204,11/8/13,1428,11/8/13,1428,Christie Wright Patterson,Closed; unfounded
Suspicious Behavior,2013-9206,11/8/13,1618,11/8/13,1618,Old Mill,Closed
Drugs,2013-9208,11/8/13,1905,11/8/13,1905,Tupper Hall,Closed; report to CSES
Suspicious Odor,2013-9209,11/8/13,2010,11/8/13,2010,109 S. Prospect St.,Closed
Fire Alarm,2013-9211,11/8/13,2154,11/8/13,2154,South 1,Closed
Noise,2013-9214,11/8/13,2233,11/8/13,2233,North 1,Closed
Alcohol Offense/Medical Assist,2013-9216,11/8/13,2314,11/8/13,2314,Marsh Hall,Closed; referred to UVM Rescue & report to CSES
Drugs,2013-9217,11/8/13,2322,11/8/13,2322,Jeanne Mance,Closed; report to CSES
Drugs/Alcohol Offense,2013-9218,11/8/13,2326,11/8/13,2326,Patterson Hall,Closed; report to CSES
Drugs,2013-9219,11/8/13,2330,11/8/13,2330,North 2,Closed; report to CSES
Vandalism-Graffiti,2013-9220,11/9/13,7,Unk,Unk,McAuley Hall,Open incident
Intoxication,2013-9221,11/9/13,9,11/9/13,9,Mann Hall,Closed; referred to ACT 1 & report to CSES
Vandalism,2013-9222,11/9/13,21,Unk,Unk,McAuley Hall,Open incident
Intoxication,2013-9223,11/9/13,30,11/9/13,30,Living & Learning,Closed; referred to UVM Rescue & report to CSES
Drugs,2013-9225,11/9/13,122,11/9/13,122,Wing Hall,Closed; unfounded
Fire Alarm,2013-9226,11/9/13,128,11/9/13,128,Wing Hall,Closed
Medical Assist,2013-9228,11/9/13,200,11/9/13,200,Jeanne Mance,Closed; referred to UVM Rescue
Vandalism,2013-9231,11/9/13,913,11/9/13,913,PFG,Open incident
Domestic Disturbance,2013-9233,11/9/13,1009,11/9/13,1009,Mercy Hall,Closed; unfounded
Property Damage,2013-9236,11/9/13,1242,11/9/13,1242,284 East Ave.,Closed
Medical Assist,2013-9239,11/9/13,1815,11/9/13,1815,PFG,Closed; referred to UVM Rescue
Motorist Assist,2013-9240,11/9/13,2034,11/9/13,2034,Gutterson Parking Lot,Closed
Intrusion Alarm,2013-9241,11/9/13,2235,11/9/13,2235,460 S. Prospect St.,Closed
Blue Light Alarm,2013-9242,11/9/13,2243,11/9/13,2243,Jeffords Hall,Closed
Alcohol Offense,2013-9244,11/9/13,2316,11/9/13,2316,East Ter / Main St,Closed; report to CSES
Drugs,2013-9245,11/9/13,2322,11/9/13,2322,Harris Hall,Closed; report to CSES
Suspicious Behavior,2013-9247,11/9/13,2329,11/9/13,2329,Jeffords Hall,Closed
Drugs,2013-9256,11/10/13,102,11/10/13,102,Jeanne Mance Hall,Closed; Report to CSES; Cited into court for Poss of Marijuana
Blue Light Alarm,2013-9257,11/10/13,114,11/10/13,114,Colchester Ave.,Closed
Drugs,2013-9260,11/10/13,143,11/10/13,143,Converse Hall,Closed; unfounded
Blue Light Alarm,2013-9262,11/10/13,224,11/10/13,224,Jeanne Mance Hall,Closed
Blue Light Alarm,2013-9264,11/10/13,732,11/10/13,732,Dewey Hall,Closed
Fire Alarm,2013-9267,11/10/13,1021,11/10/13,1021,North 3,Closed
Property Damage,2013-9268,11/10/13,1150,Unk,Unk,Living & Learning,Closed
Intrusion Alarm,2013-9271,11/10/13,1631,11/10/13,1631,South 2,Closed
Fire Alarm,2013-9272,11/10/13,1902,11/10/13,1902,Living & Learning,Closed
Medical Assist,2013-9275,11/10/13,2216,11/10/13,2216,PFG,Closed; referred to UVM Rescue
Drugs,2013-9276,11/10/13,2258,11/10/13,2258,Ausin Hall,Closed; unfounded
Car Alarm,2013-9278,11/11/13,151,11/11/13,151,PFG Parking Garage,Closed
Agency Assist,2013-9279,11/11/13,158,11/11/13,158,"Williston Rd, S. Burlington",Closed
Agency Assist,2013-9280,11/11/13,308,11/11/13,308,Main St / Spear St.,Closed
Medical,2013-9282,11/11/13,1522,11/11/13,1522,Davis Center,Closed transported to FAHC by UVM Rescue
Vandalism,2013-9284,11/11/13,1910,11/11/13,1910,University Hgts,Closed
Drugs Unfounded,2013-9285,11/11/13,2054,11/11/13,2054,Tupper,Closed Unfounded
Agency Assist,2013-9286,11/11/13,2143,11/11/13,2143,Fletcher Allen,Closed
Larceny,2013-9287,11/11/13,2148,11/9/13,Unknown,MAT,Open
Drugs,2013-9289,11/11/13,2219,11/11/13,2219,University Heights N2,Closed report to CSES
Suspicious Behavior,2013-9291,11/11/13,2247,11/11/13,2247,Davis Center,Closed
Agency Assist,2013-9292,11/11/13,2303,11/11/13,2303,Jeanne Mance,Closed
Blue Light Alarm,2013-9295,11/12/13,853,11/12/13,853,109 S Prospect St,Closed
Agency Assist,2013-9296,11/12/13,857,11/12/13,857,PFG Garage,Closed
Agency Assist,2013-9298,11/12/13,1101,11/12/13,1101,Police Services,Closed
Larceny,2013-9299,11/12/13,1111,11/9/13,Unknown,Main Campus,Open
Fire Alarm,2013-9300,11/12/13,1339,11/12/13,1339,Converse,Closed
K9 Assist,2013-9301,11/12/13,1702,11/12/13,1702,Pond Rd / Pond Brook Rd Hinesburg,Closed
Suspicious Behavior,2013-9303,11/12/13,2131,11/12/13,2131,Given,Closed
Blue Light Alarm,2013-9304,11/13/13,2,11/13/13,2,Simpson,Closed
Intoxication,2013-9307,11/13/13,238,11/13/13,238,Main St / U Hgts,Closed referred to Corrections for Detox report to CSES
Intrusion Alarm,2013-9308,11/13/13,834,11/13/13,834,Ira Allen Chapel,Closed
Fire Alarm,2013-9312,11/13/13,1120,11/13/13,1120,Cottage 258,Closed
Hazing,2013-9314,11/13/13,1244,11/8/13,Unknown,86 Buell St Burlington,Open
Vandalism,2013-9317,11/13/13,1307,11/13/13,1307,Given,Closed
Larceny,2013-9321,11/13/13,1721,11/13/13,1721,PFG,Open
Fire Alarm,2013-9322,11/13/13,1843,11/13/13,1843,Converse,Closed
Drug Possession,2013-9323,11/13/13,1919,11/13/13,1919,University Hgts N1,Closed paraphernalia and drugs confiscated report to CSES
Intrusion Alarm,2013-9324,11/13/13,2226,11/13/13,2226,460 S Prospect St,Closed
Drugs Unfounded,2013-9325,11/13/13,2314,11/13/13,2314,U Hgts N1,Closed Unfounded
Drug Possession,2013-9326,11/13/13,2321,11/13/13,2321,Harris,Closed drugs and paraphernalia confiscated report to CSES
Intoxication,2013-9327,11/13/13,2343,11/13/13,2343,Living and Learning Marche,Closed report to CSES
Suspicious Behavior,2013-9333,11/14/13,1005,11/14/13,1005,Davis Center,Closed
Agency Assist,2013-9334,11/14/13,1136,11/14/13,1136,Police Services,Closed
Agency Assist,2013-9337,11/14/13,1310,11/14/13,1310,Waterman,Closed
Fire Alarm,2013-9342,11/14/13,1606,11/14/13,1606,Cottage 258,Closed
Intrusion Alarm,2013-9345,11/14/13,1749,11/14/13,1749,Waterman,Closed
Suspicious Behavior,2013-9347,11/14/13,2327,11/14/13,2327,Cook,Closed
Drug Possession / Alcohol Offense,2013-9348,11/14/13,2334,11/14/13,2334,Wilks,Closed alcohol and drugs confiscated report to CSES
Drug Possession,2013-9349,11/15/13,11,11/15/13,11,WDW,Closed drugs confiscated report to CSES
Vandalism,2013-9351,11/15/13,208,11/15/13,208,McAuley,Open
Medical Assist,2013-9354,11/15/13,808,11/15/13,808,Wilks,"Closed, transported to FAHC"
Agency Assist,2013-9357,11/15/13,1255,11/15/13,1255,Robinson,Closed
Welfare Check,2013-9362,11/15/13,1604,11/15/13,1604,Jacobs House,"Closed, report to CSES"
Agency Assist,2013-9366,11/15/13,2006,11/15/13,2006,"W Canal St, Winooski",Closed
Suspicious Behavior,2013-9367,11/15/13,2157,11/15/13,2157,Villa,Closed
Vandalism,2013-9368,11/15/13,2330,11/15/13,2330,Gutterson,Closed
Alcohol Offense,2013-9369,11/15/13,2331,11/15/13,2331,Tupper,"Closed, report to CSES"
Blue Light Alarm,2013-9371,11/16/13,54,11/16/13,54,Southwick,Closed
Drug Possession,2013-9373,11/16/13,125,11/16/13,125,Amphitheater,"Closed, drugs confiscated, report to CSES"
Welfare Check/Alcohol Offense,2013-9376,11/16/13,201,11/16/13,201,Jeanne Mance,"Closed, referred to UVM Rescue, report to CSES"
Medical Assist,2013-9379,11/16/13,1220,11/16/13,1220,PFG,"Closed,  Transported to FAHC"
Drug Possession,2013-9381,11/16/13,1923,11/16/13,1923,Millis,"Closed, paraphernalia confiscated, report to CSES"
Fire Alarm,2013-9383,11/16/13,2051,11/16/13,2051,Wing,Closed
Fire Alarm,2013-9386,11/16/13,2242,11/16/13,2242,Richardson,Closed
Alcohol Offense,2013-9387,11/16/13,2312,11/16/13,2312,South 2,"Closed, Alcohol confiscated, report to CSES"
Suspicious Behavior,2013-9392,11/17/13,47,11/17/13,47,Jeanne Mance,Closed
Suspicious Behavior,2013-9395,11/17/13,116,11/17/13,116,East Ave / Colchester Ave,Closed
Drug Possession,2013-9396,11/17/13,118,11/17/13,118,Wills,"Closed, paraphernalia confiscated, report to CSES"
Blue Light Alarm,2013-9397,11/17/13,123,11/17/13,123,Main Green,Closed
Drug Possession,2013-9398,11/17/13,127,11/17/13,127,Buckham,"Closed, paraphernalia confiscated, report to CSES"
Suspicious Behavior,2013-9399,11/17/13,129,11/17/13,129,WDW,Closed
Suspicious Behavior,2013-9400,11/17/13,138,11/17/13,138,Coolidge,Closed
Drug Possession / Intoxication,2013-9401,11/17/13,143,11/17/13,143,Davis Center,"Closed, drugs confiscated, referred to corrections for detox. Report to CSES"
Drugs Unfounded,2013-9402,11/17/13,215,11/17/13,215,Tupper,"Closed, Unfounded"
Citizen Assist,2013-9406,11/17/13,848,11/17/13,848,McCann,Closed
Drug Offense,2013-9409,11/17/13,1453,11/17/13,1453,Christie,Open
Noise,2013-9410,11/17/13,1703,11/17/13,1703,Redstone Apts,Closed Unfounded
Fire Alarm,2013-9411,11/17/13,1827,11/17/13,1827,U Hgts S2,Closed
Motorist Assist,2013-9412,11/17/13,1841,11/17/13,1841,Given,Closed
Welfare Check,2013-9414,11/17/13,2240,11/17/13,2240,WDW,Closed
Vandalism,2013-9418,11/18/13,529,11/18/13,529,Given,Closed
Medical,2013-9419,11/18/13,539,11/18/13,539,Christie,Closed transported to FAHC
Burglary,2013-9420,11/18/13,557,11/18/13,557,Centennial Field / Plumbing Shop,Open
Vandalism,2013-9421,11/18/13,627,Unk,Unk,Outing Club,Open incident
Motorist Assist,2013-9422,11/18/13,806,11/18/13,806,Given Parking Lot,Closed
Vandalism,2013-9424,11/18/13,832,11/17/13,328,Bailey Howe,Open incident
Suspicious Event,2013-9425,11/18/13,922,11/18/13,922,Delehanty Hall,Closed
Fraud,2013-9427,11/18/13,1103,Unk,Unk,"Church St, Burlington",Open incident
Accident,2013-9428,11/18/13,1219,11/18/13,1219,Redstone Apts Parking lot,Closed
Fire Alarm,2013-9432,11/18/13,1508,11/18/13,1508,Harris Millis,Closed
Welfare Check,2013-9433,11/18/13,1546,11/18/13,1546,Wilks Hall,Closed; subject located
Drugs,2013-9434,11/18/13,1827,11/18/13,1827,Buckham Hall,Closed; unfounded
Medical Assist,2013-9435,11/18/13,1927,11/18/13,1927,MAT,Closed; referred to UVM Rescue
Medical Assist,2013-9437,11/18/13,2202,11/18/13,2202,Wilks Hall,Closed; referred to UVM Rescue
Fire Alarm,2013-9440,11/19/13,37,11/19/13,37,Wilks Hall,Closed
Motor Vehicle Complaint,2013-9444,11/19/13,854,11/19/13,854,I89,Closed one cited for careless and negligent operation
Vandalism,2013-9449,11/19/13,1014,11/19/13,1014,Living and Learning E,Closed
Larceny,2013-9451,11/19/13,1246,11/14/13,1400-1645,Aiken,Open
Drugs Unfounded,2013-9456,11/19/13,1736,11/19/13,1736,University Hgts North,Closed Unfounded
Larceny,2013-9458,11/19/13,2107,11/19/13,2107,Living and Learning Marche,Open
Drugs Unfounded,2013-9459,11/19/13,2227,11/19/13,2227,Mason,Closed Unfounded
Suspicious Behavior,2013-9465,11/20/13,154,11/20/13,154,Main St / Williams St,Closed
Blue Light Alarm,2013-9468,11/20/13,834,11/20/13,834,Ira Allen School,Closed
Vandalism Graffiti,2013-9470,11/20/13,853,11/20/13,853,Votey,Closed
Accident,2013-9471,11/20/13,1035,11/20/13,1035,Votey Pk Lot,Closed
Accident,2013-9473,11/20/13,1214,11/20/13,1214,Beaumont Ave /Carrigan,Closed
Accident,2013-9478,11/20/13,1343,11/20/13,1343,Buckham  Lot,Closed
Larceny,2013-9480,11/20/13,1555,11/20/13,1555,Old Mill,Open
Drug Possession,2013-9482,11/20/13,1913,11/20/13,1913,Millis,Closed drugs confiscated report to CSES
Fire Alarm,2013-9483,11/20/13,2122,11/20/13,2122,Christie,Closed
Drugs Unfounded,2013-9486,11/20/13,2302,11/20/13,2302,Tupper,Closed unfounded
Intrusion Alarm,2013-9487,11/21/13,745,11/21/13,745,Fleming,Closed
Vandalism-Graffiti,2013-9488,11/21/13,815,Unk,Unk,Angell Hall,Open incident
Blue Light Alarm,2013-9490,11/21/13,1008,11/21/13,1008,Given,Closed
Agency Assist/Motor Vehicle Accident,2013-9496,11/21/13,1413,11/21/13,1413,Main St / East Ave,Closed
Vandalism-Graffiti,2013-9497,11/21/13,1418,Unk,Unk,Wheeler House,Open incident
Citizen Assist,2013-9499,11/21/13,1643,11/21/13,1643,PFG,Closed
Drugs,2013-9500,11/21/13,1659,11/21/13,1659,Wilks Hall,Open incident
Medical Assist,2013-9505,11/21/13,1916,11/21/13,1916,Billings,Closed; referred to UVM Rescue
Suspicious Event,2013-9506,11/21/13,2243,11/21/13,2243,Coolidge Hall,Closed
Drugs/Medical Assist,2013-9516,11/22/13,23,11/22/13,23,Austin Hall,Closed; referred to UVM Rescue & report to CSES
Blue Light Alarm,2013-9518,11/22/13,35,11/22/13,35,109 S. Prospect St.,Closed
DUI,2013-9519,11/22/13,47,11/22/13,47,I89 / Exit 14,Closed; subject cited for DUI
Suspicious Behavior,2013-9520,11/22/13,150,11/22/13,150,Living & Learning Bus stop,Closed
Fire Alarm,2013-9522,11/22/13,220,11/22/13,220,Wing Hall,Closed
Medical Assist,2013-9523,11/22/13,343,11/22/13,343,Harris Hall,Closed; referred to UVM Rescue
Agency Assist,2013-9524,11/22/13,550,11/22/13,550,284 East Ave.,Closed
Fire Alarm,2013-9528,11/22/13,856,11/22/13,856,Buckham Hall,Closed
Suspicious Behavior,2013-9529,11/22/13,910,11/22/13,910,Old Mill,Closed
Welfare Check,2013-9531,11/22/13,1020,11/22/13,1020,Marsh Hall,Closed; subject located
Fire Alarm,2013-9532,11/22/13,1119,11/22/13,1119,McAuley Hall,Closed
Suspicious Behavior,2013-9533,11/22/13,1241,Unk,Unk,284 East Ave.,Open incident
Parking Violation,2013-9535,11/22/13,1326,11/22/13,1326,Waterman Parking Lot,Closed
Agency Assist,2013-9536,11/22/13,1351,11/21/13,500,"Route 5, St. Johnsbury",Closed
Suspicious Event,2013-9537,11/22/13,1550,11/22/13,0600-1540,"University Ln, Colchester",Closed
Agency Assist,2013-9543,11/22/13,2016,11/22/13,2016,"Williston Rd, S. Burlington",Closed
Drugs,2013-9545,11/22/13,2124,11/22/13,2124,Simpson Hall,Closed; unfounded
Drugs,2013-9546,11/22/13,2131,11/22/13,2131,Marsh Hall,Closed; report to CSES
Drugs,2013-9548,11/22/13,2234,11/22/13,2234,Chittenden Hall,Closed; report to CSES
Alcohol Offense,2013-9559,11/23/13,47,11/23/13,47,S. Willard St / Buell St,Closed; alcohol ticket issued
