Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Vandalism,2013-0677,1/24/13,1602,1/24/13,1602,East Commuter Lot,Open
Fire Alarm,2013-0680,1/24/13,1805,1/24/13,1805,Wing Davis Wilks,Closed
Fire Alarm,2013-0681,1/24/13,1931,1/24/13,1931,Chittenden,Closed
Agency Assist,2013-0682,1/24/13,1947,1/24/13,1947,Wilks,Closed; Ticket issued
DUI,2013-0691,1/24/13,2258,1/24/13,2258,Main St / S Prospect St,Closed; Cited into court for DUI
Alcohol Offense,2013-0696,1/25/13,43,1/25/13,43,Redstone Apts,Closed; Report to CSES
Intrusion Alarm,2013-0708,1/25/13,649,1/25/13,649,Living & Learning,Closed
Agency Assist,2013-0712,1/25/13,1000,1/25/13,1000,Wing Hall,Closed
Drugs,2013-0717,1/25/13,1306,1/25/13,1306,Chittenden Hall,Closed; unfounded
Agency Assist,2013-0719,1/25/13,1353,1/25/13,1353,Main St.,Closed
Vandalism,2013-0727,1/25/13,1618,1/25/13,1618,Mercy Hall,Open incident
Drugs,2013-0729,1/25/13,1951,1/25/13,1951,Ready Hall,Closed; unfounded
Fire Alarm,2013-0731,1/25/13,2119,1/25/13,2119,Mason Hall,Closed
Suspicious Person,2013-0733,1/25/13,2205,1/25/13,2205,"Catamount Ln, Colchester",Closed
Drugs / Alcohol,2013-0735,1/25/13,2310,1/25/13,2310,Marsh Hall,Closed; report to CSES
Alcohol Offense,2013-0745,1/26/13,126,1/26/13,126,Main St,Closed; report to CSES
Suspicious Event,2013-0748,1/26/13,225,1/26/13,225,East Commuter Parking Lot,Closed
Fire Alarm,2013-0755,1/26/13,1253,1/26/13,1253,University Heights South 2,Closed
Citizen Assist,2013-0756,1/26/13,1321,1/26/13,1321,1 S Prospect St,Closed
Drugs,2013-0759,1/26/13,1654,1/26/13,1654,Tupper,Closed; Report to CSES
Intoxication,2013-0761,1/26/13,1932,1/26/13,1932,PFG,Closed; Subject transported to ACT 1
Vandalism,2013-0762,1/26/13,1940,1/26/13,1940,Hamilton,Open
Vandalism,2013-0765,1/26/13,2250,1/26/13,2250,Millis,Open
Intoxication,2013-0769,1/26/13,2336,1/26/13,2336,Harris,Closed; Subject transported to FAHC and ACT1
Agency Assist,2013-0773,1/27/13,13,1/27/13,13,"733 Queen City Pkwy, Burlington",Closed
Alcohol Offense,2013-0776,1/27/13,49,1/27/13,49,Ira Allen Chapel,Closed; Report to CSES
Noise,2013-0781,1/27/13,121,1/27/13,121,Redstone Lofts 501,Closed; Ticket issued
Suspicious Person,2013-0782,1/27/13,146,1/27/13,146,Waterman,Closed
Intrusion Alarm,2013-0787,1/27/13,1044,1/27/13,1044,Englesby,Closed
Agency Assist,2013-0791,1/27/13,1132,1/27/13,1132,Main St / Spear St,Closed
Medical Assist,2013-0794,1/27/13,1438,1/27/13,1438,Buckham Hall,Closed; referred to UVM Rescue
Medical Assist,2013-0797,1/27/13,1808,1/27/13,1808,North 2,Closed; referred to UVM Rescue
Drugs / Alcohol Offense & Medical Assist,2013-0799,1/27/13,2222,1/27/13,2222,Wing Hall,Closed; referred to UVM Rescue & report to CSES
Trespassing,2013-0802,1/28/13,146,1/28/13,146,Royal Tyler Theatre,Closed; non affiliate cited into court for unlawful trespassing
Larceny,2013-0803,1/28/13,155,1/27/13,2130,Wright Hall,Open incident
Suspicious Event,2013-0804,1/28/13,458,1/28/13,458,Given,Closed
Intrusion Alarm,2013-0787,1/27/13,1044,1/27/13,1044,Englesby,Closed
Agency Assist,2013-0791,1/27/13,1132,1/27/13,1132,Main St / Spear St,Closed
Medical Assist,2013-0794,1/27/13,1438,1/27/13,1438,Buckham Hall,Closed; referred to UVM Rescue
Medical Assist,2013-0797,1/27/13,1808,1/27/13,1808,North 2,Closed; referred to UVM Rescue
Drugs / Alcohol Offense & Medical Assist,2013-0799,1/27/13,2222,1/27/13,2222,Wing Hall,Closed; referred to UVM Rescue & report to CSES
Trespassing,2013-0802,1/28/13,146,1/28/13,146,Royal Tyler Theatre,Closed; non affiliate cited into court for unlawful trespassing
Larceny,2013-0803,1/28/13,155,1/27/13,2130,Wright Hall,Open incident
Suspicious Event,2013-0804,1/28/13,458,1/28/13,458,Given,Closed
Traffic / DLS,2013-0809,1/28/13,1038,1/28/13,1038,1 S Prospect St,Closed; Subject transported to court for Driving while License is Suspended
Recovered Property / Arrest,2013-0814,1/28/13,1315,1/28/13,1315,Bailey Howe,Closed; Subject Lodged at Corrections for Poss of Stolen Property
Agency Assist,2013-0815,1/28/13,1415,1/28/13,1415,N Prospect St / Riverside Av,Closed
Drugs,2013-0824,1/28/13,2058,1/28/13,2058,University Heights South 2,Closed; Unfounded
Agency Assist,2013-0827,1/28/13,2308,1/28/13,2308,"39 West Center St, Winooski",Closed
Suspicious Event,2013-0828,1/28/13,2349,1/27/13,Unk,Millis,Open
Medical Assist,2013-0829,1/29/13,55,1/29/13,55,Farrell,Closed
Agency Assist,2013-0830,1/29/13,59,1/29/13,59,Jeffords,Closed
Theft of Service,2013-0835,1/29/13,825,1/29/13,825,Marsh Austin Tupper lot,Closed; Report to CSES
Agency Assist,2013-0838,1/29/13,940,1/29/13,940,284 East Av,Closed
Sexual Assault,2013-0842,1/28/13,1604,May-12,Unk,Unk Residence Hall,Open
Theft of Service,2013-0847,1/29/13,1351,1/29/13,1351,Gutterson,Closed; Report to CSES
Trespass,2013-0854,1/29/13,1912,1/29/13,1912,Bailey Howe,Closed; Subject Cited into court for Unlawful Trespass
Intrusion Alarm,2013-0855,1/29/13,2043,1/29/13,2043,460 S Prospect St,Closed
K9 Assist,2013-0856,1/29/13,2103,1/29/13,2103,53 Susie Wilson Rd,Closed
Intrusion Alarm,2013-0857,1/29/13,2219,1/29/13,2219,460 S Prospect St,Closed
Suspicious Person,2013-0858,1/29/13,2220,1/29/13,2220,38 Catamount Ln,Closed
Drugs,2013-0863,1/29/13,2331,1/29/13,2331,Christie,Closed; Unfounded
Drugs,2013-0865,1/30/13,5,1/30/13,5,McAuley,Closed; Report to CSES
Intrusion Alarm,2013-0866,1/30/13,129,1/30/13,129,460 S Prospect St,Closed
Fire Alarm,2013-0868,1/30/13,229,1/30/13,229,Hills,Closed
Medical Assist,2013-0872,1/30/13,857,1/30/13,857,Kalkin,Closed; UVM Rescue transported to FAHC
Agency Assist,2013-0874,1/30/13,1040,1/30/13,1040,32 N Prospect St,Closed
Agency Assist,2013-0875,1/30/13,1137,1/30/13,1137,Main St / University Terr,Closed
Citizen Assist,2013-0876,1/30/13,1140,1/30/13,1140,Davis Center,Closed
Suspicious Person,2013-0878,1/30/13,1315,1/30/13,1315,Mercy,Closed
Drugs,2013-0879,1/30/13,1403,1/30/13,1403,Marsh,Closed
Drugs,2013-0881,1/30/13,1430,1/30/13,1430,Chittenden,Closed
Agency Assist,2013-0882,1/30/13,1500,1/30/13,1500,Main St / East Av,Closed
Drugs,2013-0883,1/30/13,1618,1/30/13,1618,Wills,Closed; Report to CSES
Accident / Agency Assist,2013-0884,1/30/13,1725,1/30/13,1725,Kennedy Dr / Kimball Av               S. Burlington,Closed
Motorist Assist,2013-0887,1/30/13,1825,1/30/13,1825,Main St / University Heights,Closed
K9 Assist,2013-0888,1/30/13,2052,1/30/13,2052,"123 Maple St, Burlington",Closed
Agency Assist,2013-0889,1/30/13,2055,1/30/13,2055,284 East Av,Closed
Drugs,2013-0895,1/31/13,56,1/31/13,56,Wright,Closed; Report to CSES
Medical Assist,2013-0897,1/31/13,302,1/31/13,302,Wright,Closed
Trespass,2013-0899,1/31/13,900,1/31/13,900,PFG,Closed; Cited into court for Unlawful Trespass
Larceny,2013-0903,1/31/13,1406,1/31/13,1406,Southwick,Open
Burglary,2013-0904,1/31/13,1508,1/31/13,1508,Williams,Open
Drugs,2013-0906,1/31/13,1718,1/31/13,1718,Christie,Closed
Medical Assist,2013-0907,1/31/13,1721,1/31/13,1721,Wright,Closed; UVM Rescue transported to FAHC
Suspicious Person,2013-0908,1/31/13,1732,1/31/13,1732,Williams,Closed
Medical Assist,2013-0909,1/31/13,1858,1/31/13,1858,Chittenden,Closed; UVM Rescue transported to FAHC
Noise,2013-0911,1/31/13,2158,1/31/13,2158,Redstone Lofts N203,Closed
Drugs,2013-0916,1/31/13,2241,1/31/13,2241,Marsh,Closed; Report to CSES
Alcohol Offense,2013-0917,1/31/13,2246,1/31/13,2246,Wing,Closed; Report to CSES
Drugs,2013-0920,1/31/13,2316,1/31/13,2316,Chittenden,Closed; Report to CSES
