Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Intrusion Alarm,2014-5907,8/11/14,1748,8/11/14,1748,Waterman,Closed
Blue Light Alarm,2014-5909,8/11/14,1811,8/11/14,1811,Buckham Hall,Closed
Citizen / Medical Assist,2014-5913,8/12/14,28,8/12/14,28,South Williams St.,Closed; referred to Burlington Rescue
Drugs / Alcohol Offense,2014-5915,8/12/14,324,8/12/14,324,Redstone Apts,Closed; subjects issued alcohol & marijuana tickets
ATM Alarm,2014-5917,8/12/14,809,8/12/14,809,University Health Center,Closed
Agency Assist,2014-5918,8/12/14,834,8/12/14,834,Adams House,Closed
Property Damage,2014-5919,8/12/14,1242,8/12/14,1242,Sichel Hall Parking Lot,Closed
Vandalism - Graffiti,2014-5920,8/12/14,1256,Unk,Unk,Davis Center,Open incident
Medical Assist,2014-5927,8/13/14,921,8/13/14,921,Jeffords Hall,Closed; referred to UVM Rescue
Suspicious Event,2014-5928,8/13/14,1341,7/28/14,Unk,Wright Hall,Open incident
Animal Problem,2014-5932,8/13/14,1837,8/13/14,1837,Pomeroy Hall,Closed
Agency Assist,2014-5938,8/14/14,903,8/14/14,903,Environmental Safety Facility,Closed
Property Damage,2014-5948,8/14/14,1324,8/14/14,1324,Wing Davis Wilks,Closed
Fire Alarm,2014-5950,8/14/14,1404,8/14/14,1404,Hills Building,Closed
Fire Alarm,2014-5954,8/14/14,1715,8/14/14,1715,Hills Building,Closed
Agency Assist,2014-5965,8/15/14,108,8/15/14,108,"Williston Rd, S. Burlington",Closed
Blue Light Alarm,2014-5970,8/15/14,242,8/15/14,242,16 Colchester Ave,Closed
Open Door,2014-5972,8/15/14,659,8/15/14,659,86 S Williams St,Closed
Agency Assist,2014-5988,8/15/14,2339,8/15/14,2339,Main St / University Hgts,Closed
Blue Light Alarm,2014-5993,8/16/14,58,8/16/14,58,Given,Closed
Suspicious Event,2014-5999,8/16/14,1654,8/16/14,1654,"Swift St, S. Burlington",Closed
Traffic / DUI,2014-6014,8/17/14,225,8/17/14,225,"Dorset St / Kennedy Dr, S. Burlington",Closed; Subject cited for DUI
Medical Assist / Alcohol Offense,2014-6015,8/17/14,334,8/17/14,334,Redstone Apts 11-75,Closed; subject referred to UVM Rescue & report to CSES
Citizen Assist,2014-6020,8/17/14,931,8/17/14,931,Marsh Hall,Closed
Alarm,2014-6023,8/17/14,1426,8/17/14,1426,Wing Davis Wilks,Closed
Intrusion Alarm,2014-6034,8/18/14,708,8/18/14,708,Waterman,Closed
Citizen Assist,2014-6035,8/18/14,719,8/18/14,719,Slade,Closed
Blue Light Alarm,2014-6041,8/18/14,1814,8/18/14,1814,Billings,Closed
Blue Light Alarm,2014-6051,8/19/14,122,8/19/14,122,PFG,Closed
Property Damage,2014-6057,8/19/14,1114,8/19/14,1114,Billings,Closed
Agency Assist / Parking Violation,2014-6058,8/19/14,1120,8/19/14,1120,PFG,Closed
Accident,2014-6073,8/20/14,815,8/20/14,815,U Hgts N,Closed
Larceny,2014-6074,8/20/14,856,8/19/14,0845-1800,MLS,Open
Anonymous Sexual Assault,2014-6075,8/20/14,1026,Summer 2014,Unknown,Main Campus,Closed
Suspicious Behavior,2014-6076,8/20/14,1141,8/20/14,1141,Beaumont Ave / Carrigan Dr,Closed
Larceny,2014-6077,8/20/14,1203,8/20/14,1203,Living and Learning,Open
Agency Assist,2014-6079,8/20/14,1430,8/20/14,1430,Womens Center,Closed
Larceny,2014-6080,8/20/14,1510,05/25/2014- 08/18/2014,Unknown,Redstone Lofts,Open
Fire Alarm,2014-6089,8/20/14,2320,8/20/14,2320,Billings,Closed
Intrusion Alarm,2014-6093,8/21/14,509,8/21/14,509,Mann Hall,Closed
Intrusion Alarm,2014-6094,8/21/14,731,8/21/14,731,Southwick,Closed
Intrusion Alarm,2014-6097,8/21/14,852,8/21/14,852,466 S Prospect St,Closed
Motorist Assist,2014-6099,8/21/14,926,8/21/14,926,Harris Millis Lot,Closed
Suspicious Behavior,2014-6100,8/21/14,946,8/21/14,946,Waterman,Closed
Intrusion Alarm,2014-6111,8/21/14,1445,8/21/14,1445,Large Animal Facility,Closed
Burglary,2014-6113,8/21/14,1508,08/201/2014,1508,Given,Open
Suspicious Behavior,2014-6114,8/21/14,1536,8/21/14,1536,Bailey Howe/ Davis Loading Dock Lot,Closed
Larceny,2014-6116,8/21/14,2010,08/20/2014-08/21/2014,Unknown,Fitness Center,Open
Fire Alarm,2014-6117,8/21/14,2031,8/21/14,2031,Redstone Apts,Closed
K9 Assist,2014-6120,8/22/14,201,8/22/14,201,Williston Rd / Mary St S Burlington,Closed
Open Door,2014-6123,8/22/14,856,8/22/14,856,Wheelock Barn,Closed
Fire Alarm,2014-6125,8/22/14,938,8/22/14,938,Redstone Lofts,Closed
Suspicious Behavior,2014-6138,8/22/14,1402,8/22/14,1402,Waterman,Closed
Suspicious Behavior,2014-6142,8/22/14,1840,8/22/14,1840,East Commuter Lot,Closed
Citizen Assist,2014-6144,8/22/14,1856,8/22/14,1856,PFG,Closed
Disorderly Conduct,2014-6145,8/22/14,1942,8/22/14,1942,Gutterson,Open
Welfare Check,2014-6147,8/22/14,2048,8/22/14,2048,Ethan Allen Ave / Fort,Closed
Drug Possession,2014-6148,8/22/14,2108,8/22/14,2108,Millis,"Closed paraphernalia and drugs confiscated , report to CSES"
Motor vehicle Complaint,2014-6152,8/22/14,2208,8/22/14,2208,Mercy,Closed
Noise,2014-6156,8/22/14,2308,8/22/14,2308,12 Converse Ct Burlington,Closed ticket issued report to CSES
Noise,2014-6159,8/22/14,2354,8/22/14,2354,76 N Union Burlington,Closed ticket issued
Open Door,2014-6160,8/23/14,4,8/23/14,4,Pomeroy,Closed
Open Door,2014-6161,8/23/14,14,8/23/14,14,475 Main St,Closed
Suspicious Behavior,2014-6163,8/23/14,109,8/23/14,109,University Hgts,Closed
Alcohol Offense,2014-6164,8/23/14,116,8/23/14,116,Jeane Mance,Closed  report to CSES
Agency Assist,2014-6165,8/23/14,120,8/23/14,120,341 Pearl St Burlington,Closed
Blue Light Alarm,2014-6167,8/23/14,409,8/23/14,409,Jeffords,Closed
Domestic Assault,2014-6177,8/23/14,1313,8/23/14,1313,Marsh Austin Tupper,Closed referred to CSES
Suspicious Behavior,2014-6178,8/23/14,1330,8/23/14,1330,Marsh Austin Tupper,Closed; unfounded
Citizen Assist,2014-6182,8/23/14,1633,8/23/14,1633,284 East Ave,Closed
Fire Alarm,2014-6184,8/23/14,2003,8/23/14,2003,Trinity Villa,Closed
Animal Problem,2014-6185,8/23/14,2009,8/23/14,2009,Buckham Hall Parking Lot,Closed
Fire Alarm,2014-6192,8/23/14,2208,8/23/14,2208,Redstone Apts 2-5,Closed
Elevator Emergency,2014-6194,8/23/14,2217,8/23/14,2217,Harris Hall,Closed; referred to Service Operations & Burlington Fire Dept.
Blue Light Alarm,2014-6197,8/23/14,2245,8/23/14,2245,Parking Garage,Closed
Drugs,2014-6213,8/24/14,137,8/24/14,137,Ready Hall,Closed; report to CSES
Medical Assist,2014-6215,8/24/14,205,8/24/14,205,North 2,Closed; referred to UVM Rescue
Fire Alarm,2014-6216,8/24/14,207,8/24/14,207,Trinity Villa,Closed
Blue Light Alarm,2014-6217,8/24/14,215,8/24/14,215,Simpson Hall,Closed
Fire Alarm,2014-6218,8/24/14,221,8/24/14,221,North 1,Closed
Suspicious Activity,2014-6219,8/24/14,226,8/24/14,226,Waterman,Closed
Agency Assist,2014-6220,8/24/14,228,8/24/14,228,Spear St / Davis Rd,Closed
Medical Assist,2014-6233,8/24/14,1233,8/24/14,1233,Christie Wright Patterson,Closed; referred to UVM Rescue
Elevator Alarm,2014-6234,8/24/14,1242,8/24/14,1242,Living & Learning,Closed
Drugs,2014-6236,8/24/14,1543,8/24/14,1543,Living & Learning,Closed; unfounded
Drugs,2014-6237,8/24/14,1629,8/24/14,1629,Wright Hall,Closed; unfounded
Citizen Assist,2014-6247,8/24/14,2243,8/24/14,2243,Royal Tyler Theater,Closed
Alcohol Offense,2014-6250,8/24/14,2324,8/24/14,2324,Davis Hall,Closed; report to CSES
Drugs,2014-6251,8/24/14,2342,8/24/14,2342,Redstone Green,Closed; report to CSES
Drugs / Alcohol Offense,2014-6252,8/24/14,2353,8/24/14,2353,Coolidge Hall,Closed; report to CSES
Alcohol Offense / Medical Assist,2014-6253,8/25/14,21,8/25/14,21,Wing Hall,Closed; referred to UVM Rescue & report to CSES
Alcohol Offense,2014-6254,8/25/14,21,8/25/14,21,East Ave / Colchester Ave,Closed; report to CSES
Alcohol Offense / Medical Assist,2014-6255,8/25/14,32,8/25/14,32,Millis Hall,Closed; report to CSES
Welfare Check,2014-6257,8/25/14,1000,8/25/14,1000,University Health Center,Closed
Suspicious Behavior,2014-6258,8/25/14,1041,8/25/14,1041,College St / Church St,Closed
Agency Assist,2014-6260,8/25/14,1231,8/25/14,1231,Hills Building,Closed
Trespassing,2014-6263,8/25/14,1412,8/25/14,1412,Williams Hall,Closed
Medical Assist,2014-6268,8/25/14,1643,8/25/14,1643,PFG,Closed; referred to UVM Rescue
Medical Assist,2014-6271,8/25/14,2109,8/25/14,2109,Living & Learning,Closed; referred to UVM Rescue
K9 Assist,2014-6272,8/25/14,2218,8/25/14,2218,"Seneca Creek Rd, Hinesburg",Closed
Drugs,2014-6273,8/25/14,2244,8/25/14,2244,Harris Millis,Closed; report to CSES
Drugs,2014-6274,8/25/14,2257,8/25/14,2257,Harris Millis,Closed; report to CSES
Fire / Fire Alarm,2014-6275,8/26/14,9,8/26/14,9,South 2,Closed; report to CSES
Drugs,2014-6276,8/26/14,12,8/26/14,12,Sichel Hall,Closed; unfounded
Suspicious Behavior,2014-6277,8/26/14,232,8/26/14,232,East Commuter Parking Lot,Closed
K9 Assist,2014-6278,8/26/14,241,8/26/14,241,"Belair Dr, Colchester",Closed
Suspicious Event,2014-6279,8/26/14,324,8/26/14,324,MAT Parking Lot,Closed
Agency Assist,2014-6280,8/26/14,336,8/26/14,336,"Creek Farm Rd, Colchester",Closed
Suspicious Behavior,2014-6281,8/26/14,346,8/26/14,346,Continuing Education Parking Lot,Closed
Blue Light Alarm,2014-6282,8/26/14,357,8/26/14,357,Parking Garage,Closed
K9 Assist,2014-6283,8/26/14,415,8/26/14,415,"North Ave, Burlington",Closed
Agency Assist,2014-6286,8/26/14,903,8/26/14,903,1 S Prospect St,Closed
Larceny,2014-6287,8/26/14,919,8/25/14,0830-1700,Angell,Open
Medical Assist,2014-6290,8/26/14,1029,8/26/14,1029,Given,Closed
Domestic Disturbance,2014-6294,8/26/14,1112,8/26/14,1112,Wing,Closed
Agency Assist,2014-6295,8/26/14,1130,8/26/14,1130,S Prospect St / Henderson Terr,Closed
Citizen Assist,2014-6304,8/26/14,1618,8/26/14,1618,Davis Center Bookstore,Closed
Threats/Harassment,2014-6307,8/26/14,1723,8/25/14,1900,Dana Medical Library,Open
Welfare Check,2014-6308,8/26/14,1819,8/26/14,1819,Living and Learning,Closed
Drugs,2014-6309,8/26/14,1919,8/26/14,1919,Christie,Closed; Report to CSES
Vandalism / Graffiti,2014-6311,8/26/14,2310,     Unk,Unk,McAuley,Open
Blue Light Alarm,2014-6313,8/26/14,2350,8/26/14,2350,Redstone Green,Closed
Citizen Assist,2014-6315,8/27/14,21,8/27/14,21,McAuley,Closed
Motorist Assist,2014-6317,8/27/14,45,8/27/14,45,308 Main St,Closed
Citizen Assist,2014-6318,8/27/14,48,8/27/14,48,Main Green,Closed
Citizen Assist,2014-6319,8/27/14,102,8/27/14,102,Davis Center,Closed
Agency Assist,2014-6320,8/27/14,328,8/27/14,328,Williston Rd / Hinesburg Rd,Closed
Fire Alarm,2014-6321,8/27/14,754,8/27/14,754,Grounds Garage,Closed
Theft of Services,2014-6322,8/27/14,853,8/27/14,853,Davis Hall,Closed report to CSES
Other Assist,2014-6325,8/27/14,1015,8/27/14,1015,Votey,Closed
Welfare Check,2014-6327,8/27/14,1106,8/27/14,1106,UHC,Closed
Fire,2014-6330,8/27/14,1210,8/27/14,1210,Davis Center,Closed
Drug Possession/Alcohol Offense,2014-6331,8/27/14,1356,8/27/14,1356,U Hgts N 2,Closed drugs paraphernalia and alcohol confiscated report to CSES
Suspicious Behavior,2014-6337,8/27/14,1821,8/27/14,1821,Jeanne Mance,Closed
Citizen Assist,2014-6339,8/27/14,2321,8/27/14,2321,Davis Hall,Closed
Trespassing,2014-6340,8/27/14,2349,8/27/14,2349,McCann,Closed report to CSES
Larceny,2014-6341,8/28/14,5,8/27/14,1900,U Hgts S,Open
Blue Light Alarm,2014-6342,8/28/14,125,8/28/14,125,Southwick,Closed
Agency Assist,2014-6348,8/28/14,923,8/28/14,923,Votey,Closed report to CSES
Drug Possession,2014-6349,8/28/14,959,8/28/14,959,Police Services,Closed report to CSES
Citizen Assist,2014-6350,8/28/14,1005,8/28/14,1005,Perkins,Closed
Drugs Unfounded,2014-6351,8/28/14,1210,8/28/14,1210,CWP,Closed Unfounded
Panic Alarm,2014-6355,8/28/14,1309,8/28/14,1309,Bailey Howe,Closed
Welfare Check,2014-6359,8/28/14,1411,8/28/14,1411,Redstone Lofts,Closed; subject arraigned at VT Superior Court for Stalking & Disorderly Conduct
Agency Assist,2014-6360,8/28/14,1534,8/28/14,1534,Police Services,Closed
Suspicious Behavior,2014-6362,8/28/14,1946,8/28/14,1946,Jeffords,Closed/ Gone on arrival
Agency Assist,2014-6363,8/28/14,2011,8/28/14,2011,East Commuter Lot,Closed
Noise,2014-6365,8/28/14,2142,8/28/14,2142,U Hgts N1,Closed Unfounded
Drugs Unfounded,2014-6366,8/28/14,2203,8/28/14,2203,Redstone Quad,Closed unfounded
Drug Possession,2014-6367,8/28/14,2216,8/28/14,2216,Redstone Green,Closed paraphernalia confiscated report to CSES
Alcohol Offense,2014-6369,8/28/14,2336,8/28/14,2336,360 Pearl St Burlington,Closed report to CSES
Intoxication,2014-6370,8/28/14,2338,8/28/14,2338,Redstone Quad,Closed referred to FAHC by UVM Rescue report to CSES
Noise,2014-6371,8/28/14,2351,8/28/14,2351,360 Pearl St Burlington,Closed  ticket issued for noise report to CSES
Alcohol Offense,2014-6373,8/29/14,7,8/29/14,7,Redstone Quad,Closed ticket issued
Noise,2014-6374,8/29/14,21,8/29/14,21,Redstone Apts,Closed report to CSES
Alcohol Offense,2014-6375,8/29/14,46,8/29/14,46,Mason,Closed report to CSES
Suspicious Behavior,2014-6376,8/29/14,101,8/29/14,101,Redstone Green,Closed Unfounded
Suspicious Behavior,2014-6382,8/29/14,840,8/29/14,840,McAuley,Closed
Citizen Assist,2014-6395,8/29/14,1311,8/29/14,1311,Bailey Howe,Closed ; item recovered
Agency Assist,2014-6396,8/29/14,1348,8/29/14,1348,S Prospect / Main St Burlington,Closed
Property Damage,2014-6397,8/29/14,1426,8/29/14,1426,70 S Williams,Closed
Suspicious Behavior,2014-6398,8/29/14,1430,8/29/14,1430,RTT,Closed Unfounded
Citizen Assist,2014-6399,8/29/14,1451,8/29/14,1451,PFG,Closed
Larceny,2014-6400,8/29/14,1456,8/29/14,1456,McCann,Open
Panic Alarm,2014-6401,8/29/14,1718,8/29/14,1718,UHC,Closed
Medical,2014-6402,8/29/14,1756,8/29/14,1756,Hamilton,Closed refused transport to FAHC
Suspicious Behavior,2014-6415,8/29/14,2208,8/29/14,2208,Coolidge,Closed
Alcohol Offense,2014-6416,8/29/14,2219,8/29/14,2219,Main St / S Prospect St,Closed report to CSES
Alcohol Offense,2014-6418,8/29/14,2229,8/29/14,2229,Patterson,Closed alcohol Confiscated report to CSES
Drug Possession,2014-6420,8/29/14,2242,8/29/14,2242,Redstone Quad,Closed drugs confiscated report to CSES
Alcohol Offense,2014-6421,8/29/14,2243,8/29/14,2243,Redstone Quad,Closed report to CSES
Alcohol Offense,2014-6422,8/29/14,2247,8/29/14,2247,Patterson,Closed alcohol confiscated report to CSES
Alcohol Offense,2014-6424,8/29/14,2302,8/29/14,2302,Redstone Quad,Closed report to CSES
Alcohol Offense,2014-6425,8/29/14,2307,8/29/14,2307,Davis Center,Closed report to CSES
Alcohol Offense,2014-6430,8/30/14,13,8/30/14,13,Moulton Winder Field,Closed report to CSES
Alcohol Offense,2014-6431,8/30/14,14,8/30/14,14,Converse,Closed  report to CSES
Alcohol Offense,2014-6433,8/30/14,29,8/30/14,29,Redstone Quad,Closed alcohol confiscated  report to CSES
Drug Possession,2014-6434,8/30/14,36,8/30/14,36,CWP,Closed drugs and paraphernalia confiscated report to CSES
Alcohol Offense,2014-6437,8/30/14,111,8/30/14,111,Redstone Quad,Closed
Accident,2014-6441,8/30/14,253,8/30/14,211,Redstone Lofts,Closed; Duplicate of 2014-6452
Citizen Assist,2014-6451,8/30/14,1114,8/30/14,1114,Redstone Lofts,Closed
Accident LSA,2014-6452,8/30/14,1131,8/30/14,211,Redstone Lofts,Closed; Subject cited into court for LSA
Larceny,2014-6453,8/30/14,1147,08/28/2014 to 08/29/2014,2230 to 0900,Sichel,Open
Intrusion Alarm,2014-6455,8/30/14,1510,8/30/14,1510,Southwick,Closed
Agency Assist,2014-6461,8/30/14,2036,8/30/14,2036,Williston Rd / East Ave,Closed
Alcohol Offense,2014-6463,8/30/14,2046,8/30/14,2046,PFG Garage,Closed alcohol confiscated report to CSES
Enabling Consumption by Minors,2014-6464,8/30/14,2105,8/30/14,2105,Living and Learning,Closed alcohol confiscated report to CSES
DUI,2014-6466,8/30/14,2215,8/30/14,2215,Main St / Spear St,Closed subject cited into district court for driving under the influence
Alcohol Offense,2014-6468,8/30/14,2227,8/30/14,2227,Redstone Quad,Closed alcohol confiscated report to CSES
Drug Possession Alcohol Offense,2014-6470,8/30/14,2249,8/30/14,2249,Redstone Green,Closed alcohol drugs and paraphernalia  confiscated  report to CSES
Alcohol Offense,2014-6471,8/30/14,2305,8/30/14,2305,CWP,Closed report to CSES
Medical,2014-6472,8/30/14,2309,8/30/14,2309,Wright,Closed subject referred to FAHC by UVM Rescue
Drugs Possession,2014-6473,8/30/14,2310,8/30/14,2310,Redstone Green,Closed drugs destroyed report to CSES
Drug Possession,2014-6474,8/30/14,2320,8/30/14,2320,Simpson,Closed report to CSES
Alcohol Offense,2014-6475,8/30/14,2336,8/30/14,2336,Robinson Pwy / S Prospect St,"Closed ticket issued for alcohol , alcohol confiscated report to CSES"
Suspicious Behavior,2014-6476,8/30/14,2337,8/30/14,2337,Davis Center,Closed
Larceny,2014-6477,8/30/14,2351,8/30/14,2351,Harris Millis,Closed
Alcohol Offense,2014-6478,8/31/14,1,8/31/14,1,Maple St / S Willard,Closed ticket issued report to CSES
Alcohol Offense,2014-6479,8/31/14,4,8/31/14,4,Redstone Green,Closed alcohol confiscated report to CSEs
Alcohol Offense,2014-6481,8/31/14,14,8/31/14,14,Main St / S Prospect St,Closed ticket issued alcohol confiscated report to CSES
Suspicious Behavior,2014-6483,8/31/14,44,8/31/14,44,Catholic Center,Closed
Suspicious Behavior,2014-6485,8/31/14,57,8/31/14,57,Redstone Lofts,Closed
Drug Possession,2014-6488,8/31/14,110,8/31/14,110,Harris Millis,Closed drugs and paraphernalia confiscated report to CSES
Alcohol Offense,2014-6489,8/31/14,139,8/31/14,139,McAuley,Closed alcohol confiscated report to CSES
Drug Possession Alcohol Offense,2014-6491,8/31/14,206,8/31/14,206,Redstone Quad,Closed alcohol paraphernalia and drugs confiscated report to CSES
Suspicious Behavior,2014-6492,8/31/14,210,8/31/14,210,PFG Garage,Closed
Drug Possession,2014-6495,8/31/14,227,8/31/14,227,Redstone Quad,Closed drugs and paraphernalia confiscated report to CSES
Assist to Motorist,2014-6496,8/31/14,259,8/31/14,259,PFG,Closed
Burglary,2014-6501,8/31/14,832,08/29-30/2014,1800-1000,Sichel,Open
Intrusion Alarm,2014-6502,8/31/14,851,8/31/14,851,Training and Compliance,Closed
Welfare Check,2014-6505,8/31/14,1223,8/31/14,1223,Richardson,Closed
Fire Alarm,2014-6506,8/31/14,1226,8/31/14,1226,McCann,Closed
Citizen Assist,2014-6509,8/31/14,1414,8/31/14,1414,Billings,Closed
Accident,2014-6510,8/31/14,1439,8/31/14,1439,PFG,Closed
Accident,2014-6511,8/31/14,1723,8/1/14,1723,Votey,Closed
Agency Assist/ Accident,2014-6515,8/31/14,1958,8/31/14,1958,Williston Rd / Hinesburg Rd,Closed
Disorderly Conduct,2014-6516,8/31/14,2015,8/31/14,2015,MAT,Closed report to CSES
Fire Alarm,2014-6517,8/31/14,2016,8/31/14,2016,Cottages,Closed
Domestic Disturbance,2014-6518,8/31/14,2110,8/31/14,2110,Catamount Ln,Open
Noise,2014-6519,8/31/14,2145,8/31/14,2145,Redstone Apts,Closed
Drug Possession /  Alcohol Offense,2014-6522,8/31/14,2343,8/31/14,2343,McCann,Closed drugs and alcohol confiscated report to CSES
Suspicious Behavior,2014-6523,8/31/14,2354,8/31/14,2354,Redstone Quad,Closed
,,,,,,,
   ,,,,,,,
