Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Alcohol Offense,2017-3533,5/6/17,53,5/6/17,53,University Pl / Main St,Closed; Report to CSC
Larceny,2017-3536,5/6/17,104,Unk,Unk,East Campus,Open
Suspicious Event / Arson,2017-3537,5/6/17,122,5/6/17,122,Redstone Campus,Closed
Recovered Stolen Property,2017-3538,5/6/17,129,5/6/17,129,East Ave / University Rd,Closed; Report to CSC
Disturbance / Alcohol Offense,2017-3540,5/6/17,157,5/6/17,157,Jacob's House,Closed; report to CSC
Blue Light Alarm,2017-3543,5/6/17,228,5/6/17,228,Jeanne Mance,Closed
Intrusion Alarm,2017-3547,5/6/17,756,5/6/17,756,Englesby House,Closed
Trespass,2017-3552,5/6/17,1952,5/6/17,1952,Williams Fire Escape,Closed; Report to CSC
Welfare Check,2017-3553,5/6/17,2021,5/6/17,2021,Millis,Closed; Subject located
Alcohol Offense,2017-3556,5/6/17,2131,5/6/17,2131,Gutterson,Closed
Agency Assist,2017-3557,5/6/17,2140,5/6/17,2140,463 S Prospect St,Closed; Assist to BPD
Fire Alarm,2017-3563,5/6/17,2313,5/6/17,2313,Converse,Closed
Blue Light Alarm,2017-3566,5/7/17,9,5/7/17,9,Davis Center,Closed
Medical Assist,2017-3569,5/7/17,37,5/7/17,37,HM Ampitheater,Closed; UVM Rescue transported to UVM MC
Traffic / DUI,2017-3570,5/7/17,146,5/7/17,146,North St / N Prospect St,Closed; Subject cited into court for DUI
Intoxication / Drugs,2017-3571,5/7/17,244,5/7/17,244,University Heights North Outside,Closed; Transported to Corrections for detox; Cited into court for Poss of LSD; Report to CSC
Intrusion Alarm,2017-3572,5/7/17,335,5/7/17,335,Fleming,Closed
Property Damage,2017-3574,5/7/17,1215,05/05-06/2017,1500-1340,WDW Lot,Open
Intrusion Alarm,2017-3575,5/7/17,1719,5/7/17,1719,Fleming,Closed
Welfare Check / Assist Other,2017-3576,5/7/17,2117,5/7/17,2117,284 East Ave,Closed; Assist to Res Life
Intrusion Alarm,2017-3577,5/7/17,2244,5/7/17,2244,Fleming,Closed
Intrusion Alarm,2017-3582,5/8/17,236,5/8/17,236,Fleming,Closed
Agency Assist,2017-3583,5/8/17,241,5/8/17,241,Church St / Pearl St,Closed; Assist to BPD
Suspicious Event,2017-3584,5/8/17,603,5/8/17,603,Trinity Campus,Closed
Suspicious Behavior,2017-3586,5/8/17,832,5/8/17,832,Votey,Closed
Disturbance,2017-3587,5/8/17,1006,5/8/17,1006,Tupper Hall,Closed; affiliate referred to UVM CAPS
Fire / CO Alarm,2017-3588,5/8/17,1237,5/8/17,1237,Jeanne Mance,Closed
Agency Assist,2017-3589,5/8/17,1243,5/8/17,1243,UVM Police Services,Closed; assist to Burlington Police
Fire Alarm,2017-3591,5/8/17,1318,5/8/17,1318,Slade Hall,Closed
Welfare Check,2017-3592,5/8/17,1411,5/8/17,1411,Tupper Hall,Closed; affiliate referred to UVM CAPS
Vandalism - Graffiti,2017-3595,5/8/17,1554,Unk,Unk,Bailey Howe,Open incident
Intrusion Alarm,2017-3596,5/8/17,1903,5/8/17,1903,Nolan House,Closed
Citizen Assist,2017-3598,5/8/17,1938,5/8/17,1938,Simpson Hall,Closed
Noise,2017-3600,5/8/17,2135,5/8/17,2135,Tupper Hall,Closed; affiliate referred to UVM CAPS
Intrusion Alarm,2017-3601,5/8/17,2243,5/8/17,2243,Nolan House,Closed
Anonymous Late Reported Sexual Assault,2017-3602,5/8/17,2336,Unk,Unk,Unknown Location,Closed; referred to Title IX
Intrusion Alarm,2017-3604,5/9/17,303,5/9/17,303,Fleming,Closed
Medical Assist / Mental Health Issue,2017-3611,5/9/17,1153,5/9/17,1153,University Health Center,Closed; non affiliate transported to UVM MC Via UVM Rescue
Burglary,2017-3614,5/9/17,1431,5/7/17,Unk,Living & Learning,Open incident
Disturbance,2017-3616,5/9/17,1633,5/9/17,1633,University Hgts North 2,Closed
Fire Alarm,2017-3620,5/9/17,1808,5/9/17,1808,Cook,Closed
Fire Alarm,2017-3623,5/9/17,2017,5/9/17,2017,University Hgts North 1,Closed
Intrusion Alarm,2017-3624,5/9/17,2046,5/9/17,2046,Nolan House,Closed
Suspicious Behavior,2017-3627,5/9/17,2129,5/6/17,0200-0400,Jeanne Mance,Open
Medical Assist,2017-3628,5/9/17,2242,5/9/17,2242,McAuley Hall,Closed; affiliate transported to UVM MC via UVM Rescue
Intrusion Alarm,2017-3633,5/9/17,2322,5/9/17,2322,Fleming,Closed
Unlawful Trespassing,2017-3636,5/10/17,103,5/10/17,103,Coolidge Hall,Open
Vandalism,2017-3639,5/10/17,822,Unk,Unk,Converse Hall,Open incident
Fire Alarm,2017-3641,5/10/17,935,5/10/17,935,Davis Hall,Open incident
Anonymous Late Reported Sexual Assault / Domestic Assault,2017-3642,5/10/17,1035,Apr-17,Unk,Unknown Campus Location,Closed; referred to Title IX
Agency Assist / Suspicious,2017-3643,5/10/17,1042,08/2016-05/2017,Unk,Millis Hall,Closed; assist to UVM Residential Life
Fire Alarm,2017-3644,5/10/17,1258,5/10/17,1258,Jeanne Mance,Closed
Recovered Stolen Property,2017-3645,5/10/17,1354,5/10/17,1354,Billings Bike Rack,Closed
Accident - Property Damage,2017-3646,5/10/17,1456,5/10/17,1456,439 College St Parking Lot,Closed
Medical Assist,2017-3648,5/10/17,1539,5/10/17,1539,UVM Police Services Outside,Closed; non affiliate transported to UVM MC Via UVM Rescue
Intrusion Alarm,2017-3651,5/10/17,1914,5/10/17,1914,Fleming,Closed
Intrusion Alarm,2017-3652,5/10/17,1915,5/10/17,1915,Nolan House,Closed
Welfare Check,2017-3655,5/10/17,1942,5/10/17,1942,UVM Police Services & Burlington Waterfront,Closed; affiliate located and referred to UVM Cares
Unsecured Premise,2017-3656,5/10/17,2034,5/10/17,2034,Simpson Hall,Closed
Agency Assist,2017-3657,5/10/17,2045,5/10/17,2045,"East Allen St @ East St, Winooski",Closed; assist to Winooski Police
Medical Assist,2017-3658,5/10/17,2108,5/10/17,2108,Harris Hall,Closed; affiliate transported to UVM MC Via UVM Rescue
Property Damage / Agency Assist,2017-3659,5/10/17,2115,5/10/17,2115,"Maple St, Winooski",Closed; assist to Winooski Police
Mental Health Issue,2017-3665,5/11/17,1017,5/11/17,1017,Jacob's House,Closed; Transported to CRISIS at UVM MC
Suspicious Event,2017-3666,5/11/17,1348,5/11/17,1348,368 Main St,Closed
Noise,2017-3669,5/11/17,1642,5/11/17,1642,RTT,Closed
Alcohol Offense,2017-3670,5/11/17,1654,5/11/17,1654,Redstone Campus,Closed; Report to CSC
Intrusion Alarm,2017-3673,5/11/17,1826,5/11/17,1826,Waterman,Closed
Drugs,2017-3677,5/11/17,1949,5/11/17,1949,Living and Learning,Closed; Report to CSC
Fire,2017-3678,5/11/17,1956,5/11/17,1956,Redstone Lofts Outside,Open
Agency Assist,2017-3682,5/11/17,2227,5/11/17,2227,S Prospect St / Cliff St,Closed; Assist to Williston PD
Drugs,2017-3686,5/11/17,2305,5/11/17,2305,Redstone Hall,Closed; Report to CSC
Traffic / Eluding Police,2017-3688,5/11/17,2328,5/11/17,2328,I89 SB / Exit 14,Closed
Suspicious Event,2017-3689,5/11/17,2348,5/11/17,2348,STEM Complex,Closed
Agency Assist / LSA,2017-3692,5/12/17,11,5/12/17,11,Converse,Closed; Cited into court for LSA on behalf of SBPD; Report to CSC
Traffic / DLS,2017-3696,5/12/17,310,5/12/17,310,Williston Rd / East Ave,Closed; Cited into court for Criminal DLS
Agency Assist,2017-3698,5/12/17,607,5/12/17,607,East Terr,Closed; Assist to SBPD
Intrusion Alarm,2017-3699,5/12/17,632,5/12/17,632,Englesby House,Closed
Medical Assist,2017-3703,5/12/17,1142,5/12/17,1142,University Heights North 1,Closed; affiliate transported to UVM MC Via UVM Rescue
Intrusion Alarm,2017-3704,5/12/17,1149,5/12/17,1149,Mann Hall,Closed
Welfare Check,2017-3707,5/12/17,1510,5/12/17,1510,Colchester Ave / University Pl,Closed; Unable to locate
Larceny,2017-3710,5/12/17,1723,5/12/17,1700,University Hgts North 1 Outside,Open
Drugs,2017-3714,5/12/17,2114,5/12/17,2114,Converse Hall,Closed
Unsecured Premise,2017-3716,5/12/17,2244,5/12/17,2244,Wilks Hall,Closed
Suspicious Behavior / Drugs,2017-3719,5/12/17,2318,5/12/17,2318,Jeanne Mance Parking Lot,Closed
Unsecured Premise,2017-3720,5/12/17,2325,5/12/17,2325,Living & Learning,Closed
Intrusion Alarm,2017-3729,5/13/17,58,5/13/17,58,Fleming,Closed
Agency Assist,2017-3730,5/13/17,115,5/13/17,115,"Williston Rd, So. Burlington",Closed; assist to So. Burlington Police
Trespassing / University Policy Violation,2017-3731,5/13/17,122,5/13/17,122,Williams Hall Fire Escape,Closed; warning issued; Report to CSC
Agency Assist / Suspicious Activity,2017-3732,5/13/17,207,5/13/17,207,"Quarry Hill Rd, So. Burlington",Closed; assist to So. Burlington Police
Fire Alarm,2017-3733,5/13/17,209,5/13/17,209,University Hgts South 1,Closed; Report to CSC
Intrusion Alarm,2017-3734,5/13/17,219,5/13/17,219,Fleming,Closed
Welfare Check,2017-3735,5/13/17,237,5/13/17,237,"Williston Rd, So. Burlington",Closed
Intrusion Alarm,2017-3737,5/13/17,358,5/13/17,358,Fleming,Closed
Unsecured Premise,2017-3739,5/13/17,454,5/13/17,454,Waterman,Closed
Threats / Harassment,2017-3741,5/13/17,951,5/13/17,951,Living and Learning,Open
Drugs,2017-3743,5/13/17,1022,5/13/17,1022,Coolidge,Closed; Report to CSC
Recovered Property,2017-3746,5/13/17,1627,5/13/17,1627,Davis Center,Closed
Suspicious Event,2017-3752,5/13/17,2024,5/13/17,2024,258 Colchester Ave,Closed
Suspicious Event,2017-3753,5/13/17,2109,5/13/17,2109,1205 Williston Rd,Closed
Unsecure Premise,2017-3758,5/13/17,2314,5/13/17,2314,Williams,Closed
Traffic / Arrest,2017-3760,5/14/17,17,5/14/17,17,Winooski Falls Way / Main St,Closed; Cited into court for Criminal DLS; Poss of Cocaine; Violation of conditions of release
Intrusion Alarm,2017-3768,5/14/17,2228,5/14/17,2228,Fleming,Closed
Suspicious Event,2017-3770,5/14/17,2250,5/14/17,2250,Wright,Closed
Traffic / DUI,2017-3774,5/15/17,420,5/15/17,420,219 Main St,Closed; Cited into court for DUI
Motorist Assist,2017-3776,5/15/17,905,5/15/17,905,Williston Rd / Dorset St,Closed
Agency Assist,2017-3779,5/15/17,1522,5/15/17,1522,Waterman,Closed; Assist to VSP
Accident,2017-3780,5/15/17,1545,5/15/17,1545,College St Visitor's Lot,Closed
Welfare Check,2017-3783,5/15/17,1846,5/15/17,1846,Mercy Lot,Closed
Intrusion Alarm,2017-3785,5/15/17,2329,5/15/17,2329,Fleming,Closed
Elevator Alarm,2017-3786,5/16/17,5,5/16/17,5,Redstone Lofts,Closed
Traffic / DUI,2017-3787,5/16/17,17,5/16/17,17,Pearl St / S Willard St,Closed; Cited into court for DUI
Citizen Assist,2017-3798,5/16/17,1603,5/16/17,1603,Waterman,Closed
Unsecured Premise,2017-3800,5/16/17,1907,5/16/17,1907,Christie Hall,Closed
Intrusion Alarm,2017-3806,5/16/17,2206,5/16/17,2206,Fleming,Closed
Unsecured Premise,2017-3808,5/16/17,2242,5/16/17,2242,Living & Learning,Closed
Agency Assist,2017-3816,5/17/17,26,5/17/17,26,Williston Rd / East Ave,Closed; assist to Vermont State Police
Agency Assist,2017-3820,5/17/17,214,5/17/17,214,Williston Rd / Exit 14 Overpass,Closed; assist to So. Burlington Police
Intrusion Alarm,2017-3821,5/17/17,300,5/17/17,300,Nolin House,Closed
Motorist Assist,2017-3833,5/17/17,1911,5/17/17,1911,Colchester Ave / Mary Fletcher Dr,Closed
Intrusion Alarm,2017-3834,5/17/17,1917,5/17/17,1917,Continuing Education,Closed
Vandalism,2017-3839,5/17/17,2206,Unk,Unk,Delehanty Hall,Open incident
Unsecured Premise,2017-3840,5/17/17,2227,5/17/17,2227,Wilks Hall,Closed
Welfare Check,2017-3851,5/18/17,155,5/18/17,155,Living & Learning,Closed; affiliate located
Intrusion Alarm,2017-3854,5/18/17,406,5/18/17,406,Fleming,Closed
Larceny,2017-3855,5/18/17,702,Apr-17,Unk,Main Campus Construction Site,Open incident
Agency Assist,2017-3880,5/18/17,2215,5/18/17,2215,Pearl St / S Willard St,Closed; assist to Burlington Police
Citizen Assist,2017-3883,5/18/17,2232,5/18/17,2232,University Hgts South Parking Lot,Closed
Unsecured Premise,2017-3884,5/18/17,2235,5/18/17,2235,University STEM Building,Closed
Unsecured Premise,2017-3886,5/18/17,2306,5/18/17,2306,Simpson Loading Dock,Closed
Unsecured Premise,2017-3891,5/19/17,14,5/19/17,14,"Marche, Harris Millis, University Hgts North",Closed
Traffic / DUI,2017-3892,5/19/17,40,5/19/17,40,Main St / University Hgts,Closed; non affiliate cited into court for DUI
Traffic / DUI,2017-3894,5/19/17,152,5/19/17,152,S Willard St / Maple St,Closed; non affiliate cited into court for DUI
Citizen Assist,2017-3895,5/19/17,1046,5/19/17,1046,Rowell Hall Outside,Closed
Welfare Check,2017-3908,5/19/17,2234,5/19/17,2234,Colchester Ave / Trinity Campus,Closed; non affiliate assisted
Intrusion Alarm,2017-3912,5/20/17,0,5/20/17,0,Fleming,Closed
Alcohol Offense,2017-3915,5/20/17,41,5/20/17,41,Main St / S Willard St,Closed; report to CSC
Traffic / DUI,2017-3921,5/20/17,218,5/20/17,218,"Interstate 89 South, So. Burlington",Closed; non affiliate cited into court for DUI
Suspicious Event / Agency Assist,2017-3922,5/20/17,320,5/20/17,320,Colchester Ave / University Pl,Closed; assist to Burlington Police
Motorist Assist,2017-3930,5/20/17,2243,5/20/17,2243,Pearl St / N. Champlain St,Closed
Agency Assist,2017-3933,5/21/17,2,5/21/17,2,Centennial Field,Closed; assist to Burlington Police
Unsecured Premise,2017-3934,5/21/17,31,5/21/17,31,UVM STEM Building,Closed
Welfare Check,2017-3937,5/21/17,111,5/21/17,111,Votey Outside,Closed; non affiliate located
Traffic / DUI,2017-3941,5/21/17,242,5/21/17,242,Ledge Rd / Hillcrest Rd,Closed; non affiliate cited into court for DUI
Welfare Check,2017-3943,5/21/17,314,5/21/17,314,College St / S Willard St,Closed; non affiliate located
Motorist Assist,2017-3944,5/21/17,819,5/21/17,819,Colchester Ave / East Ave,Closed
Suspicious Event,2017-3945,5/21/17,854,5/21/17,854,Rowell Hall,Closed
Motorist Assist,2017-3947,5/21/17,1050,5/21/17,1050,Main St @ Davis Center,Closed
Accident - Property Damage,2017-3948,5/21/17,1119,5/21/17,1119,Jeffords Hall Parking Lot,Closed
Larceny,2017-3949,5/21/17,1245,5/21/17,842,Bailey Howe Library Outside,Open incident
Accident - Property Damage,2017-3951,5/21/17,1710,5/21/17,1710,Trinity Campus Villa Parking Lot,Closed
Agency Assist / Accident,2017-3953,5/21/17,1825,5/21/17,1825,Main St / S Prospect St,Closed; assist to Burlington Police
Intrusion Alarm,2017-3955,5/22/17,216,5/22/17,216,Fleming,Closed
Domestic Disturbance,2017-3959,5/22/17,755,5/22/17,755,Royal Tyler Theatre Outside,Closed
Accident - Property Damage,2017-3960,5/22/17,910,5/22/17,910,Redstone Apts. Parking Lot,Closed
Fire Alarm,2017-3964,5/22/17,1030,5/22/17,1030,Mercy Hall,Closed
Disturbance,2017-3963,5/22/17,1052,5/22/17,1052,Davis Center,Closed
Motor Vehicle Complaint,2017-3965,5/22/17,1112,3/4/17,Unk,Sheraton Hotel Roadway @ Williston Rd,Closed
Medical Assist,2017-3967,5/22/17,1353,5/22/17,1353,Living & Learning,Closed; subject referred to Burlington Rescue
Retail Theft,2017-3968,5/22/17,1354,5/22/17,1354,Davis Center Bookstore,Closed; non affiliate cited into court for Retail Theft & trespassed from UVM Campus
Accident - Leaving the Scene,2017-3969,5/22/17,1732,5/21/17,1130-1600,PFG Parking Garage,Open incident
Unsecured Premise,2017-3971,5/22/17,1917,5/22/17,1917,Living & Learning Loading Dock Area,Closed
Unsecured Premise,2017-3973,5/22/17,1936,5/22/17,1936,Hamilton Hall,Closed
Unsecured Premise,2017-3974,5/22/17,1951,5/22/17,1951,Wright Hall,Closed
Unsecured Premise,2017-3975,5/22/17,1956,5/22/17,1956,Coolidge Hall,Closed
Unsecured Premise,2017-3976,5/22/17,2003,5/22/17,2003,Simpson Loading Dock Area,Closed
Suspicious Activity,2017-3979,5/22/17,2054,5/22/17,2054,Main Campus Construction Area,Closed
Motorist Assist,2017-3980,5/22/17,2107,5/22/17,2107,Rowell Hall Parking Lot,Closed
Agency Assist / Intrusion Alarm,2017-3985,5/23/17,319,5/23/17,319,"Williston Rd, So. Burlington",Closed; assist to So. Burlington Police
Fire Alarm,2017-3986,5/23/17,815,5/23/17,815,Christie Wright Patterson,Closed
Suspicious Behavior,2017-3988,5/23/17,906,5/16/17,Unk,Waterman,Closed
Fire Alarm,2017-3990,5/23/17,1020,5/23/17,1020,Torrey Hall,Closed
Accident - Property Damage,2017-3991,5/23/17,1244,5/23/17,1244,Sichel Hall Parking Lot,Closed
Intrusion Alarm,2017-3992,5/23/17,1317,5/23/17,1317,Large Animal Facility,Closed
Theft of Service,2017-3993,5/23/17,1358,5/18/17,Unk,East Commuter Parking Lot,Closed; non affiliate referred to Alternative Justice
Intrusion Alarm,2017-3998,5/23/17,1725,5/23/17,1725,University Health Center,Closed
Motorist Assist,2017-3999,5/23/17,1744,5/23/17,1744,Johnson House Parking Lot,Closed
Unsecured Premise,2017-4013,5/23/17,2309,5/23/17,2309,Main Campus Construction Area,Closed
Unsecured Premise,2017-4016,5/24/17,11,5/24/17,11,Simpson Hall Loading Dock Area,Closed
Theft of Service,2017-4022,5/24/17,1241,5/24/17,1241,University Hgts North Parking Lot,Closed; report to CSC
Traffic / Driving While Suspended,2017-4034,5/24/17,1846,5/24/17,1846,Spear St @ UVM Farms,Closed; non affiliate cited into court for Driving while Suspended
Intrusion Alarm,2017-4035,5/24/17,1926,5/24/17,1926,Fleming,Closed
Unsecured Premise,2017-4036,5/24/17,1934,5/24/17,1934,Perkins Building,Closed
Unsecured Premise,2017-4044,5/24/17,2151,5/24/17,2151,Main Campus Construction Site,Closed
Suspicious Event,2017-4059,5/24/17,2253,5/24/17,2253,Davis Hall,Closed
Fire Alarm,2017-4066,5/25/17,49,5/25/17,49,Trinity Campus Cottage 258,Closed
Intrusion Alarm,2017-4067,5/25/17,106,5/25/17,106,Fleming,Closed
Larceny / Unlawful Mischief,2017-4080,5/25/17,1431,5/25/17,1422,Coolidge Hall Bike Rack,Closed; two non affiliates cited for Petit Larceny & Unlawful Mischief & Trespassed from UVM Campus
Intrusion Alarm,2017-4084,5/25/17,2113,5/25/17,2113,Fleming,Closed
Citizen Assist,2017-4085,5/25/17,2207,5/25/17,2207,Parking & Transportation Parking Lot,Closed
Property Damage,2017-4095,5/26/17,745,Unk,Unk,Coolidge Lot,Closed
Fire Alarm,2017-4096,5/26/17,814,5/26/17,814,Christie,Closed
Anonymous Late Reported Sexual Assault,2017-4099,5/26/17,1513,11/3/16,Unk,Redstone Campus,Closed; Refer to Title IX
Accident - LSA,2017-4100,5/26/17,1605,Unk,Unk,Redstone Lofts Lot,Open
Unsecure Premise,2017-4135,5/27/17,243,5/27/17,243,Main Campus Construction Site,Closed
Citizen Assist / Car Seat Inspection,2017-4140,5/27/17,853,5/27/17,853,284 East Ave,Closed
Agency Assist / Animal Problem,2017-4146,5/27/17,1856,5/27/17,1856,870 Williston Rd,Closed; Assist to SBPD
Intrusion Alarm,2017-4160,5/27/17,2312,5/27/17,2312,Fleming,Closed
Traffic / False Information to a Police Officer,2017-4164,5/28/17,7,5/28/17,7,1205 Williston Rd,Closed; Cited into court for FIPO
Arrest on Warrant,2017-4216,5/28/17,7,5/28/17,7,1205 Williston Rd,Closed; Cited into court for multiple charges
Agency Assist,2017-4166,5/28/17,206,5/28/17,206,Church St / Main St ,Closed; Assist to BPD
Agency Assist,2017-4168,5/28/17,628,5/28/17,628,1 North Ave,Closed; Assist to BPD
Intrusion Alarm,2017-4176,5/28/17,2108,5/28/17,2108,Fleming,Closed
Unsecure Premise,2017-4180,5/28/17,2349,5/28/17,2349,Main Campus Construction Site,Closed
Fire Alarm,2017-4191,5/29/17,1223,5/29/17,1223,PFG,Closed
Traffic / Suspicious Event,2017-4199,5/29/17,2222,5/29/17,2222,Coolidge Lot,Open
Medical Assist / Trespass,2017-4202,5/29/17,2245,5/29/17,2245,Dewey,Closed; Non Affiliate issued trespass
Intrusion Alarm,2017-4208,5/29/17,2337,5/29/17,2337,Fleming,Closed
Property Damage,2017-4219,5/30/17,935,Unk,Unk,Fleming,Open
Intrusion Alarm,2017-4220,5/30/17,948,5/30/17,948,1 S Prospect St,Closed
Fire Alarm,2017-4225,5/30/17,1335,5/30/17,1335,Cook,Closed
ATM Alarm,2017-4229,5/30/17,1635,5/30/17,1635,MSH,Closed
Unsecure Premise,2017-4230,5/30/17,1727,5/30/17,1727,WDW,Closed
Unsecure Premise,2017-4234,5/30/17,2055,5/30/17,2055,Wing,Closed
Unsecure Premise,2017-4235,5/30/17,2149,5/30/17,2149,Main Campus Construction Area,Closed
Aggravated Domestic Assault,2017-4242,5/31/17,301,5/31/17,301,Wing,Closed; Subject charged with Aggravated Domestic Assault and lodged at corrections; Trespassed from campus
