Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Traffic / DUI,2014-0102,1/7/14,158,1/7/14,158,S. Prospect St.,Closed; subject cited for DUI
Intrusion Alarm,2014-0103,1/7/14,538,1/7/14,538,University Health Center,Closed
Medical Assist,2014-0109,1/7/14,1848,1/7/14,1848,Marsh Hall,Closed; referred to UVM Rescue
Suspicious Event,2014-0110,1/7/14,2036,Unk,Unk,Trinity Cottages,Closed
Intrusion Alarm,2014-0111,1/7/14,2141,1/7/14,2141,460 S. Prospect St,Closed
Noise,2014-0114,1/8/14,101,1/8/14,101,Redstone Apts 10-66,Closed; noise ticket issued
Fire Alarm,2014-0115,1/8/14,601,1/8/14,601,23 Mansfield Ave.,Closed
Open door,2014-0116,1/8/14,618,1/8/14,618,Admissions,Closed
Elevator Alarm,2014-0118,1/8/14,809,1/8/14,809,HSRF,Closed
Intrusion Alarm,2014-0124,1/8/14,1929,1/8/14,1929,460 S. Prospect St,Closed
Agency Assist,2014-0127,1/9/14,618,1/9/14,618,"Georgia, VT",Closed
Property Damage,2014-0130,1/9/14,834,1/9/14,834,Jeffords Hall Parking Lot,Closed
Citizen Assist,2014-0141,1/9/14,1533,1/9/14,1533,Redstone Apts.,Closed
Intrusion Alarm,2014-0143,1/9/14,2007,1/9/14,2007,460 S. Prospect St,Closed
Fire Alarm,2014-0150,1/10/14,132,1/10/14,132,Cook,Closed
Traffic / DUI,2014-0152,1/10/14,142,1/10/14,142,Williston Rd.,Closed; subject cited for DUI
Medical,2014-0154,1/10/14,809,1/10/14,809,University Hgts Parking Lot,Closed referred to FAHC by UVM Rescue
Agency Assist,2014-0158,1/10/14,1341,1/10/14,1341,72 Fairfield St   St Albans,Closed
Suspicious Event,2014-0159,1/10/14,1519,1/10/14,1519,Police Services,Closed
Suspicious Behavior,2014-0164,1/10/14,2337,1/10/14,2337,Redstone  lodge,Closed ; Gone on arrival
DUI,2014-0175,1/11/14,237,1/11/14,237,I89   Exit 15,Closed one cited into court for driving under the influence
Intrusion Alarm,2014-0176,1/11/14,241,1/11/14,241,460 S Prospect St,Closed
Alarm,2014-0183,1/11/14,1135,1/11/14,1135,Davis Center,Closed
Citizen  Assist,2014-0184,1/11/14,1742,1/11/14,1742,Redstone Lofts,Closed
Citizen Assist,2014-0189,1/12/14,18,1/12/14,18,Main St/ St Paul Burlington,Closed
DUI,2014-0200,1/12/14,257,1/12/14,257,Colchester Ave /  East Ave   by Kampus Kitchen  Burlington,Closed one subject cited into district court for DUI
Intrusion Alarm,2014-0208,1/12/14,1353,1/12/14,1353,Continuing Ed,Closed
Drug/Alcohol  Possession,2014-0212,1/12/14,2132,1/12/14,2132,Austin,Closed drugs and paraphernalia confiscated report to CSES
Noise,2014-0213,1/12/14,2152,1/12/14,2152,500 S Prospect St Building 9,Closed
Agency Assist,2014-0214,1/12/14,2238,1/12/14,2238,Holiday Inn S Burlington,Closed
Drugs,2014-0215,1/12/14,2307,1/12/14,2307,University Hgts S2,Closed; Not Substantiated
Suspicious Behavior,2014-0216,1/13/14,247,1/13/14,247,Perkins,Closed report to CSES
Unsecured Door,2014-0219,1/13/14,817,1/13/14,817,"Payne St, Ethan Allen Campus",Closed
Larceny,2014-0223,1/13/14,1137,1/13/14,0900-1000,PFG Fitness Center,Open incident
Citizen Assist,2014-0224,1/13/14,1159,01/10-13/2014,Unk,Waterman,Closed
Fraud,2014-0225,1/13/14,1211,Fall 2013,Unk,Davis Center,Open incident
Citizen Assist,2014-0226,1/13/14,1306,1/13/14,1306,Waterman,Closed
Accident,2014-0227,1/13/14,1319,1/13/14,1319,North 1 Parking Lot,Closed
Accident,2014-0228,1/13/14,1447,1/13/14,1447,CBW Parking Lot,Closed
Citizen Assist,2014-0229,1/13/14,1536,1/13/14,1315,Mercy Hall,Closed
Agency Assist,2014-0230,1/13/14,1610,1/13/14,1610,Bailey Howe,Closed
Intrusion Alarm,2014-0231,1/13/14,1823,1/13/14,1823,460 S Prospect St,Closed
Intrusion Alarm,2014-0232,1/13/14,1907,1/13/14,1907,460 S Prospect St,Closed
Medical Assist,2014-0233,1/13/14,1919,1/13/14,1919,Tupper Hall,Closed; referred to UVM Rescue
Fire Alarm,2014-0234,1/13/14,1926,1/13/14,1926,Buckham Hall,Closed
Larceny,2014-0237,1/13/14,2240,1/12/14,1030-2330,South 1 Parking Lot,Unfounded
Fire/CO Alarm,2014-0238,1/13/14,2300,1/13/14,2300,South 1,Closed
Larceny,2014-0245,1/14/14,1049,1/14/14,1015,PFG,Open incident
Larceny,2014-0248,1/13/14,900,Unk,Unk,John Dewey,Closed
Fire Alarm,2014-0249,1/14/14,1346,1/14/14,1346,WDW,Closed
Drugs,2014-0257,1/14/14,1922,1/14/14,1922,Chittenden Hall,Closed; report to CSES
Drugs,2014-0258,1/14/14,1934,1/14/14,1934,Richardson Hall,Closed; report to CSES
Fire Alarm,2014-0260,1/14/14,2158,1/14/14,2158,Mercy Hall,Closed
Drugs,2014-0262,1/14/14,2303,1/14/14,2303,Harris Hall,Closed; Not Substantiated
Drugs,2014-0263,1/14/14,2307,1/14/14,2307,Wills Hall,Closed; report to CSES
Intrusion Alarm,2014-0268,1/15/14,617,1/15/14,617,Morrill Hall,Closed
Agency Assist,2014-0270,1/15/14,712,1/15/14,712,University Health Center Parking Lot,Closed
Vandalism,2014-0271,1/15/14,735,01/14-15/2014,1830-0730,Redstone Apts. Parking Lot,Open incident
Intrusion Alarm,2014-2772,1/15/14,736,1/15/14,736,Living & Learning,Closed
Vandalism,2014-0274,1/15/14,754,01/14-15/2014,1830-0730,Redstone Apts. Parking Lot,Open incident
Medical Assist,2014-0276,1/15/14,954,1/15/14,954,Marsh Hall,Closed; referred to UVM Rescue
Vandalism,2014-0278,1/15/14,1017,01/14-15/2014,1830-0730,Redstone Apts. Parking Lot,Open incident
Drugs,2014-0282,1/15/14,1447,1/15/14,1447,WDW,Closed; Not Substantiated
Noise,2014-0284,1/15/14,1813,1/15/14,1813,Redstone Apts.,Closed; unfounded
Intrusion Alarm,2014-0285,1/15/14,1919,1/15/14,1919,Waterman,Closed
Larceny,2014-0286,1/15/14,2101,1/15/14,2015,PFG,Open incident
Drugs,2014-0287,1/15/14,2252,1/15/14,2252,Chittenden Hall,Closed; report to CSES
Drugs,2014-0288,1/15/14,2317,1/15/14,2317,South 2,Closed; marijuana ticket issued &  report to CSES
Trespassing,2014-0295,1/16/14,130,1/16/14,130,Hamilton Hall,Closed
Intrusion Alarm,2014-0299,1/16/14,908,1/16/14,908,Bailey Howe,Closed
Power Outage,2014-0300,1/16/14,955,1/16/14,955,Main Campus,Closed
Drugs,2014-0307,1/16/14,1904,1/16/14,1904,South 1,Closed; report to CSES
Suspicious,2014-0310,1/16/14,1953,1/16/14,1953,Redstone Apts Parking Lot,Closed
Drugs,2014-0315,1/16/14,2319,1/16/14,2319,Austin Hall,Closed; report to CSES
Noise,2014-0317,1/16/14,2335,1/16/14,2335,Redstone Apts 7-43,Closed; report to CSES
Intoxication,2014-0321,1/17/14,11,1/17/14,11,Living & Learning,Closed; referred to ACT 1 for Detox
Voyeurism,2014-0334,1/17/14,1232,1/17/14,1200,Patterson,Open
Agency Assist,2014-0335,1/17/14,1255,1/17/14,1255,Police Services,Open
Drugs,2014-0336,1/17/14,1452,1/17/14,1452,Tupper,Closed; Not Substantiated
Drug Possession,2014-0337,1/17/14,1653,1/17/14,1653,University Hgts  S1,Closed  report to CSES
Drug- Possession,2014-0338,1/17/14,1749,1/17/14,1749,University Hgts N1,Closed drugs confiscated report to CSES
Drug-Possession,2014-0340,1/17/14,1932,1/17/14,1932,Richardson,Closed  drugs and paraphernalia confiscated report to CSES
Fire Alarm,2014-0344,1/17/14,2101,1/17/14,2101,Police Services,Closed
Drug Possession / Alcohol Offense,2014-0347,1/17/14,2259,1/17/14,2259,Buckham,Closed drugs alcohol and paraphernalia confiscated  report to CSES
Blue Light Alarm,2014-0348,1/17/14,2308,1/17/14,2308,University Hgts N1,Closed
Drugs,2014-0352,1/17/14,2330,1/17/14,2330,Mason,Closed; Not Substantiated
Intoxication,2014-0355,1/18/14,12,1/18/14,12,Wright,Closed referred to FAHC report to CSES
Drug Possession,2014-0356,1/18/14,15,1/18/14,15,Christie,Closed drugs confiscated report to CSES
Noise,2014-0357,1/18/14,29,1/18/14,29,Redstone Apts 10-66,Closed report to CSES
Intoxication,2014-0358,1/18/14,43,1/18/14,43,Main St/ S Prospect St,Closed referred to ACT 1  then to Corrections for Detox report to CSES
Drugs,2014-0359,1/18/14,59,1/18/14,59,Converse,Closed; Not Substantiated
Noise,2014-0361,1/18/14,110,1/18/14,110,Redstone Apts  10-70,Closed; Not Substantiated
Intoxication,2014-0362,1/18/14,117,1/18/14,117,McCann,Closed referred to FAHC report to CSES
Alcohol Offense,2014-0363,1/18/14,123,1/18/14,123,S Prospect St / Maple St,Closed
Alcohol Offense,2014-0365,1/18/14,159,1/18/14,159,Living and Learning,Closed  report to CSES
Blue Light Alarm,2014-0366,1/18/14,209,1/18/14,209,Continuing Ed,Closed
Vandalism,2014-0373,1/18/14,1200,Unknown,Unknown,PFG Storage,Closed
Motor Vehicle Complaint,2014-0377,1/18/14,1505,1/18/14,1505,500 S Prospect St,Closed; Not Substantiated
Drugs,2014-0378,1/18/14,1727,1/18/14,1727,U Heights S,Closed; Not Substantiated
Agency Assist,2014-0379,1/18/14,1850,1/18/14,1850,Williston Rd / Kennedy Dr   S Burlington,Closed
Fire Alarm,2014-0380,1/18/14,1901,1/18/14,1901,Mercy,Closed
Alcohol Offense,2014-0381,1/18/14,2107,1/18/14,2107,Tupper,Closed alcohol confiscated  report to CSES
Fire Alarm,2014-0383,1/18/14,2208,1/18/14,2208,Christie,Closed
Drugs,2014-0384,1/18/14,2213,1/18/14,2213,Harris Millis,Closed; Not Substantiated
Alcohol Offense,2014-0387,1/18/14,2242,1/18/14,2242,Redstone Green,Closed alcohol confiscated  report to CSES
Alcohol Offense,2014-0388,1/18/14,2246,1/18/14,2246,Williston Rd Champlain Farms S Burlington,Closed alcohol confiscated and warning issued for fake license  report to CSES
Drug Possession,2014-0390,1/18/14,2314,1/18/14,2314,Converse,Closed drugs and paraphernalia confiscated  report to CSES
Intoxication,2014-0393,1/18/14,2336,1/18/14,2336,Wheeler House,Closed referred to ACT 1 for detox  report to CSES
Drugs,2014-0394,1/18/14,2344,1/18/14,2344,Millis,Closed; Not Substantiated
Suspicious Behavior,2014-0396,1/18/14,2358,1/18/14,2358,Main St / U Heights,Closed
Intoxication,2014-0397,1/19/14,10,1/19/14,10,S Prospect St / Robinson Pkwy,Closed referred to FAHC   report to CSES
Drug Possession,2014-0402,1/19/14,117,1/19/14,117,Mercy,Closed paraphernalia confiscated report to CSES
Drug Possession,2014-0403,1/19/14,117,1/19/14,117,Austin,Closed drugs confiscated report to CSES
Noise / Alcohol Offense,2014-0404,1/19/14,123,1/19/14,123,Redstone Apts 4-20 ,Closed report to CSES
Alcohol Offense,2014-0407,1/19/14,454,1/19/14,454,Mercy,Closed  report to CSES
Agency Assist,2014-0409,1/19/14,528,1/19/14,528,1076 Williston Rd   S Burlington,Closed
Fire Alarm,2014-0412,1/19/14,950,1/19/14,950,U Hgts South,Closed
Intrusion Alarm,2014-0416,1/19/14,1227,1/19/14,1227,460 S Prospect St,Closed
Intrusion Alarm,2014-0418,1/19/14,1418,1/19/14,1418,460 S Prospect St,Closed
Drug Possession,2014-0419,1/19/14,1443,Unknown,Unknown,284 East Ave- UVM Rescue,Closed parahernalia confiscated and destroyed 
Welfare Check,2014-0420,1/19/14,1512,1/19/14,1512,Slade,Closed
Elevator Alarm,2014-0423,1/19/14,1924,1/19/14,1924,U Hgts North,Closed
Intrusion Alarm,2014-0425,1/19/14,1956,1/19/14,1956,UHC,Closed
Animal Problem,2014-0426,1/19/14,1958,1/19/14,1958,WDW,Closed
Driving License Suspended,2014-0427,1/19/14,2052,1/19/14,2052,S Prospect St / Robinson Pkwy Burlington,Closed cited into court for Criminal Driving License Suspended
Assist Other,2014-0428,1/20/14,49,1/20/14,49,Main St/ U Hgts,Closed
Medical,2014-0429,1/20/14,115,1/20/14,115,Living and Learning,Closed referred to FAHC by UVM Rescue  report  to CSES
Alcohol Offense,2014-0431,1/20/14,649,1/20/14,649,U Heights S1,Closed report to CSES
Vandalism,2014-0433,1/20/14,751,1/20/14,751,Ready,Closed
Welfare Check,2014-0434,1/20/14,1021,1/20/14,1021,McCann,Closed
Vandalism,2014-0435,1/20/14,1024,Unknown,Unknown,Pomeroy Storage,Closed
Property Damage Accident,2014-0440,1/20/14,1411,1/20/14,1411,Main St / S Prospect St  Wheeler House,Closed
Property Damage Accident,2014-0441,1/20/14,1436,1/20/14,1436,WDW Lot,Closed
Property Damage Accident,2014-0442,1/20/14,1443,1/20/14,1000,UHC,Closed
Fire Alarm,2014-0443,1/20/14,1444,1/20/14,1444,466 S Prospect St,Closed
Elevator Alarm,2014-0444,1/20/14,1457,1/20/14,1457,University Hgts S2,Closed
Drug Possession / Alcohol Offense,2014-0445,1/20/14,1528,1/20/14,1528,Millis,Closed alcohol  drugs and paraphernalia confiscated report to CSES
Agency Assist,2014-0447,1/20/14,1715,1/20/14,1715,Jeffords,Closed
Assist Other,2014-0450,1/20/14,1938,1/20/14,1938,Davis Center,Closed
Fire Alarm,2014-0452,1/20/14,2302,1/20/14,2302,Colchester Research,Closed
Motorist Assist,2014-0454,1/20/14,2332,1/20/14,2332,Spear St /Swift St,Closed
Agency Assist,2014-0459,1/21/14,15,1/21/14,15,Main St / University Terr,Closed
Agency Asisst,2014-0460,1/21/14,57,1/21/14,57,Main St / Spear St,Closed
Medical,2014-0461,1/21/14,115,1/21/14,115,Simpson,Closed
Drugs,2014-0472,1/21/14,1244,1/21/14,1244,Redstone Hall,Closed; report to CSES
Fire Alarm,2014-0473,1/21/14,1411,1/21/14,1411,UVM Grounds Dept. @ Centennial field,Closed
Larceny,2014-0474,1/21/14,1441,1/17/14,Unk,PFG Fitness Center,Open incident
Fire Alarm,2014-0478,1/21/14,1818,1/21/14,1818,South 1,Closed
Agency Assist,2014-0481,1/21/14,2104,1/21/14,2104,284 East Ave.,Closed
Citizen Assist,2014-0485,1/21/14,2321,1/21/14,2321,Living & Learning,Closed
Motorist Assist,2014-0486,1/21/14,2324,1/21/14,2324,S. Prospect St / Main St,Closed
Traffic / Drugs,2014-0489,1/22/14,5,1/22/14,5,Summit St / Cliff St,Closed; marijuana ticket issued
Welfare Check,2014-0491,1/22/14,113,1/22/14,113,Living & Learning,Closed; subject located
Fire Alarm,2014-0496,1/22/14,832,1/22/14,832,Living & Learning,Closed
Property Damage,2014-0498,1/22/14,952,1/22/14,952,Mercy Hall Parking Lot,Closed
Alarm,2014-0499,1/22/14,955,1/22/14,955,Main St / University Pl,Closed
Vandalism,2014-0502,1/22/14,1103,01/21-22/2014,2200-0600,PFG Parking Lot,Open incident
Motorist Assist,2014-0503,1/22/14,1119,1/22/14,1119,University Hgts / Davis Rd,Closed
ATM Alarm,2014-0504,1/22/14,1336,1/22/14,1336,Davis Center,Closed
Agency Assist,2014-0507,1/22/14,1433,1/22/14,1433,284 East Ave.,Closed
Agency Assist,2014-0508,1/22/14,1614,1/22/14,1614,Christie Hall,Closed
Medical Assist,2014-0515,1/23/14,153,1/23/14,153,McAuley Hall,Closed; referred to UVM Rescue
Fire Alarm / Drugs,2014-0520,1/23/14,806,1/23/14,806,McAuley Hall,Closed; report to CSES
Late Reported Anonymous Sexual Assault,2014-0521,1/23/14,942,Spring 2013,Unk,UVM Campus,Open incident
Vandalism-Graffiti,2014-0523,1/23/14,1115,Unk,Unk,70 S. Williams St,Open incident
Accident-Leaving the Scene,2014-0524,1/23/14,1232,1/23/14,0810-1015,Parking Garage,Open incident
Welfare Check,2014-0527,1/23/14,1525,1/23/14,1525,"Catkin Dr, S. Burlington",Closed; subject located
Fire Alarm,2014-0531,1/23/14,1948,1/23/14,1948,South 1,Closed
Larceny,2014-0533,1/23/14,2044,1/22/14,2200,North 2,Open incident
Drugs,2014-0534,1/23/14,2157,1/23/14,2157,Harris Hall,Closed; report to CSES
Noise / Alcohol Offense,2014-0535,1/23/14,2159,1/23/14,2159,North 2,Closed; alcohol tickets issued & report to CSES
Fire Alarm,2014-0536,1/23/14,2233,1/23/14,2233,McAuley Hall,Closed
Drugs,2014-0537,1/23/14,2235,1/23/14,2235,North 2,Closed; report to CSES
Drugs,2014-0540,1/23/14,2359,1/23/14,2359,McCann Hall,Closed; unfounded
Agency Assist,2014-0552,1/24/14,1403,1/24/14,1403,University Health Center,Closed
Disorderly Conduct / Alcohol Offense,2014-0553,1/24/14,1635,1/24/14,1635,North 2,Closed; report to CSES
Welfare Check,2014-0555,1/24/14,1803,1/24/14,1803,Ready Hall,Closed; subject located
Intrusion Alarm,2014-0557,1/24/14,1859,1/24/14,1859,460 S. Prospect St.,Closed
Intrusion Alarm,2014-0559,1/24/14,1935,1/24/14,1935,460 S. Prospect St.,Closed
Intrusion Alarm,2014-0560,1/24/14,2025,1/24/14,2025,460 S. Prospect St.,Closed
Medical Assist,2014-0561,1/24/14,2105,1/24/14,2105,Patterson Hall,Closed; referred to UVM Rescue
Drugs,2014-0562,1/24/14,2113,1/24/14,2113,South 2,Closed; Not Substantiated
Intoxication,2014-0563,1/24/14,2307,1/24/14,2307,McAuley Hall,Closed; referred to corrections for detox & report to CSES
Drugs,2014-0566,1/24/14,2338,1/24/14,2338,North 2,Closed
Noise / Agency Assist,2014-0568,1/24/14,2346,1/24/14,2346,"Oakwood Dr, S. Burlington",Closed; Not Substantiated
Intoxication,2014-0570,1/25/14,36,1/25/14,36,Redstone Campus,Closed
Suspicious Activity,2014-0571,1/25/14,117,1/25/14,117,Englesby House,Closed; unfounded
Intoxication,2014-0572,1/25/14,125,1/25/14,125,Simpson Hall,Closed; referred to UVM Rescue & report to CSES
Intoxication,2014-0573,1/25/14,148,1/25/14,148,Billings,Closed; report to CSES
Intoxication,2014-0574,1/25/14,209,1/25/14,209,McCann Hall,Open incident
Intoxication,2014-0575,1/25/14,211,1/25/14,211,Redstone Lofts,Closed; report to CSES
Intrusion Alarm,2014-0578,1/25/14,936,1/25/14,936,460 S Prospect St,Closed
Robbery,2014-0581,1/25/14,1847,1/25/14,1830,Votey,Open
Medical,2014-0583,1/25/14,1959,1/25/14,1959,Living and Learning,Closed subject referred to FAHC 
Medical,2014-0584,1/25/14,2040,1/25/14,2040,Jeanne Mance,Closed referred to FAHC
Fire Alarm,2014-0585,1/25/14,2225,1/25/14,2225,U Hgts North,Closed
Threats / Harassment,2014-0587,1/26/14,101,1/26/14,101,Millis,Closed report to CSES
Welfare Check,2014-0588,1/26/14,101,1/26/14,101,Living and Learning,Closed referred to FAHC by UVM PD  report to CSES
Drugs,2014-0589,1/26/14,113,1/26/14,113,Tupper,Closed; Not Substantiated
Noise,2014-0590,1/26/14,121,1/26/14,121,Redstone Lofts,Closed subject warned for the noise level  report to CSES
Intoxication,2014-0592,1/26/14,159,1/26/14,159,Living and Learning,Closed referred to FAHC then to ACT 1 for Detox  report to CSES
Intoxication,2014-0594,1/26/14,446,1/26/14,446,Willis,Closed referred to Corrections for Detox  report to CSES
MV Complaint,2014-0604,1/26/14,1510,1/26/14,1510,Davis Center,Closed
Fire Alarm,2014-0606,1/26/14,1637,1/26/14,1637,Living and Learning,Closed
Assist Motorist,2014-0607,1/26/14,1706,1/26/14,1706,MAT,Closed
Suspicious Behavior,2014-0611,1/26/14,1845,1/26/14,1845,Med Ed,Closed
Intrusion Alarm,2014-0612,1/26/14,1929,1/26/14,1929,460 S Prospect St,Closed
Medical,2014-0614,1/26/14,2010,1/26/14,2010,PFG,Closed subject referred to FAHC by UVM Rescue
Graffiti / Bias Hate Related,2014-0615,1/26/14,2126,1/26/14,2126,Wright,Closed
Drugs,2014-0617,1/26/14,2226,1/26/14,2226,Harris,Closed; Not Substantiated
Suspicious Behavior,2014-0619,1/27/14,107,1/27/14,107,Given,Closed
Alcohol Offense,2014-0622,1/27/14,539,1/27/14,539,University Hgts,Closed report to CSES
Panic Alarm,2014-0630,1/27/14,1325,1/27/14,1325,UHC,Closed
Citizen Assist,2014-0632,1/27/14,1408,1/27/14,1408,Villa,Closed
Agency Assist,2014-0633,1/27/14,1517,1/27/14,1517,Police Services,Closed
Agency Assist,2014-0634,1/27/14,1552,1/27/14,1552,Chittenden,Closed
Agency Assist,2014-0635,1/27/14,1637,1/27/14,1637,Millis,Closed
Drugs,2014-0636,1/27/14,1941,1/27/14,1941,Harris,Closed; Not Substantiated
Drug Possession,2014-0640,1/27/14,2324,1/27/14,2324,Marsh,Closed report to CSES
Medical Assist,2014-0649,1/28/14,1213,1/28/14,1213,284 East Ave.,Closed; referred to UVM Rescue
Intrusion Alarm,2014-0651,1/28/14,1336,1/28/14,1336,University Health Center,Closed
Littering,2014-0652,1/28/14,1347,1/28/14,1347,PFG Parking Garage,Closed
Mental Health Issue,2014-0657,1/28/14,1517,1/28/14,1517,Wright Hall,Closed
Drugs,2014-0658,1/28/14,1608,1/28/14,1608,Wills Hall,Closed
Fire/CO Alarm,2014-0659,1/28/14,1644,1/28/14,1644,South 1,Closed
Late Reported Sexual Assault / Agency Assist,2014-0660,1/28/14,1727,Spring 2013,Unk,Off Campus,Open incident
Drugs,2014-0662,1/28/14,1918,1/28/14,1918,North 2,Closed; Not Substantiated
Drugs,2014-0663,1/28/14,1926,1/28/14,1926,Mason Hall,Closed; report to CSES
Fire Alarm,2014-0664,1/28/14,1946,1/28/14,1946,North 2,Closed
Drugs,2014-0667,1/28/14,2035,1/28/14,2035,Austin Hall,Open incident
Intoxication,2014-0668,1/28/14,2106,1/28/14,2106,Wing Hall,Closed; referred to UVM Rescue & ACT 1 for Detox; report to CSES
Medical Assist,2014-0682,1/29/14,909,1/29/14,909,McAuley Hall,Closed; referred to UVM Rescue
Elevator Alarm,2014-0683,1/29/14,929,1/29/14,929,South 2,Closed
Disorderly Conduct by use of Telephone,2014-0685,1/29/14,1032,1/29/14,1032,Waterman / 284 East Ave,Open incident
Drugs,2014-0688,1/29/14,1341,1/29/14,1341,Wills Hall,Closed
Drugs,2014-0689,1/29/14,1907,1/29/14,1907,Wing Hall,Closed; report to CSES
Fire Alarm,2014-0691,1/29/14,2050,1/29/14,2050,Christie Hall,Closed
Petit Larceny / Unlawful Mischief / Poss. Of Stolen Property  / Violation of Release Conditions/ Drug offense,2014-0699,1/30/14,153,1/30/14,153,PFG Parking Garage,"Closed; 1 subject lodged at corrections for conditions violation & 1 subject cited for Petit Larceny, Unlawful Mischief, & Poss. Of Stolen Property"
Medical Assist,2014-0700,1/30/14,509,1/30/14,509,South 2,Closed; referred to UVM Rescue
Littering,2014-0704,1/30/14,934,1/30/14,934,PFG,Closed
Theft of Service,2014-0708,1/30/14,1333,1/30/14,1333,Jeffords Hall Parking Lot,Closed; report to CSES
Property Damage,2014-0710,1/30/14,1629,1/29/14,1230-1700,PFG Parking Garage,Closed
Intrusion Alarm,2014-0711,1/30/14,1859,1/30/14,1859,460 S. Prospect St.,Closed
Welfare Check/Sexual Assault,2014-0712,1/30/14,1938,1/30/14,1908,Living & Learning / Unknown on campus location,Closed; Subject provided with support resources and assistance
Intrusion Alarm,2014-0714,1/30/14,2002,1/30/14,2002,460 S. Prospect St.,Closed
Medical Assist,2014-0716,1/30/14,2214,1/30/14,2214,Patrick Gym,Closed; referred to UVM Rescue
Drugs,2014-0718,1/30/14,2313,1/30/14,2313,Wright Hall,Closed; report to CSES
Suspicious Behavior,2014-0724,1/31/14,126,1/31/14,126,Wills Hall,Closed; Not Substantiated
Agency Assist,2014-0725,1/31/14,139,1/31/14,139,Main St / Beaumont Ext.,Closed
Suspicious Event,2014-0726,1/31/14,248,1/31/14,248,Redstone Lofts,Closed
Animal Problem,2014-0729,1/31/14,912,1/31/14,912,Mercy,Closed
Agency Assist,2014-0730,1/31/14,933,1/31/14,933,Ready,Closed
Suspicious Behavior,2014-0731,1/31/14,1134,1/31/14,1134,Mercy,Closed
Anonymous Sexual Assault,2014-0732,1/31/14,1235,12/4/13,Unknown,Hamilton,Closed
