Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Larceny Bicycle,2015-6202,10/3/15,1229,09/25-27/2015,Unk,Millis Outside,Closed; Property Recovered
Larceny,2015-6203,10/3/15,1242,Unk,Unk,McCann,Open
Fire Alarm,2015-6205,10/3/15,1403,10/3/15,1403,Perkins,Closed
Medical Assist,2015-6206,10/3/15,1506,10/3/15,1506,Rugby Field,Closed; UVM Rescue transported to UVM MC
Larceny Bicycle,2015-6208,10/3/15,1613,9/26/15,Unk,McAuley Bike Rack,Open
Drugs,2015-6210,10/3/15,1927,10/3/15,1927,Austin,Closed; Report to CSES
UVM Policy Violation,2015-6211,10/3/15,1934,10/3/15,1934,Tupper,Closed; Report to CSES
Vandalism,2015-6212,10/3/15,1949,Unk,Unk,University Heights South 1,Open
Fire Alarm,2015-6215,10/3/15,2215,10/3/15,2215,Converse,Closed
Blue Light Alarm,2015-6216,10/3/15,2331,10/3/15,2331,Jacob's House,Closed
Medical Assist,2015-6217,10/4/15,19,10/4/15,19,University Heights North 1,Closed; UVM Rescue transported to UVM MC
Intoxication,2015-6219,10/4/15,107,10/4/15,107,University Heights North 1,Closed; not substantiated
Intoxication,2015-6220,10/4/15,131,10/4/15,131,Living and Learning,Closed; Transported to ACT 1; Report to CSES
Agency Assist,2015-6222,10/4/15,142,10/4/15,142,Colchester Av / Mansfield Av,Closed; Assist to Burlington Police
Alcohol Offense,2015-6223,10/4/15,207,10/4/15,207,Mercy,Closed; Report to CSES
Fire Alarm,2015-6227,10/4/15,718,10/4/15,718,258 Colchester Av,Closed
Vandalism,2015-6233,10/4/15,947,Unk,Unk,Given,Open
Forcible Fondling,2015-6670,10/4/15,1100,9/26/15,2100-2300,PFG,Closed; Referred to Title IX Coordinator
Unsecured Premise,2015-6236,10/4/15,1408,10/4/15,1408,Wright,Closed
Agency Assist,2015-6239,10/4/15,1705,10/4/15,1705,150 Dorset St,Closed; Assist to South Burlington Police
Agency Assist,2015-6240,10/4/15,1826,10/4/15,1826,113 Patchen Rd,Closed; Assist to South Burlington Police
Larceny,2015-6242,10/4/15,1836,10/4/15,1810,Williams,Open
Fire Alarm,2015-6243,10/4/15,1929,10/4/15,1929,Coolidge,Closed
Welfare Check,2015-6244,10/4/15,2141,10/4/15,2141,University Heights North 3,Closed
Fire Alarm,2015-6253,10/4/15,428,10/4/15,428,258 Colchester Av,Closed
Intrusion Alarm,2015-6254,10/5/15,801,10/5/15,801,Waterman,Closed
Fire Alarm,2015-6257,10/5/15,819,10/5/15,819,WDW,Closed
Drugs,2015-6261,10/5/15,857,10/3/15,Unk,University Heights South 1,Closed; Report to CSES
Animal Problem,2015-6262,10/5/15,915,10/5/15,915,Spear St Farm,Closed
Larceny,2015-6263,10/5/15,945,10/04-05/2015,1930-0805,HM Dining Hall,Open
Suspicious Behavior,2015-6265,10/5/15,1103,10/5/15,1103,Perkins Lot,Closed
Accident,2015-6267,10/5/15,1259,10/5/15,1259,Wheeler House Lot,Closed
Medical Assist,2015-6269,10/5/15,1443,10/5/15,1443,HM Dining Hall,Closed; UVM Rescue transported to UVM MC
Medical Assist,2015-6270,10/5/15,1531,10/5/15,1531,Centennial Woods,Closed; UVM Rescue transported to UVM MC
Welfare Check,2015-6275,10/5/15,1732,10/5/15,1732,Harris,Closed
Blue Light Alarm,2015-6276,10/5/15,1806,10/5/15,1806,Med Ed,Closed
Trespass,2015-6277,10/5/15,1831,10/5/15,1831,Spear St Farm,Closed
Citizen Assist,2015-6279,10/5/15,2010,10/5/15,2010,Patterson,Closed
Medical Assist,2015-6280,10/5/15,2046,10/5/15,2046,Mercy,Closed; UVM Rescue transported to UVM MC
Welfare Check,2015-6289,10/5/15,2338,10/5/15,2338,McAuley,Closed; Transported to Crisis
Citizen Assist,2015-6291,10/6/15,535,10/6/15,535,East Ave / Catamount Dr,Closed
Larceny,2015-6302,10/6/15,1119,10/2/15,Unk,Waterman Manor,Open
Sexual Assault,2015-6303,10/6/15,1504,09/01-14/2015,Unk,Athletic Campus,Open; Referred to Title IX Coordinator
Citizen Assist,2015-6305,10/6/15,1654,10/6/15,1654,Wright,Closed
Medical Assist,2015-6307,10/6/15,1818,10/6/15,1818,Gucciardi Fitness Center,Closed: UVM Rescue Transported to UVM MC
Drugs,2015-6309,10/6/15,2056,10/6/15,2056,Athletic Campus,Open
Larceny Bicycle,2015-6317,10/7/15,28,10/01-05/2015,Unk,PFG Outside,Open
Fire Alarm,2015-6326,10/7/15,1104,10/7/15,1104,Mercy Hall,Closed
Fire / Panic Alarm,2015-6328,10/7/15,1225,10/7/15,1225,Health Science Research Facility,Closed
Vandalism,2015-6330,10/7/15,1648,10/7/15,1200-1600,Parking & Transportation Parking Lot,Open incident
Drugs,2015-6333,10/7/15,1909,10/7/15,1909,Wright Hall,Closed
Suspicious Behavior,2015-6343,10/8/15,1105,10/8/15,Unk,Davis Center,Closed
Medical Assist,2015-6345,10/8/15,1145,10/8/15,1145,Given Loading Dock,Closed; referred to UVM Medical Center via UVM Rescue
Suspicious Event,2015-6359,10/8/15,2147,10/8/15,2147,Allen House,Closed
Suspicious Behavior,2015-6363,10/8/15,2247,10/8/15,2247,Blasberg Horticulture Farm,Closed; subject escorted from the area
Intoxication,2015-6364,10/8/15,2336,10/8/15,2336,Coolidge Hall Outside,Closed; referred affiliate to ACT 1 for detox; report to CSES
Intoxication / Medical Assist,2015-6365,10/8/15,2344,10/8/15,2344,Davis Hall Outside,Closed; referred affiliate to UVM Medical Center via UVM Rescue & ACT 1 for detox; report to CSES
Agency Assist,2015-6367,10/9/15,133,10/9/15,133,UVM Medical Center,Closed; assist to Colchester Police
Suspicious Event,2015-6373,10/9/15,1254,10/8/15,Unk,PFG Parking Lot,Closed
Larceny,2015-6374,10/9/15,1259,10/05-07/2015,Unk,Davis Center,Open incident
Larceny,2015-6375,10/9/15,1432,09/25-26/2015,Unk,Harris Millis Bike Rack,Open incident
Intrusion Alarm,2015-6377,10/9/15,1555,10/9/15,1555,Living & Learning,Closed
Larceny,2015-6379,10/9/15,1720,10/9/15,1620-1720,Tupper Hall,Open incident
Agency / Motorist Assist,2015-6380,10/9/15,1730,10/9/15,1730,Williston Rd / I89 Ramp,Closed; assist to South Burlington Police
Fire Alarm,2015-6382,10/9/15,1937,10/9/15,1937,Christie Hall,Closed
Intoxication,2015-6383,10/9/15,2110,10/9/15,2110,Living & Learning,Closed; non affiliate escorted off campus
Vandalism,2015-6386,10/9/15,2330,10/9/15,1900-2330,Living & Learning,Open incident
Suspicious Behavior,2015-6393,10/10/15,42,10/10/15,42,Admissions Outside,Closed; non substantiated
Intoxication / Medical Assist,2015-6394,10/10/15,106,10/10/15,106,Jeanne Mance,Closed; referred to UVM Medical Center via UVM Rescue & ACT 1 for Detox; report to CSES
Agency Assist /  Welfare Check,2015-6395,10/10/15,106,10/10/15,106,Hamilton Hall,Closed; assist to Burlington Police & subject located
Suspicious Activity,2015-6396,10/10/15,113,10/10/15,113,Davis Center Outside,Closed
Accident,2015-6397,10/10/15,114,10/10/15,114,Davis Rd,Closed
Agency Assist,2015-6398,10/10/15,114,10/10/15,114,"Hickok Pl / Green St, Burlington",Closed; report to CSES
Alcohol Offense,2015-6399,10/10/15,128,10/10/15,128,Colchester Ave,Closed; report to CSES
Intoxication / Medical Assist,2015-6400,10/10/15,130,10/10/15,130,University Hghts North 2,Closed; referred to UVM Medical Center via UVM Rescue & Corrections for Detox; report to CSES
Blue Light Alarm,2015-6401,10/10/15,134,10/10/15,134,South Williams St,Closed
Vandalism,2015-6404,10/10/15,804,Unk,Unk,Johnson House Outside,Open incident
Unsecured Premise,2015-6408,10/10/15,912,10/10/15,912,Old Mill,Closed
Citizen Assist,2015-6410,10/10/15,925,10/10/15,925,Dana Medical Library,Closed
Drugs,2015-6412,10/10/15,1157,10/10/15,1157,Wing Hall,Closed; referred to CSES
Medical Assist,2015-6416,10/10/15,1409,10/10/15,1409,Rugby Field,Closed; affiliate referred to UVM Rescue
Larceny,2015-6420,10/10/15,1759,Unk,Unk,PFG Circle,Open incident
Agency Assist / Drugs,2015-6421,10/10/15,1915,10/10/15,1915,Hunt Hall,Closed; assist to UVM Residential Life
Citizen Assist,2015-6422,10/10/15,2020,10/10/15,2020,PFG,Closed
Fire Alarm,2015-6426,10/10/15,2127,10/10/15,2127,University Hghts South 1,Closed
Citizen Assist,2015-6429,10/10/15,2153,10/10/15,2153,"Sheraton Hotel, Williston Rd",Closed
Agency Assist,2015-6430,10/10/15,2202,10/10/15,2202,"Dorset St / Williston Rd, S. Burlington",Closed; assist to South Burlington Police
Drugs,2015-6433,10/10/15,2329,10/10/15,2329,Living & Learning,Closed; report to CSES
Suspicious Behavior,2015-6437,10/11/15,41,10/11/15,41,UVM Parking Garage,Closed
Drugs,2015-6438,10/11/15,45,10/11/15,45,Harris Hall,Closed; report to CSES
Intoxication / Medical Assist / Assault,2015-6439,10/11/15,52,10/11/15,52,Main St / University Hghts,"Closed; affiliate referred to UVM Medical Center & Corrections for Detox, & cited into court for Assault on Fire Personnel; report to CSES"
Drugs,2015-6440,10/11/15,131,10/11/15,131,Coolidge Hall,Closed; report to CSES
Citizen Assist,2015-6441,10/11/15,136,10/11/15,136,Mercy Hall,Closed
Suspicious Event,2015-6442,10/11/15,209,10/11/15,209,University Hghts Roadway,Closed; non substantiated
Medical Assist,2015-6453,10/11/15,1503,10/11/15,1503,University Heights North 1,Closed; UVM Rescue transported to UVM MC
UVM Policy Violation,2015-6456,10/11/15,1759,10/11/15,1759,Bailey Howe Library Outside,Closed
Motorist Assist,2015-6458,10/11/15,1818,10/11/15,1818,East Commuter Lot,Closed
Agency Assist,2015-6466,10/12/15,958,10/12/15,0920-0930,University Pl / Colchester Ave,Closed; assist to Burlington Police
Suspicious Behavior,2015-6467,10/12/15,1111,10/12/15,1111,Bailey Howe Library,Closed
Medical Assist,2015-6473,10/12/15,1831,10/12/15,1831,PFG,Closed; non affiliate referred to UVM Rescue
Motor Vehicle Complaint,2015-6483,10/13/15,628,10/13/15,628,Trinity Campus,Closed
Vandalism,2015-6484,10/13/15,705,10/13/15,620,University Hghts South 1,Open incident
Intrusion Alarm,2015-6485,10/13/15,720,10/13/15,720,460 S Prospect St,Closed
Intrusion Alarm,2015-6486,10/13/15,734,10/13/15,734,Fleming,Closed
Larceny,2015-6490,10/13/15,1206,10/12/15,0800-2030,Dana Medical Bike Rack,Open incident
Vandalism,2015-6491,10/13/15,1227,10/13/15,1222,Patrick Gym,Open incident
Suspicious Behavior,2015-6493,10/13/15,1343,10/12/15,2230,University Hghts South 1,Closed
Suspicious Behavior,2015-6494,10/13/15,1436,10/13/15,1436,UVM Parking Garage,Closed; non substantiated
Larceny,2015-6496,10/13/15,1636,12/2014 - 01/2015,Unk,UVM Main Campus,Open incident
Agency Assist,2015-6497,10/13/15,1708,10/13/15,1708,"Winooski Falls Way, Winooski",Closed; assist to Winooski Police
Unsecured Premise,2015-6501,10/13/15,2324,10/13/15,2324,Wilks Hall,Closed
Fire Alarm,2015-6502,10/13/15,2339,10/13/15,2339,Wright Hall,Closed
Blue Light Alarm,2015-6506,10/14/15,610,10/14/15,610,HSRF,Closed
Suspicious Behavior,2015-6512,10/14/15,1350,10/14/15,1350,Billings,Closed
Drugs,2015-6514,10/14/15,1720,10/14/15,1720,Wing,Closed
Larceny Bicycle,2015-6517,10/14/15,2153,10/13-14/2015,Unk,Waterman Outside,Closed
Agency Assist,2015-6530,10/15/15,1141,10/15/15,1141,Coolidge,Closed; Assist University of Maine Police
Motorist Assist,2015-6532,10/15/15,1217,10/15/15,1217,East Ave / Catamount Dr,Closed
Agency Assist / Harassment,2015-6538,10/15/15,1535,10/15/15,1535,Davis Center,Closed; Referred to FBI
Suspicious Behavior,2015-6541,10/15/15,1645,10/15/15,1645,284 East Ave,Closed
Fire Alarm / Drugs,2015-6551,10/16/15,19,10/16/15,19,WDW,Closed; Report to CSES
Alcohol Offense,2015-6552,10/16/15,20,10/16/15,20,Main St / University Pl,Closed; Report to CSES
Traffic / DUI,2015-6553,10/16/15,126,10/16/15,126,Main St / I89 ramp,Closed; Cited into court for DUI
Intrusion Alarm,2015-6555,10/16/15,756,10/16/15,756,University Health Center,Closed
University Policy Violation,2015-6568,10/16/15,1634,10/16/15,1634,Gutterson Outside,Closed; non substantiated
Larceny,2015-6573,10/16/15,2106,10/16/15,2021-2106,University Hghts South 1 Outside,Open incident
Drugs,2015-6577,10/17/15,56,10/17/15,56,Living & Learning,Closed; non substantiated
Unsecured Premise,2015-6579,10/17/15,137,10/17/15,137,Living & Learning Loading Dock,Closed
Noise,2015-6583,10/17/15,232,10/17/15,232,Marsh Hall,Closed; non substantiated
Vandalism - Graffiti,2015-6592,10/17/15,1936,Unk,Unk,Simpson Hall,Open incident
Medical Assist,2015-6593,10/17/15,2020,10/17/15,2020,UVM Police Services Parking Lot,Closed; referred to UVM Medical Center Via UVM Rescue
UVM Policy Violation,2015-6598,10/17/15,2357,10/17/15,2357,Williams Hall Fire Escape,Closed; warning issued
Intoxication,2015-6601,10/18/15,145,10/18/15,145,McCann Hall,Closed; referred affiliate to ACT 1 & Correction for detox; report to CSES
Blue Light Alarm,2015-6605,10/18/15,206,10/18/15,206,Davis Center,Closed
Fire Alarm,2015-6607,10/18/15,723,10/18/15,723,University Hghts South 1,Closed
Vandalism,2015-6612,10/18/15,932,Unk,Unk,Wilks Hall,Open incident
Medical Assist,2015-6613,10/18/15,1011,10/18/15,1011,University Hghts North 2,Closed; referred affiliate to UVM Medical Center via UVM Rescue
Fire Alarm,2015-6616,10/18/15,1359,10/18/15,1359,Converse Hall,Closed
Drugs,2015-6617,10/18/15,1534,10/15/15,1534,Hamilton Hall,Closed; report to CSES
Agency Assist,2015-6619,10/18/15,2253,10/18/15,2253,"Williston Rd, South Burlington",Closed; assist to South Burlington Police
Fire Alarm,2015-6621,10/19/15,101,10/19/15,101,Millis Hall,Closed
Medical Assist,2015-6623,10/19/15,748,10/19/15,748,Mercy,Closed; UVM rescue transported to UVM MC
Larceny Bicycle,2015-6624,10/19/15,846,10/17-10/19/2015,Unk,University Heights South 1 Bike Rack,Open
Intrusion Alarm,2015-6635,10/19/15,1525,10/19/15,1525,Ira Allen Chapel,Closed
Anonymous Sexual Assault,2015-6636,10/19/15,1624,10/18/15,Unk,Main Campus,Closed; Referred to Title IX Coordinator
Anonymous Forcible Fondling,2015-6637,10/19/15,1626,10/5/15,Unk,Main Campus,Closed; Referred to Title IX Coordinator
Larceny,2015-6638,10/19/15,1628,10/19/15,1430-1600,Colchester Research Center,Open
Anonymous Forcible Fondling,2015-6639,10/19/15,1631,9/10/15,Unk,McAuley,Closed; Referred to Title IX Coordinator
Larceny,2015-6643,10/19/15,2118,10/3/15,1343,Davis Center,Closed; Property recovered; Report to CSES
Vandalism,2015-6644,10/19/15,2123,10/19/15,1030-2123,Jeffords,Open
Outdoor Fire,2015-6645,10/19/15,2125,10/19/15,2125,Redstone Quad,Closed; Not Substantiated
Drugs,2015-6646,10/19/15,2326,10/19/15,2326,Wing,Closed; Report to CSES
Drugs,2015-6648,10/19/15,2351,10/19/15,2351,Wilks,Closed; Report to CSES
Suspicious Behavior,2015-6652,10/20/15,831,10/19/15,Unk,Mason,Open
Sexual Assault,2015-6657,10/20/15,1139,10/14/15,Unk,Redstone Apts,Open; Referred to Title IX Coordinator
Citizen Assist,2015-6658,10/20/15,1328,10/20/15,1328,CWP,Closed
Accident,2015-6659,10/20/15,1425,10/20/15,1425,Hills,Closed
Agency Assist,2015-6660,10/20/15,1429,10/20/15,1429,284 East Ave,Closed; Assist to PA State Police
Citizen Assist,2015-6661,10/20/15,1436,10/20/15,1436,Billings Bicycle Rack,Closed
Vandalism,2015-6662,10/20/15,1439,10/20/15,1439,Davis Hall Lot,Open
Citizen Assist,2015-6664,10/20/15,1524,10/20/15,1524,Bailey Howe Bicycle Rack,Closed
Bias Motivated Simple Assault / Agency Assist,2015-6665,10/20/15,1556,10/20/15,1220,S Prospect St / Main St,Closed; Assist to BPD
Suspicious Behavior,2015-6666,10/20/15,1615,10/20/15,1615,Unknown on Campus,Open
Larceny Bicycle,2015-6675,10/20/15,1846,10/16-20/2015,Unk,University Heights South 1 Bicycle Rack,Open
Fire Alarm,2015-6676,10/20/15,1908,10/20/15,1908,Converse,Closed
Fire Alarm,2015-6677,10/20/15,1916,10/20/15,1916,University Heights South 1,Closed
Citizen Assist,2015-6680,10/20/15,2302,10/20/15,2302,Converse,Closed
Medical Assist,2015-6681,10/20/15,2327,10/20/15,2327,Patterson,Closed; UVM Rescue transported to UVM MC
Fire Alarm,2015-6683,10/21/15,58,10/21/15,58,University Heights South,Closed
Fire Alarm,2015-6686,10/21/15,906,10/21/15,906,Converse Hall,Closed
Fire Alarm,2015-6687,10/21/15,1402,10/21/15,1402,Converse Hall,Closed
Fraud,2015-6689,10/21/15,1436,Unk,Unk,Redstone Lofts & Texas,Open incident
Suspicious Behavior,2015-6690,10/21/15,1510,10/18/15,345,"College St, Burlington",Closed
Blue Light Alarm,2015-6691,10/21/15,1621,10/21/15,1621,Delehanty Hall,Closed
Larceny,2015-6693,10/21/15,1726,10/21/15,1330,"Rubenstein Lab, College St",Open incident; property recovered
Vandalism,2015-6694,10/21/15,1827,10/19-20/2015,1700-0830,Redstone Lofts Bike Rack,Open incident
Unsecured Premise,2015-6695,10/21/15,1908,10/21/15,1908,Main Campus Construction Area,Closed
Suspicious Behavior,2015-6697,10/21/15,2001,10/21/15,2001,Living & Learning,Closed
Medical Assist,2015-6698,10/21/15,2113,10/21/15,2113,University Hgts North,Closed; referred to UVM Medical Center via UVM Rescue
Fire Alarm / University Policy Violation,2015-6700,10/21/15,2311,10/21/15,2311,Mercy Hall,Closed; report to CSES
Agency Assist / Medical Assist,2015-6701,10/21/15,2343,10/21/15,2343,"N Prospect St / Brookes Ave, Burlington",Closed; assist to Burlington Rescue
Suspicious Behavior,2015-6708,10/22/15,814,10/22/15,814,Library Research Annex Parking Lot,Closed; non substantiated
Intrusion Alarm,2015-6709,10/22/15,816,10/22/15,816,University Health Center,Closed
Larceny,2015-6719,10/22/15,1613,10/22/15,1315-1500,Cook Physical Sciences,Open incident
Drugs,2015-6720,10/22/15,1721,10/22/15,1721,Hamilton Hall,Closed; referred to CSES
Accident,2015-6740,10/23/15,956,10/23/15,956,Davis Hall Lot,Closed
Citizen Assist,2015-6748,10/23/15,1633,10/23/15,1633,481 Main St,Closed
Motorist Assist,2015-6749,10/23/15,1647,10/23/15,1647,Catamount Dr / Centennial Ct,Closed
Citizen Assist,2015-6750,10/23/15,1655,10/23/15,1655,PFG,Closed
Drugs / Found Property,2015-6752,10/23/15,1846,10/23/15,1846,Gutterson Garage,Closed
Larceny,2015-6753,10/23/15,1900,10/23/15,1300-1630,Living and Learning,Open
Accident,2015-6755,10/23/15,2143,10/23/15,2143,Gutterson Lot,Closed
Unsecure Premise,2015-6761,10/23/15,2341,10/23/15,2341,Wilks,Closed
Suspicious Behavior,2015-6763,10/24/15,44,10/24/15,44,Redstone Lofts Area,Closed
Larceny,2015-6764,10/24/15,48,10/23-24/2015,2345-0015,Richardson,Open
Unsecure Premise,2015-6765,10/24/15,100,10/24/15,100,Living and Learning,Closed
Alcohol Offense,2015-6766,10/24/15,115,10/24/15,115,Marsh,Closed; Report to CSES
Alcohol Offense,2015-6767,10/24/15,154,10/24/15,154,McAuley,Closed; Report to CSES
Fire Alarm,2015-6768,10/24/15,202,10/24/15,202,Converse,Closed
Traffic / DUI,2015-6769,10/24/15,237,10/24/15,237,S Prospect St / College St,Closed; Cited into court for DUI
Fire Alarm / Drugs,2015-6770,10/24/15,429,10/24/15,429,McAuley,Closed; Report to CSES
Suspicious Behavior / Agency Assist,2015-6771,10/24/15,532,10/24/15,532,1 S Prospect St,Closed; Assist Indianapolis Police Deptartment
Unsecure Premise,2015-6773,10/24/15,740,10/24/15,740,172 S Prospect St,Closed
Medical Assist,2015-6782,10/24/15,1208,10/24/15,1208,Rugby Field,Closed; UVM Rescue transported to UVM MC
Property Damage,2015-6783,10/24/15,1317,10/24/15,1317,Waterman,Closed
Citizen Assist,2015-6784,10/24/15,1340,10/24/15,1340,Fort Ethan Allen Complex,Closed
Unsecure Premise,2015-6785,10/24/15,1358,10/24/15,1358,"340 Payne St,   Essex Junction",Closed
Fire Alarm,2015-6789,10/24/15,1643,10/24/15,1643,Converse,Closed
Alcohol Offense,2015-6794,10/24/15,1923,10/24/15,1923,PFG,Closed; Report to CSES; Ticket issued for Fake ID
Alcohol Offense,2015-6795,10/24/15,1932,10/24/15,1932,PFG,Closed; Report to CSES
Alcohol Offense,2015-6796,10/24/15,1936,10/24/15,1936,PFG,Closed; Report to CSES
Alcohol Offense,2015-6798,10/24/15,2049,10/24/15,2049,PFG,Closed
Suspicious Behavior,2015-6802,10/24/15,2215,10/24/15,2215,Simpson Hall,Closed
Alcohol Offense,2015-6807,10/24/15,2301,10/24/15,2301,College St / S Willard St,Closed; Report to CSES; Ticket issued
Intoxication,2015-6810,10/24/15,2357,10/24/15,2357,Living and Learning,Closed; Transported to ACT 1; Report to CSES
Fire Alarm,2015-6812,10/25/15,12,10/25/15,12,McAuley,Closed
Blue Light Alarm,2015-6818,10/25/15,212,10/25/15,212,Redstone Green,Closed
Agency Assist,2015-6828,10/25/15,1437,10/25/15,1437,"38 Roosevelt Hwy, Colchester",Closed; Assist to Colchester PD
Fire Alarm / Drugs,2015-6829,10/25/15,1538,10/25/15,1538,WDW,Closed; Report to CSES
Welfare Check,2015-6833,10/25/15,2122,10/25/15,2122,Christie,Closed
Welfare Check,2015-6835,10/25/15,2314,10/25/15,2314,Wilks,Closed; Report to CARE Team
Fire Alarm,2015-6836,10/26/15,123,10/26/15,123,Converse,Closed
Noise,2015-6838,10/26/15,328,10/26/15,328,Redstone Lofts,Closed; Verbal warning
Medical Assist,2015-6841,10/26/15,747,10/26/15,747,PFG Ice Rink,Closed; UVM Rescue evaluated on scene no transport
Larceny,2015-6844,10/26/15,950,10/16-17/2015,Unk,University Heights North Bicycle Rack,Open
Vandalism,2015-6845,10/26/15,1246,10/23-26/2015,Unk,Catholic Center outside,Open
Fire Alarm,2015-6851,10/26/15,1638,10/26/15,1638,McAuley,Closed
Accident,2015-6852,10/26/15,1714,10/26/15,1714,Gutterson Garage,Closed
Suspicious Event,2015-6853,10/26/15,1915,10/26/15,1915,500 S Prospect St,Closed
Drugs,2015-6854,10/26/15,1921,10/26/15,1921,Living and Learning,Closed; Report to CSES
Drugs,2015-6856,10/26/15,2318,10/26/15,2318,Living and Learning,Closed; Not Substantiated
Larceny Bicycle,2015-6860,10/27/15,1018,10/25-27/2015,Unk,Coolidge Bicycle Rack,Open
Property Damage,2015-6866,10/27/15,1426,Unk,Unk,University Heights South 2,Open
Medical Assist,2015-6867,10/27/15,1448,10/27/15,1448,University Heights North 2,Closed; UVM Rescue transported to UVM MC
Suspicious Event,2015-6868,10/27/15,1451,10/27/15,1451,Hills,Closed
Accident LSA,2015-6869,10/27/15,1740,10/27/15,1200-1740,Jeffords Lot,Open
Blue Light Alarm,2015-6874,10/27/15,2107,10/27/15,2107,146 S Williams St,Closed
Larceny,2015-6875,10/27/15,2127,10/27/15,2030,PFG,Open
Suspicious Behavior,2015-6876,10/27/15,2107,10/27/15,2107,Harris,Closed
Citizen Assist,2015-6885,10/28/15,2004,10/28/15,2004,UVM Police Services,Closed
Medical Assist,2015-6889,10/29/15,2,10/29/15,2,Hamilton Hall,Closed; referred affiliate to UVM Medical Center via UVM Rescue
Fire Alarm,2015-6891,10/29/15,214,10/29/15,214,Trinity Cottages,Closed
Elevator Alarm,2015-6893,10/29/15,725,10/29/15,725,Living & Learning,Closed
Larceny,2015-6894,10/29/15,838,10/29/15,0000-0838,Bailey Howe,Open incident
Alarm / Power Outage,2015-6901,10/29/15,1115,10/29/15,1115,UVM Main Campus,Closed
Stalking,2015-6904,10/29/15,1436,08/2015-10/29/2015,Various,Christie Hall,Closed
Suspicious Activity,2015-6906,10/29/15,1610,10/29/15,1610,Rowell Hall,Closed
Fire Alarm / Property Damage,2015-6907,10/29/15,1958,10/29/15,1958,Tupper Hall,Closed
