Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Domestic Assault,2017-8959,11/3/17,1554,09/2017 - 11/2017,Various,Living & Learning,Open incident
Late Reported Anonymous Sexual Assault,2017-8960,11/3/17,1600,10/28/17,Unk,Unknown Off Campus Location,Closed; referred to Title IX Coordinator
Late Reported Anonymous Sexual Assault,2017-8961,11/3/17,1602,8/27/16,Unk,Unknown Off Campus Location,Closed; referred to Title IX Coordinator
Animal Problem,2017-8963,11/3/17,1817,11/3/17,1817,Williams Hall Outside,Closed
Fire Alarm,2017-8964,11/3/17,1936,11/3/17,1936,Sichel Hall,Closed
Citizen Assist,2017-8965,11/3/17,2033,11/3/17,2033,Living & Learning,Closed
Fire Alarm,2017-8966,11/3/17,2106,11/3/17,2106,Jeanne Mance,Closed
Medical Assist / Intoxication,2017-8968,11/3/17,2139,11/3/17,2139,Redstone Lofts,Closed; affiliate transported to UVM MC ER via UVM Rescue & detoxed at ACT 1; report to CSC
Missing Person,2017-8978,11/3/17,2257,11/3/17,2257,Davis Center,Closed; non affiliate juvenile located
Motor Vehicle Complaint,2017-8983,11/3/17,2346,11/3/17,2346,Living & Learning Parking Lot,Closed
Vandalism,2017-8984,11/4/17,1,11/4/17,1,Bailey Howe Outside,Open incident
Agency Assist / Sexual Assault,2017-8991,11/4/17,43,11/3/17,Unk,Off Campus Location,Open incident
Vandalism,2017-8994,11/4/17,139,Unk,Unk,CCRH,Open incident
Drugs,2017-8995,11/4/17,157,11/4/17,157,McAuley Hall,Closed; report to CSC
Suspicious Behavior,2017-8997,11/4/17,348,11/4/17,348,Davis Center,Closed
Medical Assist,2017-8999,11/4/17,950,11/4/17,950,Moulton Winder Field,Closed; UVM Rescue transported to UVM MC
Accident,2017-9001,11/4/17,1918,11/4/17,1918,Gutterson Garage,Closed
Parking Violation,2017-9003,11/4/17,2225,11/4/17,2225,CCRH,Closed
Drugs,2017-9009,11/4/17,2356,11/4/17,2356,McAuley,Closed; Unable to locate
Medical Assist,2017-9012,11/5/17,103,11/5/17,103,Simpson,Closed; UVM Rescue transported to UVM MC
Drugs,2017-9013,11/5/17,112,11/5/17,112,Mercy,Closed; Report to CSC
Noise,2017-9014,11/5/17,123,11/5/17,123,439 College St,Closed
Motorist Assist,2017-9015,11/5/17,152,11/5/17,152,Bio Research,Closed
Drugs,2017-9019,11/5/17,131,11/5/17,131,Mercy,Closed; Report to CSC
Elevator Alarm,2017-9027,11/5/17,955,11/5/17,955,University Heights South 3,Closed
Intrusion Alarm,2017-9029,11/5/17,1120,11/5/17,1120,Fleming,Closed
Vandalism,2017-9034,11/5/17,1503,11/5/17,0300-0900,Mercy,Open
Larceny Bicycle,2017-9035,11/5/17,1729,11/5/17,1630-1715,Davis Center Tunnel,Open
Drugs,2017-9039,11/5/17,2230,11/5/17,2230,254 Colchester Ave,Closed; Report to CSC
Agency Assist,2017-9041,11/6/17,40,11/6/17,40,Main St / University Terr,Closed; Assist to SBPD
Sexual Assault,2017-9043,11/6/17,253,11/4/17,Unk,"Montreal, Canada",Open
Citizen Assist,2017-9049,11/6/17,2123,11/6/17,2123,284 East Ave,Closed
Suspicious Event,2017-9053,11/7/17,47,11/7/17,47,500 S Prospect St,Closed
Fire Alarm,2017-9059,11/7/17,615,11/7/17,615,HSRF,Closed
Accident,2017-9060,11/7/17,811,11/7/17,811,PFG Lot,Closed
Suspicious Event,2017-9061,11/7/17,936,11/6/17,1730,PFG,Closed
Medical Assist,2017-9065,11/7/17,1338,11/7/17,1338,MLS,Closed; UVM Rescue transported to UVM MC
Welfare Check,2017-9066,11/7/17,1403,11/7/17,1403,Mercy,Closed
Medical Assist,2017-9067,11/7/17,1503,11/7/17,1503,CCRH,Closed; UVM Rescue transported to UVM MC
Citizen Assist,2017-9070,11/7/17,1619,11/4/17,Unk,PFG,Closed
Larceny,2017-9071,11/7/17,1844,11/7/17,1630-1730,PFG,Open
Fire Alarm,2017-9074,11/7/17,2040,11/7/17,2040,University Heights South 1,Closed; Report to CSC
Motorist Assist,2017-9076,11/7/17,2242,11/7/17,2242,HM Lot,Closed
Medical Assist,2017-9081,11/7/17,2358,11/7/17,2358,Hunt,Closed; UVM Rescue transported to UVM MC
Traffic / Drugs,2017-9083,11/8/17,211,11/8/17,211,University Pl,Closed; Ticket issued for Poss. of Marijuana
Motorist Assist,2017-9085,11/8/17,336,11/8/17,336,Williston Rd / Midas Dr,Closed
Fire Alarm,2017-9090,11/8/17,1556,11/8/17,1556,Taft School,Closed
Noise,2017-9091,11/8/17,1859,11/8/17,1859,Slade,Closed
Drugs,2017-9094,11/8/17,1956,11/8/17,1956,Harris,Closed; Report to CSC
Agency Assist,2017-9096,11/8/17,2034,11/8/17,2034,CCRH,Closed; Assist to CPD
Agency Assist,2017-9098,11/8/17,2055,11/8/17,2055,PFG,Closed; Assist to Transportation &  Parking Services
Fire Alarm,2017-9099,11/8/17,2128,11/8/17,2128,254 Colchester Ave,Closed
Information / Drugs,2017-9100,11/8/17,2201,11/8/17,2201,284 East Ave,Open
Fire Alarm,2017-9104,11/8/17,2254,11/8/17,2254,Harris Millis,Closed
Larceny,2017-9114,11/9/17,1230,11/03-07/2017,Unk,439 College St Outside,Open
Drugs,2017-9120,11/9/17,1816,11/9/17,1816,Wing,Closed; Report to CSC
Drugs,2017-9121,11/9/17,1928,11/9/17,1928,Harris,Closed; Report to CSC
Traffic / DLS,2017-9130,11/9/17,2340,11/9/17,2340,Colchester Ave / Winooski Bridge,Closed; Non-affiliate cited into court for DLS
Noise / Drugs / Alcohol,2017-9131,11/9/17,2348,11/9/17,2348,Living and Learning Outside,Closed; Tickets issued for Poss of Marijuana and Open container
Drugs,2017-9132,11/10/17,22,11/10/17,22,Millis,Closed; Report to CSC
Fire Alarm,2017-9133,11/10/17,32,11/10/17,32,"321 Ryan St, Essex",Closed
Motorist Assist,2017-9138,11/10/17,544,11/10/17,544,Spear St / Swift St,Closed
Larceny,2017-9141,11/10/17,956,11/09-10/2017,Unk,Jeanne Mance,Open
Welfare Check,2017-9142,11/10/17,1138,11/10/17,1138,Given Lot,Closed
Citizen Assist,2017-9143,11/10/17,1333,11/10/17,1333,Votey Outside,Closed
Accident,2017-9144,11/10//2017,1334,11/8/17,Unk,284 East Ave Lot,Open
Citizen Assist,2017-9145,11/10/17,1526,11/09-10/2017,2000-1526,Jeanne Mance,Closed
Agency Assist,2017-9147,11/10/17,1816,11/10/17,1816,"146 Weaver St, Winooski",Closed; Assist to Winooski Police
Drugs,2017-9148,11/10/17,1846,11/10/17,1846,Harris,Closed; Report to CSC
Drugs,2017-9149,11/10/17,2018,11/10/17,2018,439 College St,Closed; non substantiated
Traffic / Drugs,2017-9154,11/10/17,2252,11/10/17,2252,S Prospect St / Robinson Pkwy Burlington,Closed; report to CSC
Citizen Assist,2017-9157,11/11/17,21,11/11/17,21,McAuley,Closed
Drugs,2017-9159,11/11/17,105,11/11/17,105,McAuley,Closed; Report to CSC
Medical Assist / Alcohol Offense,2017-9160,11/11/17,121,11/11/17,121,Jeanne Mance,"Closed; affiliate transported to UVM MC ER via UVM Rescue, report to CSC"
Traffic / Driving While Suspended / Violation of Conditions,2017-9163,11/11/17,219,11/11/17,219,Riverside Ave / North Prospect St,Closed; non affiliate cited into court for Driving While Suspended and  Violation of Conditions
Motor Vehicle Complaint,2017-9167,11/11/17,1015,11/11/17,1015,Harris Millis Parking Lot,Closed
Fire Alarm,2017-9170,11/11/17,1154,11/11/17,1154,Trinity Campus Cottages,Closed
Medical Assist,2017-9175,11/11/17,1324,11/11/17,1324,PFG,Closed; affiliate transported to UVM MC ER via UVM Rescue
Fire Alarm,2017-9176,11/11/17,1450,11/11/17,1450,University Hgts South 2,Closed
Drugs,2017-9177,11/11/17,1723,11/11/17,1723,Harris Hall,Closed; report to CSC
Vandalism,2017-9179,11/11/17,2001,11/11/17,1700-2001,CCRH,Open incident
Fire Alarm,2017-9180,11/11/17,2102,11/11/17,2102,University Hgts South 2,Closed
Drugs,2017-9181,11/11/17,2158,11/11/17,2158,Wright Hall,Closed; non substantiated
Drugs,2017-9182,11/11/17,2207,11/11/17,2207,McAuley Hall,Closed; non substantiated
Traffic / Drugs,2017-9183,11/11/17,2214,11/11/17,2214,Spear St / Quarry Hill Rd   S Burlington,Closed; Ticket issued to non-affiliate for possession of marijuana
Fire Alarm,2017-9186,11/11/17,2333,11/11/17,2333,Jeanne Mance,Closed
Alcohol offense,2017-9187,11/11/17,2353,11/11/17,2353,Richardson Hall,Closed; report to CSC
Drugs,2017-9188,11/11/17,2355,11/11/17,2355,University Hgts South 1,Closed; report to CSC
Drugs,2017-9189,11/12/17,6,11/12/17,6,Harris Hall,Closed; report to CSC
Welfare Check,2017-9190,11/12/17,13,11/12/17,13,CCRH,Closed; affiliate located and referred to Crisis Services
Elevator Alarm,2017-9192,11/12/17,29,11/12/17,29,Davis Center,Closed
Welfare Check,2017-9193,11/12/17,131,11/12/17,131,Millis,Closed; affiliate located and transported to UVM MC ER via UVM Rescue; report to CSC
Medical Assist / Intoxication,2017-9194,11/12/17,303,11/12/17,303,Marsh Hall,Closed; affiliate transported to UVM MC ER via UVM Rescue & detoxed at ACT 1; report to CSC
Noise,2017-9195,11/12/17,321,11/12/17,321,Jeanne Mance,Closed; noise warning issued
Agency Assist,2017-9201,11/13/17,207,11/13/17,207,595 Shelburne Rd,Closed; Assist to SBPD
Suspicious Event,2017-9202,11/13/17,301,11/13/17,301,Williams,Closed
Fire Alarm,2017-9203,11/13/17,1121,11/13/17,1121,PFG,Closed
Motorist Assist,2017-9204,11/13/17,1136,11/13/17,1136,Gutterson Garage,Closed
Vandalism,2017-9206,11/13/17,1354,11/10-13/2017,Unk,Jeanne Mance,Open
Vandalism,2017-9210,11/13/17,1921,Unk,Unk,CCRH,Open
Drugs,2017-9211,11/13/17,2159,11/13/17,2159,McAuley,Closed; Assist to Res Life
Unsecure Premise,2017-9213,11/14/17,512,11/14/17,512,Billings,Closed
Intrusion Alarm,2017-9214,11/14/17,544,11/14/17,544,1 S Prospect St,Closed
Fire Alarm,2017-9220,11/14/17,1430,11/14/17,1430,"Taft School, So. Williams St",Closed
Fire Alarm,2017-9223,11/14/17,1754,11/14/17,1754,Redstone Apts,Closed
Fire Alarm,2017-9225,11/14/17,1812,11/14/17,1812,Wing Davis Wilks,Closed
Welfare Check,2017-9226,11/14/17,1959,11/14/17,1959,Hamilton Hall,Closed; affiliate located
Elevator Alarm,2017-9230,11/14/17,2046,11/14/17,2046,Living & Learning,Closed
Drugs,2017-9235,11/14/17,2306,11/14/17,2306,Millis Hall,Closed; report to CSC
Drugs / Alcohol Offense,2017-9238,11/15/17,2,11/15/17,2,Harris Hall,Closed; report to CSC
Agency Assist,2017-9239,11/15/17,9,11/15/17,9,UVM Farms,Closed; assist to So. Burlington Police
Vandalism,2017-9246,11/15/17,848,11/14-15-2017,1700-0700,Kalkin,Open
Property Damage,2017-9252,11/15/17,1650,Unk,Unk,16 Colchester Ave,Closed
Fire Alarm,2017-9255,11/15/17,1816,11/15/17,1816,Southwick,Closed
Drugs,2017-9257,11/15/17,1911,11/15/17,1911,McAuley,Closed; Unable to locate
Drugs,2017-9258,11/15/17,1912,11/15/17,1912,256 Colchester Ave,Closed; Not substantiated
Property Damage,2017-9259,11/15/17,2034,11/15/17,2034,Transportation and Parking,Closed
Welfare Check,2017-9260,11/15/17,2131,11/15/17,2131,Redstone Lofts,Closed
Drugs,2017-9263,11/15/17,2202,11/15/17,2202,Harris,Closed; unable to locate
Stolen Vehicle / Motorist Assist,2017-9264,11/15/17,2220,11/15/17,2220,CWP Lot,Closed; Unfounded; Vehicle located
Drugs / Alcohol Offense,2017-9267,11/15/17,2259,11/15/17,2259,"Spear St, Burlington",Closed; Alcohol Ticket issued
Motorist Assist,2017-9268,11/15/17,2305,11/15/17,2305,Wing Lot,Closed
Drugs,2017-9269,11/15/17,2342,11/15/17,2342,Harris,Closed; Unable to locate
Intrusion Alarm,2017-9274,11/16/17,52,11/16/17,52,460 S Prospect St,Closed
Traffic / DUI,2017-9278,11/16/17,307,11/16/17,307,I89 SB / Exit 14 W,Closed; Non affiliate cited into court for DUI Refusal
Intrusion Alarm,2017-9279,11/16/17,440,11/16/17,440,460 S Prospect St,Closed
Unsecured Premise,2017-9280,11/16/17,610,11/16/17,610,Billings,Closed
Hazing,2017-9281,11/16/17,1000,Various,Various,"College St, Burlington",Open incident
Drugs / Found Property,2017-9284,11/16/17,1623,11/16/17,1623,Living & Learning,Closed
Larceny,2017-9285,11/16/17,1628,11/16/17,1300,Waterman,Open incident
Drugs,2017-9293,11/16/17,2004,11/16/17,2004,University Hgts South 2,Closed; non substantiated
Traffic / DUI,2017-9298,11/16/17,2234,11/16/17,2234,N Willard St / Pearl St,Closed; non affiliate cited court for DUI
Intrusion Alarm,2017-9299,11/16/17,2258,11/16/17,2258,Continuing Education,Closed
Citizen Assist,2017-9300,11/16/17,2307,11/16/17,2307,Living & Learning,Closed
Drugs,2017-9301,11/16/17,2309,11/16/17,2309,University Hgts North 1,Closed; non substantiated
Agency Assist / Fondling /  Welfare Check/ Rape,2017-9317,11/17/17,348,11/17/17,348,So. Willard St / Millis Hall,Closed; affiliate located & assist to Burlington Police
Citizen Assist,2017-9319,11/17/17,1109,11/17/17,1109,Discovery Outside,Closed
Larceny,2017-9320,11/17/17,1129,11/16-17/2017,Unk,Votey Hall Bike Rack,Open incident
Stalking,2017-9321,11/17/17,1237,Unk,Unk,UVM Campus,Open incident
Agency Assist / Medical Assist,2017-9326,11/17/17,1935,11/17/17,1935,Jeffords Hall Parking Lot,Closed; assist to So. Burlington Police & non affiliate transported to UVM MC ER via UVM Rescue
Drugs,2017-9328,11/17/17,2051,11/17/17,2051,Jeanne Mance,Closed; report to CSC
Drugs,2017-9329,11/17/17,2209,11/17/17,2209,Harris Millis,Closed
Agency Assist / Recovered Stolen Property,2017-9335,11/18/17,105,11/18/17,105,"Williston Rd, So. Burlington",Closed; assist to Essex Police
Agency Assist,2017-9336,11/18/17,118,11/18/17,118,"So. Park Dr., Colchester",Closed; assist to Colchester Police
Traffic / Driving While Suspended,2017-9337,11/18/17,145,11/18/17,145,"Riverside Ave / Hillside Ter, Burlington",Closed; non affiliate cited into court for Driving While Suspended
Arrest on Warrant,2017-9338,11/18/17,213,11/18/17,213,"Riverside Ave / Hillside Ter, Burlington",Closed; non affiliate lodged at corrections on active arrest warrant
Welfare Check,2017-9340,11/18/17,323,11/18/17,323,Waterman Outside,Closed; non substantiated
Blue Light Alarm,2017-9341,11/18/17,541,11/18/17,541,Southwick Outside,Closed
Intrusion Alarm,2017-9343,11/18/17,1119,11/18/17,1119,460 S Prospect St,Closed
Elevator Alarm,2017-9345,11/18/17,1150,11/18/17,1150,Davis Center,Closed
University Policy Violation,2017-9346,11/18/17,1155,11/18/17,1155,Jeanne Mance,Closed; report to CSC
Drugs / Recovered Stolen Property,2017-9347,11/18/17,1226,11/18/17,1226,Hamilton Hall,Closed; report to CSC
Drugs,2017-9348,11/18/17,1235,11/18/17,1235,Harris Hall,Closed; report to CSC
Voyeurism,2017-9353,11/18/17,2205,11/18/17,2145,Redstone Apts,Open incident; referred to Title IX Coordinator
Unsecured Premise,2017-9354,11/18/17,2248,11/18/17,2248,Millis Hall,Closed
Agency Assist / Burglary,2017-9363,11/19/17,238,11/19/17,238,"W Canal St, Winooski",Closed; assist to Winooski Police
Parking Violation,2017-9364,11/19/17,327,11/19/17,327,Jeffords Hall Parking Lot,Closed
Trespassing,2017-9365,11/19/17,927,11/19/17,927,Centennial Woods,Open incident
Agency Assist / Burglary Alarm,2017-9368,11/19/17,1108,11/19/17,1108,"Airport Pkwy, So. Burlington",Closed; assist to So. Burlington Police
Animal Problem,2017-9373,11/19/17,1355,11/19/17,1355,Redstone Campus,Closed; non substantiated
Unsecured Premise,2017-9378,11/20/17,27,11/20/17,27,Main Campus Construction Area,Closed
Animal Problem,2017-9383,11/20/17,1514,11/20/17,1514,Allen House Outside,Closed; Unable to locate
Mental Health Issue,2017-9384,11/20/17,1533,11/20/17,1533,"Barre, VT",Closed; Assist to UVM Extension
Agency Assist,2017-9390,11/21/17,217,11/21/17,217,Main St / Rotary,Closed; Assist to WPD
Agency Assist / Search Warrant,2017-9396,11/21/17,1007,11/21/17,1007,"Colchester,VT",Closed; Assist to CUSI
Welfare Check,2017-9403,11/21/17,1539,11/21/17,1539,Discovery Hall,Closed
Agency Assist / Trespass,2017-9404,11/21/17,1549,11/21/17,1549,284 East Ave,Closed; Non Aff trespassed
Intrusion Alarm,2017-9416,11/21/17,2334,11/21/17,2334,Dana Medical Library,Closed
Traffic / Drugs,2017-9418,11/22/17,19,11/22/17,19,Colchester Ave / Riverside Ave,Closed
Traffic / Drugs,2017-9423,11/22/17,135,11/22/17,135,Main St / University Terr,"Closed; non-aff cited into court for poss of Marijuana, Ecstasy, Heroin, and Cocaine"
Fire Alarm,2017-9425,11/22/17,901,11/22/17,901,Kalkin,Closed
Intrusion Alarm,2017-9430,11/22/17,1407,11/22/17,1407,"321 Ryan St, Essex",Closed
Unsecured Premise,2017-9475,11/23/17,2220,11/23/17,2220,Mann Hall,Closed
Agency Assist / Traffic,2017-9478,11/23/17,2320,11/23/17,2320,Main St / S Union St,Closed; assist to Burlington Police
Intrusion Alarm,2017-9485,11/24/17,301,11/24/17,301,"Training & Compliance, Ryan St, Essex",Closed
Medical Assist,2017-9486,11/24/17,409,11/24/17,409,Millis Hall,Closed; affiliate transported to UVM MC ER via UVM Rescue
Citizen Assist,2017-9488,11/24/17,1416,11/24/17,1416,University Hgts South 1,Closed
Fire Alarm,2017-9490,11/24/17,1444,11/24/17,1444,PFG,Closed
Larceny,2017-9493,11/24/17,1742,11/24/17,1736-1740,CCRH Bike Room,Open incident
Intrusion Alarm,2017-9494,11/24/17,1915,11/24/17,1915,460 S Prospect St,Closed
Intrusion Alarm,2017-9495,11/24/17,1935,11/24/17,1935,460 S Prospect St,Closed
Intrusion Alarm,2017-9497,11/24/17,1957,11/24/17,1957,460 S Prospect St,Closed
Unsecured Premise,2017-9499,11/24/17,2058,11/24/17,2058,Waterman,Closed
Fire Alarm,2017-9514,11/25/17,1430,11/25/17,1430,Hamilton Hall,Closed
Suspicious Behavior,2017-9516,11/25/17,1832,11/25/17,1832,Main St @ Davis Center,Closed; non substantiated
Parking Violation,2017-9532,11/26/17,1526,11/26/17,1526,CCRH Outside,Closed
Larceny,2017-9534,11/26/17,1924,11/19-26/2017,Unk,University Hgts South 1,Open incident
Fire / CO Alarm,2017-9535,11/26/17,1934,11/26/17,1934,University Hgts South 2,Closed
Larceny,2017-9536,11/26/17,1947,11/22-26/2017,Unk,University Hgts South 1,Open incident
Fire Alarm,2017-9537,11/26/17,2109,11/26/17,2109,Discovery,Closed
Suspicious Activity,2017-9541,11/26/17,2235,11/26/17,2235,Mason Hall Parking Lot,Closed
Drugs,2017-9542,11/26/17,2246,11/26/17,2246,Coolidge Hall,Closed; report to CSC
Fire Alarm,2017-9543,11/26/17,2254,11/26/17,2254,Jeanne Mance,Closed
Medical Assist,2017-9550,11/27/17,937,11/27/17,937,Royal Tyler Theater,Closed; UVM Rescue transported to UVM MC
Animal Problem,2017-9553,11/27/17,1409,11/27/17,1409,Given Lot,Closed
Agency Assist,2017-9554,11/27/17,1409,11/27/17,1409,284 East Ave,Closed; Assist to CUSI
Intrusion Alarm,2017-9556,11/27/17,1731,11/27/17,1731,"321 Ryan St, Essex",Closed
Suspicious Event,2017-9558,11/27/17,1813,11/27/17,1813,Davis Center,Closed
Motorist Assist,2017-9560,11/27/17,1917,11/27/17,1917,Main St / East Ave,Closed
Larceny Bicycle,2017-9561,11/27/17,1943,Unk,Unk,McAuley Outside,Open
Agency Assist / Paperwork Service,2017-9563,11/27/17,2043,11/27/17,2043,CCRH,Closed; Assist to DLC
Traffic / Drugs,2017-9575,11/28/17,122,11/28/17,122,WDW Outside,Open
Intrusion Alarm,2017-9577,11/28/17,742,11/28/17,742,Fleming,Closed
Medical Assist,2017-9580,11/28/17,1457,11/28/17,1457,97 Spear St,"Closed; UVM Rescue evaluated on scene, no transport"
Accident,2017-9581,11/28/17,1501,11/28/17,1501,Given Lot,Closed
Agency Assist / Drugs,2017-9582,11/28/17,1657,11/28/17,1657,1 S Prospect St,Closed; assist to WPD
Intrusion Alarm,2017-9584,11/28/17,1812,11/28/17,1812,460 S Prospect St,Closed
Drugs,2017-9585,11/28/17,1922,11/28/17,1922,Mercy,Closed
Motorist Assist / Accident,2017-9593,11/28/17,2120,11/28/17,2120,Main St / University Heights,Closed
Fire Alarm,2017-9596,11/28/17,2357,11/28/17,2357,Harris Millis,Closed
Agency Assist,2017-9619,11/29/17,2052,11/29/17,2052,284 East Ave,"Closed; Assist to Kennett Township Police, PA"
Traffic / Drugs,2017-9632,11/29/17,2253,11/29/17,2253,460 S Prospect St Lot,Closed; Ticket issued for poss of Marijuana
Drugs,2017-9635,11/29/17,2328,11/29/17,2328,Harris,Closed; Report to CSC
Intrusion Alarm,2017-9644,11/30/17,1753,11/30/17,1753,460 S Prospect St,Closed
Drugs,2017-9645,11/30/17,1828,11/30/17,1828,Wilks Hall,Closed; report to CSC
Parking Violation,2017-9650,11/30/17,2039,11/30/17,2039,Royal Tyler Theatre,Closed
Elevator Alarm,2017-9651,11/30/17,2051,11/30/17,2051,University Hgts South 2,Closed
Larceny,2017-9654,11/30/17,2153,11/29-30/2017,1600-1600,Millis Hall,Open incident
Trespassing,2017-9655,11/30/17,2200,11/30/17,2200,Jeanne Mance,Closed; non affiliate trespassed from UVM Campus
Drugs,2017-9656,11/30/17,2304,11/30/17,2304,Davis Hall,Closed; report to CSC
