Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Intoxication,2017-6930,9/2/17,130,9/2/17,130,Redstone Lofts,Closed; UVM Rescue transported to UVM MC; transported to Corrections for detox
Safety Escort,2017-6935,9/2/17,1227,9/2/17,1227,Coolidge,Closed
Drugs,2017-6945,9/2/17,1726,9/2/17,1726,Sichel Outside,Closed; Report to CSC
Larceny Bicycle,2017-6947,9/2/17,1802,09/01-02/2017,1700-1802,CCRH,Open
Animal Problem,2017-6949,9/2/17,1845,9/2/17,1845,Waterman,Closed
Medical Assist,2017-6950,9/2/17,2002,9/2/17,2002,Living and Learning,Closed; UVM Rescue transported to UVM MC
Medical Assist,2017-6951,9/2/17,2013,9/2/17,2013,Ice Rink,Closed; BFD Rescue transported to UVM MC
Property Damage,2017-6953,9/2/17,2139,9/2/17,2139,475 Main St,Closed
Fire Alarm,2017-6954,9/2/17,2140,9/2/17,2140,MAT,Closed
Traffic / Arrest on Warrant,2017-6956,9/2/17,2219,9/2/17,2219,N Prospect St / Riverside Ave,Closed; Lodged at Corrections for 2 warrants
Safety Escort,2017-6959,9/2/17,2246,9/2/17,2246,111 Colchester Ave,Closed
Drugs,2017-6961,9/2/17,2306,9/2/17,2306,Simpson Outside,Closed; Report to CSC
Noise,2017-6966,9/3/17,58,9/3/17,58,Ready,Closed
Citizen Assist,2017-6967,9/3/17,101,9/3/17,101,Main Green,Closed
Drugs,2017-6968,9/3/17,105,9/3/17,105,McCann Outside,Closed; Report to CSC
Alcohol Offense,2017-6969,9/3/17,107,9/3/17,107,Jeanne Mance Outside,Closed; Report to CSC
Welfare Check / Alcohol Offense / Mental Health Issue,2017-6972,9/3/17,152,9/3/17,152,Harris,Closed; Report to CSC; Transported to UVM MC for CRISIS
Agency Assist,2017-6976,9/3/17,325,9/3/17,325,Riverside Ave / N Prospect St,Closed; Assist to BPD
Medical Assist,2017-6983,9/3/17,1330,9/3/17,1330,PFG,Closed; UVM Rescue evaluated on scene no transport
Agency Assist / Missing Person,2017-6985,9/3/17,1402,9/3/17,1402,"101 Weaver St, Winooski",Closed; Assist to WPD
Larceny Bicycle,2017-6986,9/3/17,1413,9/2/17,0100-1430,University Heights Bicycle Rack,Open
Accident LSA,2017-6989,9/3/17,1931,9/3/17,1931,PFG @ University Hgts,Open
Motorist Assist,2017-6990,9/3/17,2126,9/3/17,2126,Davis Lot,Closed
Unsecure Premise,2017-6995,9/3/17,2253,9/3/17,2253,Davis Center Loading Dock,Closed
Traffic / DLS,2017-6996,9/3/17,2354,9/3/17,2354,Riverside Ave / Intervale Ave,Closed; Cited into court for DLS
Drugs,2017-6997,9/4/17,23,9/4/17,23,Coolidge,Closed; Report to CSC
Alcohol Offense,2017-6998,9/4/17,113,9/4/17,113,Main St / University Pl,Closed; Report to CSC
Intoxication,2017-7001,9/4/17,155,9/4/17,155,Harris Millis,Closed; Unable to locate
Welfare Check,2017-7003,9/4/17,351,9/4/17,351,S Williams St / College St,Closed
Citizen Assist,2017-7008,9/4/17,1110,9/4/17,1110,UVM Police Services,Closed
Fire Alarm,2017-7009,9/4/17,1526,9/4/17,1526,McAuley Hall,Closed
Fire Alarm,2017-7010,9/4/17,1721,9/4/17,1721,University Hgts North 3,Closed
Agency Assist,2017-7016,9/4/17,1834,9/4/17,1834,Main St / University Pl,Closed; assist to Burlington Police & Fire
Drugs,2017-7017,9/4/17,1838,9/4/17,1838,Trinity Campus,Closed; non substantiated
Drugs,2017-7019,9/4/17,1923,9/4/17,1923,Millis Hall,Closed; report to CSC
Drugs,2017-7021,9/4/17,1935,9/4/17,1935,University Hgts South 2,Closed; affiliate cited into court for Poss. of Marijuana & report to CSC
Drugs,2017-7022,9/4/17,2002,9/4/17,2002,Millis Hall,Closed; report to CSC
Drugs,2017-7026,9/4/17,2148,9/4/17,2148,Sichel Hall Outside,Closed; report to CSC
Unsecured Premise,2017-7027,9/4/17,2220,9/4/17,2220,475 Main St,Closed
Agency Assist / Sexual Assault,2017-7028,9/4/17,2222,9/4/17,2030,"Pearl St, Burlington",Closed; assist to Burlington Police & Chittenden Unit for Special Investigations
Medical Assist,2017-7030,9/4/17,2241,9/4/17,2241,CCRH,Closed; affiliate transported to UVM MC ER via UVM Rescue
Drugs,2017-7032,9/4/17,2308,9/4/17,2308,Harris Hall,Closed; report to CSC
Drugs,2017-7033,9/4/17,2323,9/4/17,2323,University Hgts South 2,Closed; non substantiated
Drugs,2017-7037,9/4/17,2351,9/4/17,2351,Living & Learning,Closed; report to CSC
Suspicious Behavior,2017-7041,9/5/17,158,9/5/17,158,UVM MC ER Parking Lot,Closed
Citizen Assist,2017-7043,9/5/17,217,9/5/17,217,Harris Millis,Closed
Medical Assist,2017-7052,9/5/17,1212,9/5/17,1212,McAuley Hall,Closed; affiliate transported to UVM MC ER via UVM Rescue
Agency Assist,2017-7055,9/5/17,1455,9/5/17,1455,UVM Police Services,Closed; assist to Green Mountain CISM
Mental Health Issue / Welfare Check,2017-7058,9/5/17,1623,9/5/17,1623,Davis Center,Closed; affiliate located & referred to UVM CAPS
Suspicious Activity,2017-7060,9/5/17,1818,Various,Various,Votey Hall,Closed
Burglary,2017-7061,9/5/17,1954,9/4/17,520,Tupper Hall,Open
Drugs,2017-7063,9/5/17,2015,9/5/17,2015,Redstone Woods,Closed; report to CSC
Traffic / Driving While Suspended,2017-7064,9/5/17,2041,9/5/17,2041,East Ave / University Rd,Closed; non affiliate cited into court for Driving while Suspended
Citizen Assist,2017-7066,9/5/17,2127,9/5/17,2127,Redstone Hall,
Traffic / Drugs / Driving while Suspended,2017-7070,9/5/17,2236,9/5/17,2236,Riverside Ave / Colchester Ave,Closed; non affiliate cited into court for Driving while Suspended & issued Marijuana Ticket
Drugs,2017-7072,9/5/17,2302,9/5/17,2302,Harris Hall,Closed; report to CSC
Unsecured Premise,2017-7073,9/5/17,2325,9/5/17,2325,Davis Center,Closed
Medical Assist,2017-7081,9/6/17,939,9/6/17,939,Jeffords Hall,Closed; affiliate transported to UVM MC ER via UVM Rescue
Citizen Assist,2017-7082,9/6/17,1032,9/6/17,1032,East Commuter Parking Lot,Closed
Larceny,2017-7083,9/6/17,1223,9/5/17,1900-2200,Bailey Howe Bike Rack,Open incident
Accident - Property Damage,2017-7090,9/6/17,1600,9/6/17,1200-1500,Slade Hall Parking Lot,Closed
Suspicious Behavior,2017-7091,9/6/17,1602,9/2/17,1830,University Heights South Outside,Closed
Suspicious Behavior,2017-7093,9/6/17,1644,8/31/17,2200,UVM Main Green,Closed
Intrusion Alarm,2017-7095,9/6/17,1809,9/6/17,1809,Southwick,Closed
Motor Vehicle Complaint,2017-7099,9/6/17,1942,9/6/17,1942,University Hgts Roadway,Closed
Citizen Assist,2017-7101,9/6/17,2206,9/6/17,2206,Dana Medical,Closed
Citizen Assist - Safety Escort,2017-7102,9/6/17,2243,9/6/17,2243,Redstone Green,Closed
Drugs,2017-7104,9/6/17,2320,9/6/17,2320,University Hgts South 1,Closed; non substantiated
Suspicious Behavior,2017-7108,9/7/17,103,9/7/17,103,Davis Center Outside,Closed
Fire Alarm,2017-7113,9/7/17,844,9/7/17,844,McAuley Hall,Closed
Medical Assist,2017-7119,9/7/17,1324,9/7/17,1324,Davis Center,Closed; subject referred to UVM MC ER via Burlington Rescue
Accident - Property Damage,2017-7120,9/7/17,1333,9/7/17,1333,UVM Parking Garage,Closed
Medical Assist,2017-7121,9/7/17,1341,9/7/17,1341,Kalkin,Closed; non affiliate referred to UVM MC ER via UVM Rescue
Intrusion Alarm,2017-7128,9/7/17,1809,9/7/17,1809,Waterman,Closed
Agency Assist / Accident,2017-7130,9/7/17,2002,9/7/17,2002,"Main St / Norman St, Winooski",Closed; assist to Winooski Police
Vandalism - Graffiti,2017-7131,9/7/17,2016,9/7/17,2016,University Hgts South 1,Open incident
Recovered Stolen Property,2017-7135,9/7/17,2151,9/7/17,2151,Patterson Hall,Closed; report to CSC
Noise,2017-7139,9/7/17,2315,9/7/17,2315,Redstone Apts,Closed
Drugs,2017-7141,9/7/17,2331,9/7/17,2331,University Hgts North 2,Closed; non substantiated
Alcohol Offense,2017-7145,9/8/17,108,9/8/17,108,Trinity Campus Back Five Outside,Closed; report to CSC
Medical Assist,2017-7149,9/8/17,208,9/8/17,208,Harris Hall,Closed; referred to UVM MC ER via UVM Rescue
Citizen Assist,2017-7150,9/8/17,217,9/8/17,217,UVM Farms,Closed
Welfare Check,2017-7151,9/8/17,249,9/8/17,249,Colchester Ave / Mansfield Ave,Closed
Agency Assist,2017-7153,9/8/17,459,9/8/17,459,Spear St / Quarry Hill Rd,Closed; assist to So. Burlington Police
Intrusion Alarm,2017-7155,9/8/17,716,9/8/17,716,Fleming,Closed
Agency Assist / Welfare Check,2017-7157,9/8/17,901,9/8/17,901,"George St, Burlington",Closed; assist to Burlington Police
Suspicious Event,2017-7158,9/8/17,958,9/8/17,958,Jeanne Mance Parking Lot,Closed
Theft of Service,2017-7166,9/8/17,1517,9/8/17,1517,Given Parking Lot,Closed
Stalking,2017-7168,9/8/17,1742,Various,Various,Redstone Lofts,Closed; referred to Title IX Coordinator
Citizen Assist,2017-7170,9/8/17,1807,9/8/17,1807,UVM Police Services,Closed
Suspicious Behavior,2017-7171,9/8/17,1839,9/8/17,1839,Rowell Hall,Closed
Medical Assist,2017-7173,9/8/17,2032,9/8/17,2032,Harris Hall,Closed; affiliate transported to UVM MC ER via UVM Rescue; Report to CSC
Computer Crime,2017-7175,9/8/17,2138,Unk,Unk,UVM Police Services,Open incident
Drugs,2017-7181,9/8/17,2248,9/8/17,2248,Mercy Hall,Closed; non substantiated
Drugs,2017-7182,9/8/17,2251,9/8/17,2251,University Hgts Outside,Closed; report to CSC
Drugs / Alcohol Offense,2017-7184,9/8/17,2305,9/8/17,2305,Interfaith Center Outside,Closed; report to CSC
Alcohol Offense,2017-7185,9/8/17,2318,9/8/17,2318,Harris Hall,Closed; report to CSC
Drugs,2017-7187,9/8/17,2329,9/8/17,2329,Living & Learning,Closed; report to CSC
Medical Assist / Intoxication,2017-7189,9/9/17,4,9/9/17,4,Harris Hall,"Closed; affiliate referred to UVM MC ER Via UVM Rescue, ACT 1 & Corrections for detox;  report to CSC"
Agency Assist / Domestic Assault,2017-7190,9/9/17,9,9/9/17,9,Spear St / Quarry Hill Rd,Closed; assist to So. Burlington Police & affiliate lodged at Corrections for Domestic Assault by So. Burlington Police
Elevator Alarm,2017-7191,9/9/17,15,9/9/17,15,University Hgts South 2,Closed
Agency Assist,2017-7192,9/9/17,18,9/9/17,18,"Williston Rd, So. Burlington",Closed; assist to So. Burlington Police
Alcohol Offense,2017-7195,9/9/17,43,9/9/17,43,Catholic Center Outside,Closed
Drugs,2017-7196,9/9/17,45,9/9/17,45,Mercy Hall,Closed; report to CSC
Drugs,2017-7197,9/9/17,102,9/9/17,102,Jeanne Mance Outside,Closed; non substantiated
Medical Assist / Intoxication,2017-7198,9/9/17,118,9/9/17,118,Jeanne Mance,Closed; referred to UVM MC ER via UVM Rescue & report to CSC
Drugs / Alcohol Offense,2017-7199,9/9/17,142,9/9/17,142,Wing Hall,Closed; report to CSC
Drugs,2017-7201,9/9/17,208,9/9/17,208,Hunt Hall,Closed; report to CSC
Simple Assault,2017-7202,9/9/17,230,9/9/17,230,Continuing Education Outside,Closed; 2 Non Affiliates cite into court for Simple Assault
Noise,2017-7203,9/9/17,257,9/9/17,257,Davis Hall,Closed; noise warning issued; Report to CSC
Larceny Bicycle,2017-7206,9/9/17,934,09/08-09/2017,1700-0900,500 S Prospect St Bike Rack,Open
Intrusion Alarm,2017-7207,9/9/17,941,9/9/17,941,Waterman,Closed
Medical Assist,2017-7211,9/9/17,1348,9/9/17,1348,University Heights South 2,Closed; UVM Rescue transported to UVM MC
Suspicious Event,2017-7213,9/9/17,1813,9/9/17,1813,Bailey Howe Outside,Closed; Unable to locate
Drugs,2017-7215,9/9/17,1942,9/9/17,1942,University Heights South 2,Closed; Unable to locate
Drugs,2017-7223,9/9/17,2204,9/9/17,2204,Amphitheater,Closed; Report to CSC
Suspicious Event,2017-7224,9/9/17,2220,9/9/17,2220,Redstone Path,Closed
Drugs / Alcohol Offense,2017-7225,9/9/17,2225,9/9/17,2225,Mercy,Closed; Report to CSC
Drugs,2017-7227,9/9/17,2328,9/9/17,2328,University Heights South 2,Closed; Report to CSC
Alcohol Offense,2017-7229,9/9/17,2343,9/9/17,2343,Redstone Campus,Closed; Report to CSC
Drugs,2017-7230,9/10/17,2344,9/10/17,2344,Mercy,Closed; Report to CSC
Suspicious Event / Odor Investigation,2017-7232,9/10/17,5,9/10/17,5,Hunt,Closed
Traffic / DUI,2017-7235,9/10/17,42,9/10/17,42,I89 / MM 87,Closed; Cited into court for DUI
Noise,2017-7237,9/10/17,106,9/10/17,106,500 S Prospect St,Closed; Report to CSC; Warning for noise
Drugs / Alcohol Offense,2017-7238,9/10/17,125,9/10/17,125,Wilks,Closed; Report to CSC
Intoxication,2017-7239,9/10/17,129,9/10/17,129,University Heights North 2,Closed; UVM Rescue transported to UVM MC
Intoxication,2017-7240,9/10/17,145,9/10/17,145,109 S Prospect St,Closed; Transported to Corrections for detox
Agency Assist,2017-7241,9/10/17,239,9/10/17,239,284 East Ave,Closed; Assist to Homeland Security
Trespass,2017-7242,9/10/17,630,9/10/17,630,MAT,Closed; Report to CSC
Traffic / Drugs,2017-7247,9/10/17,2053,9/10/17,2053,Spear St / Main St,Closed; Ticket issued for poss. of marijuana
Animal Problem,2017-7245,9/10/17,1957,9/10/17,1957,Millis Outside,Closed
Traffic / DUI,2017-7253,9/10/17,2244,9/10/17,2244,"St. Mary St / Oak St, Burlington",Closed; Cited into court for DUI; Transported to corrections for detox
Fire Alarm,2017-7254,9/10/17,2255,9/10/17,2255,Waterman,Closed
Drugs,2017-7255,9/10/17,2320,9/10/17,2320,Wright,Closed; Report to CSC
Intoxication,2017-7257,9/10/17,2340,9/10/17,2340,Redstone Lofts Outside,Closed; Transported to ACT I
Traffic / DUI,2017-7258,9/10/17,2348,9/10/17,2348,Dorset St / Williston Rd,Closed; Cited into court for DUI
Vandalism,2017-7260,9/11/17,714,09/06-11/2017,Unk,Gutterson Outside,Open incident
Suspicious Behavior,2017-7263,9/11/17,947,9/11/17,947,University Hgts North 2,Closed; referred to CSC
Traffic / Drugs,2017-7264,9/11/17,1214,9/11/17,1214,Wing Hall Parking Lot,Closed; report to CSC
Accident - Property Damage,2017-7265,9/11/17,1238,9/11/17,1238,UVM Police Services Parking Lot,Closed
Welfare Check,2017-7268,9/11/17,1539,9/11/17,1539,John Dewey Parking Lot,Closed; non substantiated
Anonymous Late Reported Sexual Assault,2017-7270,9/11/17,1634,9/2/17,200,Redstone Lofts,Closed; referred to Title IX Coordinator
Citizen Assist,2017-7274,9/11/17,1835,9/11/17,1835,Wing Davis Wilks Outside,Closed
Trespassing / Drugs,2017-7283,9/11/17,2210,9/11/17,2210,Wing Davis Wilks Outside,Closed; non affiliate issued marijuana ticket & issued 6 month trespass notice for UVM Campus
Drugs / Recovered Stolen Property,2017-7293,9/12/17,401,9/12/17,401,Jeanne Mance,Closed; report to CSC
Suspicious Event,2017-7294,9/12/17,452,9/12/17,452,Jeanne Mance Outside,Closed
Citizen Assist,2017-7298,9/12/17,932,9/12/17,932,Living & Learning,Closed
Citizen Assist,2017-7302,9/12/17,1230,9/12/17,1230,Redstone Lofts,Closed
Intrusion Alarm,2017-7305,9/12/17,1709,9/12/17,1709,University Health Center,Closed
Fire Alarm,2017-7307,9/12/17,1833,9/12/17,1833,University Hgts South 1,Closed
Blue Light Alarm,2017-7310,9/12/17,2156,9/12/17,2156,16 Colchester Ave Outside,Closed
Traffic / DUI,2017-7314,9/13/17,16,9/13/17,16,N Prospect St / Henry St,Open incident
Drugs,2017-7315,9/13/17,58,9/13/17,58,Trinity Campus Cottages,Closed; non substantiated
Suspicious Behavior,2017-7319,9/13/17,950,9/13/17,950,Tupper Hall,Closed; referred to Residential Life & CSC
Suspicious Event / Found Property,2017-7322,9/13/17,1053,9/13/17,1053,Bailey Howe,Closed
Elevator Alarm,2017-7323,9/13/17,1149,9/13/17,1149,Arts & Sciences,Closed
Larceny,2017-7324,9/13/17,1314,9/12/17,1900-2000,Davis Center Parking Lot,Open incident
Larceny,2017-7325,9/13/17,1401,9/12/17,1730,Living & Learning Bike Rack,Open incident
Fire Alarm,2017-7328,9/13/17,1443,9/13/17,1443,John Dewey Hall,Closed
Threats / Harassment,2017-7329,9/13/17,1708,9/13/17,1708,University Health Center,Closed
Drugs,2017-7330,9/13/17,1746,9/13/17,1746,Sichel Hall Outside,Closed; non substantiated
Medical Assist,2017-7334,9/13/17,2017,9/13/17,2017,CCRH,Closed; affiliate transported to UVM MC ER via UVM Rescue
Drugs,2017-7337,9/13/17,2053,9/13/17,2053,Interfaith Center Outside,Closed; report to CSC
Suspicious Behavior,2017-7338,9/13/17,2316,9/13/17,2316,Harris Millis Bike Rack,Closed
Drugs,2017-7339,9/13/17,2324,9/13/17,2324,McAuley Hall,Closed; report to CSC
Intrusion Alarm,2017-7342,9/14/17,251,9/14/17,251,460 S. Prospect St,Closed
Fire Alarm,2017-7343,9/14/17,804,9/14/17,804,Slade Hall,Closed
Agency Assist,2017-7346,9/14/17,1222,9/14/17,1222,UVM Police Services,Closed; assist to Burlington Police
Suspicious Event,2017-7352,9/14/17,1932,9/14/17,1932,UVM Police Services,Closed
Suspicious Behavior,2017-7357,9/14/17,2104,9/14/17,2104,Spear St Facilities Outside,Closed
Motorist Assist,2017-7363,9/14/17,2236,9/14/17,2236,Living & Learning Parking Lot,Closed
Agency Assist,2017-7365,9/14/17,2304,9/14/17,2304,Colchester Ave / Mansfield Ave,Closed; assist to Burlington Police
Medical Assist,2017-7366,9/14/17,2308,9/14/17,2308,439 College St,Closed; affiliate transported to UVM MC ER via UVM Rescue
Traffic / Drugs,2017-7373,9/15/17,19,9/15/17,19,University Hgts South Lot,Closed; report to CSC
Medical Assist,2017-7375,9/15/17,28,9/15/17,28,Marsh Austin Tupper,Closed; affiliate transported to UVM MC ER via UVM Rescue
Noise / Disturbance,2017-7378,9/15/17,107,9/15/17,107,Trinity Campus Outside,Closed; non substantiated
Welfare Check,2017-7381,9/15/17,403,9/15/17,403,S Winooski Ave / Main St,Closed
Agency Assist / Welfare Check,2017-7383,9/15/17,712,9/15/17,712,Jeffords,Closed; Assist to VSP
Suspicious Person,2017-7384,9/15/17,805,9/15/17,805,Aiken,Closed
Intrusion Alarm,2017-7385,9/15/17,841,9/15/17,841,Fleming,Closed
Accident,2017-7386,9/15/17,1207,9/15/17,1207,PFG,Closed
Fire Alarm,2017-7387,9/15/17,1220,9/15/17,1220,Discovery,Closed
Larceny,2017-7388,9/15/17,1254,09/14-15/2017,Unk,MAT,Open
Citizen Assist,2017-7389,9/15/17,1536,9/15/17,1536,Living and Learning Bike rack,Closed
Agency Assist,2017-7396,9/15/17,1953,9/15/17,1953,64 E Allen St,Closed; Assist to WPD
Drugs,2017-7400,9/15/17,2156,9/15/17,2156,Redstone Woods,Closed; Report to CSC
Welfare Check,2017-7405,9/15/17,2229,9/15/17,2229,Southwick Outside,Closed
Drugs,2017-7406,9/15/17,2238,9/15/17,2238,Mercy Outside,Closed; Report to CSC
Drugs,2017-7408,9/15/17,2256,9/15/17,2256,Hunt Outside,Closed; Report to CSC
Vandalism,2017-7411,9/15/17,2331,9/15/17,Unk,Mason,Open
Drugs,2017-7412,9/15/17,2337,9/15/17,2337,Trinity Woods,Closed; Report to CSC
Drugs / Alcohol Offense,2017-7413,9/15/17,2339,9/15/17,2339,Mason,Closed; Report to CSC; Ticket issued to non affiliate
Suspicious Behavior,2017-7414,9/15/17,2347,9/15/17,2347,Living and Learning,Closed; Unable to locate
Fire Alarm,2017-7417,9/16/17,18,9/16/17,18,University Heights North 3,Closed
Trespass,2017-7418,9/16/17,33,9/16/17,33,Redstone Woods,Closed
Vandalism,2017-7419,9/16/17,47,09/15-16/2017,Unk,Jeanne Mance,Open
Fire Alarm,2017-7421,9/16/17,113,9/16/17,113,Wright,Closed
Drugs,2017-7422,9/16/17,140,9/16/17,140,Coolidge,Closed; Unable to locate
Intoxication,2017-7423,9/16/17,148,9/16/17,148,CCRH,Closed; UVM Rescue transported to UVM MC; Transport to ACT I; Report to CSC
Alcohol Offense,2017-7424,9/16/17,239,9/16/17,239,Simpson,Closed; Report to CSC
Noise,2017-7425,9/16/17,241,9/16/17,241,Mason,Closed
Agency Assist,2017-7428,9/16/17,335,9/16/17,335,I 89 / MM 84,Closed; Assist to VSP
Agency Assist,2017-7434,9/16/17,1814,9/16/17,1814,284 East Ave,Closed; Assist to VSP
Blue Light Alarm,2017-7436,9/16/17,1911,9/16/17,1911,Marsh Life Science,Closed
Citizen Assist,2017-7438,9/16/17,2027,9/16/17,2027,Living and Learning,Closed
Welfare Check / Medical Assist,2017-7439,9/16/17,2032,9/16/17,2032,Marsh,Closed; UVM Rescue transported to UVM MC; Report to CARES
Welfare Check,2017-7454,9/16/17,2331,9/16/17,2331,S Prospect St / Cliff St,Closed
Disturbance,2017-7455,9/16/17,2336,9/16/17,2336,East Ave / University Rd,Closed; Unable to locate
Alcohol Offense,2017-7458,9/16/17,2355,9/16/17,2355,Living and Learning Bus Stop,Closed; Report to CSC
Welfare Check,2017-7459,9/17/17,5,9/17/17,5,PFG,Closed
Welfare Check,2017-7462,9/17/17,55,9/17/17,55,Main St / Spear St,Closed
Traffic / DUI,2017-7465,9/17/17,203,9/17/17,203,275 Main St,Closed; Subject lodged at corrections for DUI
Fire Alarm,2017-7466,9/17/17,1030,9/17/17,1030,CCRH,Closed
Fire Alarm,2017-7467,9/17/17,1132,9/17/17,1132,Mercy,Closed
Fire / Drugs,2017-7469,9/17/17,1549,9/17/17,1549,Living and Learning,Closed; Report to CSC
Drugs,2017-7470,9/17/17,1710,9/17/17,1710,254 Colchester Ave,Closed; Unsubstiantiated
Recovered Property,2017-7471,9/17/17,1905,9/17/17,1905,MSH,Closed; Report to CSC
Anonymous Sexual Assault,2017-7472,9/17/17,1916,9/3/17,230,On Campus Residential Building,Closed; Report to Title IX
Drugs,2017-7473,9/17/17,2051,9/17/17,2051,Mcauley,Closed; Report to CSC
Fire Alarm,2017-7486,9/18/17,834,9/18/17,834,Marsh Life Science,Closed
Agency Assist,2017-7488,9/18/17,927,9/18/17,927,Robinson,Closed; Assist to BPD
Assist Car Seat,2017-7489,9/18/17,1047,9/18/17,1047,284 East Ave,Closed
Suspicious Behavior,2017-7490,9/18/17,1309,9/18/17,1309,Rowell Outside,Closed; Unable to locate
Threats / Harassment,2017-7491,9/18/17,1315,9/18/17,1315,284 East Ave,Open
Drugs,2017-7492,9/18/17,1341,9/18/17,1341,University Heights South 1,Closed; Report to CSC
Citizen Assist,2017-7496,9/18/17,1757,9/18/17,1757,Given Lot,Closed
Bicycle Larceny,2017-7498,9/18/17,1843,09/14-17/2017,Unk,500 S Prospect St,Open
Fire Alarm,2017-7499,9/18/17,1943,9/18/17,1943,Ready,Closed
Suspicious Event,2017-7507,9/19/17,47,9/19/17,47,Mercy Lot,Closed
Welfare Check,2017-7509,9/19/17,149,9/19/17,149,Living and Learning,Closed; Transported to UVM MC for CRISIS
Suspicious Activity,2017-7513,9/19/17,939,9/12/17,1800-2230,Gucciardi Fitness Center,Closed
Disturbance,2017-7516,9/19/17,1548,9/19/17,1548,University Hgts South,Closed; referred to UVM Res. Life
Welfare Check,2017-7518,9/19/17,1651,9/19/17,1651,Given Parking Lot,Closed; unable to locate
Drugs,2017-7519,9/19/17,1733,9/19/17,1733,UVM Police Service Parking Lot,Closed
Fire Alarm,2017-7521,9/19/17,1947,9/19/17,1947,Trinity Campus Cottages,Closed
Blue Light Alarm / Welfare Check,2017-7522,9/19/17,2113,9/19/17,2113,Jeanne Mance Outside,Closed; referred to Burlington Police
Suspicious Event,2017-7523,9/19/17,2156,9/19/17,2156,Harris Millis Outside,Closed
Drugs,2017-7524,9/19/17,2240,9/19/17,2240,University Hgts North Outside,Closed; report to CSC
Agency Assist,2017-7525,9/19/17,2311,9/19/17,2311,S Willard St / College St,Closed; assist to Burlington Police & Champlain College Security
Suspicious Behavior,2017-7530,9/20/17,332,9/20/17,332,Harris Millis Outside,Closed
Intrusion Alarm,2017-7533,9/20/17,543,9/20/17,543,University Health Center,Closed
Suspicious Event,2017-7534,9/20/17,743,9/20/17,743,Waterman Outside,Closed
Vandalism,2017-7538,9/20/17,841,09/18/2017 & 09/20/2017,Unk,Interfaith Center,Open incident
Blue Light Alarm,2017-7539,9/20/17,947,9/20/17,947,Patrick Gym Outside,Closed
Suspicious Event,2017-7543,9/20/17,1343,9/20/17,1343,Centennial Woods @ UVM Grounds,Closed
Animal Problem,2017-7546,9/20/17,1658,9/20/17,1658,Jeffords Hall Parking Lot,Closed; non substantiated
Citizen Assist,2017-7549,9/20/17,1854,9/20/17,1854,Davis Center Bike Rack,Closed
Disturbance,2017-7550,9/20/17,1918,9/20/17,1918,Patrick Gym,Closed
Drugs,2017-7551,9/20/17,1927,9/20/17,1927,Harris Hall,Closed; report to CSC
Drugs,2017-7552,9/20/17,2146,9/20/17,2146,Harris Hall,Closed; non substantiated
Fire Alarm,2017-7556,9/20/17,2318,9/20/17,2318,Wing Davis Wilks,Closed
Citizen Assist,2017-7560,9/21/17,149,9/21/17,149,Bailey Howe Outside,Closed
Medical Assist,2017-7561,9/21/17,719,9/21/17,719,Wright Hall,Closed; affiliate transported to UVM MC ER via UVM Rescue
Vandalism - Graffiti,2017-7562,9/21/17,735,Unk,Unk,Patterson Hall Outside,Open incident
Welfare Check,2017-7563,9/21/17,738,9/21/17,723,UVM Parking Garage,Closed; non substantiated
