Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Late Reported Anonymous Sexual Assault,2014-6768,9/8/14,1608,8/23/14,Unk,UVM Residential Building,Closed
Suspicious Behavior,2014-6770,9/8/14,1645,9/8/14,1645,Redstone Campus,Closed; unfounded
Larceny,2014-6771,9/8/14,1655,9/8/14,1540,Marsh Life Sciences,Open incident
Agency Assist,2014-6773,9/8/14,1756,9/8/14,1756,Colchester Ave,Closed
Agency Assist,2014-6775,9/8/14,1955,9/8/14,1955,Richardson Hall,Closed
Drugs,2014-6776,9/8/14,2059,9/8/14,2059,Harris Millis,Closed; report to CSES
Drugs,2014-6778,9/8/14,2215,9/8/14,2215,Harris Millis,Closed; unfounded
Fire Alarm,2014-6779,9/8/14,2259,9/8/14,2259,McAuley Hall,Closed
Blue Light Alarm,2014-6780,9/9/14,9,9/9/14,9,PFG,Closed
Blue Light Alarm,2014-6781,9/9/14,41,9/9/14,41,McAuley Hall,Closed
Animal Problem,2014-6787,9/9/14,929,9/9/14,929,Converse Lot,Closed
Animal Problem,2014-6790,9/9/14,1009,9/9/14,1009,1 S Prospect St,Closed
Larceny,2014-6794,9/9/14,1120,09/08-09/09/2014,1930-0930,CBW,Open
Larceny,2014-6795,9/9/14,1130,09/08-09/09/2014,2230-0900,Living and Learning,Open
Noise,2014-6801,9/9/14,1614,9/9/14,1614,Royal Tyler Theater,Closed
Citizen Assist,2014-6802,9/9/14,1727,9/9/14,1727,284 East Ave,Closed
Larceny,2014-6803,9/9/14,1737,09/05-09/06/2014,Unk,McAuley,Open
Citizen Assist,2014-6804,9/9/14,1932,9/9/14,1932,Waterman,Closed
Suspicious Odor,2014-6806,9/9/14,2338,9/9/14,2338,Royal Tyler Theater,Closed
Agency Assist,2014-6809,9/10/14,4,9/10/14,4,41 Hinesburg Rd,Closed
Welfare Check,2014-6810,9/10/14,21,9/10/14,21,University Heights North 2,Open
Motorist Assist,2014-6811,9/10/14,816,9/10/14,816,Votey,Closed
Anon Sexual Assault,2014-6813,9/10/14,1244,9/6/14,Unk,Wilks,Closed
Noise,2014-6814,9/10/14,1301,9/10/14,1301,Bailey Howe,Closed
Medical Assist,2014-6815,9/10/14,1336,9/10/14,1336,Williams,Closed; Rescue transported to FAHC
Larceny,2014-6816,9/10/14,1349,9/10/14,945,Billings,Open
Vandalism,2014-6817,9/10/14,1418,9/10/14,1418,Pomeroy,Open
Larceny,2014-6819,9/10/14,1604,9/10/14,1604,Given,Open
Larceny,2014-6820,9/10/14,1636,9/10/14,1636,Given,Closed
Drugs,2014-6822,9/10/14,1913,9/10/14,1913,Tupper,Closed; Report to CSES
Agency Assist,2014-6831,9/11/14,1120,9/11/14,1120,Redstone Lofts,Closed
Elevator Alarm,2014-6833,9/11/14,1430,9/11/14,1430,North 2,Closed
Noise,2014-6834,9/11/14,1535,9/11/14,1535,Bailey Howe Library Green Space,Closed
Agency Assist,2014-6837,9/11/14,1754,9/11/14,1754,"Dorset St, S. Burlington",Closed
Blue Light Alarm,2014-6839,9/11/14,1817,9/11/14,1817,Parking Garage,Closed
Agency Assist,2014-6840,9/11/14,1853,9/11/14,1853,Helipad,Closed
Blue Light Alarm,2014-6841,9/11/14,2037,9/11/14,2037,Parking Garage,Closed
Fire Alarm,2014-6843,9/11/14,2202,9/11/14,2202,Mercy Hall,Closed
Intoxication,2014-6844,9/11/14,2224,9/11/14,2224,Redstone Quad,Closed; referred to ACT 1 for detox; report to CSES
Alcohol Offense,2014-6846,9/11/14,2317,9/11/14,2317,Wilks Hall,Closed; report to CSES
Alcohol / Drug Offense,2014-6852,9/12/14,43,9/12/14,43,Living & Learning,Closed; unfounded
Intoxication,2014-6854,9/12/14,150,9/12/14,150,Main St / S Williams St,Closed; referred to ACT 1; report to CSES
Larceny,2014-6858,9/12/14,835,9/10/14,1604,Given,Open
Fire,2014-6859,9/12/14,952,9/12/14,952,466 S Prospect St,Closed
Agency Assist,2014-6860,9/12/14,1129,9/12/14,1129,Cook,Closed
Intrusion Alarm,2014-6861,9/12/14,1137,9/12/14,1137,Large Animal Facility,Closed
Agency Assist,2014-6862,9/12/14,1204,9/12/14,1204,UHC,Closed
Simple Assault,2014-6863,9/12/14,1301,9/12/14,1301,Bailey Howe,Closed subject trespassed from UVM Campus
Larceny,2014-6865,9/12/14,1516,9/9/14,2100,Ampitheatre,Closed 
Drugs Unfounded,2014-6867,9/12/14,1719,9/12/14,1719,Jeanne Mance,Closed Unfounded
Elevator Alarm,2014-6868,9/12/14,1918,9/12/14,1918,U Hgts S,Closed
Blue Light Alarm,2014-6870,9/12/14,1933,9/12/14,1933,Spear St Failities,Closed
Suspicious Behavior,2014-6871,9/12/14,2116,9/12/14,2116,Williams,Closed
Noise,2014-6873,9/12/14,2200,9/12/14,2200,Ampitheatre,Closed
Drugs Unfounded,2014-6876,9/12/14,2317,9/12/14,2317,Jeanne Mance,Closed Unfounded
Drug Possession / Intoxication,2014-6879,9/12/14,2342,9/12/14,2342,McCann,Closed paraphernalia and drugs confiscated  one transported to FAHC by UVM Rescue   report to CSES
Blue Light Alarm,2014-6880,9/12/14,2355,9/12/14,2355,Mann,Closed
Intoxication,2014-6882,9/13/14,28,9/13/14,28,East Ave / Colchester Ave,Closed subject referred to FAHC by UVM Rescue
Alcohol Offense,2014-6885,9/13/14,118,9/13/14,118,McCann,Closed report to CSES
Alcohol Offense,2014-6886,9/13/14,129,9/13/14,129,Coolidge,Closed report to CSES
Blue Light Alarm,2014-6887,9/13/14,158,9/13/14,158,460 S Prospect St,Closed
Possession of Stolen Property,2014-6888,9/13/14,202,9/13/14,202,S Prospect St / Cliff St,Open
Suspicious Behavior,2014-6889,9/13/14,211,9/13/14,211,Davis Center,Closed
Intoxication,2014-6890,9/13/14,250,9/13/14,250,Redstone Lofts,Closed one referred to ACT 1 for detox report to CSES
Medical,2014-6891,9/13/14,315,9/13/14,315,Patterson,Closed one referred to FAHC by UVM Rescue
Intrusion Alarm,2014-6893,9/13/14,707,9/13/14,707,Fleming,Closed
Medical,2014-6894,9/13/14,1016,9/13/14,1016,PFG,Closed transported to FAHC by UVM Rescue
Vandalism,2014-6895,9/13/14,1221,9/13/14,0200-1200,U Hgts N,Open
Larceny,2014-6898,9/13/14,1348,9/13/14,1348,Living and Learning,Open
Intoxication,2014-6900,9/13/14,2236,9/13/14,2236,Coolidge,Closed referred to corrections for detox report to CSES
Suspicious Behavior,2014-6901,9/13/14,2237,9/13/14,2237,Harris Millis Lot,Closed
Ordinance Violation/ public urination,2014-6904,9/14/14,141,9/14/14,141,Wheeler House,Closed report to CSES
Suspicious Behavior,2014-6905,9/14/14,146,9/14/14,146,S Prospect St / Main St,Closed report to CSES
Other Assist,2014-6908,9/14/14,259,9/14/14,259,East Ave / Beaumont Ave,Closed
Agency Assist,2014-6909,9/14/14,430,9/14/14,430,Mercy,Closed
Graffiti,2014-6912,9/14/14,1248,9/14/14,1248,U Hgts S,Closed
Vandalism,2014-6913,9/14/14,1528,9/14/14,1528,Davis Center,Open
Suspicious Behavior,2014-6914,9/14/14,2128,9/14/14,2128,Redstone Lofts,Closed
Intoxication,2014-6915,9/14/14,2251,9/14/14,2251,CWP,Closed subject referred to FAHC by UVM Rescue report to CSES
Fire Alarm,2014-6922,9/15/14,906,9/15/14,906,Trinity Cottages,Closed
Citizen Assist,2014-6926,9/15/14,1044,9/15/14,1044,East Commuter Parking Lot,Closed
Suspicious Behavior,2014-6930,9/15/14,1425,9/15/14,1425,Davis Center,Closed
Larceny,2014-6932,9/15/14,1509,09/12-15/2014,Unk,Jeanne Mance,Open incident
Drugs,2014-6935,9/15/14,1731,9/15/14,1731,Harris Millis Amphitheater,Closed; unfounded
Blue Light Alarm,2014-6936,9/15/14,1801,9/15/14,1801,Billings,Closed
Medical Assist,2014-6938,9/15/14,1854,9/15/14,1854,PFG Fitness Center,Closed; referred to UVM Rescue
Threats/Harassment,2014-6941,9/15/14,2020,Unk,Unk,Living & Learning,Closed
Drugs,2014-6943,9/15/14,2025,9/15/14,2025,Coolidge Hall,Closed; unfounded
Larceny,2014-6947,9/15/14,2245,9/15/14,1845,South 1,Open incident
Accident / Medical Assist,2014-6961,9/16/14,1159,9/16/14,1159,North 1 Parking Lot,Closed; referred to UVM Rescue
Larceny,2014-6962,9/16/14,1211,9/16/14,0030-1000,Marsh Hall,Open incident
Intrusion Alarm,2014-6964,9/16/14,1431,9/16/14,1431,Living & Learning,Closed
Suspicious Event,2014-6965,9/16/14,1712,9/16/14,Unk,Votey,Closed
Larceny,2014-6966,9/16/14,1716,09/15-16/2014,1530-1630,Jeanne Mance,Open incident
911 Hang Up,2014-6967,9/16/14,1728,9/16/14,1727,Health Science Research Facility,Closed
Drugs,2014-6973,9/16/14,1921,9/16/14,1921,Jeanne Mance,Closed; unfounded
Traffic / DUI,2014-6977,9/16/14,2009,9/16/14,2009,University Pl / Main St,Closed; subject cited for DUI
Larceny,2014-6979,9/16/14,2139,09/15-16/2014,2200-0700,Living & Learning,Open incident
Drugs,2014-6986,9/16/14,2336,9/16/14,2336,Jeanne Mance,Closed; report to CSES
Intrusion Alarm,2014-6990,9/17/14,607,9/17/14,607,Waterman,Closed
911 Hang Up,2014-6997,9/17/14,1424,9/17/14,1424,Catholic Center,Closed
"Accident, Leaving the Scene",2014-7000,9/17/14,1442,9/17/14,1357,Jeanne Mance Parking Lot,Open incident
Medical Assist,2014-7002,9/17/14,1543,9/17/14,1543,PFG,Closed; referred to UVM Rescue
Larceny,2014-7004,9/17/14,2012,9/17/14,Unk,Bailey Howe,Open incident
Welfare Check,2014-7005,9/17/14,2030,9/17/14,2030,North 2,Closed; subject located
Citizen Assist,2014-7012,9/18/14,239,9/18/14,239,Jeanne Mance,Closed
Fire Alarm,2014-7024,9/18/14,1448,9/18/14,1448,Trinity Cottages,Closed
Elevator Alarm,2014-7026,9/18/14,1635,9/18/14,1635,North 2,Closed
Medical Assist,2014-7027,9/18/14,1708,09/18/20214,1708,Wing Davis Wilks Main Entrance,Closed; referred to UVM Rescue
Medical Assist / Intoxication,2014-7044,9/19/14,154,9/19/14,154,Wills Hall,Closed; referred to UVM Rescue & Fletcher Allen ER for detox; report to CSES
Alcohol Offense,2014-7045,9/19/14,217,9/19/14,217,Wheeler House,Closed; report to CSES
Intrusion Alarm,2014-7046,9/19/14,402,9/19/14,402,Large Animal Facility,Closed
Agency Assist,2014-7050,9/19/14,900,9/19/14,900,UHC,Closed
911 Hangup,2014-7051,9/19/14,907,9/19/14,907,UVM Foundation,Closed
Medical,2014-7054,9/19/14,1038,9/19/14,1038,Davis Center,Closed
Motorist Assist,2014-7055,9/19/14,1103,9/19/14,1103,Williston Rd S Burlington,Closed
Larceny,2014-7057,9/19/14,1247,9/19/14,127,UVM Horticultural Farm S Burlington,Open
Motorist Assist,2014-7058,9/19/14,1250,9/19/14,1250,1633 Williston Rd S Burlington,Closed
Citizen Assist,2014-7062,9/19/14,1417,9/19/14,1417,Allen House,Closed
Fire Alarm,2014-7065,9/19/14,2012,9/19/14,2012,Harris Millis,Closed
Suspicious Behavior,2014-7066,9/19/14,2057,9/19/14,2057,Jeanne Mance,Closed
Drug Possession,2014-7076,9/19/14,2313,9/19/14,2313,Chittenden,Closed confiscated paraphernalia and drugs report to CSES
K9 Assist,2014-7077,9/19/14,2313,9/19/14,2313,Chruch St / Main St,Closed
Agency Assist,2014-7079,9/19/14,2324,9/19/14,2324,UHC,Closed
Drug Possession,2014-7080,9/19/14,2332,9/19/14,2332,Living and Learning,Closed confiscated drugs and paraphernalia report to CSES
Welfare Check,2014-7081,9/19/14,2342,9/19/14,2342,PFG,Closed
Agency Assist,2014-7082,9/19/14,2348,9/19/14,2348,4 Market St Burlington,Closed
Alcohol Offense,2014-7083,9/19/14,2357,9/19/14,2357,N  Willard St / Loomis St,Closed  report to CSES
Drug Possession,2014-7084,9/20/14,1,9/20/14,1,Chittenden,Closed drugs confiscated report to CSES
Citizen Assist,2014-7085,9/20/14,2,9/20/14,2,Davis Center,Closed
Alcohol Offense,2014-7086,9/20/14,13,9/20/14,13,S Willard St / Loomis St,Closed report to CSES
Disorderly Conduct,2014-7089,9/20/14,113,9/20/14,113,Jeanne Mance,Closed
Noise,2014-7090,9/20/14,116,9/20/14,116,Ampitheatre,Closed
Suspicious Behavior,2014-7091,9/20/14,155,9/20/14,155,Large Animal,Closed
Disorderly Conduct,2014-7092,9/20/14,259,9/20/14,259,Buckham,Closed report to CSES
Alcohol Offense,2014-7093,9/20/14,116,9/20/14,116,Jeanne Mance,Closed alcohol confiscated report to CSES
Animal Problem,2014-7094,9/20/14,336,9/20/14,336,Colchester Ave / Riverside Ave,Closed
Intoxication,2014-7095,9/20/14,526,9/20/14,526,U Hgts N,Closed alcohol confiscated one transported to FAHC by UVM Rescue  report to CSES
Citizen Assist,2014-7096,9/20/14,736,9/20/14,736,Christie,Closed
Suspicious Behavior,2014-7097,9/20/14,741,9/20/14,741,Living and Learning,Closed
Agency Assist,2014-7100,9/20/14,1112,9/20/14,1112,Waterman,Closed
Larceny,2014-7107,9/20/14,1356,9/20/14,1356,U Hgts N2,Closed
Citizen Assist,2014-7108,9/20/14,1452,9/20/14,1452,Police Services,Closed
Burglary,2014-7111,9/20/14,1539,Unknown,Unknown,Tupper,Open
Noise,2014-7116,9/20/14,2214,9/20/14,2214,"28 Buell St, Burlington",Closed
Drug Possession,2014-7120,9/20/14,2331,9/20/14,2331,Ampitheatre,Closed drugs and paraphernalia confiscated report to CSES
Noise,2014-7121,9/20/14,2340,9/20/14,2340,Redstone Apts,Closed report to CSES
Alcohol Offense,2014-7122,9/21/14,9,9/21/14,9,Greene St / Pearl St,Closed report to CSES
Suspicious Behavior,2014-7126,9/21/14,43,9/21/14,43,Redstone Green,Closed
Intoxication,2014-7128,9/21/14,55,9/21/14,55,Coolidge,Closed one referred to FAHC   report to CSES
Intoxication,2014-7129,9/21/14,114,9/21/14,114,Harris Millis,Closed one referred to ACT 1 for detox report to CSES
Fire Alarm,2014-7130,9/21/14,123,9/21/14,123,Mercy,Closed
Alcohol Offense,2014-7131,9/21/14,142,9/21/14,142,S Willard St / Bradley St,Closed report to CSES
Open Door,2014-7132,9/21/14,150,9/21/14,150,Redstone Apts,Closed
Alcohol Offense,2014-7134,9/21/14,234,9/21/14,234,Living and Learning,Closed report to CSES
Suspicious Behavior,2014-7135,9/21/14,304,9/21/14,304,Colchester Ave / Riverside Ave,Closed
Blue Light Alarm,2014-7136,9/21/14,449,9/21/14,449,Given,Closed
Larceny,2014-7147,9/21/14,1218,09/20/2014 to 09/21/2014,Unknown,Simpson,Open
Agency Assist,2014-7156,9/21/14,1416,9/21/14,1416,Police Services,Closed
Drug Possession,2014-7161,9/21/14,1601,9/21/14,1601,Centennial Field,Closed
Drug Possession,2014-7163,9/21/14,1759,9/21/14,1759,Simpson,Closed paraphernalia and drugs confiscated report to CSES
Larceny,2014-7164,9/21/14,1824,9/21/14,Unknown,Jeanne Mance,Open
Larceny,2014-7165,9/21/14,1847,9/21/14,1847,Jeanne Mance,Open
Agency Assist,2014-7166,9/21/14,1924,9/21/14,1924,70 Bernard St Winooski,Closed
Medical,2014-7172,9/22/14,118,9/22/14,118,McAuley,Closed
Alcohol Offense,2014-7173,9/22/14,134,9/22/14,134,Living and Learning,Closed report to CSES
Welfare Check,2014-7175,9/22/14,513,9/22/14,513,U Hgts S,Closed
Blue Light Alarm,2014-7177,9/22/14,729,9/22/14,729,Given,Closed
Agency Assist,2014-7180,9/22/14,909,9/22/14,909,University Health Center,Closed
Welfare Check,2014-7194,9/22/14,1351,9/22/14,1351,Converse Hall,Closed; subject located
Fire Alarm,2014-7197,9/22/14,1553,9/22/14,1553,Waterman,Closed
Blue Light Alarm,2014-7198,9/22/14,1627,9/22/14,1627,Given,Closed
Accident / Skateboarding Violation,2014-7199,9/22/14,1635,9/22/14,1635,Hills,Closed; trespass notice issued
Larceny,2014-7202,9/22/14,1954,9/22/14,1345-1800,Lafayette,Open incident
Drugs / Alcohol Offense,2014-7204,9/22/14,2030,9/22/14,2030,Buckham Hall,Closed; report to CSES
Drugs  / Alcohol Offense,2014-7205,9/22/14,2031,9/22/14,2031,Coolidge Hall,Closed; report to CSES
Welfare Check / Agency Assist,2014-7206,9/22/14,2241,9/22/14,2241,Wills Hall,Closed
Suspicious Behavior,2014-7207,9/23/14,643,9/23/14,643,Coolidge Hall,Closed
Suspicious Activity,2014-7214,9/23/14,1025,9/22/14,1700-1900,Health Science Research Facility,Closed
Larceny,2014-7215,9/23/14,1050,09/22-23/2014,2100-0800,Simpson Hall,Open incident
Suspicious Behavior,2014-7219,9/23/14,1155,9/23/14,1155,Royal Tyler Theatre,Closed
Agency Assist,2014-7220,9/23/14,1217,9/23/14,1217,Main St / S Prospect St,Closed
Suspicious Event,2014-7222,9/23/14,1420,Unk,Unk,Austin hall,Open incident
Larceny,2014-7228,9/23/14,1654,09/20-21/2014,Unk,Jeanne Mance,Open incident
Welfare Check,2014-7229,9/23/14,1656,9/23/14,1656,"Fairfax, VT",Closed; subject located
Skateboarding Violation,2014-7230,9/23/14,1815,9/23/14,1815,Pomeroy Hall,Closed
Fire Alarm,2014-7231,9/23/14,1848,9/23/14,1848,Trinity Cottages,Closed
Larceny,2014-7232,9/23/14,1851,9/23/14,1600,University Health Center,Closed
Suspicious Activity,2014-7233,9/23/14,2017,9/23/14,2017,Billings & Williams Hall,Closed; report to CSES
Welfare Check,2014-7237,9/24/14,14,9/24/14,14,Wing Hall,Closed; subject located
Drugs,2014-7238,9/24/14,38,9/24/14,38,Simpson Hall,Closed
Blue Light Alarm,2014-7240,9/24/14,125,9/24/14,125,Jeanne Mance,Closed
Citizen Assist,2014-7244,9/24/14,944,9/24/14,944,Davis Center,Closed
Fire Alarm,2014-7246,9/24/14,1103,9/24/14,1103,McAuley Hall,Closed
Suspicious Activity,2014-7248,9/24/14,1210,9/24/14,1210,Bailey Howe Walk Way,Closed
Larceny,2014-7249,9/24/14,1226,9/23/14,Unk,Blasburg Horticulture Farm,Open incident
