Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Aggravated Assault / Disorderly Conduct / Drugs,2016-8651,12/2/16,2329,12/2/16,2329,Marsh Austin Tupper / Amphitheatre,"Closed; affiliate male cited into court for simple assault & disorderly conduct, trespassed from MAT & issued marijuana ticket; report to CSC"
Fire Alarm,2016-8652,12/2/16,2348,12/2/16,2348,Wing Davis Wilks,Closed
Alcohol Offense,2016-8655,12/3/16,114,12/3/16,114,Trinity Campus Cottages,Closed; report to CSC
Agency Assist,2016-8656,12/3/16,308,12/3/16,308,So. Willard St.,Closed; assist to Burlington Police
Intrusion Alarm,2016-8661,12/3/16,1138,12/3/16,1138,"Training & Compliance Office, Ryan St, Essex",Closed
Citizen Assist,2016-8663,12/3/16,1358,12/3/16,1358,McAuley Hall,Closed
Fire Alarm,2016-8665,12/3/16,1737,12/3/16,1737,Davis Hall,Closed
Fire Alarm,2016-8666,12/3/16,1859,12/3/16,1859,University Hgts North 1,Closed
Drugs / Alcohol Offense / Weapons Offense,2016-8667,12/3/16,1931,12/3/16,1931,Richardson Hall,Closed; report to CSC
Overdose / Medical Assist,2016-8669,12/3/16,2028,12/3/16,2028,Redstone Apts Parking Lot,Closed; non affiliate transported to UVM Medical Center ER by Burlington Rescue & trespassed from campus
Vandalism,2016-8670,12/3/16,2146,12/3/16,Unk,Jeanne Mance,Open incident
Medical Assist,2016-8671,12/3/16,2202,12/3/16,2202,Wing Davis Wilks,Closed; affiliate transported to UVM Medical Center ER via Burlington Rescue
Medical Assist,2016-8672,12/3/16,2232,12/3/16,2232,Austin Hall,Closed; affiliate transported to UVM Medical Center ER via Burlington Rescue
Drugs,2016-8674,12/3/16,2329,12/3/16,2329,Living & Learning,Closed; non substantiated
Medical Assist / Intoxication,2016-8676,12/4/16,6,12/4/16,6,Harris Millis Outside,Closed; affiliate transported to UVM Medical Center ER via Burlington Rescue & ACT 1 for Detox; report to CSC
Medical Assist / Intoxication,2016-8677,12/4/16,6,12/4/16,6,Wilks Hall,Closed; affiliate transported to UVM Medical Center ER via Burlington Rescue & ACT 1 for Detox; report to CSC
Noise,2016-8681,12/4/16,121,12/4/16,121,Redstone Apts,Closed; noise warning issued
Disorderly Conduct / Intoxication,2016-8682,12/4/16,124,12/4/16,124,Millis Hall,Closed; two non affiliates were cited into court for disorderly conduct & one transported to ACT 1 & Corrections for detox
Medical Assist / Intoxication,2016-8683,12/4/16,132,12/4/16,132,Hunt Hall,Closed; affiliate transported to UVM Medical Center ER via Burlington Rescue & ACT 1 for Detox; report to CSC
Agency Assist,2016-8684,12/4/16,212,12/4/16,212,S Prospect St / College St,Closed; assist to So. Burlington Police
Traffic / Drugs,2016-8685,12/4/16,216,12/4/16,216,Spear St / Quarry Hill Rd,Closed; report to CSC
Medical Assist / Intoxication,2016-8686,12/4/16,217,12/4/16,217,Living & Learning,Closed; affiliate transported to UVM Medical Center ER via Burlington Rescue; report to CSC
Medical Assist / Alcohol Offense / Drugs,2016-8687,12/4/16,334,12/4/16,334,Simpson Hall,Closed; affiliate referred to Burlington Rescue & report to CSC
Vandalism,2016-8689,12/4/16,529,12/03-04/2016,2146-0529,Jeanne Mance,Open incident
Agency / Citizen Assist,2016-8694,12/4/16,1734,12/4/16,1734,Simpson Hall,Closed; assist to Burlington Police
Drugs,2016-8697,12/5/16,19,12/5/16,19,Hunt Hall,Closed; report to CSC
Alarm,2016-8701,12/5/16,125,12/5/16,125,Redstone Lofts,Closed
Medical Assist,2016-8712,12/5/16,1235,12/5/16,1235,Given,Closed; affiliate transported to UVM Medical Center ER via UVM Rescue
Citizen Assist,2016-8714,12/5/16,1336,12/5/16,1336,Hills Building Outside,Closed
Property Damage,2016-8716,12/5/16,1613,12/2/16,Unk,UVM Parking Garage,Closed
Larceny,2016-8718,12/5/16,1726,12/4/16,2100-2130,University Hgts South 1,Open incident
Medical Assist,2016-8719,12/5/16,1813,12/5/16,1813,Mercy Hall,Closed; affiliate transported to UVM Medical Center ER via UVM Rescue
Fire Alarm,2016-8720,12/5/16,1816,12/5/16,1816,UVM Outing Club,Closed
Vandalism,2016-8722,12/5/16,1931,Unk,Unk,Wilks Hall,Open incident
Suspicious Behavior,2016-8723,12/5/16,1948,12/4/16,Unk,Williams Hall,Closed; referred to UVM Cares
Fire / CO Alarm,2016-8724,12/5/16,2220,12/5/16,2220,University Hgts South 1,Closed
Property Damage,2016-8729,12/6/16,1157,12/6/16,1157,Stafford Hall Outside,Closed
Elevator Alarm,2016-8730,12/6/16,1321,12/6/16,1321,Davis Center,Closed
Citizen Assist,2016-8732,12/6/16,1552,12/6/16,1552,University Health Center,Closed
Citizen Assist,2016-8733,12/6/16,1556,12/6/16,1556,UVM Police Services,Closed
Medical Assist,2016-8738,12/6/16,2204,12/6/16,2204,University Hgts South 1,Closed; affiliate transported to UVM Medical Center ER via UVM Rescue
Drugs,2016-8739,12/6/16,2218,12/6/16,2218,University Hgts South 1,Closed; report to CSC
Citizen Assist,2016-8742,12/6/16,2332,12/6/16,2332,Wing Davis Wilks Outside,Closed
Agency Assist,2016-8751,12/7/16,721,12/7/16,721,284 East Ave,Closed; Assist to BPD
Intrusion Alarm,2016-8752,12/7/16,741,12/7/16,741,Fleming,Closed
Alcohol Offense / Lost Property,2016-8753,12/7/16,822,12/7/16,822,284 East Ave,Closed; Report to CSC
Agency Assist,2016-8754,12/7/16,830,12/7/16,830,Swift St / Farrell St,Closed; Assist to ICAC
Welfare Check,2016-8755,12/7/16,938,12/7/16,938,Austin,Closed; Affiliate located
Agency Assist,2016-8760,12/7/16,2021,12/7/16,2021,Williston Rd / Midas Dr,Closed; Assist to SBPD
Blue Light Alarm,2016-8761,12/7/16,2049,12/7/16,2049,Jeffords,Closed
Fire Alarm,2016-8762,12/7/16,2151,12/7/16,2151,PFG,Closed
Drugs,2016-8765,12/7/16,2344,12/7/16,2344,Hunt,Closed; Report to CSC
Suspicious Event,2016-8778,12/8/16,1231,12/8/16,1231,Centennial Field Parking Lot,Closed
Threats / Harassment,2016-8779,12/8/16,1352,12/8/16,1352,Wing,Open
Welfare Check,2016-8781,12/8/16,1548,12/8/16,1548,Converse,Closed; Affiliate located
Mental Health Issue,2016-8786,12/8/16,2123,12/8/16,2123,Catholic Center,Closed; Transported to UVM MC for Crisis
Traffic / DUI,2016-8792,12/9/16,0,12/9/16,0,S Prospect St,Closed; Cited into court for DUI; Report to CSC
Drugs,2016-8803,12/9/16,1636,12/9/16,1636,Living and Learning,Closed; Unable to Locate
Suspicious Event,2016-8805,12/9/16,1742,12/9/16,1742,Storage Barn behind 589 Main St,Closed
Alcohol Offense,2016-8808,12/9/16,1820,12/9/16,1820,Living and Learning Outside,Closed; Report to CSC
Drugs,2016-8810,12/9/16,1919,12/9/16,1919,Hunt,Closed; Report to CSC
Intoxication,2016-8813,12/9/16,2202,12/9/16,2202,Converse,Closed; UVM Rescue transported to UVM MC
Drugs,2016-8814,12/9/16,2235,12/9/16,2235,Living and Learning,Closed; Report to CSC
Noise,2016-8815,12/9/16,2301,12/9/16,2301,500 S Prospect St,Closed
Welfare Check,2016-8817,12/9/16,2333,12/9/16,2333,WDW,Closed
Intoxication,2016-8818,12/10/16,8,12/10/16,8,Harris,Closed; 1 affiliate  transported to UVM MC by UVM Rescue; 1 affiliate transported to Corrections for detox
Drugs,2016-8819,12/10/16,45,12/10/16,45,Living and Learning,Closed; Unable to locate
Alcohol Offense,2016-8820,12/10/16,112,12/10/16,112,Wing,Closed; Report to CSC
Intoxication,2016-8822,12/10/16,122,12/10/16,122,Tupper,Closed; Transported to ACT 1
Alcohol Offense,2016-8824,12/10/16,201,12/10/16,201,Living and Learning,Closed; Report to CSC
Alcohol Offense,2016-8826,12/10/16,210,12/10/16,210,University Heights South 1,Closed; Report to CSC
Fire Alarm,2016-8829,12/10/16,338,12/10/16,338,PFG,Closed
Drugs / Violation of Conditions of Release (VOCR),2016-8830,12/10/16,344,12/10/16,344,Wilks,Closed; Affiliate cited into court for Poss of Hallucinogenics; VOCR; Poss of Stolen Property; False into to Law Enforcement
,,,,,,,
,,,,,,,Affiliate cited into court for Poss of Cocaine
Intoxication,2016-8831,12/10/16,348,12/10/16,348,WDW,Closed; UVM Rescue transported to UVM MC
Agency Assist / Sexual Assault,2016-8832,12/10/16,621,12/10/16,621,284 East Ave,Closed; Assist to CUSI
Animal Problem,2016-8833,12/10/16,1142,12/10/16,1142,Bailey Howe Green,Closed
Suspicious Event,2016-8834,12/10/16,1229,12/10/16,1229,RTT,Closed
Fire Alarm,2016-8837,12/10/16,1340,12/10/16,1340,Living and Learning,Closed
Drugs,2016-8838,12/10/16,1535,12/9/16,Unk,Wright,Closed; Report to CSC
Suspicious Event,2016-8839,12/10/16,1711,12/10/16,344,Wilks,Closed
Suspicious Event,2016-8843,12/10/16,2028,12/10/16,2028,Marsh,Closed
Intrusion Alarm,2016-8845,12/11/16,355,12/11/16,355,655 Spear St,Closed
Agency Assist,2016-8846,12/11/16,415,12/11/16,415,"Weston St, Burlington",Closed; Assist to BPD
Medical Assist,2016-8847,12/11/16,601,12/11/16,601,Harris Hall,Closed; transported to UVM Medical Center ER via UVM Rescue
Fire Alarm / Property Damage,2016-8852,12/11/16,1314,12/11/16,1314,University Hgts North 1,Closed
Medical Assist,2016-8854,12/11/16,1351,12/11/16,1351,Bailey Howe,Closed; affiliate referred to Burlington Rescue
Alarm,2016-8855,12/11/16,1549,12/11/16,1549,Rowell Hall,Closed
Blue Light Alarm,2016-8857,12/11/16,1754,12/11/16,1754,University Hgts South 3,Closed
Suspicious Behavior,2016-8861,12/11/16,2120,12/11/16,2120,Tupper & Harris Millis Parking Lot,Open
Suspicious Event,2016-8872,12/12/16,1052,12/12/16,1052,Bailey Howe,Closed
Property Damage,2016-8874,12/12/16,1330,12/8/16,0800-1900,Waterman Parking Lot,Closed
Agency Assist / Domestic Violence,2016-8876,12/12/16,1349,Unk,Unk,East Ave Off Campus Location,Closed; referred to title IX coordinator
Sexual Assault,2016-8879,12/12/16,1924,12/10/16,Unk,Redstone Apts,Open incident
Intrusion Alarm,2016-8881,12/12/16,2020,12/12/16,2020,Fleming,Closed
Agency Assist,2016-8884,12/12/16,2245,12/12/16,2245,"Franklin St, Winooski",Closed; assist to Winooski Police
Unsecured Premise,2016-8885,12/13/16,3,12/13/16,3,UVM Main Campus Construction Area,Closed
Intrusion Alarm,2016-8889,12/13/16,640,12/13/16,640,1 S Propsect St,Closed
Larceny Bicycle,2016-8891,12/13/16,1653,12/05-12/2016,Unk,Redstone Apartments Outside,Open
Drugs / Agency Assist,2016-8892,12/13/16,1745,12/13/16,1745,Mason,Closed; Report to CSC; Assist to Fire Marshall's Office
Simple Assault,2016-8894,12/13/16,1934,12/9/16,Unk,University Heights North 2,Open
Medical Assist,2016-8897,12/13/16,2025,12/13/16,2025,Redstone Apartments,Closed; No transport
Agency Assist,2016-8898,12/13/16,2102,12/13/16,2102,St. Paul Street,Closed; Assist to BPD
Medical Assist,2016-8899,12/13/16,2305,12/13/16,2305,250 Colchester Ave,Closed; UVM Rescue transported to UVM MC
Drugs,2016-8901,12/14/16,43,12/13/16,2027,Coolidge,Closed; Unable to locate
Suspicious Event,2016-8905,12/14/16,1204,12/14/16,1204,384 College St,Closed
Accident LSA,2016-8906,12/14/16,1208,12/10-14/2016,2230-1200,WDW Lot,Open
Medical Assist,2016-8908,12/14/16,1336,12/14/16,1336,University Heights / Davis Rd,Closed; UVM Rescue transported to UVM MC
Drugs,2016-8911,12/14/16,1636,12/14/16,1636,Living and Learning,Closed; Report to CSC
Drugs,2016-8913,12/14/16,1910,12/14/16,1910,Hamilton,Closed; Unable to locate
Intrusion Alarm,2016-8916,12/14/16,2141,12/14/16,2141,Dana Medical,Closed
Agency Assist / Welfare Check,2016-8917,12/14/16,2227,12/14/16,2227,101 Main St Burlington,Closed; Assist to BPD
Motorist Assist,2016-8919,12/14/16,2350,12/14/16,2350,S Prospect St / College St,Closed
Accident,2016-8927,12/15/16,1013,12/15/16,1013,Mercy Lot,Closed
Accident,2016-8930,12/15/16,1430,12/15/16,1430,Davis Rd / PFG Rd,Closed
Vandalism Graffiti,2016-8933,12/16/16,7,12/15/16,2300-2338,Harris,Open
Intrusion Alarm,2016-8940,12/16/16,1222,12/16/16,1222,Living and Learning,Closed
University Policy Violation,2016-8942,12/16/16,1450,12/16/16,1450,Slade Fire Escape,Closed; Unable to locate
Fire Alarm,2016-8943,12/16/16,1507,12/16/16,1507,500 S Prospect St,Closed
Fire Alarm,2016-8944,12/16/16,1628,12/16/16,1628,John Dewey,Closed
Fire Alarm,2016-8945,12/16/16,1741,12/16/16,1741,Hills,Closed
Intrusion Alarm,2016-8946,12/16/16,1800,12/16/16,1800,Waterman,Closed
Blue Light,2016-8947,12/16/16,1838,12/16/16,1838,Gutterson,Closed
Drugs,2016-8950,12/16/16,2018,12/16/16,2018,Jeanne Mance,Closed
Intrusion Alarm,2016-8952,12/16/16,2030,12/16/16,2030,460 S Prospect St,Closed
Intrusion Alarm,2016-8954,12/16/16,2141,12/16/16,2141,460 S Prospect St,Closed
Drugs,2016-8955,12/16/16,2159,12/16/16,2159,Harris Millis,Closed; Report to CSC
Drugs,2016-8956,12/16/16,2224,12/16/16,2224,Trinity Campus,Closed; Report to CSC
Unsecured Premise,2016-8971,12/17/16,210,12/17/16,210,Waterman,Closed
Suspicious Event,2016-8973,12/17/16,251,12/17/16,251,University Heights North 1,Closed
Fire Alarm,2016-8979,12/17/16,1213,12/17/16,1213,Converse Hall,Closed
Unsecured Premise,2016-8983,12/17/16,1709,12/17/16,1709,University Health Center,Closed
Suspicious Event,2016-8985,12/17/16,2000,12/17/16,1600-1700,Given,Closed
Elevator Alarm,2016-8986,12/17/16,2047,12/17/16,2047,University Hgts South 2,Closed
Fire Alarm,2016-9006,12/18/16,550,12/18/16,550,Given,Closed
Fire Alarm,2016-9007,12/18/16,727,12/18/16,727,Given,Closed
Traffic / Drugs,2016-9013,12/18/16,2203,12/18/16,2203,Williston Rd / I89 On Ramp,Closed; Marijuana ticket issued
Intrusion Alarm,2016-9026,12/19/16,518,12/19/16,518,Waterman,Closed
Trespassing,2016-9027,12/19/16,518,12/19/16,518,Living & Learning,Closed; subject located and escorted out of the building
Agency Assist / Suspicious Vehicle,2016-9029,12/19/16,546,12/19/16,546,"N Winooski Ave / Pearl St, Burlington",Closed
Fire Alarm,2016-9032,12/19/16,845,12/19/16,845,Jeffords Hall,Closed
Fire Alarm,2016-9034,12/19/16,947,12/19/16,947,Redstone Lofts North,Closed
Intrusion Alarm,2016-9039,12/19/16,1758,12/19/16,1758,Fleming,Closed
Blue Light Alarm,2016-9040,12/19/16,1802,12/19/16,1802,Slade Hall Outside,Closed
Suspicious Event,2016-9052,12/20/16,16,12/20/16,16,UVM Main Campus,Closed
Citizen Assist,2016-9058,12/20/16,334,12/20/16,334,University Hgts South 1,Closed
Fire Alarm,2016-9060,12/20/16,1036,12/20/16,1036,Richardson Hall,Closed
Intrusion Alarm,2016-9063,12/20/16,1230,12/20/16,1230,Morrill Hall,Closed
Fire Alarm,2016-9065,12/20/16,1308,12/20/16,1308,Living & Learning,Closed
Suspicious Behavior,2016-9066,12/20/16,1436,12/20/16,1436,Given,Closed
Intrusion Alarm,2016-9067,12/20/16,1712,12/20/16,1712,460 S Prospect St,Closed
Agency Assist / DUI,2016-9074,12/20/13,2304,12/20/13,2304,College St / Battery St,Closed; assist to Burlington Police
Noise,2016-9076,12/20/16,2337,12/20/16,2337,Redstone Apts,Closed; noise warning issued
Fire Alarm,2016-9079,12/21/16,1321,12/21/16,1321,CWP,Closed
Suspicious Event,2016-9081,12/21/16,1340,12/21/16,1340,Rowell,Closed
Larceny Bicycle,2016-9082,12/21/16,1810,12/5/16,1500-1700,Votey Outside,Open
Unsecured Premise,2016-9100,12/22/16,2010,12/22/16,2010,500 S Prospect St,Closed
Traffic / DUI / DLS,2016-9106,12/22/16,2204,12/22/16,2204,Main St / University Hgts,Closed; Cited into court for Criminal DLS and DUI
Traffic / DUI / Drugs,2016-9110,12/23/16,308,12/23/16,308,I89 / Exit 13,Closed; Cited into court for DUI
Agency Assist,2016-9117,12/23/16,2145,12/23/16,2145,Main St / Spear St,Closed; Assist to BPD
Alarm,2016-9119,12/24/16,215,12/24/16,215,460 S Prospect St,Closed
Alarm,2016-9122,12/24/16,454,12/24/16,454,460 S Prospect St,Closed
Larceny,2016-9127,12/24/16,1418,12/22/16,0900-1500,Simpson Hall Parking Lot,Open incident
Unsecured Premise,2016-9130,12/24/16,1542,12/24/16,1542,Stafford Hall,Closed
Agency Assist,2016-9138,12/25/16,59,12/25/16,59,UVM Medical Center Outside,Closed; assist to Burlington Police
Traffic / DUI,2016-9141,12/25/16,133,12/25/16,133,Williston Rd @ Staples Plaza,Closed; non affiliate lodged at corrections for DUI
Suspicious Vehicle,2016-9142,12/25/16,142,12/25/16,142,University Hgts Parking Lot,Closed
Welfare Check,2016-9144,12/25/16,1356,12/25/16,1356,UVM Main Green,Closed; non substantiated
Citizen Assist,2016-9150,12/26/16,551,12/26/16,551,Nolan House,Closed
Welfare Check,2016-9144,12/25/16,1356,12/25/16,1356,UVM Main Green,Closed; non substantiated
Citizen Assist,2016-9150,12/26/16,551,12/26/16,551,Nolan House,Closed
Intrusion Alarm,2016-9151,12/26/16,754,12/26/16,754,University Health Center,Closed
Intrusion Alarm,2016-9155,12/26/16,1203,12/26/16,1203,460 S. Prospect St,Closed
Fire Alarm,2016-9161,12/26/16,2044,12/26/16,2044,Living & Learning,Closed
Suspicious Vehicle,2016-9172,12/27/16,149,12/27/16,149,UVM Parking Garage,Closed
Suspicious Vehicle,2016-9174,12/27/16,212,12/27/16,212,Waterman Parking Lot,Closed
Intrusion Alarm,2016-9178,12/27/16,818,12/27/16,818,University Health Center,Closed
Traffic / DUI,2016-9198,12/28/16,220,12/28/16,220,Williston Rd / I89 Overpass,Closed; subject cited into court for DUI
Blue Light Alarm,2016-9208,12/29/16,811,12/29/16,811,Medical Education,Closed
Accident,2016-9211,12/29/16,1006,12/29/16,1006,Dorset St / Swift St,Closed
Accident,2016-9213,12/30/16,1253,12/30/16,1253,Davis Center Loading Dock,Closed
Traffic / DUI,2016-9221,12/30/16,39,12/30/16,39,Main St / S Willard St,Closed; Cited into court for DUI
Citizen Assist,2016-9228,12/30/16,1714,12/30/16,1714,Cook,Closed
Medical Assist,2016-9230,12/30/16,1958,12/30/16,1958,Gutterson Ice Rink,Closed; non affiliate referred to UVM Rescue
Intoxication / Suspicious Behavior,2016-9231,12/30/16,2103,12/30/16,2103,Main St @ Johnson House,Closed; non affiliate referred to UVM Medical Center ER & ACT 1 for Detox
Agency Assist,2016-9239,12/31/16,15,12/31/16,15,Williston Rd @ Staples Plaza,Closed; assist to Vermont State Police
Agency Assist,2016-9248,12/31/16,327,12/31/16,327,Williston Rd / I89 Overpass,Closed; assist to Chittenden County Sheriffs Department
Intrusion Alarm,2016-9254,12/31/16,1118,12/31/16,1118,460 S Prospect St,Closed
Alarm,2016-9269,12/31/16,2223,12/31/16,2223,Environmental Safety Facility,Closed
Traffic / DUI,2016-9270,12/31/16,2232,12/31/16,2232,Williston Rd @ Double Tree Hotel,Closed; non affiliate lodged at corrections for DUI
Traffic / Driving while Suspended,2016-9271,12/31/16,2240,12/31/16,2240,Colchester Ave / Fletcher Pl,Closed; non affiliate cited into court for driving while suspended
Agency Assist / Traffic,2016-9272,12/31/16,2355,12/31/16,2355,Williston Rd / I89 Overpass,Closed; assist to So. Burlington Police
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
