Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Domestic Disturbance,2017-2681,4/9/17,230,4/9/17,230,Redstone Lofts Parking Lot & Mason Hall,Closed; referred to UVM Cares
Fire Alarm,2017-2682,4/9/17,624,4/9/17,624,Redstone Apts,Closed
Drugs,2017-2683,4/9/17,1634,4/9/17,1634,Redstone Campus Outside,Closed; unsubstantiated
Larceny,2017-2684,4/9/17,1722,Unk,Unk,Converse Hall,Open incident
University Policy Violation,2017-2685,4/9/17,1803,4/9/17,1803,Williams Hall Fire Escape,Closed
Drugs,2017-2688,4/9/17,1932,4/9/17,1932,Harris Hall,Closed; report to CSC
Drugs,2017-2690,4/9/17,2054,4/9/17,2054,Living & Learning,Closed; report to CSC
Drugs,2017-2692,4/9/17,2212,4/9/17,2212,Mercy Hall,Closed; report to CSC
Suspicious Behavior,2017-2693,4/9/17,2259,4/9/17,2259,Wilks Hall,Closed
Citizen Assist,2017-2706,4/10/17,1102,4/10/17,1102,25 Colchester Ave,Closed
Citizen Assist,2017-2707,4/10/17,1110,4/10/17,1110,404 S Prospect St,Closed
Drugs,2017-2708,4/10/17,1327,4/10/17,1327,Robinson Hall,Closed; Unsubstatiated
Motorist Assist,2017-2715,4/10/17,1819,4/10/17,1819,Jeffords,Closed
Trespass,2017-2716,4/10/17,1917,4/10/17,1917,Jeanne Mance,Closed; Non affiliate trespassed from residence halls
Panic Alarm,2017-2720,4/10/17,2118,4/10/17,2118,Bailey Howe,Closed
Intrusion Alarm,2017-2724,4/10/17,2330,4/10/17,2330,Fleming,Closed
Suspicious Event,2017-2730,4/11/17,438,4/11/17,438,Davis Center,Closed
Intrusion Alarm,2017-2733,4/11/17,717,4/11/17,717,460 So. Prospect St,Closed
Accident - Leaving the Scene,2017-2737,4/11/17,1016,4/11/17,0800-1016,PFG Parking Lot,Closed
Accident - Leaving the Scene,2017-2739,4/11/17,1826,4/11/17,1750-1826,Votey Parking Lot,Closed
Citizen Assist,2017-2741,4/11/17,1952,4/11/17,1952,"Training & Compliance Office, Ryan St, Essex",Closed
Drugs,2017-2742,4/11/17,2206,4/11/17,2206,Christie Wright Patterson Outside,Closed; report to CSC
Traffic Hazard,2017-2743,4/12/17,48,4/12/17,48,PFG Parking Garage,Closed
Intrusion Alarm,2017-2744,4/12/17,812,4/12/17,812,Fleming,Closed
Citizen Assist,2017-2747,4/12/17,1216,4/12/17,1216,146 S Williams St,Closed
Blue Light Alarm,2017-2753,4/12/17,1810,4/12/17,1810,Bailey Howe,Closed
Intrusion Alarm,2017-2756,4/12/17,1901,4/12/17,1901,Waterman,Closed
Intrusion Alarm,2017-2757,4/12/17,1929,4/12/17,1929,Fleming,Closed
Intrusion Alarm,2017-2758,4/12/17,2104,4/12/17,2104,Waterman,Closed
Traffic / DLS,2017-2760,4/12/17,2316,4/12/17,2316,Pearl St / N Williams St,Closed; Cited into court for DLS
Fire Alarm,2017-2762,4/13/17,19,4/13/17,19,Davis Hall,Closed
Intrusion Alarm,2017-2767,4/13/17,138,4/13/17,138,Waterman,Closed
Intrusion Alarm,2017-2770,4/13/17,531,4/13/17,531,Waterman,Closed
Accident,2017-2772,4/13/17,1004,4/13/17,1004,Waterman,Closed
Intrusion Alarm,2017-2774,4/13/17,1912,4/13/17,1912,Waterman,Closed
Traffic / Violation of Conditions of Release,2017-2777,4/13/17,2128,4/13/17,2128,861 Williston Rd,Closed; Cited into court for Violating of Conditions of Release
Suspicious Event,2017-2783,4/13/17,2330,4/13/17,2330,861 Williston Rd,Closed
Agency Assist,2017-2785,4/14/17,4,4/14/17,4,Williston Rd / I89,Closed; Assist to SBPD
Blue Light Alarm,2017-2786,4/14/17,9,4/14/17,9,Slade,Closed
Intoxication,2017-2789,4/14/17,158,4/14/17,158,Main St / Willard St,Closed; Transported to ACT 1
Suspicious Event,2017-2790,4/14/17,201,4/14/17,201,Virtue Field,Closed
Intrusion Alarm,2017-2791,4/14/17,419,4/14/17,419,Waterman,Closed
Trespass,2017-2794,4/14/17,925,4/14/17,925,Living and Learning,Closed; Unable to locate
Larceny,2017-2795,4/14/17,928,03/27-04/14/2017,Unk,PFG Complex,Open
Suspicious Event,2017-2800,4/14/17,1149,4/14/17,1149,Comverse,Closed
Animal Problem,2017-2801,4/14/17,1219,4/14/17,1219,Jeffords Lot,Closed
Disturbance,2017-2802,4/14/17,1245,4/14/17,1245,MAT,Closed
Agency Assist,2017-2803,4/14/17,1310,4/14/17,1310,Centennial Woods,Closed; Assist to UVM Training and Compliance
Citizen Assist,2017-2804,4/14/17,1348,4/14/17,1348,284 East Ave,Closed
Fire Alarm,2017-2806,4/14/17,1410,4/14/17,1410,Coolidge,Closed; Closed Report to CSC
Welfare Check / Agency Assist,2017-2808,4/14/17,1540,4/14/17,1540,28 East Ave,Closed; Assist to BPD
Disturbance,2017-2809,4/14/17,1555,4/14/17,1555,Redstone Woods,Closed; Unable to locate
Drugs,2017-2810,4/14/17,1653,4/14/17,1653,284 East Ave,Open
Suspicious Event / Poss of Stolen Property / Drugs,2017-2813,4/14/17,2146,4/14/17,2146,Mercy,Closed; Report to CSC
Traffic / DLS,2017-2822,4/15/17,25,4/15/17,25,S Williams St / Pearl St,Closed; Cited into court for Driving while License Suspended
Alcohol Offense / Drugs,2017-2824,4/15/17,143,4/15/17,143,Millis,Closed; Report to CSC
Unsecure Premise,2017-2826,4/15/17,237,4/15/17,237,Davis Center,Closed
Alcohol Offense,2017-2829,4/15/17,303,4/15/17,303,University Heights,Closed; Report to CSC
Motorist Assist,2017-2830,4/15/17,316,4/15/17,316,500 S Prospect St,Closed
Agency Assist / Intoxication,2017-2832,4/15/17,359,4/15/17,359,Main St / Beaumont Ave,Closed; Assist to Williston PD
Agency Assist,2017-2837,4/15/17,1349,4/15/17,1349,1166 Williston Rd,Closed; Assist to SBPD
Fire Alarm,2017-2838,4/15/17,1745,4/15/17,1745,Coolidge,Closed
Citizen Assist,2017-2840,4/15/17,1838,4/15/17,1838,University Terr / Main St,Closed
Blue Light Alarm,2017-2841,4/15/17,1917,4/15/17,1917,University Heights South 1,Closed
Accident,2017-2844,4/15/17,2131,4/15/17,2131,Living and Learning Director's Circle,Closed
Vandalism,2017-2854,4/16/17,35,Unk,Unk,Wing,Open
Drugs,2017-2855,4/16/17,37,4/16/17,37,Wing,Closed; Report to CSC
Agency Assist,2017-2856,4/16/17,53,4/16/17,53,284 East Ave,Closed; Assist to BPD
Drugs,2017-2858,4/16/17,106,4/16/17,106,Hamilton,Closed; Unable to locate
Intoxication,2017-2859,4/16/17,113,4/16/17,113,Harris,Closed; UVM Rescue transported to UVM MC; Report to CSC
Suspicious Event,2017-2860,4/16/17,128,4/16/17,128,Billings,Closed; Unable to locate
Citizen Assist / Welfare Check,2017-2861,4/16/17,131,4/16/17,131,500 S Prospect St,Closed
Intoxication,2017-2862,4/16/17,147,4/16/17,147,University Heights Outside,Closed; UVM Rescue transported to UVM MC; Report to CSC
Agency Assist,2017-2864,4/16/17,223,4/16/17,223,S Prospect St / Cliff St,Closed; Assist to BPD
Unsecure Premise,2017-2865,4/16/17,234,4/16/17,234,Gutterson,Closed
Intrusion Alarm,2017-2867,4/16/17,259,4/16/17,259,Fleming,Closed
Noise,2017-2868,4/16/17,323,4/16/17,323,500 S Prospect St,Closed; Warning
Unsecure Premise,2017-2869,4/16/17,332,4/16/17,332,Cook,Closed
Unsecure Premise,2017-2870,4/16/17,333,4/16/17,333,Votey,Closed
Medical Assist / Drugs,2017-2871,4/16/17,646,4/16/17,646,Wing,Closed; UVM Rescue transported to UVM MC; Report to CSC
Medical Assist,2017-2877,4/16/17,1823,4/16/17,1823,MAT,Closed; UVM Rescue transported to UVM MC
Drugs,2017-2882,4/16/17,2307,4/16/17,2307,Davis,Closed; Report to CSC
Unsecure Premise,2017-2886,4/17/17,46,4/17/17,46,Votey,Closed
Traffic Hazard,2017-2890,4/17/17,736,4/17/17,736,Beaumont Ave / Carrigan Dr,Closed
Vandalism,2017-2895,4/17/17,1014,4/16/17,1900-2000,Harris Millis,Open
Agency Assist,2017-2896,4/17/17,1127,4/17/17,1127,1 S Prospect St,Closed; Assist to Hospital Security
Medical Assist,2017-2899,4/17/17,1459,4/17/17,1459,PFG,Closed; UVM Recue transported to UVM MC
Intrusion Alarm,2017-2901,4/17/17,2047,4/17/17,2047,Nolan House,Closed
Intrusion Alarm,2017-2902,4/17/17,2127,4/17/17,2127,Nolan House,Closed
Noise,2017-2908,4/18/17,103,4/18/17,103,Sichel,Closed
Suspicious Event,2017-2917,4/18/17,925,4/18/17,925,284 East Ave,Closed
Medical Assist,2017-2922,4/18/17,1356,4/18/17,1356,MLS,Closed; UVM Rescue transported to UVM MC
Medical Assist,2017-2924,4/18/17,1434,4/18/17,1434,MAT,Closed; UVM Rescue transported to UVM MC
Blue Light Alarm,2017-2928,4/18/17,1619,4/18/17,1619,Colchester Research,Closed
Vandalism,2017-2929,4/18/17,1710,4/18/17,Unk,Gutterson Parking Garage,Open
Intrusion Alarm,2017-2934,4/18/17,2300,4/18/17,2300,Nolan House,Closed
Intrusion Alarm,2017-2946,4/19/17,448,4/19/17,448,460 S Prospect St,Closed
Fire Alarm,2017-2949,4/19/17,851,4/19/17,851,Jeffords,Closed
Medical Assist,2017-2952,4/19/17,1830,4/19/17,1830,Harris,Closed; UVM Rescue transported to UVM MC
Fire Alarm,2017-2953,4/19/17,1834,4/19/17,1834,University Heights South 2,Closed
Drugs,2017-2954,4/19/17,1950,4/19/17,1950,Coolidge Outside,Closed; Unable to locate
Intrusion Alarm,2017-2956,4/19/17,2036,4/19/17,2036,460 S Prospect St,Closed
Agency Assist,2017-2957,4/19/17,2127,4/19/17,2127,Church St / Main St,Closed; Assist to BPD
Intrusion Alarm,2017-2959,4/19/17,2204,4/19/17,2204,460 S Prospect St,Closed
Drugs / Alcohol,2017-2962,4/19/17,2308,4/19/17,2308,Simpson,Closed; Report to CSC
Anonymous Sexual Assault,2017-2964,4/20/17,1,03/16-26/2017,Unk,Trinity Campus,Closed; Report to Title IX
Drugs,2017-2965,4/20/17,9,4/20/17,9,Richardson,Closed; Unable to locate
Intoxication,2017-2970,4/20/17,303,4/20/17,303,Redstone Lofts,Closed; Transported to Corrections for detox; Report to CARE Team and CSC
Intrusion Alarm,2017-2972,4/20/17,427,4/20/17,427,Fleming,Closed
Drugs,2017-2981,4/20/17,1202,4/20/17,1202,Davis,Closed; report to CSC
Welfare Check,2017-2984,4/20/17,1423,4/20/17,1423,Jacob's House,Closed
Drugs,2017-2986,4/20/17,1630,4/20/17,1630,Redstone Quad,Closed; Report to CSC
Intrusion Alarm,2017-2987,4/20/17,1638,4/20/17,1638,University Heights South 1,Closed
Suspicious Event,2017-2988,4/20/17,1656,4/20/17,1656,Fleming Outside,Closed; Unable to locate
Drugs,2017-2989,4/20/17,1701,4/20/17,1701,Redstone Quad,Closed; Report to CSC
Animal Problem,2017-2991,4/20/17,1839,4/20/17,1839,Davis Center,Closed
Medical Assist / Drugs,2017-2994,4/20/17,1925,4/20/17,1925,Davis Center,"Closed; UVM Rescue evaluated, patient refused transport ; report to CSC"
Intrusion Alarm,2017-2995,4/20/17,2014,4/20/17,2014,Nolan House,Closed
Fraud,2017-2996,4/20/17,2028,Unk,Unk,Wright,Open
Citizen Assist / Disturbance,2017-2997,4/20/17,2129,4/20/17,2129,UVM Medical Center Lot,Closed
Vandalism,2017-3002,4/20/17,2228,Unk,Unk,Farrell Hall Outside,Open
Drugs,2017-3006,4/20/17,2239,4/20/17,2239,Tupper,Closed; Report to CSC
Alcohol Offense,2017-3009,4/20/17,2247,4/20/17,2247,Bradley St / S Willard St,Closed; Report to CSC
Drugs,2017-3011,4/20/17,2259,4/20/17,2259,McCann,Closed; Report to CSC
Agency Assist / Domestic Disturbance,2017-3014,4/21/17,5,4/21/17,5,371 Main St,Closed; Assist to BPD
Alcohol Offense / Recovered Stolen Property,2017-3015,4/21/17,9,4/21/17,9,Harris,Closed; Report to CSC
Suspicious Event,2017-3017,4/21/17,30,4/21/17,30,Harris,Closed
Drugs,2017-3022,4/21/17,51,4/21/17,51,Millis,Closed; Report to CSC
Suspicious Event,2017-3023,4/21/17,57,4/21/17,57,Hamilton Parking Lot,Closed
Larceny,2017-3027,4/21/17,539,Unk,Unk,Votey,Open
Suspicious Event,2017-3028,4/21/17,553,4/21/17,553,Votey,Closed
Welfare Check,2017-3029,4/21/17,722,4/21/17,722,College St / S Prospect St,Closed; Unable to locate
Intrusion Alarm,2017-3030,4/21/17,731,4/21/17,731,Waterman,Closed
Aggravated Assault,2017-3031,4/21/17,1028,4/15/17,Unk,Off Campus,Open
Larceny Bicycle,2017-3032,4/21/17,1303,04/15-22/2017,Unk,McAuley,Open
Vandalism,2017-3033,4/21/17,1526,Unk,Unk,Allen House,Open
Intrusion Alarm,2017-3035,4/21/17,1742,4/21/17,1742,Bailey Howe,Closed
Traffic / DLS,2017-3039,4/21/17,1834,4/21/17,1834,Williston Rd / Hinesburg Rd,Closed; Cited into court for Criminal DLS
Drugs,2017-3040,4/21/17,1921,4/21/17,1921,McCann,Closed; Report to CSC
Suspicious Event,2017-3044,4/21/17,2331,4/21/17,2331,Jeanne Mance,Open
Unsecure Premise,2017-3045,4/21/17,2331,4/21/17,2331,Interfaith Center,Closed
Alcohol Offense,2017-3048,4/21/17,2358,4/21/17,2358,Jeanne Mance,Closed; report to CSC
Medical Assist,2017-3049,4/21/17,7,4/21/17,7,Harris,Closed; UVM Rescue transported to UVM MC
Motorist Assist,2017-3051,4/22/17,26,4/22/17,26,East Ave,Closed
Intoxication,2017-3061,4/22/17,209,4/22/17,209,Redstone Green,Closed; Transported to UVM MC and  Corrections for detox
Agency Assist / DUI,2017-3063,4/22/17,236,4/22/17,236,Williston Rd / East Ave,Closed; Assist to SBPD
Fire Alarm,2017-3068,4/22/17,714,4/22/17,714,Outing Club,Closed
Intrusion Alarm,2017-3070,4/22/17,939,4/22/17,939,Nolin House,Closed
Motorist Assist,2017-3072,4/22/17,1647,4/22/17,1647,Outing Club,Closed
Animal Problem,2017-3075,4/22/17,1740,4/22/17,1740,Redstone Lofts,Closed
Animal Problem,2017-3083,4/22/17,2059,4/22/17,2059,Redstone Lofts,Closed
Vandalism,2017-3094,4/22/17,2354,4/22/17,2354,Redstone Lofts,Open
Drugs,2017-3098,4/23/17,36,4/23/17,36,Mercy,Closed; 1 affiliate cited into court for Poss of Hallucinogenic; Report to CSC
Alcohol Offense / Drugs,2017-3099,4/23/17,116,4/23/17,116,Richardson,Closed; Report to CSC
Agency Assist,2017-3100,4/23/17,126,4/23/17,126,Blundell,Closed; Assist to BPD
Motorist Assist,2017-3101,4/23/17,210,4/23/17,210,Colchester Ave / S Prospect St,Closed
Suspicious Event,2017-3104,4/23/17,345,4/23/17,345,S Prospect St / Cliff St,Closed
Trespassing / University Policy Violation,2017-3105,4/23/17,846,4/23/17,846,Centennial Woods,Closed; report to CSC
Fire,2017-3109,4/23/17,1650,4/23/17,1650,Living & Learning,Closed
Drugs,2017-3112,4/23/17,1909,4/23/17,1909,Wing Davis Wilks Outside,Closed; report to CSC
University Policy Violation,2017-3114,4/23/17,1950,4/23/17,1950,Williams Hall Fire Escape,Closed
Suspicious Behavior,2017-3118,4/23/17,2206,4/23/17,2126,Jeanne Mance & Austin Hall,Closed; referred to UVM Cares
Medical Assist / Intoxication,2017-3119,4/23/17,2255,4/23/17,2255,Mason Hall,Closed; affiliate transported to UVM MC ER & referred to ACT 1 for Detox; report to CSC
Agency Assist,2017-3122,4/24/17,308,4/24/17,308,"Winooski Falls Ways, Winooski",Closed; assist to Winooski Police
Graffiti,2017-3124,4/24/17,746,Unk,Unk,Marsh Austin Tupper,Open incident
Medical Assist,2017-3129,4/24/17,901,4/24/17,901,Tupper Hall,Closed; affiliate transported to UVM MC via UVM Rescue
Welfare Check,2017-3130,4/24/17,943,4/24/17,943,Simpson Hall,Closed; affiliate referred to UVM Cares
Motorist Assist,2017-3135,4/24/17,1521,4/24/17,1521,Harris Millis Parking Lot,Closed
Agency Assist,2017-3137,4/24/17,1600,4/24/17,1600,Williston Rd / I89 Overpass,Closed; assist to So. Burlington Police
Fire Alarm,2017-3138,4/24/17,1654,4/24/17,1654,University Hgts South 1,Closed
Anonymous Reported Sexual Assault,2017-3139,4/24/17,1708,4/8/17,Unk,Unknown Campus Residential Location,Closed; referred to Title IX Coordinator
Intrusion Alarm,2017-3140,4/24/17,1741,4/24/17,1741,Nolan House,Closed
Drugs,2017-3142,4/24/17,1756,4/24/17,1756,Marsh Austin Tupper Outside,Closed; report to CSC
Suspicious Behavior,2017-3149,4/24/17,2127,4/23/17,100,Marsh Austin Tupper,Closed; report to CSC
Drugs / Alcohol Offense,2017-3150,4/24/17,2238,4/24/17,2238,McAuley Hall,Closed; report to CSC
Agency Assist,2017-3152,4/25/17,104,4/25/17,104,"Winooski Falls Way, Winooski",Closed; assist to Winooski Police
Agency Assist,2017-3153,4/25/17,116,4/25/17,116,"Winooski Falls Way, Winooski",Closed; assist to Winooski Police
Citizen Assist,2017-3160,4/25/17,917,4/25/17,917,Richardson Hall Outside,Closed
Suspicious Behavior,2017-3165,4/25/17,1130,4/25/17,1130,Delehanty Parking Lot,Closed
Suspicious Behavior,2017-3166,4/25/17,1228,4/25/17,1228,Royal Tyler Theatre Outside,Closed
Suspicious Event,2017-3167,4/25/17,1334,4/25/17,1334,Waterman,Closed
Graffiti,2017-3168,4/25/17,1439,Unk,Unk,Williams Hall Fire Escape,Open incident
Fire Alarm / University Policy Violation,2017-3170,4/25/17,1803,4/25/17,1803,Living & Learning,Closed; report to CSC
Intrusion Alarm,2017-3171,4/25/17,1843,4/25/17,1843,Nolan House,Closed
Motorist Assist,2017-3172,4/25/17,2035,4/25/17,2035,East Ave @ Police Services,Closed
Fire Alarm,2017-3175,4/25/17,2150,4/25/17,2150,Davis Hall,Closed
Intrusion Alarm,2017-3177,4/25/17,2259,4/25/17,2259,Fleming,Closed
Suspicious Vehicle,2017-3185,4/26/17,118,4/26/17,118,East Commuter Parking Lot,Closed
Domestic Disturbance,2017-3186,4/26/17,129,4/26/17,129,Simpson Hall Outside,Closed; report to CSC
Medical Assist,2017-3194,4/26/17,828,4/26/17,828,Wright,Closed; UVM Rescue transported to UVM MC
Fire Alarm,2017-3197,4/26/17,1005,4/26/17,1005,McAuley,Closed
